cat_ID_con,Latitude,Longitude
Cook_Inlet_75000500008026,62.3965889771429,-150.232803743472
Cook_Inlet_75000500000009,62.8564402530215,-150.042479098405
Cook_Inlet_75000500007429,62.9768903584198,-149.683203663506
Cook_Inlet_75000500011984,62.6289433582155,-150.219731476591
Cook_Inlet_75000500002272,62.564153826618,-150.477281128323
Cook_Inlet_75000500012337,62.5453727990739,-150.509617685647
Cook_Inlet_75000500006883,62.8146040873052,-150.006246999688
Cook_Inlet_75000500012614,62.5247464571413,-150.226697379404
Cook_Inlet_75000500009975,62.7159720683385,-150.20282985458
Cook_Inlet_75000500003515,63.194775978457,-149.492266526326
Cook_Inlet_75000500002240,62.5496255214562,-150.50174681611
Cook_Inlet_75000300010038,62.4024205746812,-148.539227433352
Cook_Inlet_75000300024659,62.3452845492936,-148.482047516693
Cook_Inlet_75000300022407,62.5142510824386,-149.269816391566
Cook_Inlet_75000300003827,62.5404281213426,-149.822523764173
Cook_Inlet_75000300004778,62.5967354334579,-149.061165354134
Cook_Inlet_75000300022808,62.6049519622333,-149.095107649084
Cook_Inlet_75000300016498,62.5154770858557,-148.80471659992
Cook_Inlet_75000300014777,62.6204106153963,-149.588399498108
Cook_Inlet_75000300024174,62.4740590012124,-148.648048852586
Cook_Inlet_75000300018247,62.4520994712433,-149.992483895638
Cook_Inlet_75000300001605,62.6612074852062,-148.947028516886
Cook_Inlet_75000300015640,62.6025810658678,-149.057059907409
Cook_Inlet_75000300009654,62.4629426276832,-148.671348641052
Cook_Inlet_75000300005649,62.5093945367643,-148.806261893385
Cook_Inlet_75000300005143,62.6659941847108,-148.955008060687
Cook_Inlet_75000300010998,62.5370249734006,-149.813555858488
Cook_Inlet_75000300000325,62.6235980696115,-149.615861917503
Cook_Inlet_75000300014878,62.4401039948267,-149.470043004374
Cook_Inlet_75000300000271,62.4570347891434,-149.664935470908
Cook_Inlet_75000300028089,62.4169422780243,-148.546505134623
Cook_Inlet_75000300011642,62.352389289331,-149.146965029573
Cook_Inlet_75000300021956,62.3761748492407,-149.793326210086
Cook_Inlet_75000300025373,62.3694572596874,-150.01080250346
Cook_Inlet_75000300007234,62.3465598837707,-150.109233666894
Cook_Inlet_75000300018625,62.4471162078156,-149.461689653537
Cook_Inlet_75000300021822,62.3812709702609,-150.011107593649
Cook_Inlet_75000300025488,62.3730216826739,-149.789542316753
Cook_Inlet_75000300022955,62.1813536862998,-149.028849062271
Cook_Inlet_75000300025330,62.3253351349195,-150.120551508077
Cook_Inlet_75000300000624,62.2708277591925,-149.247086834644
Cook_Inlet_75000300011262,62.3099702303918,-149.481636655559
Cook_Inlet_75000300007341,62.3630391093798,-149.860077788333
Cook_Inlet_75000300011640,62.3413600024843,-149.162741900189
Cook_Inlet_75000600005142,62.0782235876618,-150.868503224528
Cook_Inlet_75000600035585,61.8528584408568,-150.774838214321
Cook_Inlet_75000600020386,61.7635232893797,-150.703296911254
Cook_Inlet_75000600019952,61.5365054168279,-151.227354424417
Cook_Inlet_75000600003641,62.2947387170665,-151.785614471123
Cook_Inlet_75000600015193,61.9252260683317,-150.906774821126
Cook_Inlet_75000600035022,61.9713492243378,-151.311073247364
Cook_Inlet_75000600040653,61.8143186524968,-150.708588272528
Cook_Inlet_75000600019054,61.9159333896153,-151.735232001695
Cook_Inlet_75000600024655,61.5623679173547,-151.492721331535
Cook_Inlet_75000600034967,61.6763702320525,-151.374565964945
Cook_Inlet_75000600040180,61.5625399217413,-151.258546948072
Cook_Inlet_75000600025547,61.5846258731753,-150.497006266327
Cook_Inlet_75000600004193,61.6781798889473,-151.506189604906
Cook_Inlet_75000600035645,61.7137105374506,-150.674917142705
Cook_Inlet_75000600019873,61.5917219529665,-151.295451169516
Cook_Inlet_75000600009435,61.7139793142019,-151.461887858482
Cook_Inlet_75000600005686,61.6857651136983,-152.82112801964
Cook_Inlet_75000600024798,61.6865504038541,-151.376135728752
Cook_Inlet_75000600030807,61.5863803451572,-152.901874686729
Cook_Inlet_75000600029695,62.5312327363952,-151.501855948328
Cook_Inlet_75000600027457,62.2447246987617,-152.394113052126
Cook_Inlet_75000600030558,62.2499931714244,-151.183015272421
Cook_Inlet_75000600014556,62.1763535004637,-151.48437547511
Cook_Inlet_75000600025489,62.1655798592263,-151.831679982
Cook_Inlet_75000600018460,61.9527193923014,-152.006349339542
Cook_Inlet_75000600030572,62.2579483366032,-150.960929172259
Cook_Inlet_75000600034770,62.1444992224528,-151.511479785364
Cook_Inlet_75000600040519,62.2307705707044,-150.918975305375
Cook_Inlet_75000600040339,62.232834660857,-151.128246564314
Cook_Inlet_75000600010070,62.1764878977624,-150.85167670832
Cook_Inlet_75000600012135,62.2375588974143,-152.425059558142
Cook_Inlet_75000600034555,62.206191659053,-151.624456325193
Cook_Inlet_75000600023457,62.1422272620402,-152.042389681593
Cook_Inlet_75000600020288,62.202646692584,-150.878411373001
Cook_Inlet_75000600035669,62.107695681463,-152.747453752884
Cook_Inlet_75000600010293,62.1404372089313,-153.027899005044
Cook_Inlet_75000600009551,62.4314230540429,-151.392895517522
Cook_Inlet_75000600006507,62.2741462916824,-152.567312073217
Cook_Inlet_75000600031834,62.2672461578975,-152.577086422425
Cook_Inlet_75000600040518,62.226543065453,-150.93513687598
Cook_Inlet_75000600000011,62.2048240674934,-152.260969821686
Cook_Inlet_75000600015130,62.293454204655,-150.977372673908
Cook_Inlet_75000600023013,62.1594714628632,-152.195199376926
Cook_Inlet_75000600029034,62.2816768152443,-151.782930443908
Cook_Inlet_75000600004327,62.0395329547607,-151.432612803147
Cook_Inlet_75000600039124,62.2922119460079,-151.892659659459
Cook_Inlet_75000600009410,62.0817425634402,-151.497461392013
Cook_Inlet_75000600025515,62.2276175546477,-151.1458721305
Cook_Inlet_75000600015299,61.8754702812663,-150.740991909871
Cook_Inlet_75000600034913,61.7989024777328,-151.425396852631
Cook_Inlet_75000600036475,61.8152038366561,-152.731511782675
Cook_Inlet_75000600004323,61.872908650495,-151.426985408901
Cook_Inlet_75000600035262,61.8653076672326,-151.16050780812
Cook_Inlet_75000600029800,61.8653717533652,-151.416896351048
Cook_Inlet_75000600019183,61.8220983445576,-151.684575789617
Cook_Inlet_75000600015366,61.9153473304216,-151.622914392806
Cook_Inlet_75000600009325,61.8799146760433,-151.540831051396
Cook_Inlet_75000600002853,61.8894363516034,-152.084589455175
Cook_Inlet_75000600012682,61.9451767795265,-152.189430384444
Cook_Inlet_75000600019578,62.0975423341507,-151.50633328855
Cook_Inlet_75000600018822,61.9139498889358,-151.892362114537
Cook_Inlet_75000600040498,61.9262178122506,-150.959865498586
Cook_Inlet_75000600002850,61.8260468147069,-152.080720787908
Cook_Inlet_75000600022522,61.9971467710302,-152.32345033998
Cook_Inlet_75000600016382,62.0673835383124,-152.663571104298
Cook_Inlet_75000600020310,62.0841683965844,-150.845704715257
Cook_Inlet_75000600035420,62.0678696237366,-151.001355098692
Cook_Inlet_75000600040654,61.9372158534548,-150.694085637736
Cook_Inlet_75000600040122,62.0479194723657,-151.322635527178
Cook_Inlet_75000600031902,61.9744012633933,-152.586497238631
Cook_Inlet_75000600015155,61.9102384629132,-150.944187873157
Cook_Inlet_75000600014918,61.9520680114033,-151.184458838155
Cook_Inlet_75000600018999,61.9469762193126,-151.793100169857
Cook_Inlet_75000600014428,61.9054843802553,-151.551627772744
Cook_Inlet_75000600018150,62.0658672169888,-152.11636999214
Cook_Inlet_75000600014656,61.8589465643454,-151.424651239619
Cook_Inlet_75000600025058,61.99150633316,-151.172613898576
Cook_Inlet_75000600015432,62.1327837698964,-153.008627154656
Cook_Inlet_75000600014486,62.1196083542499,-151.561502776544
Cook_Inlet_75000600019353,62.0590276909214,-151.627344456931
Cook_Inlet_75000600011081,62.0709436764157,-152.702364821023
Cook_Inlet_75000600036866,62.0151809150484,-152.633742452457
Cook_Inlet_75000600020073,61.9829073332321,-151.140156966918
Cook_Inlet_75000600026326,62.1403258796883,-152.731179416396
Cook_Inlet_75000600009150,62.0981236406822,-151.595012978021
Cook_Inlet_75000600021711,61.9622919470123,-152.580831165379
Cook_Inlet_75000600012683,61.9584826318005,-152.221954723502
Cook_Inlet_75000600012751,62.1567248310141,-152.201559130039
Cook_Inlet_75000600005715,62.1748311958595,-152.796620110128
Cook_Inlet_75000600020083,62.3891156124458,-151.122296874094
Cook_Inlet_75000600030233,62.473471950406,-151.015356077098
Cook_Inlet_75000600027807,62.4445229919399,-152.295923267918
Cook_Inlet_75000600014924,62.3592504660518,-151.191857937175
Cook_Inlet_75000600020443,62.3166827634844,-151.271901439374
Cook_Inlet_75000600013369,62.3267054185292,-152.016605938006
Cook_Inlet_75000600029350,62.4920838826081,-151.632171617534
Cook_Inlet_75000600025438,62.377655433201,-150.734176495894
Cook_Inlet_75000600020024,62.454653122556,-151.17056554342
Cook_Inlet_75000600035221,62.3875078385377,-151.185797752146
Cook_Inlet_75000600020381,62.3776289520907,-150.74109914136
Cook_Inlet_75000600002752,62.400369412629,-152.122644730162
Cook_Inlet_75000600030590,62.3846972242447,-151.340918940681
Cook_Inlet_75000600039012,62.3646407756692,-151.927132549413
Cook_Inlet_75000200003655,62.1814653519073,-149.952378117621
Cook_Inlet_75000200018778,62.0738173973387,-150.073720239672
Cook_Inlet_75000200005513,61.9872878812281,-150.395991143133
Cook_Inlet_75000200003229,61.9718311308445,-150.197567185384
Cook_Inlet_75000200009162,62.0234467725853,-149.470606048315
Cook_Inlet_75000200013250,62.1866533666812,-150.412068348736
Cook_Inlet_75000200008600,61.9916169907195,-150.067977733484
Cook_Inlet_75000200015657,62.2322027425975,-150.464477683837
Cook_Inlet_75000200011042,61.8986437411283,-150.101340181328
Cook_Inlet_75000200013941,61.9859306591578,-149.845488209624
