cat_ID_con,HUC12,sp_ls,dist_coast_km,Region,wtd_area_sqKM,str_slope,cat_elev_MEAN,cat_slope_MEAN,wtd_north_per,wtd_slope_MEAN,wtd_glacier_per,wtd_lake_per,wtd_wet_per,name,wtd_lcld_jd,Year,summer_precip,intercept,snow_tc,preds_airDL,snow_year,Chinook,Sockeye,Chum,Pink,Coho,Spawning,Rearing
Cook_Inlet_75004300004989,190203010903,"DV_p, P_p, CO_p",0.075560301436582,Cook_Inlet,829.2516002727523,9.999999999999999e-6,3.058011049723754,4.321263591012838,25.4459972,15.752698398671482,23.627075902080662,0.453863653149813,5.1487031,AwcHuc12_wtd_lcld_mn_2015,490.1977003536771,2015,202.4,-13.989906438165256,447.6199701412852,0.18494547903723835,min,0,0,0,1,1,0,0
Cook_Inlet_75004300002057,190203011002,"CO_s, DV_p, S_s",21.842190719438786,Cook_Inlet,45.96932507628522,9.999999999999999e-6,79.98850574712644,1.326693283275251,21.123642,12.897797998978314,1.182249759092508,0.136629122205772,2.7662482,AwcHuc12_wtd_lcld_mn_2015,452.92160701699027,2015,210.24,-13.989906438165256,415.5249186460572,0.14459511175725975,min,0,1,0,0,1,1,0
Cook_Inlet_75004300000022,190203011003,"DV_p, P_p, CO_p",20.632967601218347,Cook_Inlet,164.28090014367015,0.00918752,276.7147883031163,14.822304018028653,34.9238548,19.396569069476772,42.703742822725495,0.093260426527147,0.2348377,AwcHuc12_wtd_lcld_mn_2014,527.2188299873999,2014,372.2,-7.324500500029187,484.69364930234406,0.19066302783459962,min,0,0,0,1,1,0,0
Cook_Inlet_75004300002023,190203011004,"CH_p, S_p, P_p, S_r, DV_p, CO_p",9.623133917189351,Cook_Inlet,373.06360016750745,0.00280549,22.639498432601858,5.392397619227725,26.0812607,13.70019106410456,18.950539615078682,0.219511180339999,3.2075732,AwcHuc12_wtd_lcld_mn_2015,471.8790461555051,2015,205.52,-13.989906438165256,433.0261836763046,0.2795287065184266,min,0,1,1,1,1,0,1
Cook_Inlet_75004300002027,190203011005,"P_p, CH_p, S_p, CO_s",9.556498097151048,Cook_Inlet,54.17362507921969,0.00174814,19.527430744160807,4.389069726298459,23.7208881,15.497296081690342,5.53570622857463,0.47723999144181,9.662159,AwcHuc12_wtd_lcld_mn_2015,472.38891740347276,2015,208.94,-13.989906438165256,430.2746885065128,0.19371238984524766,min,0,1,1,1,1,1,0
Cook_Inlet_75004300006970,190203011006,"CO_r, S_r, CH_r, CH_p, S_p, P_p, OU_p, DV_p, CO_p",0.194162488977123,Cook_Inlet,501.73540022061843,9.999999999999999e-6,4.717847769028865,1.950553238223974,24.2730846,13.221304159301404,14.688311417638092,0.215632099889199,7.242156,AwcHuc12_wtd_lcld_mn_2015,460.9199466645108,2015,199.38,-13.989906438165256,422.93616287239115,0.1736672335488111,min,0,1,1,1,1,0,1
Cook_Inlet_75004300005004,190203011102,"S_p, CH_p, P_p, CO_s, K_p, CH_r, CO_p, CO_r",0.267006430626168,Cook_Inlet,230.42039986484826,0.0034699600000000002,3.19430485762144,2.34025686691674,24.4649429,18.406740792644154,18.751936913883426,4.635275178507254,2.6668315,AwcHuc12_wtd_lcld_mn_2014,500.68643095496,2014,424.92,-7.324500500029187,459.95757973858895,0.17486325757377572,min,1,1,1,1,1,1,1
Cook_Inlet_75004300008012,190203011103,"DV_p, S_p, CO_s, CO_r",0.980619696675202,Cook_Inlet,59.41494995988521,0.00419574,42.72084004534338,9.887471190549556,33.3917923,19.46324967979402,14.311390136465857,0.745664373401921,1.1431649,AwcHuc12_wtd_lcld_mn_2015,485.8051070196054,2015,219.42,-13.989906438165256,436.49350915829643,0.15131611130332545,min,0,1,0,0,1,1,1
Cook_Inlet_75004300007978,190203011104,"S_s, CH_p, DV_p, CO_p",0.183660869130163,Cook_Inlet,87.06072465406719,0.00604644,4.007604562737644,0.70374122183727,35.8482513,15.887611645058485,46.32357798714379,0.472612692273477,1.4076289,AwcHuc12_wtd_lcld_mn_2015,514.779932250621,2015,219.26,-13.989906438165256,471.9573629627317,0.15293815262054422,min,0,1,1,0,1,1,0
Cook_Inlet_75004300006839,190203011105,CO_s,0.064884396030234,Cook_Inlet,71.28692505077169,9.999999999999999e-6,5.257309941520473,1.128370299028012,38.0483704,17.07633275908601,52.08640929810464,0.422196451631415,0.5309591,AwcHuc12_wtd_lcld_mn_2014,528.4500956943889,2014,406.69,-7.324500500029187,490.1356543428308,0.17610944799169953,min,0,0,0,0,1,1,0
Cook_Inlet_75004300006594,190203011110,"S_p, P_p, CH_p",0.38388503839706,Cook_Inlet,253.7831750592158,0.0050054900000000005,9.126319373510398,6.00719508729366,31.7860146,20.82398057692689,33.495341378216196,1.093600470847865,0.6500597,AwcHuc12_wtd_lcld_mn_2015,509.86198955098354,2015,195.84,-13.989906438165256,458.08095222559774,0.1345451850700005,min,0,1,1,1,0,0,0
Cook_Inlet_75004300006726,190203011111,P_s,0.580621032568044,Cook_Inlet,38.5627498245477,0.02126765,93.33165609275866,20.349734761327177,25.4750156,22.92382547470901,0.658529573870112,4.276581469828137,0.1376818,AwcHuc12_wtd_lcld_mn_2015,449.7662908839409,2015,234.79,-13.989906438165256,394.17447813635397,0.11033166643015853,min,0,0,0,1,0,1,0
Cook_Inlet_75004300007859,190203011112,"CH_s, P_s, CO_s, K_r, K_s, CO_r",0.704870549956707,Cook_Inlet,26.98902495243259,0.0064113,12.78754578754576,4.531713061274843,17.4944229,18.594418026603662,0.01170067574528,1.845817715422163,3.9231379,AwcHuc12_wtd_lcld_mn_2015,459.51144931869123,2015,214.4,-13.989906438165256,411.77659758444395,0.2286056516296333,min,1,0,1,1,1,1,1
Cook_Inlet_75004300001638,190203011113,CO_s,0.860869467946285,Cook_Inlet,7.152399971362611,5.5753e-4,50.34644782840561,9.44772800736454,25.5011044,14.61177306729142,0,2.630314616692517,11.0857954,AwcHuc12_wtd_lcld_mn_2003,422.26752352328134,2003,291.5,-8.513033094680964,387.23720539558366,0.14912095716457685,min,0,0,0,0,1,1,0
Cook_Inlet_75004300005723,190203011201,"P_s, CO_p, CH_s",0.63439840300376,Cook_Inlet,65.40904996731425,0.00665028,255.400054392167,21.924391987571788,34.0466461,25.46249107570477,16.835787538752562,0.393919460702745,0.3198361,AwcHuc12_wtd_lcld_mn_2009,508.4170430242614,2009,329.82,-1.8017700272917943,460.4062242801824,0.04350596469005359,min,0,0,1,1,1,1,0
Cook_Inlet_75004300005646,190203011202,"P_s, CH_s",0.519020155747939,Cook_Inlet,20.695275071035216,0.0139488,184.397152222904,17.788901948801357,22.6794815,26.971652765092603,0,0.118176424093,0.0309241,AwcHuc12_wtd_lcld_mn_2003,481.74564211230654,2003,338.87,-8.513033094680964,424.28475026771594,0.024679057348229196,min,0,0,1,1,0,1,0
Cook_Inlet_75004300002547,190203011203,"P_s, CO_p, CH_s",0.04205765023062,Cook_Inlet,29.014449940684745,0.15241455,16.773195876288657,13.257315561943448,33.0184288,24.590630605301353,0,0.584701539801908,0.0351553,AwcHuc12_wtd_lcld_mn_2009,494.6099924451239,2009,272.49,-1.8017700272917943,448.1814164922679,0.04892196701263827,min,0,0,1,1,1,1,0
Cook_Inlet_75004300004326,190203011204,"S_p, CH_s, P_s, P_r, S_r",1.024920929151935,Cook_Inlet,53.59414986311383,0.01757982,92.94186154849531,13.624489919849722,27.4417419,24.10700400194095,0,0.166245520257003,0.0789269,AwcHuc12_wtd_lcld_mn_2003,476.1437940867786,2003,205.44,-8.513033094680964,423.88163530641924,0.08706899487175646,min,0,1,1,1,0,1,1
Cook_Inlet_75004300007331,190203011205,"CH_s, DV_s, CO_s, P_s, P_r, S_r, CH_r, CO_r",0.54345980331143,Cook_Inlet,69.53402483273557,0.012789710000000001,71.08150529500745,15.926966274231196,25.8168297,20.644648998655455,0,1.098221191795575,0.1012498,AwcHuc12_wtd_lcld_mn_2003,468.68061584041203,2003,218.28,-8.513033094680964,422.7019008341101,0.09846112041182833,min,0,1,1,1,1,1,1
Cook_Inlet_75004300006207,190203011206,"P_s, CH_p",1.710352422685199,Cook_Inlet,13.696425030813778,0.04852964,259.15853365606694,15.170735823737115,20.5780582,21.39513695768089,0,0.18012710799174,0.2270471,AwcHuc12_wtd_lcld_mn_2003,461.28850059975946,2003,237.48,-8.513033094680964,413.94780830078577,0.08528794407974898,min,0,0,1,1,0,1,0
Cook_Inlet_75004300003251,190203011207,"S_p, CH_p, DV_s, CO_s, P_s",1.986365716199534,Cook_Inlet,65.06372516988071,0.00297363,241.7944562522136,21.194987430222394,30.0349178,23.164842698364197,0,0.126237842589599,2.8582141,AwcHuc12_wtd_lcld_mn_2003,453.9522596152378,2003,235.06,-8.513033094680964,403.39992480483517,0.11778016006446136,min,0,1,1,1,1,1,0
Cook_Inlet_75004300006302,190203011208,"DV_s, S_p, P_s, CH_p, CO_s",0.546820204793889,Cook_Inlet,66.91335009871847,9.999999999999999e-6,13.391772771792365,4.15425179279609,30.3874702,22.994345284483106,0,0.122748364626354,2.8341854,AwcHuc12_wtd_lcld_mn_2003,453.89001051493113,2003,211.3,-8.513033094680964,403.64709253576837,0.10052086836126782,min,0,1,1,1,1,1,0
Cook_Inlet_75004300001135,190203011209,"S_s, DV_r, P_s, DV_s, CO_s",0.075955272798379,Cook_Inlet,57.483925127514745,9.999999999999999e-6,25.599999999999998,20.7135729342699,23.8089771,21.629955826264133,0,3.38737628903404,0.4157512,AwcHuc12_wtd_lcld_mn_2003,445.3464622066731,2003,189.04,-8.513033094680964,397.5796232080021,0.13305442646656215,min,0,1,0,1,1,1,1
Cook_Inlet_75004300002183,190203011210,"CH_s, P_s",0.632387525309067,Cook_Inlet,36.74644987376607,9.999999999999999e-6,107.7738271923605,16.219564902453605,26.1317406,22.767946235941285,0,0,2.9208224,AwcHuc12_wtd_lcld_mn_2003,450.3948967291216,2003,223.4,-8.513033094680964,400.562845252863,0.10336551064544634,min,0,0,1,1,0,1,0
Cook_Inlet_75004300002181,190203011211,P_s,0.07204277736312,Cook_Inlet,24.842075121025985,0.20740053,50.56204379562044,19.439367370883907,36.6000443,20.84641756092725,0,0.089028287139819,0.0611879,AwcHuc12_wtd_lcld_mn_2003,447.1789453960759,2003,172.91,-8.513033094680964,400.83406302241735,0.07750148854730343,min,0,0,0,1,0,1,0
Cook_Inlet_75004300005307,190203011212,"P_s, CH_s",0.244873315881258,Cook_Inlet,10.800374924333948,9.999999999999999e-6,27.294696969696975,7.554357437433422,23.3661728,24.874042299220623,0,0.038553881442937,0.2574122,AwcHuc12_wtd_lcld_mn_2016,455.8856464234309,2016,203.37,-11.916184305714133,398.82832376755647,0.010404461225805439,min,0,0,1,1,0,1,0
Cook_Inlet_75004400006692,190203020101,"K_s, P_s, CO_p",2.767538412453287,Cook_Inlet,70.47922499004468,0.02822208,313.55753544265986,17.47145191239362,23.1789818,27.608945575193726,0.325767102921965,0.198550875362219,0.0395858,AwcHuc12_wtd_lcld_mn_2015,480.7027131216369,2015,145.87,-13.989906438165256,416.60839595201145,0.13845145674609183,min,1,0,0,1,1,1,0
Cook_Inlet_75004400002258,190203020102,"CH_s, K_s, CO_p, CO_s, P_s, K_r",0.767764179023399,Cook_Inlet,196.1154751011971,0.00934258,183.29330296127574,23.19333597080479,22.4126587,27.741919541119557,0.813881222509562,0.190418823730066,0.0948416,AwcHuc12_wtd_lcld_mn_2015,481.425413171827,2015,170.84,-13.989906438165256,417.08977631155295,0.0919070902143695,min,1,0,1,1,1,1,1
Cook_Inlet_75004400010270,190203020201,"S_s, CH_s, CO_s, K_p, CO_r",13.054445960901173,Cook_Inlet,97.9083499260801,9.999999999999999e-6,23.452127659574465,2.592511840942398,19.4965858,26.884549295527858,20.251889972058354,0.022371858236917,0.3269279,AwcHuc12_wtd_lcld_mn_2014,516.4367495135949,2014,660.05,-7.324500500029187,460.32246468208405,0.18568270773257556,min,1,1,1,0,1,1,1
Cook_Inlet_75004400010221,190203020202,"K_p, S_s, S_r, OU_p, CO_s, CO_r, CH_s",7.337559426768478,Cook_Inlet,198.24492525351502,9.999999999999999e-6,9.350785340314154,4.44807572114488,17.4511986,24.647188524219775,21.517063813754362,0.034268238081294,5.002429,AwcHuc12_wtd_lcld_mn_2015,508.27590692713596,2015,469.29,-13.989906438165256,449.55655387429044,0.09278788241967531,min,1,1,1,0,1,1,1
Cook_Inlet_75004400007351,190203020203,"S_p, CH_p, S_r, K_s, CO_p",12.646194752349935,Cook_Inlet,96.95405017105873,0.00159442,114.79881573382195,14.099348149613165,30.128418,27.996013412651493,31.588004574383145,2.249535292694242,0.5567399,AwcHuc12_wtd_lcld_mn_2015,521.7784301219814,2015,499.49,-13.989906438165256,456.98166649868375,0.0477037657901432,min,1,1,1,0,1,1,1
Cook_Inlet_75004400004344,190203020204,"S_r, S_p, CO_p",6.468900228089518,Cook_Inlet,164.2476002612254,9.999999999999999e-6,8.037812288993925,3.614844070760397,29.0122452,24.83821870298442,32.33729983323933,3.590793889692999,2.6482034,AwcHuc12_wtd_lcld_mn_2015,516.6254572489709,2015,480.17,-13.989906438165256,457.55942472903524,0.1443249216363988,min,0,1,0,0,1,0,1
Cook_Inlet_75004400010175,190203020205,"S_s, CH_s, CO_s, K_p, S_r, OU_p, CO_r",0.171686816680829,Cook_Inlet,427.53644929712647,9.999999999999999e-6,6.677152317880796,2.515083142497764,22.6391335,24.401431066516288,23.104168661143945,1.509350488254415,6.802773,AwcHuc12_wtd_lcld_mn_2015,505.90141934470813,2015,467.27,-13.989906438165256,447.6280642227709,0.1765430259582156,min,1,1,1,0,1,1,1
Cook_Inlet_75004400004213,190203020301,CO_p,14.543668023977334,Cook_Inlet,60.981550039029074,0.05730575,63.781588447653405,7.17803527465074,28.516798,24.752715944779546,31.38296911726951,0.001929273010103,0.3442022,AwcHuc12_wtd_lcld_mn_2014,529.3878081716318,2014,627.22,-7.324500500029187,477.1423510548921,0.09334497069743503,min,0,0,0,0,1,0,0
Cook_Inlet_75004400011755,190203020303,"S_s, CH_p, P_p, S_r, CO_r",6.880344616885592,Cook_Inlet,105.59030001545968,0.00103206,221.29969969969994,27.596752483600994,26.5850239,24.021294798863703,45.169970713358445,4.983940391258777,1.1767224,AwcHuc12_wtd_lcld_mn_2014,539.0413512604323,2014,764.09,-7.324500500029187,488.1232691936681,0.1421333859716746,min,0,1,1,1,1,1,1
Cook_Inlet_75004400011676,190203020304,"S_r, P_p, CO_s, CO_r, CH_p, K_p, S_s",0.482598856758551,Cook_Inlet,141.24159994381884,9.999999999999999e-6,7.749813293502624,1.191175042239229,25.4181099,23.743500027708667,36.0183093966224,3.956736170233437,4.5838156,AwcHuc12_wtd_lcld_mn_2015,524.8147471903839,2015,473.33,-13.989906438165256,467.73539808043324,0.17732113874699867,min,1,1,1,1,1,1,1
Cook_Inlet_75004400007224,190203020305,"P_p, DV_p, CH_p, S_p, CO_p",0.018924896598613,Cook_Inlet,322.3271000513736,9.999999999999999e-6,0,1.521513e-9,27.270443,20.60743051910247,38.171163233393266,0.844116588653617,5.8074651,AwcHuc12_wtd_lcld_mn_2015,523.6199086593311,2015,468.38,-13.989906438165256,472.2318639968345,0.20450896710000604,min,0,1,1,1,1,0,0
Cook_Inlet_75004400003768,190203020403,"K_s, CO_s, K_p, CO_p",14.7234022290516,Cook_Inlet,248.63094981879433,0.01813656,311.5203597625777,19.210702209101832,21.3017654,25.85939180899808,0.458800209752658,0.551079329398184,0.0662417,AwcHuc12_wtd_lcld_mn_2014,491.7431119454412,2014,275.71,-7.324500500029187,437.48927164375226,0.10330181097099415,min,1,0,0,0,1,1,0
Cook_Inlet_75004400011320,190203020404,"S_p, P_p, CO_s, K_r, K_s, CO_r",19.22513049991537,Cook_Inlet,139.17214996617423,0.05637679,189.9,3.947183361649513,26.2109356,26.20825873308729,5.617412655747409,0.397760085148833,0.2407751,AwcHuc12_wtd_lcld_mn_2014,499.91673390790646,2014,389.56,-7.324500500029187,445.02977374991656,0.07651473919610595,min,1,1,0,1,1,1,1
Cook_Inlet_75004400011322,190203020405,"K_r, CO_s, K_s, CO_r",18.76493339643112,Cook_Inlet,55.52055010329569,0.00698105,227.85696670776804,7.819514072292816,26.4896851,26.354137379905424,6.237039920374542,0.031892907316095,0.3204049,AwcHuc12_wtd_lcld_mn_2014,497.79213486181555,2014,389.56,-7.324500500029187,442.6404357402452,0.06669297059810979,min,1,0,0,0,1,1,1
Cook_Inlet_75004400001464,190203020406,"CO_r, K_p, CO_s, P_s",18.016536179407478,Cook_Inlet,74.91282493417776,0.00764295,383.15366291052226,16.11145615402299,23.6001854,23.218304383755058,4.282220936993564,0.030020222818016,1.2658904,AwcHuc12_wtd_lcld_mn_2014,497.0271799999246,2014,396.6,-7.324500500029187,447.566356105605,0.10744898658174167,min,1,0,0,1,1,1,1
Cook_Inlet_75004400008192,190203020407,"CO_r, P_p, K_s, K_r, CO_s, S_p",13.209162615352906,Cook_Inlet,319.822649949472,0.030373360000000002,129.497461928934,11.426855707090871,25.1966953,25.88282860584928,3.644073817924688,0.196883419277707,0.5246673,AwcHuc12_wtd_lcld_mn_2014,496.15646061539985,2014,279.66,-7.324500500029187,441.86008747259007,0.0798450790710451,min,1,1,0,1,1,1,1
Cook_Inlet_75004400002279,190203020408,"S_p, CH_p, P_p, K_p, K_r, CO_p, CO_r",0.237672353835083,Cook_Inlet,683.862174697081,9.999999999999999e-6,31.976359832635953,10.14346014950199,23.4542236,25.948459773365958,2.218631782377412,0.313135530710379,0.2908469,AwcHuc12_wtd_lcld_mn_2014,492.8792046040152,2014,274.8,-7.324500500029187,438.463724740339,0.1052924208287122,min,1,1,1,1,1,0,1
Cook_Inlet_75004400006433,190203020501,"K_s, K_r",19.396234639691727,Cook_Inlet,154.06262493073447,0.00173223,433.5777027027028,13.413841887816316,27.4033527,21.48246109526234,0,0.106648721986445,0,AwcHuc12_wtd_lcld_mn_2014,480.7799671432841,2014,198.13,-7.324500500029187,434.4693325546449,0.13198015979880728,min,1,0,0,0,0,1,1
Cook_Inlet_75004400010352,190203020502,"P_p, DV_r, K_s, CO_r, CO_s, K_r",7.068334956152698,Cook_Inlet,53.556049913751025,0.04199282,466.44258746261926,24.482634919746385,21.4602451,26.17533767390716,0.287467184962865,0.116506410770356,0.0285671,AwcHuc12_wtd_lcld_mn_2015,481.8917866765246,2015,128.21,-13.989906438165256,420.39916535646705,0.06433659582090785,min,1,0,0,1,1,1,1
Cook_Inlet_75004400007996,190203020503,"CH_s, DV_p, P_s, K_r, K_s, CO_p",9.650346114372548,Cook_Inlet,282.57597507020336,0.014944840000000001,396.3784715662211,19.025609044714937,26.117775,22.750199185135646,0.023823309813444,0.071364972681485,0.0082103,AwcHuc12_wtd_lcld_mn_2014,478.5280163299525,2014,238.19,-7.324500500029187,429.9167046009302,0.14907156004028557,min,1,0,1,1,1,1,1
Cook_Inlet_75004400000627,190203020504,"CH_s, DV_p, P_s, K_p, K_r, CO_p",0.416863458506424,Cook_Inlet,410.5892249665236,0.00770806,31.920104314841122,5.313141396647934,25.4851265,23.2162835825625,0.053892066719905,0.067197519162326,0.0367034,AwcHuc12_wtd_lcld_mn_2014,476.37044929856563,2014,198.09,-7.324500500029187,426.91329273202143,0.15746665982976213,min,1,0,1,1,1,1,1
Cook_Inlet_75004400009198,190203020601,CO_r,30.569187016660294,Cook_Inlet,51.80612489189671,0.01399877,356.8162485986529,10.560712554647946,29.7325783,20.920718610905293,0,0.115317441521244,0.1494041,AwcHuc12_wtd_lcld_mn_2014,447.25231344753,2014,282.19,-7.324500500029187,401.96112294033463,0.0750615513530097,min,0,0,0,0,1,0,1
Cook_Inlet_75004400004455,190203020602,"S_s, S_p, P_p, DV_p, CO_s, K_p, K_s",25.694359868499244,Cook_Inlet,175.57854958936588,0.00759472,152.68673257074923,4.823141819039501,27.7690678,19.16570380270934,0,0.259836384376839,3.5682127,AwcHuc12_wtd_lcld_mn_2014,448.8286500423494,2014,203.61,-7.324500500029187,406.72244110390517,0.16583335729638726,min,1,1,0,1,1,1,0
Cook_Inlet_75004400010699,190203020603,K_s,40.82821908175286,Cook_Inlet,45.74432516139572,0.00170846,437.266780898457,5.405584227139505,26.8067036,18.0987767732967,0,0.232163099712669,2.4520767,AwcHuc12_wtd_lcld_mn_2014,464.12823068801254,2014,331.4,-7.324500500029187,423.958269186349,0.12192974333388155,min,1,0,0,0,0,1,0
Cook_Inlet_75004400010610,190203020604,"S_p, K_p, CO_p",21.61149274306915,Cook_Inlet,161.71887487945204,3.2702e-4,67.73502856089904,1.204758227094644,27.8013229,10.418395447740128,0,0.07827768838571,10.8716946,AwcHuc12_wtd_lcld_mn_2003,441.99917574501154,2003,85.88,-8.513033094680964,414.5789531941217,0.3053861430385072,min,1,1,0,0,1,0,0
Cook_Inlet_75004400004707,190203020605,"K_p, S_p, CO_p, P_s",19.392024080069998,Cook_Inlet,216.93159998180857,4.1357e-4,67.69294734662886,2.241739523570111,25.165329,8.442722315810908,0,2.456247453661208,18.3343792,AwcHuc12_wtd_lcld_mn_2003,436.93595098317275,2003,85.78,-8.513033094680964,413.1011582997036,0.4116553553428871,min,1,1,0,1,1,1,0
Cook_Inlet_75004400010627,190203020606,CO_s,17.335732184382923,Cook_Inlet,99.89740010845891,4.3296000000000003e-4,65.05515933917133,1.576819359005154,27.9550362,7.39252633403719,0,0.166758201349875,10.6915579,AwcHuc12_wtd_lcld_mn_2003,423.4406590139432,2003,85.96,-8.513033094680964,401.5117504460412,0.33716125764938243,min,0,0,0,0,1,1,0
Cook_Inlet_75004400007686,190203020607,CO_r,15.397529983314364,Cook_Inlet,72.30734994365083,9.999999999999999e-6,63.72417010028762,3.326470507142365,23.8315201,6.757897750037966,0,2.245451959000803,18.1421032,AwcHuc12_wtd_lcld_mn_2003,416.47647325429654,2003,85.27,-8.513033094680964,395.6992816597219,0.41231681706596557,min,0,0,0,0,1,0,1
Cook_Inlet_75004400004457,190203020608,"P_s, K_s",10.376481434921082,Cook_Inlet,102.63187485588023,0.01520117,74.87096836456973,5.079043575296073,29.439333,16.515725269023477,0,0.075588337306534,0.4452902,AwcHuc12_wtd_lcld_mn_2014,438.82515197842883,2014,201.81,-7.324500500029187,401.52809493315385,0.17154244596122656,min,1,0,0,1,0,1,0
Cook_Inlet_75004400005924,190203020609,"S_p, DV_p, P_s, CO_s, K_p",3.181280576935813,Cook_Inlet,772.0778485826854,6.972e-4,10.536829984291419,1.371852721397835,25.8152618,11.121403191563802,0,1.051549913270212,12.6254559,AwcHuc12_wtd_lcld_mn_2003,435.5071302905368,2003,127.84,-8.513033094680964,406.81109701924095,0.32198191132890663,min,1,1,0,1,1,1,0
Cook_Inlet_75004400011086,190203020701,"P_p, P_s, K_p, CO_p, CO_r",1.131693659710568,Cook_Inlet,47.503675401720756,0.047580040000000004,316.7884797233436,21.79938953631332,12.0393991,25.88047287300462,0,0.078307373159257,0.2254585,AwcHuc12_wtd_lcld_mn_2015,472.30372122650107,2015,159.60999999999999,-13.989906438165256,411.3462173036087,0.09095216678000294,min,1,0,0,1,1,1,1
Cook_Inlet_75004400001136,190203020702,"K_r, CO_r, CO_p, K_p, P_p, CH_p, S_p",0.067498180914689,Cook_Inlet,153.07952556881364,0.00868847,7.254716981132079,1.047770513155904,18.3326931,26.6437628902745,8.397087587587231,0.058386180075606,0.8969354,AwcHuc12_wtd_lcld_mn_2015,493.5927885200419,2015,284.38,-13.989906438165256,431.2500742699983,0.05229498644529121,min,1,1,1,1,1,0,1
Cook_Inlet_75004400005660,190203020703,"S_p, CH_p, DV_p, P_s, CO_p",0.041930870802012,Cook_Inlet,55.98184978624497,9.999999999999999e-6,7.723404255319149,5.548840948875915,30.0137196,23.20621833055834,2.67477022350097,0.006684664136017,0.2081048,AwcHuc12_wtd_lcld_mn_2014,499.3077164915497,2014,598.45,-7.324500500029187,449.8688262336249,0.09193457455613391,min,0,1,1,1,1,1,0
Cook_Inlet_75004400001134,190203020704,"DV_p, P_p",0.180293907584427,Cook_Inlet,46.56142514139808,0.04648489,39.332477535301614,12.5093237338739,22.3287945,24.991028745402517,0.978161034053508,0,0.0747386,AwcHuc12_wtd_lcld_mn_2014,504.1790117756225,2014,476.56,-7.324500500029187,451.50106720975305,0.09584323125507378,min,0,0,0,1,0,0,0
Cook_Inlet_75004400004166,190203020705,"DV_p, P_p, CH_p",0.9501820341725,Cook_Inlet,18.181425060219134,0.07480702,250.58492434663094,23.74234859597375,22.6007652,27.94176199083255,6.641886916183036,0,0.0462026,AwcHuc12_wtd_lcld_mn_2014,503.6098403527499,2014,572.17,-7.324500500029187,445.57693755113974,-0.02564642119780033,min,0,0,1,1,0,0,0
Cook_Inlet_75004400003189,190203020801,"DV_p, S_p, CO_p",14.231328419729515,Cook_Inlet,107.59684972988434,0.0068363700000000005,59.1727950629982,4.442994769549625,20.3619881,4.357261156356632,0,13.986593496897404,10.127367,AwcHuc12_wtd_lcld_mn_2003,424.34815358734454,2003,87.3,-8.513033094680964,407.9276108759803,0.4835090462469258,min,0,1,0,0,1,0,0
Cook_Inlet_75004400008859,190203020802,"DV_p, S_p, CO_s",15.59793128888173,Cook_Inlet,301.47942519450163,9.999999999999999e-6,50.3005074283322,3.16597667443133,20.0670433,4.053037551847595,0,11.148247796114855,16.4641724,AwcHuc12_wtd_lcld_mn_2003,424.0598095640929,2003,120.97,-8.513033094680964,408.191368503732,0.5306227546075111,min,0,1,0,0,1,1,0
