OID_,AwcHuc12_non_north_area,AwcHuc12_north_area,region,AwcHuc12_wtd_north_per,cat_ID_txt,cat_ID_con
233,603664800.000000000000000,272795800.000000000000000,Cook_Inlet,31.1247082,75000400034535,Cook_Inlet_75000400034535
234,6379249100.000000000000000,2298503200.000000000000000,Cook_Inlet,26.4873104,75000400000017,Cook_Inlet_75000400000017
235,3792514600.000000000000000,1357371100.000000000000000,Cook_Inlet,26.3573055,75000400028963,Cook_Inlet_75000400028963
236,50460600.000000000000000,7598800.000000000000000,Cook_Inlet,13.0879755,75000400000163,Cook_Inlet_75000400000163
237,77862800.000000000000000,39786600.000000000000000,Cook_Inlet,33.8179359,75000400024863,Cook_Inlet_75000400024863
238,320012100.000000000000000,72525000.000000000000000,Cook_Inlet,18.4759598,75000400010059,Cook_Inlet_75000400010059
239,3071118200.000000000000000,1170672100.000000000000000,Cook_Inlet,27.5985374,75000400014878,Cook_Inlet_75000400014878
240,2235152700.000000000000000,833558800.000000000000000,Cook_Inlet,27.1631527,75000400024244,Cook_Inlet_75000400024244
241,110542000.000000000000000,19917900.000000000000000,Cook_Inlet,15.2674503,75000400009643,Cook_Inlet_75000400009643
242,755573500.000000000000000,233337600.000000000000000,Cook_Inlet,23.5954075,75000400005921,Cook_Inlet_75000400005921
243,2148948500.000000000000000,849749300.000000000000000,Cook_Inlet,28.3372765,75000400001221,Cook_Inlet_75000400001221
244,36657100.000000000000000,16632800.000000000000000,Cook_Inlet,31.2119179,75000400034853,Cook_Inlet_75000400034853
245,102393500.000000000000000,47467400.000000000000000,Cook_Inlet,31.6743069,75000400035016,Cook_Inlet_75000400035016
246,278460800.000000000000000,89893600.000000000000000,Cook_Inlet,24.4041061,75000700031594,Cook_Inlet_75000700031594
247,12687908600.000000000000000,3649970000.000000000000000,Cook_Inlet,22.3405380,75000700038756,Cook_Inlet_75000700038756
248,255341500.000000000000000,130557000.000000000000000,Cook_Inlet,33.8319550,75000700036533,Cook_Inlet_75000700036533
249,123906900.000000000000000,42651300.000000000000000,Cook_Inlet,25.6074448,75000700036401,Cook_Inlet_75000700036401
250,12671303200.000000000000000,3648499600.000000000000000,Cook_Inlet,22.3562717,75000700033509,Cook_Inlet_75000700033509
251,47985600.000000000000000,12725800.000000000000000,Cook_Inlet,20.9611378,75000700031070,Cook_Inlet_75000700031070
252,304435400.000000000000000,126239900.000000000000000,Cook_Inlet,29.3120823,75000700036133,Cook_Inlet_75000700036133
253,9615311300.000000000000000,2699843200.000000000000000,Cook_Inlet,21.9229336,75000700036713,Cook_Inlet_75000700036713
254,11494982900.000000000000000,3256238100.000000000000000,Cook_Inlet,22.0743637,75000700049611,Cook_Inlet_75000700049611
255,12403435900.000000000000000,3585096800.000000000000000,Cook_Inlet,22.4229259,75000700036219,Cook_Inlet_75000700036219
256,177507400.000000000000000,42999100.000000000000000,Cook_Inlet,19.5001507,75000700049477,Cook_Inlet_75000700049477
257,59464500.000000000000000,36133500.000000000000000,Cook_Inlet,37.7973404,75000700036340,Cook_Inlet_75000700036340
258,370877900.000000000000000,90469400.000000000000000,Cook_Inlet,19.6098251,75000700041984,Cook_Inlet_75000700041984
259,11660125000.000000000000000,3332177200.000000000000000,Cook_Inlet,22.2259216,75000700044263,Cook_Inlet_75000700044263
260,87462700.000000000000000,36856200.000000000000000,Cook_Inlet,29.6464977,75000700049829,Cook_Inlet_75000700049829
261,12088542100.000000000000000,3492811500.000000000000000,Cook_Inlet,22.4166107,75000700049481,Cook_Inlet_75000700049481
262,35353900.000000000000000,5802000.000000000000000,Cook_Inlet,14.0976143,75000700031053,Cook_Inlet_75000700031053
263,67086600.000000000000000,17692700.000000000000000,Cook_Inlet,20.8691273,75000700036399,Cook_Inlet_75000700036399
264,152562300.000000000000000,41115200.000000000000000,Cook_Inlet,21.2286911,75000700041653,Cook_Inlet_75000700041653
265,11258000700.000000000000000,3191436600.000000000000000,Cook_Inlet,22.0869274,75000700036455,Cook_Inlet_75000700036455
266,41711100.000000000000000,20111700.000000000000000,Cook_Inlet,32.5312004,75000700038833,Cook_Inlet_75000700038833
267,353473300.000000000000000,108790700.000000000000000,Cook_Inlet,23.5343227,75000700044264,Cook_Inlet_75000700044264
268,300333500.000000000000000,75911200.000000000000000,Cook_Inlet,20.1760178,75000700031304,Cook_Inlet_75000700031304
269,1057896700.000000000000000,377280800.000000000000000,Cook_Inlet,26.2880936,75000700032275,Cook_Inlet_75000700032275
270,84395700.000000000000000,21339700.000000000000000,Cook_Inlet,20.1821709,75000700033653,Cook_Inlet_75000700033653
271,12534389400.000000000000000,3627383500.000000000000000,Cook_Inlet,22.4442177,75000700046720,Cook_Inlet_75000700046720
272,154687900.000000000000000,65154600.000000000000000,Cook_Inlet,29.6369438,75000700044836,Cook_Inlet_75000700044836
273,8579560000.000000000000000,2294092700.000000000000000,Cook_Inlet,21.0977192,75000700045019,Cook_Inlet_75000700045019
274,754411000.000000000000000,288037100.000000000000000,Cook_Inlet,27.6308327,75000700042261,Cook_Inlet_75000700042261
275,8425689800.000000000000000,2225922000.000000000000000,Cook_Inlet,20.8975124,75000700039998,Cook_Inlet_75000700039998
276,10894865100.000000000000000,3015799800.000000000000000,Cook_Inlet,21.6797676,75000700031253,Cook_Inlet_75000700031253
277,112310500.000000000000000,41482600.000000000000000,Cook_Inlet,26.9729919,75000500013783,Cook_Inlet_75000500013783
278,19089200.000000000000000,9645100.000000000000000,Cook_Inlet,33.5665054,75000500009993,Cook_Inlet_75000500009993
279,763748500.000000000000000,207316800.000000000000000,Cook_Inlet,21.3494186,75000500003409,Cook_Inlet_75000500003409
280,332669000.000000000000000,136349900.000000000000000,Cook_Inlet,29.0713024,75000500001552,Cook_Inlet_75000500001552
281,125486300.000000000000000,23435500.000000000000000,Cook_Inlet,15.7367830,75000500008473,Cook_Inlet_75000500008473
282,260307600.000000000000000,82284800.000000000000000,Cook_Inlet,24.0182800,75000500015553,Cook_Inlet_75000500015553
283,89553100.000000000000000,34009800.000000000000000,Cook_Inlet,27.5242805,75000500009750,Cook_Inlet_75000500009750
284,305263400.000000000000000,76571100.000000000000000,Cook_Inlet,20.0534782,75000500009358,Cook_Inlet_75000500009358
285,1929827700.000000000000000,585873300.000000000000000,Cook_Inlet,23.2886696,75000500011225,Cook_Inlet_75000500011225
286,78054100.000000000000000,9151000.000000000000000,Cook_Inlet,10.4936523,75000500005048,Cook_Inlet_75000500005048
287,143906000.000000000000000,56295800.000000000000000,Cook_Inlet,28.1195278,75000500013555,Cook_Inlet_75000500013555
288,208399900.000000000000000,50030800.000000000000000,Cook_Inlet,19.3594646,75000500008023,Cook_Inlet_75000500008023
289,549587300.000000000000000,166041100.000000000000000,Cook_Inlet,23.2021389,75000500006217,Cook_Inlet_75000500006217
290,32794100.000000000000000,13448100.000000000000000,Cook_Inlet,29.0818768,75000500012136,Cook_Inlet_75000500012136
291,3431875400.000000000000000,990733000.000000000000000,Cook_Inlet,22.4015541,75000500010561,Cook_Inlet_75000500010561
292,1548522200.000000000000000,372517400.000000000000000,Cook_Inlet,19.3914490,75000500002477,Cook_Inlet_75000500002477
293,5249196700.000000000000000,1415848600.000000000000000,Cook_Inlet,21.2428951,75000500008026,Cook_Inlet_75000500008026
294,229737300.000000000000000,61477900.000000000000000,Cook_Inlet,21.1108150,75000500000009,Cook_Inlet_75000500000009
295,1579612000.000000000000000,501394600.000000000000000,Cook_Inlet,24.0938492,75000500007429,Cook_Inlet_75000500007429
296,74470700.000000000000000,25284200.000000000000000,Cook_Inlet,25.3463230,75000500011984,Cook_Inlet_75000500011984
297,3966600.000000000000000,192600.000000000000000,Cook_Inlet,4.6306982,75000500002272,Cook_Inlet_75000500002272
298,139879100.000000000000000,22138200.000000000000000,Cook_Inlet,13.6640968,75000500012337,Cook_Inlet_75000500012337
299,2115083000.000000000000000,639614700.000000000000000,Cook_Inlet,23.2190514,75000500006883,Cook_Inlet_75000500006883
300,5154813800.000000000000000,1405731000.000000000000000,Cook_Inlet,21.4270458,75000500012614,Cook_Inlet_75000500012614
301,78753500.000000000000000,47288400.000000000000000,Cook_Inlet,37.5180016,75000500009975,Cook_Inlet_75000500009975
302,283150900.000000000000000,55406700.000000000000000,Cook_Inlet,16.3655167,75000500003515,Cook_Inlet_75000500003515
303,671812400.000000000000000,193693100.000000000000000,Cook_Inlet,22.3791885,75000500002240,Cook_Inlet_75000500002240
304,105822700.000000000000000,40783500.000000000000000,Cook_Inlet,27.8184013,75000300010038,Cook_Inlet_75000300010038
305,70815100.000000000000000,26705400.000000000000000,Cook_Inlet,27.3843956,75000300024659,Cook_Inlet_75000300024659
306,1483962800.000000000000000,534616700.000000000000000,Cook_Inlet,26.4847984,75000300022407,Cook_Inlet_75000300022407
307,84004200.000000000000000,21133500.000000000000000,Cook_Inlet,20.1007824,75000300003827,Cook_Inlet_75000300003827
308,1036105000.000000000000000,368564700.000000000000000,Cook_Inlet,26.2385311,75000300004778,Cook_Inlet_75000300004778
309,52286600.000000000000000,16277100.000000000000000,Cook_Inlet,23.7401123,75000300022808,Cook_Inlet_75000300022808
310,831485800.000000000000000,288721800.000000000000000,Cook_Inlet,25.7739544,75000300016498,Cook_Inlet_75000300016498
311,90561600.000000000000000,43059700.000000000000000,Cook_Inlet,32.2251778,75000300014777,Cook_Inlet_75000300014777
312,114855100.000000000000000,34301000.000000000000000,Cook_Inlet,22.9967136,75000300024174,Cook_Inlet_75000300024174
313,58898700.000000000000000,9371700.000000000000000,Cook_Inlet,13.7273254,75000300018247,Cook_Inlet_75000300018247
314,123832300.000000000000000,50818100.000000000000000,Cook_Inlet,29.0970421,75000300001605,Cook_Inlet_75000300001605
315,300825200.000000000000000,116769800.000000000000000,Cook_Inlet,27.9624519,75000300015640,Cook_Inlet_75000300015640
316,626983100.000000000000000,224013600.000000000000000,Cook_Inlet,26.3236752,75000300009654,Cook_Inlet_75000300009654
317,91578100.000000000000000,31462200.000000000000000,Cook_Inlet,25.5706463,75000300005649,Cook_Inlet_75000300005649
318,74122800.000000000000000,31479300.000000000000000,Cook_Inlet,29.8093510,75000300005143,Cook_Inlet_75000300005143
319,234586900.000000000000000,85942400.000000000000000,Cook_Inlet,26.8126507,75000300010998,Cook_Inlet_75000300010998
320,81249200.000000000000000,16512100.000000000000000,Cook_Inlet,16.8902206,75000300000325,Cook_Inlet_75000300000325
321,477682900.000000000000000,200010800.000000000000000,Cook_Inlet,29.5134506,75000300014878,Cook_Inlet_75000300014878
322,168034700.000000000000000,56781200.000000000000000,Cook_Inlet,25.2567539,75000300000271,Cook_Inlet_75000300000271
323,74107300.000000000000000,26509700.000000000000000,Cook_Inlet,26.3471375,75000300028089,Cook_Inlet_75000300028089
324,139700600.000000000000000,50095600.000000000000000,Cook_Inlet,26.3944168,75000300011642,Cook_Inlet_75000300011642
325,2377825700.000000000000000,882110200.000000000000000,Cook_Inlet,27.0591278,75000300021956,Cook_Inlet_75000300021956
326,521767800.000000000000000,157831600.000000000000000,Cook_Inlet,23.2242107,75000300025373,Cook_Inlet_75000300025373
327,36062700.000000000000000,3162800.000000000000000,Cook_Inlet,8.0631218,75000300007234,Cook_Inlet_75000300007234
328,1631635900.000000000000000,587809700.000000000000000,Cook_Inlet,26.4845276,75000300018625,Cook_Inlet_75000300018625
329,465458100.000000000000000,141700000.000000000000000,Cook_Inlet,23.3382378,75000300021822,Cook_Inlet_75000300021822
330,810363900.000000000000000,313629900.000000000000000,Cook_Inlet,27.9031696,75000300025488,Cook_Inlet_75000300025488
331,319458000.000000000000000,112341600.000000000000000,Cook_Inlet,26.0170689,75000300022955,Cook_Inlet_75000300022955
332,3869284300.000000000000000,1411266100.000000000000000,Cook_Inlet,26.7257385,75000300025330,Cook_Inlet_75000300025330
333,549191100.000000000000000,204944900.000000000000000,Cook_Inlet,27.1761189,75000300000624,Cook_Inlet_75000300000624
334,706213300.000000000000000,261575800.000000000000000,Cook_Inlet,27.0281830,75000300011262,Cook_Inlet_75000300011262
335,34796300.000000000000000,21102000.000000000000000,Cook_Inlet,37.7507019,75000300007341,Cook_Inlet_75000300007341
336,188686700.000000000000000,89574800.000000000000000,Cook_Inlet,32.1908722,75000300011640,Cook_Inlet_75000300011640
337,1872640800.000000000000000,347365500.000000000000000,Cook_Inlet,15.6470499,75000600005142,Cook_Inlet_75000600005142
338,2072567000.000000000000000,380846700.000000000000000,Cook_Inlet,15.5231342,75000600035585,Cook_Inlet_75000600035585
339,12344970100.000000000000000,3351358900.000000000000000,Cook_Inlet,21.3512268,75000600020386,Cook_Inlet_75000600020386
340,121097100.000000000000000,23469300.000000000000000,Cook_Inlet,16.2342701,75000600019952,Cook_Inlet_75000600019952
341,1423320700.000000000000000,323319500.000000000000000,Cook_Inlet,18.5109386,75000600003641,Cook_Inlet_75000600003641
342,877741500.000000000000000,195159800.000000000000000,Cook_Inlet,18.1899109,75000600015193,Cook_Inlet_75000600015193
343,65840200.000000000000000,15937100.000000000000000,Cook_Inlet,19.4884148,75000600035022,Cook_Inlet_75000600035022
344,38734600.000000000000000,7046900.000000000000000,Cook_Inlet,15.3924618,75000600040653,Cook_Inlet_75000600040653
345,37805800.000000000000000,21903700.000000000000000,Cook_Inlet,36.6837769,75000600019054,Cook_Inlet_75000600019054
346,126020200.000000000000000,26567900.000000000000000,Cook_Inlet,17.4115143,75000600024655,Cook_Inlet_75000600024655
347,512586600.000000000000000,107955000.000000000000000,Cook_Inlet,17.3969002,75000600034967,Cook_Inlet_75000600034967
348,73139500.000000000000000,20817500.000000000000000,Cook_Inlet,22.1564121,75000600040180,Cook_Inlet_75000600040180
349,12489926700.000000000000000,3381242600.000000000000000,Cook_Inlet,21.3043060,75000600025547,Cook_Inlet_75000600025547
350,45881700.000000000000000,19609300.000000000000000,Cook_Inlet,29.9419765,75000600004193,Cook_Inlet_75000600004193
351,12412838900.000000000000000,3365449500.000000000000000,Cook_Inlet,21.3296242,75000600035645,Cook_Inlet_75000600035645
352,196162500.000000000000000,43432500.000000000000000,Cook_Inlet,18.1274643,75000600019873,Cook_Inlet_75000600019873
353,150744600.000000000000000,45780900.000000000000000,Cook_Inlet,23.2951450,75000600009435,Cook_Inlet_75000600009435
354,502392800.000000000000000,131456500.000000000000000,Cook_Inlet,20.7393932,75000600005686,Cook_Inlet_75000600005686
355,44823600.000000000000000,7385000.000000000000000,Cook_Inlet,14.1451788,75000600024798,Cook_Inlet_75000600024798
356,331664000.000000000000000,90474100.000000000000000,Cook_Inlet,21.4323463,75000600030807,Cook_Inlet_75000600030807
357,70740300.000000000000000,12468700.000000000000000,Cook_Inlet,14.9847975,75000600029695,Cook_Inlet_75000600029695
358,303918100.000000000000000,68676900.000000000000000,Cook_Inlet,18.4320507,75000600027457,Cook_Inlet_75000600027457
359,73995000.000000000000000,16342400.000000000000000,Cook_Inlet,18.0904026,75000600030558,Cook_Inlet_75000600030558
360,85294500.000000000000000,12712600.000000000000000,Cook_Inlet,12.9711008,75000600014556,Cook_Inlet_75000600014556
361,87095300.000000000000000,26207400.000000000000000,Cook_Inlet,23.1304283,75000600025489,Cook_Inlet_75000600025489
362,24405800.000000000000000,4424500.000000000000000,Cook_Inlet,15.3467016,75000600018460,Cook_Inlet_75000600018460
363,1304322500.000000000000000,238855800.000000000000000,Cook_Inlet,15.4781723,75000600030572,Cook_Inlet_75000600030572
364,2585850700.000000000000000,691137700.000000000000000,Cook_Inlet,21.0906353,75000600034770,Cook_Inlet_75000600034770
365,1363032000.000000000000000,246074200.000000000000000,Cook_Inlet,15.2926016,75000600040519,Cook_Inlet_75000600040519
366,614678700.000000000000000,128806300.000000000000000,Cook_Inlet,17.3246670,75000600040339,Cook_Inlet_75000600040339
367,286758700.000000000000000,51816800.000000000000000,Cook_Inlet,15.3043556,75000600010070,Cook_Inlet_75000600010070
368,39133000.000000000000000,14050400.000000000000000,Cook_Inlet,26.4187698,75000600012135,Cook_Inlet_75000600012135
369,89941400.000000000000000,10879300.000000000000000,Cook_Inlet,10.7907400,75000600034555,Cook_Inlet_75000600034555
370,576830800.000000000000000,177513800.000000000000000,Cook_Inlet,23.5321903,75000600023457,Cook_Inlet_75000600023457
371,61522900.000000000000000,13853200.000000000000000,Cook_Inlet,18.3787708,75000600020288,Cook_Inlet_75000600020288
372,47351400.000000000000000,19288700.000000000000000,Cook_Inlet,28.9445839,75000600035669,Cook_Inlet_75000600035669
373,113590200.000000000000000,29131700.000000000000000,Cook_Inlet,20.4115143,75000600010293,Cook_Inlet_75000600010293
374,174653400.000000000000000,31352800.000000000000000,Cook_Inlet,15.2193480,75000600009551,Cook_Inlet_75000600009551
375,85198300.000000000000000,9675400.000000000000000,Cook_Inlet,10.1981897,75000600006507,Cook_Inlet_75000600006507
376,153867700.000000000000000,40946200.000000000000000,Cook_Inlet,21.0181103,75000600031834,Cook_Inlet_75000600031834
377,1062534900.000000000000000,209685000.000000000000000,Cook_Inlet,16.4818211,75000600040518,Cook_Inlet_75000600040518
378,63865700.000000000000000,12665300.000000000000000,Cook_Inlet,16.5492420,75000600000011,Cook_Inlet_75000600000011
379,79838300.000000000000000,9015800.000000000000000,Cook_Inlet,10.1467466,75000600015130,Cook_Inlet_75000600015130
380,474266000.000000000000000,114574200.000000000000000,Cook_Inlet,19.4576054,75000600023013,Cook_Inlet_75000600023013
381,2297538500.000000000000000,641472900.000000000000000,Cook_Inlet,21.8261452,75000600029034,Cook_Inlet_75000600029034
382,118906600.000000000000000,39400900.000000000000000,Cook_Inlet,24.8888397,75000600004327,Cook_Inlet_75000600004327
383,879057700.000000000000000,312355000.000000000000000,Cook_Inlet,26.2171955,75000600039124,Cook_Inlet_75000600039124
384,275113000.000000000000000,117899600.000000000000000,Cook_Inlet,29.9989357,75000600009410,Cook_Inlet_75000600009410
385,42261200.000000000000000,23956400.000000000000000,Cook_Inlet,36.1782951,75000600025515,Cook_Inlet_75000600025515
386,2067393000.000000000000000,379532800.000000000000000,Cook_Inlet,15.5105972,75000600015299,Cook_Inlet_75000600015299
387,45979300.000000000000000,17740700.000000000000000,Cook_Inlet,27.8416519,75000600034913,Cook_Inlet_75000600034913
388,702337500.000000000000000,192886800.000000000000000,Cook_Inlet,21.5461979,75000600036475,Cook_Inlet_75000600036475
389,81812900.000000000000000,14286800.000000000000000,Cook_Inlet,14.8666439,75000600004323,Cook_Inlet_75000600004323
390,67848800.000000000000000,21067100.000000000000000,Cook_Inlet,23.6932869,75000600035262,Cook_Inlet_75000600035262
391,880803900.000000000000000,210672900.000000000000000,Cook_Inlet,19.3016376,75000600029800,Cook_Inlet_75000600029800
392,63247600.000000000000000,26566400.000000000000000,Cook_Inlet,29.5793533,75000600019183,Cook_Inlet_75000600019183
393,3174702500.000000000000000,1112491000.000000000000000,Cook_Inlet,25.9491673,75000600015366,Cook_Inlet_75000600015366
394,128414800.000000000000000,51471300.000000000000000,Cook_Inlet,28.6132717,75000600009325,Cook_Inlet_75000600009325
395,92170000.000000000000000,46151400.000000000000000,Cook_Inlet,33.3653374,75000600002853,Cook_Inlet_75000600002853
396,45053600.000000000000000,34558800.000000000000000,Cook_Inlet,43.4088173,75000600012682,Cook_Inlet_75000600012682
397,972688100.000000000000000,296517300.000000000000000,Cook_Inlet,23.3624363,75000600019578,Cook_Inlet_75000600019578
398,68208000.000000000000000,22362500.000000000000000,Cook_Inlet,24.6907101,75000600018822,Cook_Inlet_75000600018822
399,101660700.000000000000000,19744400.000000000000000,Cook_Inlet,16.2632370,75000600040498,Cook_Inlet_75000600040498
400,380693000.000000000000000,147147800.000000000000000,Cook_Inlet,27.8773079,75000600002850,Cook_Inlet_75000600002850
401,715909400.000000000000000,195145900.000000000000000,Cook_Inlet,21.4197655,75000600022522,Cook_Inlet_75000600022522
402,520754400.000000000000000,145683100.000000000000000,Cook_Inlet,21.8599796,75000600016382,Cook_Inlet_75000600016382
403,44126400.000000000000000,6547700.000000000000000,Cook_Inlet,12.9211960,75000600020310,Cook_Inlet_75000600020310
404,109120300.000000000000000,23282800.000000000000000,Cook_Inlet,17.5847855,75000600035420,Cook_Inlet_75000600035420
405,38865400.000000000000000,5583400.000000000000000,Cook_Inlet,12.5614185,75000600040654,Cook_Inlet_75000600040654
406,2842504000.000000000000000,722599600.000000000000000,Cook_Inlet,20.2686844,75000600040122,Cook_Inlet_75000600040122
407,121600300.000000000000000,56009800.000000000000000,Cook_Inlet,31.5352554,75000600031902,Cook_Inlet_75000600031902
408,9138505700.000000000000000,2721243500.000000000000000,Cook_Inlet,22.9452019,75000600015155,Cook_Inlet_75000600015155
409,155992400.000000000000000,44064300.000000000000000,Cook_Inlet,22.0259056,75000600014918,Cook_Inlet_75000600014918
410,890773600.000000000000000,367281900.000000000000000,Cook_Inlet,29.1944122,75000600018999,Cook_Inlet_75000600018999
411,46182100.000000000000000,7203000.000000000000000,Cook_Inlet,13.4925289,75000600014428,Cook_Inlet_75000600014428
412,100025500.000000000000000,45155100.000000000000000,Cook_Inlet,31.1027088,75000600018150,Cook_Inlet_75000600018150
413,3361097600.000000000000000,1188748600.000000000000000,Cook_Inlet,26.1272259,75000600014656,Cook_Inlet_75000600014656
414,4336696700.000000000000000,1194023400.000000000000000,Cook_Inlet,21.5889320,75000600025058,Cook_Inlet_75000600025058
415,48865600.000000000000000,16242800.000000000000000,Cook_Inlet,24.9473190,75000600015432,Cook_Inlet_75000600015432
416,851247200.000000000000000,253358500.000000000000000,Cook_Inlet,22.9365559,75000600014486,Cook_Inlet_75000600014486
417,96313500.000000000000000,28792800.000000000000000,Cook_Inlet,23.0146675,75000600019353,Cook_Inlet_75000600019353
418,26182500.000000000000000,12427000.000000000000000,Cook_Inlet,32.1863785,75000600011081,Cook_Inlet_75000600011081
419,46632200.000000000000000,20073100.000000000000000,Cook_Inlet,30.0922108,75000600036866,Cook_Inlet_75000600036866
420,4612170300.000000000000000,1486851400.000000000000000,Cook_Inlet,24.3785229,75000600020073,Cook_Inlet_75000600020073
421,76684400.000000000000000,22030700.000000000000000,Cook_Inlet,22.3174572,75000600026326,Cook_Inlet_75000600026326
422,99676900.000000000000000,37270100.000000000000000,Cook_Inlet,27.2149811,75000600009150,Cook_Inlet_75000600009150
423,1036954100.000000000000000,318144000.000000000000000,Cook_Inlet,23.4775620,75000600021711,Cook_Inlet_75000600021711
424,2032918100.000000000000000,638738000.000000000000000,Cook_Inlet,23.9079418,75000600012683,Cook_Inlet_75000600012683
425,43204000.000000000000000,26199900.000000000000000,Cook_Inlet,37.7498970,75000600012751,Cook_Inlet_75000600012751
426,102792700.000000000000000,21747500.000000000000000,Cook_Inlet,17.4622326,75000600005715,Cook_Inlet_75000600005715
427,163077900.000000000000000,26299600.000000000000000,Cook_Inlet,13.8873940,75000600020083,Cook_Inlet_75000600020083
428,60150400.000000000000000,15114200.000000000000000,Cook_Inlet,20.0814190,75000600030233,Cook_Inlet_75000600030233
429,487113600.000000000000000,179789300.000000000000000,Cook_Inlet,26.9588413,75000600027807,Cook_Inlet_75000600027807
430,48287000.000000000000000,6294000.000000000000000,Cook_Inlet,11.5314856,75000600014924,Cook_Inlet_75000600014924
431,112130100.000000000000000,34447300.000000000000000,Cook_Inlet,23.5010986,75000600020443,Cook_Inlet_75000600020443
432,110483200.000000000000000,47424100.000000000000000,Cook_Inlet,30.0328732,75000600013369,Cook_Inlet_75000600013369
433,71428100.000000000000000,12084800.000000000000000,Cook_Inlet,14.4705791,75000600029350,Cook_Inlet_75000600029350
434,117245300.000000000000000,20133700.000000000000000,Cook_Inlet,14.6555882,75000600025438,Cook_Inlet_75000600025438
435,201292800.000000000000000,30222600.000000000000000,Cook_Inlet,13.0542507,75000600020024,Cook_Inlet_75000600020024
436,680259100.000000000000000,144906300.000000000000000,Cook_Inlet,17.5608788,75000600035221,Cook_Inlet_75000600035221
437,99012200.000000000000000,17868800.000000000000000,Cook_Inlet,15.2880278,75000600020381,Cook_Inlet_75000600020381
438,595289300.000000000000000,211459600.000000000000000,Cook_Inlet,26.2113285,75000600002752,Cook_Inlet_75000600002752
439,159792600.000000000000000,30743600.000000000000000,Cook_Inlet,16.1353073,75000600030590,Cook_Inlet_75000600030590
440,1326664400.000000000000000,308071800.000000000000000,Cook_Inlet,18.8453522,75000600039012,Cook_Inlet_75000600039012
441,73292700.000000000000000,30280500.000000000000000,Cook_Inlet,29.2358456,75000200003655,Cook_Inlet_75000200003655
442,314406800.000000000000000,106036900.000000000000000,Cook_Inlet,25.2202377,75000200018778,Cook_Inlet_75000200018778
443,436266800.000000000000000,32597200.000000000000000,Cook_Inlet,6.9523787,75000200005513,Cook_Inlet_75000200005513
444,265563700.000000000000000,15987200.000000000000000,Cook_Inlet,5.6782627,75000200003229,Cook_Inlet_75000200003229
445,415392000.000000000000000,148099200.000000000000000,Cook_Inlet,26.2824345,75000200009162,Cook_Inlet_75000200009162
446,348495200.000000000000000,26529300.000000000000000,Cook_Inlet,7.0740180,75000200013250,Cook_Inlet_75000200013250
447,250586100.000000000000000,96514500.000000000000000,Cook_Inlet,27.8059158,75000200008600,Cook_Inlet_75000200008600
448,48193500.000000000000000,3057200.000000000000000,Cook_Inlet,5.9651866,75000200015657,Cook_Inlet_75000200015657
449,85138300.000000000000000,10717100.000000000000000,Cook_Inlet,11.1804867,75000200011042,Cook_Inlet_75000200011042
450,98574100.000000000000000,36104800.000000000000000,Cook_Inlet,26.8080597,75000200013941,Cook_Inlet_75000200013941
451,96245100.000000000000000,38186900.000000000000000,Cook_Inlet,28.4061089,75000200016891,Cook_Inlet_75000200016891
452,50491600.000000000000000,7908000.000000000000000,Cook_Inlet,13.5411882,75000200018133,Cook_Inlet_75000200018133
453,248827600.000000000000000,94099000.000000000000000,Cook_Inlet,27.4399834,75000200007043,Cook_Inlet_75000200007043
454,100843300.000000000000000,6798600.000000000000000,Cook_Inlet,6.3159418,75000200018499,Cook_Inlet_75000200018499
455,49515900.000000000000000,7030200.000000000000000,Cook_Inlet,12.4326878,75000200008564,Cook_Inlet_75000200008564
456,56358100.000000000000000,10309600.000000000000000,Cook_Inlet,15.4641600,75000200015565,Cook_Inlet_75000200015565
457,35387000.000000000000000,5120100.000000000000000,Cook_Inlet,12.6400061,75000200008668,Cook_Inlet_75000200008668
458,78893300.000000000000000,6953700.000000000000000,Cook_Inlet,8.1001081,75000200018577,Cook_Inlet_75000200018577
459,40177600.000000000000000,3555200.000000000000000,Cook_Inlet,8.1293678,75000200015695,Cook_Inlet_75000200015695
460,166642700.000000000000000,13041700.000000000000000,Cook_Inlet,7.2581148,75000200010538,Cook_Inlet_75000200010538
461,36951300.000000000000000,7803300.000000000000000,Cook_Inlet,17.4357491,75000200017518,Cook_Inlet_75000200017518
462,60908100.000000000000000,8046700.000000000000000,Cook_Inlet,11.6695280,75000200006087,Cook_Inlet_75000200006087
463,330772400.000000000000000,83709300.000000000000000,Cook_Inlet,20.1961384,75000200013557,Cook_Inlet_75000200013557
464,670556800.000000000000000,244167900.000000000000000,Cook_Inlet,26.6930485,75000200011046,Cook_Inlet_75000200011046
465,37342100.000000000000000,6268900.000000000000000,Cook_Inlet,14.3745842,75000200015469,Cook_Inlet_75000200015469
466,23076776400.000000000000000,6747014100.000000000000000,Cook_Inlet,22.6229267,75000200008529,Cook_Inlet_75000200008529
467,68852100.000000000000000,12897100.000000000000000,Cook_Inlet,15.7764235,75000200018743,Cook_Inlet_75000200018743
468,24745881000.000000000000000,7245723000.000000000000000,Cook_Inlet,22.6488266,75000200000745,Cook_Inlet_75000200000745
469,165834300.000000000000000,10243300.000000000000000,Cook_Inlet,5.8174920,75000200005720,Cook_Inlet_75000200005720
470,35086800.000000000000000,4986500.000000000000000,Cook_Inlet,12.4434471,75000200005953,Cook_Inlet_75000200005953
