OID_,cat_ID_con,AwcHuc12_wtd_lcld_mn_2001,AwcHuc12_wtd_lcld_mn_2002,AwcHuc12_wtd_lcld_mn_2003,AwcHuc12_wtd_lcld_mn_2004,AwcHuc12_wtd_lcld_mn_2005,AwcHuc12_wtd_lcld_mn_2006,AwcHuc12_wtd_lcld_mn_2007,AwcHuc12_wtd_lcld_mn_2008,AwcHuc12_wtd_lcld_mn_2009,AwcHuc12_wtd_lcld_mn_2010,AwcHuc12_wtd_lcld_mn_2011,AwcHuc12_wtd_lcld_mn_2012,AwcHuc12_wtd_lcld_mn_2013,AwcHuc12_wtd_lcld_mn_2014,AwcHuc12_wtd_lcld_mn_2015,AwcHuc12_wtd_lcld_mn_2016,AwcHuc12_wtd_lcld_mn_2017,AwcHuc12_wtd_lcld_mn_2018,AwcHuc12_wtd_lcld_mn_2019
747,Cook_Inlet_75004400003189,473.294316937043163,485.113849551863666,424.348153587344541,479.000356536577954,465.307256471002859,473.534687281571280,468.889429515641837,479.688681717462089,475.487330922518481,474.240424264320154,477.852548761185801,481.619924877111771,494.682257904930850,464.056736872460021,433.931428145409086,440.812891904431353,473.051897422470290,472.200429511640948,459.576610044996471
748,Cook_Inlet_75004400011320,533.965469497142294,517.626741057158597,512.321477558904235,508.548189875372145,506.383714087609178,527.282712115285108,517.971711975166158,534.619684499069763,515.271504682939508,531.626239532108457,516.762518546725914,533.281289451082330,523.799704689400528,499.916733907906462,505.094867271897726,516.611678061153157,514.137982619062768,507.989982432252702,509.127014452974890
749,Cook_Inlet_75004400005660,541.785877094882721,522.019451103403981,505.849757240794247,514.653492052713773,506.188548339270938,523.086900291887332,514.675093870463570,544.885422658235825,515.405450738994432,536.027618101728308,516.752076582581708,536.064878691851163,525.591741185463320,499.307716491549684,499.517477233515763,512.774344693056833,513.230455115446375,512.929415841686023,506.749934799776383
750,Cook_Inlet_75004400008899,506.175799288251199,504.868473997639967,477.687781995238879,499.477030703950163,490.676079434221947,504.117577285486675,497.126675479399182,508.687454738414942,497.212110600038557,503.513604243664247,501.027832424823373,509.406087561328945,511.693601949226888,481.652793745511019,472.458264192756474,487.742478093862758,497.071130591712517,496.313613513075097,489.129386025385770
751,Cook_Inlet_75004400001136,519.810882013401056,510.928801518200146,505.637084228215883,511.542997536531686,503.390419776147553,519.547166683669843,515.410899116238397,524.728067411510210,505.052971454702231,518.558979153366863,509.990534233640858,527.184368658381686,524.496185079086217,493.940318968045062,493.592788520041893,498.083585545465326,505.758857135335859,503.135891962654966,500.798785698076699
752,Cook_Inlet_75004400000334,519.127177146912572,512.746758101448904,502.947096614821589,505.742970232019218,501.141998379902816,517.103038048852795,508.653838476608200,522.017574527035890,505.595532201189826,517.272620554871310,512.003430073882555,523.280977591168607,518.392919414104995,491.300685314358589,494.922303554369421,505.422268537541811,506.897273644736345,506.409138044079612,504.055277792558968
753,Cook_Inlet_75004400010328,524.769859199612597,517.911012102110249,511.509552873303278,510.251637235687497,508.309911677537968,523.380753970427122,514.525153394776794,527.869165161690603,512.052471589011247,523.288451399532278,517.705276636824806,529.529063279474599,522.937701298901516,500.310439908843136,502.934336035848673,513.389364428124054,513.734011739171706,512.692272492936809,510.663408990889309
754,Cook_Inlet_75004400000370,555.583673388014404,553.596924375563958,550.982489489525392,552.767548671965073,549.523959808623545,555.044500937141038,552.986812014146153,559.528345503409582,549.885736459187797,556.633165459582983,554.621503495547813,558.396800763422789,554.291210723837480,545.145525121605033,547.633418698900414,553.975296697565454,553.008602289840496,552.356840381524989,550.371950163595443
755,Cook_Inlet_75004400003230,522.193401775716211,512.703544283651354,515.483746073243651,512.138427520794266,507.706349842172017,515.991180494645732,516.248199838632786,527.535251694009958,505.572680581421366,522.704666804208159,517.058174164031698,522.351375196081676,516.526139496260271,494.331925461851711,506.648725741891269,520.713995949678292,516.473894363606973,516.599083228191375,509.419220937113039
756,Cook_Inlet_75004400008887,479.766918631720159,488.621926996000980,451.188817293042689,478.763327306597319,480.409739204647337,482.732572839795068,472.706642856092117,485.677237005376526,478.003888395123340,482.908192774622535,479.667442524632065,489.645663863229004,495.502991339988114,476.777789606559054,438.580716018621047,456.362626551143194,474.935794101486294,479.605501435812755,477.534228511994684
757,Cook_Inlet_75004400004743,457.278407756474166,481.403166908538140,420.677891656536417,479.336443788382780,463.434864062210465,469.505415600781419,468.281831329424790,476.369004464664783,470.320964808598774,466.953653105824117,473.606001191751943,482.188720453782651,495.298865147818503,442.504007795336861,418.648804614329890,420.628831386901652,470.631259504858861,467.657786822746914,454.131440508376386
758,Cook_Inlet_75004400005985,509.059052443532153,507.066894716077741,482.531394843504302,501.702640453537413,492.449527713314183,506.532881586166241,500.210496805132834,511.435441427652677,499.013173274420183,506.423017452801844,503.731566468911751,511.975850061418100,513.502917709527310,482.795601832606337,476.784733695293369,491.572673904901364,499.701597933213691,498.703390728796876,491.726544738574091
759,Cook_Inlet_75004400005909,518.797977218885990,514.365066260325875,500.124912251144906,509.228666728093913,502.057807515178126,516.199374064535277,510.120329381029762,521.854721577906503,506.657972721824876,517.009824236160625,512.982251604990893,521.818794597481769,519.733673459097190,491.360469677805327,493.047700962412421,505.293708679987219,508.875556605314500,508.033968873075423,503.194255956994766
760,Cook_Inlet_75004400009562,524.872929349661376,512.777727174241477,515.255551963103017,507.820993195053120,517.926760983403369,528.571031884653848,506.062139665411621,527.105410718527310,508.091596216826247,523.863216965281367,516.557438640639248,533.007590750364557,521.970980685513950,496.222205022857622,507.475327053841113,515.922640708528661,511.275624539762191,519.448379414126862,512.757410777666450
761,Cook_Inlet_75004400010320,473.820881444795248,481.296370924027485,427.066687605354900,472.793697886950326,472.732601816216004,478.749279629560192,463.052598446562968,478.593365833965493,476.083895190673104,471.777452138378749,468.117761424233436,479.094249780111227,489.849576177511551,463.846710327614289,418.923781091981823,445.524862320439865,465.739446312169946,466.892048625211089,457.746050964607662
762,Cook_Inlet_75004400004457,482.066855890645741,485.844860698215257,443.333986165794840,484.460604483885618,467.505421919779337,485.081166562895191,483.132373961924429,491.201997082710818,477.718749056070806,481.870983740572797,483.173043475718430,496.106863802583291,501.102990654746861,438.825151978428835,444.976095613646123,451.657544550942362,476.677755074799109,476.303059445754684,470.164198083015890
763,Cook_Inlet_75004400010352,509.551591635999273,501.181798831552896,491.832787197456469,493.722467749976317,494.759141941177802,507.035131940825806,498.694660564882781,517.818537252068268,491.611237142464859,508.359131485247474,500.773587935342391,513.361569958606879,511.525629176543134,481.955786332972536,481.891786676524589,496.708529615500481,496.161510583833660,503.096207669801515,497.693958523548247
764,Cook_Inlet_75004400010337,475.481972595197362,482.757579291045545,423.842961341049488,477.607189701528910,464.195833728768207,473.934573660230569,469.370365280633678,473.545688047760052,476.126277590083703,474.148136950313869,478.633391335123463,479.490321486410721,494.054569664134817,466.436651251795126,432.107031752153716,441.154316271963523,471.937620858482546,475.286969055917552,455.941912645253353
765,Cook_Inlet_75004400006692,509.306841780086131,498.653371576154996,495.057972362902717,502.263952008199851,491.669019605606081,508.767928959212270,499.848647891030282,510.062308874521818,494.726929272971176,508.872480706629005,501.265794672816696,511.967797667066975,516.123983844491136,480.759613870662179,480.702713121636918,488.950813134221221,496.996276675601507,495.804911476880534,491.252673427089974
766,Cook_Inlet_75004400005312,536.256441317073609,531.811862186224971,522.720876453727669,523.455757937697513,519.781655474798981,533.745751046592318,528.177674123361612,538.662823865183668,522.795528663214100,534.291643200932867,528.652481447635751,539.806242373151917,532.263452095235834,514.366804564097038,516.865089960103660,523.713122314493262,523.436584625953856,523.889240002514157,521.043819822035857
767,Cook_Inlet_75004400005924,478.103658073338750,485.468503621114507,435.507130290536793,482.883555585743295,461.210466245557598,478.689286126084767,477.094741392033086,484.974631481787014,475.984778775565644,478.832972456003631,480.536786080089257,490.866367028019454,497.288232557880576,444.013028785717154,438.265750451480471,445.608104456341209,474.754330213675701,471.987824985909526,463.714535767577502
768,Cook_Inlet_75004400011086,503.410786820957696,498.255746301378622,487.140413109482552,489.634033253132998,487.458876135403443,497.549648444539685,487.402760365435427,504.499865342796511,488.144196682790891,496.718762311120599,494.138425378767124,505.273420893894979,511.789867991427798,478.177970081618810,472.303721226501068,474.729926617391925,484.407067611271998,477.381925664772098,480.801938173429619
769,Cook_Inlet_75004400003768,518.584302760510468,505.231938384278578,505.671624505112959,501.858892798577415,499.784411988924262,513.727825132612566,508.058810361984513,520.273687477447311,503.597927674143023,516.665799598046306,504.689837539915459,520.978233135507367,517.499356959358693,491.743111945441228,498.052593564315657,507.364743162107459,506.879124442744001,499.264713427651998,502.112216929647104
770,Cook_Inlet_75004400011755,564.444008508858929,553.189850001521563,546.676838649061324,545.389134164001234,543.951729613598218,556.857700485864939,552.409088592369130,559.785747719777419,551.837954552289716,554.837759044252607,550.503729802464818,561.177929764176497,553.761946902657428,539.041351260432293,542.309656360613303,543.853670919975571,548.696055653383723,545.134762036146867,540.182484053239591
771,Cook_Inlet_75004400008216,531.658810543290542,523.305422420498758,520.230589376407124,515.226769368120017,514.353433412443451,530.964830741961464,522.230214472486409,535.467931116430236,520.668068580173440,531.293180413839877,524.251196574393134,535.765938286805294,528.554403407664040,509.216247556441829,511.212038529519248,522.121959008770204,521.902280597413778,518.065053795364634,517.858397803735102
772,Cook_Inlet_75004400001652,521.970554050247529,517.135568120072890,505.407518392006011,511.525644121147366,505.093052153671010,520.049422889199946,512.986298608987909,525.182611030170051,509.997961124447443,520.538326416591985,516.145345694562252,525.815475907763130,522.099845443509025,495.522353740116785,498.426449747253571,508.809189405632878,511.710353291033584,510.962636315082705,507.564184034616460
773,Cook_Inlet_75004400010699,505.968215035991363,497.279019081911656,473.461476579901955,491.752444534797633,483.304468913468725,493.652254131062421,491.492050479940758,503.377847585190409,484.499968302470677,497.734195505951106,492.643523103121311,503.505632321854762,506.146693948396319,464.128230688012536,477.955807095435716,478.877612586320708,477.694164814003784,481.495565625895779,489.471517043432357
774,Cook_Inlet_75004400010221,539.555549323453874,528.450050044389400,518.852854642079365,522.784534320638272,518.499358105298825,530.278959294764718,527.429912998298960,542.237563245018123,521.916338508119793,536.489693178913058,526.830008150522190,545.107297491921940,536.839650615547612,512.434017986550998,508.275906927135964,516.258415655452382,523.767023997307433,522.219882434513238,516.920761725231614
775,Cook_Inlet_75004400003876,540.871154653971075,532.776255013587388,529.697270242298032,524.824315980497317,523.631911721167398,538.848280126555551,531.681043377046308,545.164007606498558,530.501077501200712,540.146953747083217,532.890558530279463,544.256567870191589,535.700704664467253,518.955634563994977,521.097539044453583,530.666559256661913,529.860595959180387,526.866374895650665,526.869349742313943
776,Cook_Inlet_75004400009792,542.484777333043667,535.495272011449288,528.695030260225508,527.554676020546935,523.636703694968560,538.967452925332168,532.137940195057013,542.878130799642236,527.441931167522398,539.672975326519122,531.961707067269003,543.909709299778115,535.415097305025029,519.653002200528249,523.432432711743331,529.018373132395141,527.263512914259991,526.654110811036389,525.648286637758019
777,Cook_Inlet_75004400001670,501.094824317973234,493.064040155891121,456.418497793548056,488.793509829525647,475.016373387674093,491.263090778185187,486.556638308839354,503.116891861154272,479.851301881925849,490.974844941841070,487.558928165232999,497.022470921855756,502.482316546107484,460.501324026504392,446.956703723135604,477.938380116159067,481.304302200386303,480.108969867916642,472.209659902131705
778,Cook_Inlet_75004400003165,516.680264828053851,509.826895678543508,498.179578145768176,508.125424949071999,500.943236156586295,510.117055595580837,509.499407030498048,520.517593080872643,501.278028091848796,516.323991671512090,511.471051137426514,515.746709502017552,516.387038184030757,488.864470161304268,490.442067999062886,507.003538963045230,507.797998791152111,507.937516520640145,500.097279514214904
779,Cook_Inlet_75004400000627,503.599112256683270,495.455654973150217,484.959751706627742,490.131458958977134,487.155169201065632,501.066143685903285,493.415784225225707,507.930544060041314,488.923923154662873,499.796594832351957,494.932201119189131,506.800330585680911,508.589314830522426,476.370449298565632,478.607710840322000,486.472437918364392,489.298632716923862,490.259197976538587,491.049029811900596
780,Cook_Inlet_75004400009412,508.729820031093482,501.133419767566352,491.299143010375133,491.976986613309066,490.762583655809408,505.363993768084981,496.208829088634786,510.701866359976350,495.649039151595446,506.457579071521820,500.293638187699742,512.642499731869975,509.457060613637907,479.154764144136720,481.299882424782311,494.474553802801381,498.198514613499469,496.826502520966812,492.250141965535249
781,Cook_Inlet_75004400002718,564.509450824165583,555.652209919061534,550.368903991842558,549.894190649727989,547.117857576185088,558.920633261634407,554.921899580663421,563.252820263856961,552.381253194626083,559.336981561079142,553.341807770177070,563.190525317734910,555.104812780420389,543.910755391003477,546.387367081717343,553.263273147729592,549.779541512015044,549.595685122651275,547.700315535603863
782,Cook_Inlet_75004400005344,520.509051282402424,508.405432701695702,505.377240444123856,500.963714265836416,500.532097046137210,515.671108396101090,509.995206043612541,522.716878354031678,505.710495459808669,519.811717662639921,507.799762354434733,520.476156192987332,520.574697965038922,494.189799462067015,497.637066347659982,509.934038212506152,510.466283133947854,506.270304178326796,503.402322016508208
783,Cook_Inlet_75004400008192,528.934779597507372,513.366963217318926,507.691062238738994,508.388685320603656,503.038446421865615,523.300262615079419,515.762510798985659,531.829838313037726,511.599950534943559,527.116725663079478,511.804402578060376,529.518399470706527,521.516257964984675,496.156460615399851,499.597681770811278,513.439772848435837,510.579032004393753,506.822088995207878,505.572637191284230
784,Cook_Inlet_75004400002258,511.411145300134649,500.706954237595028,495.931280162761141,499.465101187822427,495.283590734485642,508.482859700719530,499.949308843537722,510.479243889128156,494.318819029028873,508.630789474630433,502.228770171108579,514.587059896315282,516.196609842737757,483.407669645386420,481.425413171827017,488.441903540714350,496.562642517963468,495.773368627558170,493.431914043561733
785,Cook_Inlet_75004400010422,475.301194025239226,483.959932325408090,423.740092559881930,477.704102578415643,469.822009632002164,475.001075315596097,466.750008843909427,478.500977984403448,475.985997097718950,474.418273423838627,475.635744152060113,481.759982301314437,494.283223915234373,470.284656353592823,434.536678710293472,446.928635884984828,469.916700096591626,473.890920203512167,461.499716179606878
786,Cook_Inlet_75004400001443,477.160012566074045,488.032202820338910,421.237164706174042,478.419529883842245,470.505479993088500,475.751405203167053,464.975022720699144,478.098198161428968,474.787865442423936,476.000304663937811,475.562463147771325,483.247262119100071,494.253462316147250,471.660831163916612,437.352647707020367,451.481770765716021,467.673787119549786,474.530347824294324,463.362039099227445
787,Cook_Inlet_75004400001656,474.241952154191836,490.425029533158806,421.974568215464444,480.739527197302095,471.932121103819668,472.780639700996232,468.073339283192126,484.513951438960987,478.804161566707592,478.834907042144778,479.948959808602467,488.192804342154204,498.595294704709886,467.993199462073164,429.137108137548694,426.445769394496494,474.999869495238784,476.792198264554941,462.697119463769070
788,Cook_Inlet_75004400002041,513.770899705228430,507.299745523074591,502.891936450618800,498.824630859560898,498.193358991509172,515.839550917049792,502.614381152756891,517.624274522078395,501.009761001023548,514.159919554611974,510.362510056075848,520.228308601409253,514.220301167966227,484.097749276310708,492.664025557788193,505.043347641372065,504.612983491806290,507.135387509082534,499.160222021602749
789,Cook_Inlet_75004400011322,535.669017623165587,520.216701036498534,513.330915738379872,511.642337028462237,506.169796572618452,530.411939088856457,521.885311624806832,540.288850666841540,517.612803587666008,533.684711878752864,516.857278449661294,536.186110385677466,524.123342368552017,497.792134861815555,506.464913054830276,516.601876682844932,515.490723747601578,511.595664898652160,510.823184777618224
790,Cook_Inlet_75004400007550,471.113216885581153,481.376827472129662,416.017410626765297,478.936040722015207,454.534189400454579,469.113137443552546,466.419309369858354,472.846821991482045,472.517523455491755,470.551473949544970,475.365911086654478,480.494202377476483,492.478095894690057,445.299469715129078,420.030277931639091,440.480690650582858,472.668985071825205,468.171095260424693,451.329432340741448
791,Cook_Inlet_75004400004850,484.997403671960228,487.153396509797403,451.456255654443453,482.279436092126105,469.999586261525621,485.523630854919134,481.105462488125681,495.159942235366600,478.876774167233293,483.054496333813802,483.135788229111881,496.730895539873359,502.512728777881080,444.622105222369669,451.619079742516703,452.742992302125060,479.077717408049807,477.712043483969410,475.224581284018996
792,Cook_Inlet_75004400008859,474.741464585446749,485.475794236174409,424.059809564092916,478.776228107662007,467.599567426255419,473.535118615374870,467.815061525818976,478.840993411164106,475.780869245057545,474.897870441648081,477.342564990452047,481.658235515529611,494.854467636329673,468.341302647104214,434.391191985058015,443.493216629208064,471.561040118983954,474.005401220032809,460.191013751129503
793,Cook_Inlet_75004400009331,519.137679830003435,512.276089022198903,506.228955076196542,504.237039934850714,502.096752987180651,515.224172758307645,504.823440543067761,521.218100578618078,502.713735279705645,515.844773549542310,510.418982685074980,520.856802438297336,517.518278788748603,490.340455005798731,497.603693173858460,507.351056993790735,504.562155424646051,505.484843148107018,506.003332134111758
794,Cook_Inlet_75004400000153,476.368563490841552,484.611559972938437,424.450984348403665,478.272456000369573,468.984676627583326,474.558417348374292,467.280829390019676,478.549456645794294,476.122685395632175,475.120971680915204,476.706923933140956,481.617111681845245,494.586813418075508,469.563384360203827,435.495143229641769,445.624767045525118,470.499375907935246,474.011593642978937,460.500249951384376
795,Cook_Inlet_75004400010386,506.133026088660586,504.832573093317478,477.620079408569268,499.438864910223344,490.646125567149284,504.080619423269468,497.075100902593647,508.644349266859138,497.182707102824224,503.464539427763668,500.985216425803117,509.366318031982075,511.662918465247515,481.633690076488335,472.395116363195200,487.672171223215514,497.026185139955146,496.270086518642017,489.088542015281291
796,Cook_Inlet_75004400009308,514.241433045270242,508.236136635999230,497.111621142887770,503.912301423764688,494.896230091042241,510.176520634575070,505.460216430244600,519.206613202020435,495.188095424086612,511.549815951745700,507.268822173292165,516.905302300091535,513.680133551934546,484.834301686233630,487.108222506776599,502.685971626310391,498.243024721478207,500.176989600662921,498.815876221302631
797,Cook_Inlet_75004400003815,525.277417885407544,515.789686598577873,513.385679841581350,510.050017473256105,515.102070924488544,523.859543585344340,510.441266192231751,535.661049841534691,508.492372489714057,523.514051132451073,519.379433426894025,538.890464239259586,523.029148242335395,501.360010637804635,508.028777025853287,519.794957557609450,512.403768734166874,518.221444411967013,516.857409430283496
798,Cook_Inlet_75004400007996,504.175141830755592,495.784529432602824,489.857587799528915,491.170969807062022,489.220219079901938,502.619685128817821,495.572547524938159,508.803808365069358,490.665353376318933,500.640126947860779,495.863431605387348,507.356903196949645,509.346869672833293,478.528016329952493,484.090910763850331,491.223735697045925,490.668782936214257,490.608826330355839,493.742621633300303
799,Cook_Inlet_75004400010639,470.601716154789187,481.835905816718252,418.025877675469815,478.880350619043611,433.355656943141184,468.209337668612591,463.354680081965682,476.016289713487993,467.980500600793789,470.188471364148086,469.267959626239644,479.836325568390237,485.450340240239427,415.974314591280404,413.837501997328900,429.960222006639583,470.777983859869323,462.130086125729065,444.537971067783872
800,Cook_Inlet_75004400001521,474.480528663307268,479.761023118308060,419.815162158472617,474.532274573924497,468.930474573207391,476.509991566185249,461.537329145460660,476.831746148372247,477.263304494125293,470.584665345237795,470.159306425055945,479.159329882105737,491.545809633667659,468.170884348977438,423.664852836469095,447.021007590600732,467.148590277446942,471.039890228547733,457.530261511771300
801,Cook_Inlet_75004400010351,512.103262261598275,502.856565023553685,497.320000936121460,492.786935611580816,494.584812170650082,504.914958348988534,502.243033353310807,512.066260666282460,497.905671220304441,507.922170403143355,498.541727070491220,515.282362256529950,511.647089109887816,485.868430393342351,486.943432116076622,496.686099470957174,500.029872752165147,496.538922599457010,494.680734961236794
802,Cook_Inlet_75004400004166,545.925584683289571,520.126531853438337,516.752750494148472,510.992677512541150,509.001538695450620,522.845102630379643,525.374316557703992,535.890509350767729,515.501018701537987,530.432488976739592,523.854490046871661,531.523247681320640,529.214018835881689,503.609840352749927,507.641769803864747,520.596494190144654,514.805933265611884,507.222194500379089,512.476350919874790
803,Cook_Inlet_75004400000141,476.372420415421061,488.783300527288986,422.954999439169399,477.873681438456060,472.783329262512439,482.556258770230329,466.084249865491017,481.111056653645903,476.860883224858071,476.829634081907216,475.056373552778780,486.309718481545303,494.370587116507409,473.571110089410865,435.873512353748083,451.999942529563043,468.822644362905180,473.631023300680909,466.153301785734811
804,Cook_Inlet_75004400002954,473.962944299165883,480.904925804940376,413.858668708840582,476.048582262665491,466.735963959853734,473.323108739051861,465.262372025903346,475.618637111429678,476.797895585609638,468.556291769324446,472.471417530215263,480.312941066298833,492.733283297564810,464.544419550406701,424.617431766234859,443.409640610748056,468.707843664227823,471.788025536503085,457.680546158380480
805,Cook_Inlet_75004400007686,463.985184064449982,482.069173106139942,416.476473254296536,479.083655996229197,454.099537067204096,469.845556623516927,473.948516940474349,475.717323602548163,471.959857601436738,469.399902493918034,476.111572087493357,483.130438616578431,493.996651588691918,448.568311968565808,419.392649767029241,427.620791981693799,472.177575609115820,465.214556704530708,450.992630354154983
806,Cook_Inlet_75004400004707,483.398501001259717,488.496639170594733,436.935950983172745,484.309840067070127,460.886663107185711,478.637292466133886,474.930844378108986,486.749221320986862,477.130803673204355,482.350017131901325,482.137499767314182,491.414611942795204,497.030253827761214,450.322300728453342,442.052107915674867,451.296164182602467,475.140329846241741,472.082546136497797,465.344995679334147
807,Cook_Inlet_75004400007493,494.187400039039403,492.603423950495539,454.931339242722629,484.316915254096386,475.647434822641344,490.051956232701912,480.708380782449694,493.446026060988629,481.815273900382010,485.094884662572440,482.487600834004354,488.208451993854737,500.815614125543163,467.860175764836413,440.115563877589977,465.529410957043865,475.386159793889362,474.752176489541398,468.215626436016009
808,Cook_Inlet_75004400010627,473.203385164581107,484.534557889460075,423.440659013943218,480.892327620987658,452.200679315323612,477.751736578618477,476.078676846724704,481.482922517406962,475.052180946540432,477.118374648500719,478.943192181369170,489.527186126999254,495.600474299434893,438.974572224553015,425.932669100563771,436.984976179916941,476.153697843836369,468.692310002434283,457.266053153971200
809,Cook_Inlet_75004400004344,548.005828589920725,534.768341432641137,526.391580185306793,527.384870992174115,523.735197675730205,541.606596187380433,534.175054640178246,545.580205746209913,530.305029484147667,538.547256995947805,532.800046664654587,546.735927679748784,539.567186202899052,519.506332648859484,516.625457248970861,521.583464584566741,529.341285501226139,528.379071544532735,519.598635845319791
810,Cook_Inlet_75004400004213,555.924480499029642,546.648813145688905,535.847088281074775,534.908415507667087,531.802666429766418,549.356124990547073,543.922259229926794,556.168814872646976,541.669548073007263,552.509364610483658,540.860853917503732,556.761723432758686,545.351716037068854,529.387808171631832,530.357140036926012,543.939673013574065,537.793996971586694,534.552380999384354,533.579556933082927
811,Cook_Inlet_75004400007351,551.231332183404106,537.658055593627523,531.923500299681450,529.507380741979659,526.653708349078556,548.449237608465637,536.922832169029107,548.611459078418193,534.587095727119959,541.905749615607988,537.932864994380679,549.999072846092986,541.899495382186842,524.096858243716497,521.778430121981387,528.357427912737876,532.037218108819843,532.031285551137898,522.926571809919437
812,Cook_Inlet_75004400002957,470.762658645350768,481.685549914560568,416.515859963315847,474.493296283298719,442.725426569402202,468.066767223736917,464.037200375790292,470.898909457934280,468.639018249388755,468.402428771069367,471.606869322853527,477.675172980681964,490.205595233063889,434.476727098382923,418.159059447520633,443.192546888931417,471.920411637505993,466.016167270269023,446.378398594169482
813,Cook_Inlet_75004400000171,474.850824115837895,488.782919939640635,421.581696033485173,479.340548242366197,470.598925923461991,473.666583138046690,466.720392219527866,480.020903868856522,475.191331370424564,475.626813346951792,476.444792685024652,484.948117688078923,495.101238600997419,471.231409935174213,433.159536065482143,445.075972649286030,470.269619235862478,473.813124934692667,463.132872718022497
814,Cook_Inlet_75000100002639,500.343066701056955,492.334311755966894,472.775738993659388,484.436751879046994,480.994743400189805,492.901570440977594,485.687619199850133,501.913435026321906,482.563222691654687,494.569115023993788,491.721182244531633,497.833427179564580,508.417937828989693,474.396173980013486,469.763641911846037,472.091164044420452,487.144823502488180,487.771379684894271,484.871189691686652
815,Cook_Inlet_75000100004048,513.057915363033317,509.504539020892707,489.687478124618053,504.283152937778993,500.926013027897056,510.381157767179445,506.790056557593061,514.145528576285869,503.329756154920062,513.696668565374239,504.821051680556820,519.616656012928843,520.044757993588405,489.052423368476184,485.239323541582337,491.470752521746476,506.437909539025213,505.710177830489727,500.201764747049651
816,Cook_Inlet_75000100001396,507.786031193592976,497.615434247136250,489.879850314629778,493.892414511803281,493.385648752953728,503.874663681598406,494.895817585287034,506.389094707662991,491.010927730185529,500.436319395276428,500.216666832872647,509.430770764978718,514.674829721669653,482.351341783259500,481.118307288806420,483.828916401571064,494.885019495996175,491.096970890634680,493.563668637873036
817,Cook_Inlet_75000100001872,469.740426083849172,481.779494995101004,428.079770370688436,475.330181313876267,466.650210222621183,473.042541038202046,469.602199512608365,479.175602476374138,469.972561529633367,477.748319435680969,471.489597338040198,478.036456085819509,490.889344660982772,470.711681262742104,437.617437460561177,431.564789340173661,472.308536643156685,467.230506799557133,459.605097940420876
818,Cook_Inlet_75000100002482,471.679023006906164,481.729590953876482,430.543661820696229,481.557087830562864,468.058144054169532,474.681087052501596,472.332215918700001,479.237558635609219,477.845876095859580,475.438314246005405,470.613666950224058,483.560350863651365,493.364521351952646,472.762920809380091,446.795244143909201,448.920438924306438,476.125656500718890,472.855050662833548,465.710613189685034
819,Cook_Inlet_75000100004383,469.592354470250996,481.054665777100467,413.180063974890174,469.691946804727706,465.688314639608109,461.626179871427723,465.885140343795797,463.554831970131318,470.983915325670466,466.601443560667974,463.397096130550551,476.160209513078314,486.318330916296134,446.907030215208351,433.594375025018110,413.035756912326235,470.247173165480774,468.861630584135696,446.581624198596842
820,Cook_Inlet_75000100001880,472.943672443230696,484.817219132587638,421.783273904726684,476.546899685495134,465.411832895565567,475.154511927295800,467.766010261833117,481.631828786918959,472.976363067199657,479.426849012211619,474.446837077582359,483.156304567930988,495.047405929161073,468.237606812521392,436.381918052109654,437.767519210356454,474.573033597950257,467.881296864230762,458.827987204506428
821,Cook_Inlet_75000100002463,496.347256564125018,493.621715353820321,471.225761479185167,488.050382615779881,484.530247612822109,495.145627872336149,488.059586123385884,498.814949915388127,484.481327733873059,494.120683848366809,491.556248681676948,500.664497841888647,507.930422010195798,478.731416122443193,467.828012650950200,470.517104664857868,488.593515894027462,485.144674606069088,483.314688623437462
822,Cook_Inlet_75000100001262,469.138469308060962,480.864113397285905,411.698081794068514,469.076136145351654,465.240040710668950,460.786363126675496,465.214196890527774,462.604225407814909,470.549412106972795,466.090918067409234,462.540040433523927,475.498319912384261,485.865222661251892,445.167544130928320,432.258024596828875,410.722113359392495,469.892169607490814,468.345053158412099,445.442478849748227
823,Cook_Inlet_75000100003972,517.171865718804384,514.162421054684387,497.879527924866181,511.354523151900082,504.748696851232808,515.692062456295162,512.657069778137156,519.637295506598662,507.417977513104404,515.383874470925434,512.651540549689230,524.831702704497616,524.870952397060591,497.756213065099189,492.882346505067176,496.303197922761399,512.490404552213931,510.620693496195429,505.000658706053116
824,Cook_Inlet_75000100000252,500.864424524034746,500.427636522348166,475.446772156568784,491.092446418329416,491.099381699782100,498.695178919217653,490.161105263001048,503.443358849565186,492.800504641115367,497.830502162972550,496.628110330172092,505.725271414671965,513.276507021192401,483.200587776144516,476.500508660923970,473.773637714145991,494.696401409086036,492.434473296300439,491.342703178350632
825,Cook_Inlet_75000100003757,469.028678085866204,480.874423732540436,419.069404390787781,472.595548223631624,467.045745813124597,463.118443026625812,467.854471658788896,468.329688823455456,473.516820131563350,468.738695404882662,465.588093885998546,478.030032695362308,487.159707490270080,457.969985892923944,437.625584113149898,424.755972892357022,471.489247015145395,469.953193140342137,452.032681048944653
826,Cook_Inlet_75000100002688,474.895479831812054,488.534678034532647,424.357813313983740,476.315437318596253,467.002139614495434,476.431453263375658,472.275400945148135,481.573146907792818,473.382758428219120,479.530615092654671,471.783108208677334,485.278156861651951,495.394210017116620,473.503416406187796,445.804502027987098,432.388605157402139,477.455270428665585,473.150710258980894,463.471940816402537
