cat_ID_con,region,wtd_AreaSqKm,str_ord,str_slope,str_slope_dg,HUC12
Cook_Inlet_75000700038833,Cook_Inlet,61.79862501,3,0.02621055,1.501410137,1.90205E+11
Cook_Inlet_75000700044264,Cook_Inlet,462.3553751,5,0.00918189,0.526068762,1.90205E+11
Cook_Inlet_75000700031304,Cook_Inlet,376.25965,5,0.00070735,0.040528163,1.90205E+11
Cook_Inlet_75000700032275,Cook_Inlet,1435.18775,6,0.00661066,0.378757401,1.90205E+11
Cook_Inlet_75000700033653,Cook_Inlet,105.7897249,4,0.00408369,0.233976901,1.90205E+11
Cook_Inlet_75000700046720,Cook_Inlet,16161.93773,1,0.00151377,0.086732566,1.90205E+11
Cook_Inlet_75000700044836,Cook_Inlet,219.8329251,5,0.02615002,1.497944399,1.90205E+11
Cook_Inlet_75000700045019,Cook_Inlet,10873.6496,7,0.00041609,0.0238402,1.90205E+11
Cook_Inlet_75000700042261,Cook_Inlet,1042.4657,6,0.0192325,1.101805244,1.90205E+11
Cook_Inlet_75000700039998,Cook_Inlet,10651.60995,7,0.00442114,0.253311012,1.90205E+11
Cook_Inlet_75000700031253,Cook_Inlet,13910.6862,7,0.00186856,0.107060477,1.90205E+11
Cook_Inlet_75000500013783,Cook_Inlet,153.7933251,6,0.0106648,0.611024864,1.90205E+11
Cook_Inlet_75000500009993,Cook_Inlet,28.73500002,3,0.02696899,1.544834844,1.90205E+11
Cook_Inlet_75000500003409,Cook_Inlet,971.0687499,6,0.00569977,0.326569229,1.90205E+11
Cook_Inlet_75000500001552,Cook_Inlet,469.0821751,6,0.00542081,0.310586492,1.90205E+11
Cook_Inlet_75000500008473,Cook_Inlet,148.9193499,5,0.01284353,0.735839604,1.90205E+11
Cook_Inlet_75000500015553,Cook_Inlet,342.5926251,6,0.00813559,0.466124687,1.90205E+11
Cook_Inlet_75000500009750,Cook_Inlet,123.5817249,5,0.01233849,0.706907531,1.90205E+11
Cook_Inlet_75000500009358,Cook_Inlet,381.832125,5,0.01269257,0.727191643,1.90205E+11
Cook_Inlet_75000500011225,Cook_Inlet,2515.84785,7,0.00358638,0.205483557,1.90205E+11
Cook_Inlet_75000500005048,Cook_Inlet,87.20279998,4,0.01625854,0.931463654,1.90205E+11
Cook_Inlet_75000500013555,Cook_Inlet,200.2544749,4,0.0129027,0.739229234,1.90205E+11
Cook_Inlet_75000500008023,Cook_Inlet,258.43325,5,0.01474616,0.8448315,1.90205E+11
Cook_Inlet_75000500006217,Cook_Inlet,715.56165,6,0.00023887,0.013686243,1.90205E+11
Cook_Inlet_75000500012136,Cook_Inlet,46.24465001,4,0.05698964,3.261737723,1.90205E+11
Cook_Inlet_75000500010561,Cook_Inlet,4422.88055,7,0.00295741,0.169446617,1.90205E+11
Cook_Inlet_75000500002477,Cook_Inlet,1920.986525,1,0.00066907,0.038334881,1.90205E+11
Cook_Inlet_75000500008026,Cook_Inlet,6665.35575,7,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000500000009,Cook_Inlet,291.2154251,5,0.00549328,0.314738594,1.90205E+11
Cook_Inlet_75000500007429,Cook_Inlet,2081.158175,7,0.0041321,0.236750543,1.90205E+11
Cook_Inlet_75000500011984,Cook_Inlet,99.80469988,3,0.01409761,0.80768005,1.90205E+11
Cook_Inlet_75000500002272,Cook_Inlet,4.158875021,1,0.00065755,0.037674834,1.90205E+11
Cook_Inlet_75000500012337,Cook_Inlet,162.0323751,4,5.15E-05,0.002953024,1.90205E+11
Cook_Inlet_75000500006883,Cook_Inlet,2754.8984,7,0.00313144,0.179417709,1.90205E+11
Cook_Inlet_75000500012614,Cook_Inlet,6560.842225,7,0.00110996,0.063595997,1.90205E+11
Cook_Inlet_75000500009975,Cook_Inlet,126.10625,4,0.00405332,0.232236857,1.90205E+11
Cook_Inlet_75000500003515,Cook_Inlet,338.5581999,5,0.00651535,0.373296775,1.90205E+11
Cook_Inlet_75000500002240,Cook_Inlet,865.4406249,6,0.00035382,0.020272392,1.90205E+11
Cook_Inlet_75000300010038,Cook_Inlet,146.60415,6,0.01874152,1.073684301,1.90205E+11
Cook_Inlet_75000300024659,Cook_Inlet,97.52147508,5,0.02626582,1.504574696,1.90205E+11
Cook_Inlet_75000300022407,Cook_Inlet,2018.508575,7,0.02142059,1.22712174,1.90205E+11
Cook_Inlet_75000300003827,Cook_Inlet,105.182725,4,0.01795878,1.028851701,1.90205E+11
Cook_Inlet_75000300004778,Cook_Inlet,1404.5335,7,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000300022808,Cook_Inlet,68.56172496,4,0.0216439,1.239910531,1.90205E+11
Cook_Inlet_75000300016498,Cook_Inlet,1120.0733,7,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000300014777,Cook_Inlet,133.6481253,3,0.01827401,1.046907124,1.90205E+11
Cook_Inlet_75000300024174,Cook_Inlet,149.153725,6,0.02024204,1.159625096,1.90205E+11
Cook_Inlet_75000300018247,Cook_Inlet,68.3212001,4,0.02065538,1.183297835,1.90205E+11
Cook_Inlet_75000300001605,Cook_Inlet,174.6456999,5,0.0139853,0.80124643,1.90205E+11
Cook_Inlet_75000300015640,Cook_Inlet,417.6645001,5,0.00842432,0.482666563,1.90205E+11
Cook_Inlet_75000300009654,Cook_Inlet,850.8628999,7,0.00696824,0.399244281,1.90205E+11
Cook_Inlet_75000300005649,Cook_Inlet,123.0409999,5,0.02308688,1.322545845,1.90205E+11
Cook_Inlet_75000300005143,Cook_Inlet,105.6479001,4,0.00169595,0.097170684,1.90205E+11
Cook_Inlet_75000300010998,Cook_Inlet,320.6028002,4,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000300000325,Cook_Inlet,97.80975009,4,0.01329787,0.761866922,1.90205E+11
Cook_Inlet_75000300014878,Cook_Inlet,677.6937498,6,0.01158631,0.66381696,1.90205E+11
Cook_Inlet_75000300000271,Cook_Inlet,224.8129,5,0.02209391,1.265681879,1.90205E+11
Cook_Inlet_75000300028089,Cook_Inlet,100.592675,6,0.03579106,2.049801716,1.90205E+11
Cook_Inlet_75000300011642,Cook_Inlet,189.7974499,5,0.0203747,1.167222821,1.90205E+11
Cook_Inlet_75000300021956,Cook_Inlet,3259.86505,7,0.00236037,0.135238988,1.90205E+11
Cook_Inlet_75000300025373,Cook_Inlet,679.7674501,4,0.00129727,0.074328054,1.90205E+11
Cook_Inlet_75000300007234,Cook_Inlet,39.26625006,3,0.00036154,0.020714715,1.90205E+11
Cook_Inlet_75000300018625,Cook_Inlet,2219.37585,7,0.00845773,0.484580679,1.90205E+11
Cook_Inlet_75000300021822,Cook_Inlet,607.3299252,5,0.00340167,0.194900583,1.90205E+11
Cook_Inlet_75000300025488,Cook_Inlet,1123.902425,7,0.00524482,0.300503295,1.90205E+11
Cook_Inlet_75000300022955,Cook_Inlet,431.7296499,6,0.00950859,0.544785658,1.90205E+11
Cook_Inlet_75000300025330,Cook_Inlet,5280.5422,8,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000300000624,Cook_Inlet,754.0583998,7,0.00129191,0.074020949,1.90205E+11
Cook_Inlet_75000300011262,Cook_Inlet,967.7110998,7,0.00946938,0.542539293,1.90205E+11
Cook_Inlet_75000300007341,Cook_Inlet,55.86405002,3,0.02098109,1.201951558,1.90205E+11
Cook_Inlet_75000300011640,Cook_Inlet,278.262125,6,0.02190466,1.254843898,1.90205E+11
Cook_Inlet_75000600005142,Cook_Inlet,2219.717325,6,0.00275826,0.158036256,1.90205E+11
Cook_Inlet_75000600035585,Cook_Inlet,2453.029625,6,0.00017372,0.009953423,1.90205E+11
Cook_Inlet_75000600020386,Cook_Inlet,15695.89105,8,0.00015475,0.008866522,1.90205E+11
Cook_Inlet_75000600019952,Cook_Inlet,144.51755,4,0.00311826,0.178662558,1.90205E+11
Cook_Inlet_75000600003641,Cook_Inlet,1746.64865,6,0.00077041,0.044141233,1.90205E+11
Cook_Inlet_75000600015193,Cook_Inlet,1072.899175,6,0.00242524,0.138955744,1.90205E+11
Cook_Inlet_75000600035022,Cook_Inlet,81.77810002,4,0.0003105,0.017790339,1.90205E+11
Cook_Inlet_75000600040653,Cook_Inlet,45.74607495,3,0.00051181,0.02932455,1.90205E+11
Cook_Inlet_75000600019054,Cook_Inlet,59.70897507,4,0.00681505,0.390467557,1.90205E+11
Cook_Inlet_75000600024655,Cook_Inlet,152.5904501,4,0.00453188,0.25965582,1.90205E+11
Cook_Inlet_75000600034967,Cook_Inlet,620.4697251,5,0.00100939,0.057833767,1.90205E+11
Cook_Inlet_75000600040180,Cook_Inlet,93.95500001,4,0.00162269,0.092973207,1.90205E+11
Cook_Inlet_75000600025547,Cook_Inlet,15870.76537,8,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600004193,Cook_Inlet,65.48972507,3,0.01323612,0.75832953,1.90205E+11
Cook_Inlet_75000600035645,Cook_Inlet,15777.86745,8,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600019873,Cook_Inlet,239.5973501,4,0.00213542,0.122350368,1.90205E+11
Cook_Inlet_75000600009435,Cook_Inlet,196.5249501,5,0.00896532,0.513661236,1.90205E+11
Cook_Inlet_75000600005686,Cook_Inlet,633.854175,6,0.00360395,0.206490231,1.90205E+11
Cook_Inlet_75000600024798,Cook_Inlet,52.19850011,3,0.00229162,0.131299924,1.90205E+11
Cook_Inlet_75000600030807,Cook_Inlet,422.1426999,5,0.04282679,2.45229577,1.90205E+11
Cook_Inlet_75000600029695,Cook_Inlet,83.20802502,3,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600027457,Cook_Inlet,372.59285,5,0.00239852,0.13742481,1.90205E+11
Cook_Inlet_75000600030558,Cook_Inlet,90.33702491,3,0.00856174,0.490539581,1.90205E+11
Cook_Inlet_75000600014556,Cook_Inlet,98.00830001,3,0.00901234,0.516355066,1.90205E+11
Cook_Inlet_75000600025489,Cook_Inlet,113.30095,5,0.0166701,0.955037915,1.90205E+11
Cook_Inlet_75000600018460,Cook_Inlet,28.8282,2,0.00167843,0.096166865,1.90205E+11
Cook_Inlet_75000600030572,Cook_Inlet,1543.040125,5,0.00074028,0.042414912,1.90205E+11
Cook_Inlet_75000600034770,Cook_Inlet,3276.989475,7,0.00107544,0.061618149,1.90205E+11
Cook_Inlet_75000600040519,Cook_Inlet,1608.97095,5,0.00010285,0.005892871,1.90205E+11
Cook_Inlet_75000600040339,Cook_Inlet,743.485825,6,0.00251605,0.144158742,1.90205E+11
Cook_Inlet_75000600010070,Cook_Inlet,338.42475,6,0.00547848,0.313890642,1.90205E+11
Cook_Inlet_75000600012135,Cook_Inlet,53.18394997,3,0.01964249,1.125287069,1.90205E+11
Cook_Inlet_75000600034555,Cook_Inlet,100.8211249,4,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600023457,Cook_Inlet,754.3461251,6,0.00660578,0.378477809,1.90205E+11
Cook_Inlet_75000600020288,Cook_Inlet,75.37402505,3,0.01020455,0.584657353,1.90205E+11
Cook_Inlet_75000600035669,Cook_Inlet,66.6379,4,0.01866201,1.069130306,1.90205E+11
Cook_Inlet_75000600010293,Cook_Inlet,142.724375,5,0.00914727,0.524085348,1.90205E+11
Cook_Inlet_75000600009551,Cook_Inlet,206.0031251,5,0.00037937,0.021736299,1.90205E+11
Cook_Inlet_75000600006507,Cook_Inlet,94.87430009,4,0.01227015,0.70299253,1.90205E+11
Cook_Inlet_75000600031834,Cook_Inlet,194.8103498,5,0.01064581,0.609936941,1.90205E+11
Cook_Inlet_75000600040518,Cook_Inlet,1272.07995,3,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600000011,Cook_Inlet,76.532425,5,0.04260367,2.439535219,1.90205E+11
Cook_Inlet_75000600015130,Cook_Inlet,88.85952504,3,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600023013,Cook_Inlet,588.8431,6,0.00202552,0.116053589,1.90205E+11
Cook_Inlet_75000600029034,Cook_Inlet,2939.01055,6,0.0009711,0.055639914,1.90205E+11
Cook_Inlet_75000600004327,Cook_Inlet,158.3018001,3,0.0028566,0.163670679,1.90205E+11
Cook_Inlet_75000600039124,Cook_Inlet,1191.4089,5,0.00079984,0.045827447,1.90205E+11
Cook_Inlet_75000600009410,Cook_Inlet,393.0149251,5,0.0008703,0.049864504,1.90205E+11
Cook_Inlet_75000600025515,Cook_Inlet,66.21642489,3,0.00941912,0.539659864,1.90205E+11
Cook_Inlet_75000600015299,Cook_Inlet,2446.539,1,0.00208015,0.119183644,1.90205E+11
Cook_Inlet_75000600034913,Cook_Inlet,63.71994991,3,0.01953151,1.118930822,1.90205E+11
Cook_Inlet_75000600036475,Cook_Inlet,895.2348499,6,0.02667131,1.527791297,1.90205E+11
Cook_Inlet_75000600004323,Cook_Inlet,96.10222492,3,0.01293033,0.740812052,1.90205E+11
Cook_Inlet_75000600035262,Cook_Inlet,88.92590006,3,0.00128527,0.073640506,1.90205E+11
Cook_Inlet_75000600029800,Cook_Inlet,1091.388375,6,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600019183,Cook_Inlet,89.81410001,4,0.0117328,0.672209078,1.90205E+11
Cook_Inlet_75000600015366,Cook_Inlet,4287.2016,7,0.00182783,0.104726828,1.90205E+11
Cook_Inlet_75000600009325,Cook_Inlet,179.884975,1,0.00243004,0.139230762,1.90205E+11
Cook_Inlet_75000600002853,Cook_Inlet,138.3214001,2,0.00437109,0.250443414,1.90205E+11
Cook_Inlet_75000600012682,Cook_Inlet,79.61062494,4,0.0035374,0.202677245,1.90205E+11
Cook_Inlet_75000600019578,Cook_Inlet,1269.20435,6,0.00181857,0.104196271,1.90205E+11
Cook_Inlet_75000600018822,Cook_Inlet,90.56890001,5,0.00923219,0.528950495,1.90205E+11
Cook_Inlet_75000600040498,Cook_Inlet,121.4038751,3,0.00265415,0.152071236,1.90205E+11
Cook_Inlet_75000600002850,Cook_Inlet,527.8376999,5,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600022522,Cook_Inlet,911.059175,6,0.02148292,1.230691343,1.90205E+11
Cook_Inlet_75000600016382,Cook_Inlet,666.44545,6,0.01319223,0.755815257,1.90205E+11
Cook_Inlet_75000600020310,Cook_Inlet,50.660325,4,0.01149847,0.658784769,1.90205E+11
Cook_Inlet_75000600035420,Cook_Inlet,132.4024251,4,0.02864186,1.640609166,1.90205E+11
Cook_Inlet_75000600040654,Cook_Inlet,44.41695003,2,0.03401415,1.948116171,1.90205E+11
Cook_Inlet_75000600040122,Cook_Inlet,3565.10685,4,0.0003347,0.019176897,1.90205E+11
Cook_Inlet_75000600031902,Cook_Inlet,177.6132001,5,0.03166456,1.813639665,1.90205E+11
Cook_Inlet_75000600015155,Cook_Inlet,11859.68885,8,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600014918,Cook_Inlet,200.0693751,4,0.00059046,0.033830862,1.90205E+11
Cook_Inlet_75000600018999,Cook_Inlet,1258.05055,6,0.00076644,0.043913769,1.90205E+11
Cook_Inlet_75000600014428,Cook_Inlet,53.38337507,2,0.00595702,0.341308067,1.90205E+11
Cook_Inlet_75000600018150,Cook_Inlet,145.1801751,4,0.00524366,0.300436834,1.90205E+11
Cook_Inlet_75000600014656,Cook_Inlet,4549.8548,4,0.00179618,0.102913423,1.90205E+11
Cook_Inlet_75000600025058,Cook_Inlet,5530.721825,7,0.00029445,0.016870742,1.90205E+11
Cook_Inlet_75000600015432,Cook_Inlet,65.11040003,5,0.01788264,1.024490601,1.90205E+11
Cook_Inlet_75000600014486,Cook_Inlet,1104.60525,3,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600019353,Cook_Inlet,125.1085501,3,0.00476708,0.273131496,1.90205E+11
Cook_Inlet_75000600011081,Cook_Inlet,38.61012501,4,0.02890259,1.655535537,1.90205E+11
Cook_Inlet_75000600036866,Cook_Inlet,66.700975,4,0.03140424,1.798739245,1.90205E+11
Cook_Inlet_75000600020073,Cook_Inlet,6098.958925,7,0.00024968,0.01430561,1.90205E+11
Cook_Inlet_75000600026326,Cook_Inlet,98.71567504,4,0.0165201,0.946445914,1.90205E+11
Cook_Inlet_75000600009150,Cook_Inlet,136.9441251,4,0.01221535,0.699853192,1.90205E+11
Cook_Inlet_75000600021711,Cook_Inlet,1355.10495,6,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600012683,Cook_Inlet,2671.675125,7,0.00819887,0.469750122,1.90205E+11
Cook_Inlet_75000600012751,Cook_Inlet,69.40195,4,0.01084295,0.621230927,1.90205E+11
Cook_Inlet_75000600005715,Cook_Inlet,124.5416,5,0.01276863,0.731548854,1.90205E+11
Cook_Inlet_75000600020083,Cook_Inlet,189.372,4,0.00318917,0.182725362,1.90205E+11
Cook_Inlet_75000600030233,Cook_Inlet,75.26489995,4,0.02563494,1.468452262,1.90205E+11
Cook_Inlet_75000600027807,Cook_Inlet,666.9006001,5,0.00985238,0.564481528,1.90205E+11
Cook_Inlet_75000600014924,Cook_Inlet,54.58207504,3,0.02882659,1.651184683,1.90205E+11
Cook_Inlet_75000600020443,Cook_Inlet,146.575525,5,0.00681047,0.390205155,1.90205E+11
Cook_Inlet_75000600013369,Cook_Inlet,157.9065,4,0.0187783,1.075790898,1.90205E+11
Cook_Inlet_75000600029350,Cook_Inlet,83.51097496,5,0.00798572,0.457538327,1.90205E+11
Cook_Inlet_75000600025438,Cook_Inlet,137.2944251,5,0.00975549,0.558930673,1.90205E+11
Cook_Inlet_75000600020024,Cook_Inlet,231.4490501,5,0.00410316,0.235092431,1.90205E+11
Cook_Inlet_75000600035221,Cook_Inlet,825.0915748,3,1.93E-05,0.001107527,1.90205E+11
Cook_Inlet_75000600020381,Cook_Inlet,116.881825,5,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000600002752,Cook_Inlet,806.744575,5,0.00413454,0.236890342,1.90205E+11
Cook_Inlet_75000600030590,Cook_Inlet,190.5379,5,0.00720455,0.412783166,1.90205E+11
Cook_Inlet_75000600039012,Cook_Inlet,1634.739775,6,0.00154192,0.088345438,1.90205E+11
Cook_Inlet_75000200003655,Cook_Inlet,103.5926999,4,0.00970302,0.555924648,1.90205E+11
Cook_Inlet_75000200018778,Cook_Inlet,420.5100751,4,0.00491214,0.281442627,1.90205E+11
Cook_Inlet_75000200005513,Cook_Inlet,468.8775001,5,0.00133669,0.07658665,1.90205E+11
Cook_Inlet_75000200003229,Cook_Inlet,281.5511251,4,5.93E-05,0.003398213,1.90205E+11
Cook_Inlet_75000200009162,Cook_Inlet,563.5516501,6,0.00134395,0.077002617,1.90205E+11
Cook_Inlet_75000200013250,Cook_Inlet,375.0383752,5,0.00122687,0.070294438,1.90205E+11
Cook_Inlet_75000200008600,Cook_Inlet,347.1768751,5,0.00178912,0.102508916,1.90205E+11
Cook_Inlet_75000200015657,Cook_Inlet,51.24849997,3,0.00476333,0.272916641,1.90205E+11
Cook_Inlet_75000200011042,Cook_Inlet,95.85230002,3,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000200013941,Cook_Inlet,134.682175,5,0.00964988,0.552880236,1.90205E+11
Cook_Inlet_75000200016891,Cook_Inlet,134.5046751,5,0.01008741,0.577946417,1.90205E+11
Cook_Inlet_75000200018133,Cook_Inlet,58.37967506,3,0.00293874,0.168376914,1.90205E+11
Cook_Inlet_75000200007043,Cook_Inlet,342.9644252,5,0.00403987,0.231466242,1.90205E+11
Cook_Inlet_75000200018499,Cook_Inlet,107.6434251,3,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000200008564,Cook_Inlet,56.54727505,3,0.00148523,0.085097348,1.90205E+11
Cook_Inlet_75000200015565,Cook_Inlet,66.62002494,3,0.00205084,0.117504312,1.90205E+11
Cook_Inlet_75000200008668,Cook_Inlet,40.51055002,4,0.00444243,0.254530815,1.90205E+11
Cook_Inlet_75000200018577,Cook_Inlet,85.90007493,3,0.00131937,0.075594289,1.90205E+11
Cook_Inlet_75000200015695,Cook_Inlet,43.73747506,4,0.00638067,0.3655805,1.90205E+11
Cook_Inlet_75000200010538,Cook_Inlet,179.7024501,5,0.00350837,0.201013969,1.90205E+11
Cook_Inlet_75000200017518,Cook_Inlet,44.75272495,5,0.04983357,2.852893191,1.90205E+11
Cook_Inlet_75000200006087,Cook_Inlet,68.956225,3,0.0004837,0.027713966,1.90205E+11
Cook_Inlet_75000200013557,Cook_Inlet,414.4903249,5,0.00117102,0.067094473,1.90205E+11
Cook_Inlet_75000200011046,Cook_Inlet,914.785475,6,0.00096586,0.055339684,1.90205E+11
Cook_Inlet_75000200015469,Cook_Inlet,43.5761,3,0.00911151,0.522036622,1.90205E+11
Cook_Inlet_75000200008529,Cook_Inlet,29823.51758,8,0.00055784,0.031961874,1.90205E+11
Cook_Inlet_75000200018743,Cook_Inlet,81.78677507,4,0.00048541,0.027811942,1.90205E+11
Cook_Inlet_75000200000745,Cook_Inlet,31991.32913,6,0.00206203,0.118145449,1.90205E+11
Cook_Inlet_75000200005720,Cook_Inlet,176.0819751,3,0.00014039,0.008043754,1.90205E+11
Cook_Inlet_75000200005953,Cook_Inlet,40.07537501,3,0.00379469,0.217418678,1.90205E+11
Cook_Inlet_75000200013319,Cook_Inlet,363.5632752,4,0.00065477,0.037515552,1.90205E+11
Cook_Inlet_75000200013924,Cook_Inlet,182.8128249,5,0.01170078,0.670374719,1.90205E+11
Cook_Inlet_75000200000465,Cook_Inlet,233.39755,4,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000200001253,Cook_Inlet,158.2888249,5,0.02319281,1.328611939,1.90205E+11
Cook_Inlet_75000200015326,Cook_Inlet,108.2910751,5,0.01060416,0.607550841,1.90205E+11
Cook_Inlet_75000200005143,Cook_Inlet,111.083375,4,0.00072974,0.041811015,1.90205E+11
Cook_Inlet_75000200013892,Cook_Inlet,85.68182491,3,0.00557505,0.319423526,1.90205E+11
Cook_Inlet_75000200018582,Cook_Inlet,787.1744499,6,0.00056136,0.032163555,1.90205E+11
Cook_Inlet_75000200015895,Cook_Inlet,1790.697775,6,0.00045197,0.025895972,1.90205E+11
Cook_Inlet_75000200012997,Cook_Inlet,863.8969499,6,0.0002233,0.012794147,1.90205E+11
Cook_Inlet_75000200007660,Cook_Inlet,453.97415,6,0.00090821,0.052036586,1.90205E+11
Cook_Inlet_75000200000456,Cook_Inlet,203.5141501,4,1.10E-05,0.000630254,1.90205E+11
Cook_Inlet_75000200005532,Cook_Inlet,1203.490125,6,0.00018857,0.010804265,1.90205E+11
Cook_Inlet_75000200005190,Cook_Inlet,125.4689249,4,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000200000235,Cook_Inlet,50623.52223,9,6.84E-05,0.003918458,1.90205E+11
Cook_Inlet_75000200010216,Cook_Inlet,69.62352503,3,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000200005820,Cook_Inlet,654.0508249,6,0.00107236,0.061441679,1.90205E+11
Cook_Inlet_75000200000020,Cook_Inlet,78.02657504,4,3.22E-05,0.001845497,1.90205E+11
Cook_Inlet_75000200010768,Cook_Inlet,1084.668275,6,0.00044713,0.02561866,1.90205E+11
Cook_Inlet_75000200000471,Cook_Inlet,378.987325,5,0.00344076,0.197140248,1.90205E+11
Cook_Inlet_75000200005098,Cook_Inlet,224.7968001,5,0.01008543,0.577832983,1.90205E+11
Cook_Inlet_75000200015464,Cook_Inlet,469.882075,5,0.000502,0.028762479,1.90205E+11
Cook_Inlet_75000200005175,Cook_Inlet,159.8776499,4,1.00E-05,0.000572958,1.90205E+11
Cook_Inlet_75000200018781,Cook_Inlet,28785.4886,8,0.00083856,0.048045938,1.90205E+11
Cook_Inlet_75000200001139,Cook_Inlet,119.3596249,4,0.05746466,3.288865522,1.90205E+11
Cook_Inlet_75000200018317,Cook_Inlet,59.96610002,4,0.00491426,0.281564091,1.90205E+11
Cook_Inlet_75000200008048,Cook_Inlet,68.99615007,3,0.00476382,0.272944716,1.90205E+11
Cook_Inlet_75000200008607,Cook_Inlet,395.371175,5,0.00421418,0.241453299,1.90205E+11
Cook_Inlet_75000200011024,Cook_Inlet,79.84924993,4,0.00024652,0.014124555,1.90205E+11
Cook_Inlet_75000200001210,Cook_Inlet,717.0291501,6,0.00207259,0.11875049,1.90205E+11
Cook_Inlet_75000200006182,Cook_Inlet,221.579925,5,0.00745586,0.427181395,1.90205E+11
Cook_Inlet_75000200015589,Cook_Inlet,50568.68948,5,0.00023308,0.0133545,1.90205E+11
Cook_Inlet_75000200016431,Cook_Inlet,433.122975,6,0.00862335,0.494069314,1.90205E+11
Cook_Inlet_75000200015485,Cook_Inlet,50.16277501,4,0.00491739,0.281743422,1.90205E+11
Cook_Inlet_75000200002736,Cook_Inlet,189.2334749,4,0.00334353,0.191569444,1.90205E+11
Cook_Inlet_75000200003154,Cook_Inlet,49.45882491,3,0.00076743,0.043970491,1.90205E+11
Cook_Inlet_75000200015301,Cook_Inlet,219.8783999,4,0.00279158,0.159945337,1.90205E+11
Cook_Inlet_75000200005066,Cook_Inlet,57.24624997,5,0.00132176,0.075731225,1.90205E+11
Cook_Inlet_75000200017924,Cook_Inlet,159.021175,4,0.00114143,0.065399093,1.90205E+11
Cook_Inlet_75000200008267,Cook_Inlet,33831.15325,8,6.73E-05,0.003858298,1.90205E+11
Cook_Inlet_75000200016525,Cook_Inlet,227.2644001,5,0.02573998,1.474466642,1.90205E+11
Cook_Inlet_75000200010370,Cook_Inlet,50141.97583,9,0.00061913,0.035473531,1.90205E+11
Cook_Inlet_75000200017839,Cook_Inlet,43.71247509,3,0.0007298,0.041814452,1.90205E+11
Cook_Inlet_75000200012913,Cook_Inlet,110.14835,4,0.00496679,0.284573765,1.90205E+11
Cook_Inlet_75000200013093,Cook_Inlet,154.6353001,3,8.68E-05,0.00497442,1.90205E+11
Cook_Inlet_75000200005619,Cook_Inlet,69.66102495,3,0.00419783,0.240516529,1.90205E+11
Cook_Inlet_75000200007995,Cook_Inlet,34086.31283,4,0.00047256,0.027075692,1.90205E+11
Cook_Inlet_75000200014042,Cook_Inlet,345.2587248,6,0.00197385,0.113093128,1.90205E+11
Cook_Inlet_75000200012043,Cook_Inlet,192.531475,6,0.00601991,0.34491127,1.90205E+11
Cook_Inlet_75000200018431,Cook_Inlet,114.1199751,3,0.00408523,0.234065135,1.90205E+11
Cook_Inlet_75005300023489,Cook_Inlet,745.9543247,1,1.00E-05,0.000572958,1.90206E+11
Cook_Inlet_75005300005078,Cook_Inlet,20.77435006,4,0.00163141,0.093472825,1.90206E+11
Cook_Inlet_75005300016711,Cook_Inlet,41.31564993,4,0.00158866,0.091023437,1.90206E+11
Cook_Inlet_75005300002575,Cook_Inlet,2028.669625,4,0.00056066,0.032123448,1.90206E+11
Cook_Inlet_75005300011027,Cook_Inlet,71.25910007,4,0.01100539,0.630536943,1.90206E+11
Cook_Inlet_75005300003743,Cook_Inlet,2361.184702,7,1.00E-05,0.000572958,1.90206E+11
Cook_Inlet_75005300026455,Cook_Inlet,43.67824991,4,0.01605428,0.919763473,1.90206E+11
Cook_Inlet_75005300026560,Cook_Inlet,1974.577977,7,1.00E-05,0.000572958,1.90206E+11
Cook_Inlet_75005300002504,Cook_Inlet,184.2098751,6,0.00856797,0.490896508,1.90206E+11
Cook_Inlet_75005300025877,Cook_Inlet,93.74590035,6,0.00633685,0.363069901,1.90206E+11
Cook_Inlet_75005300019947,Cook_Inlet,2125.08985,6,1.00E-05,0.000572958,1.90206E+11
Cook_Inlet_75005300030509,Cook_Inlet,42.70845001,4,0.00559588,0.32061696,1.90206E+11
Cook_Inlet_75005300019114,Cook_Inlet,127.0179751,6,0.00646275,0.370283144,1.90206E+11
