OID_,cat_ID_con,cat_ID,cat_ID_txt,NHDPlusID,region,AwcHuc12_wtd_elev_MIN,AwcHuc12_wtd_elev_MAX,AwcHuc12_wtd_elev_MEAN,AwcHuc12_wtd_elev_STD
356,Cook_Inlet_75000600030807,75000600030807.000000000000000,75000600030807,75000600030807.000000000000000,Cook_Inlet,661,3425,1536.051799399312131,500.656702727836773
357,Cook_Inlet_75000600029695,75000600029695.000000000000000,75000600029695,75000600029695.000000000000000,Cook_Inlet,420,2213,1114.833570887768701,302.773561737103137
358,Cook_Inlet_75000600027457,75000600027457.000000000000000,75000600027457,75000600027457.000000000000000,Cook_Inlet,274,2886,1116.644236771824126,410.984266185296406
359,Cook_Inlet_75000600030558,75000600030558.000000000000000,75000600030558,75000600030558.000000000000000,Cook_Inlet,318,733,421.448878316176888,58.262915596402003
360,Cook_Inlet_75000600014556,75000600014556.000000000000000,75000600014556,75000600014556.000000000000000,Cook_Inlet,61,688,352.068395044848955,119.733832907220005
361,Cook_Inlet_75000600025489,75000600025489.000000000000000,75000600025489,75000600025489.000000000000000,Cook_Inlet,84,1547,777.617399232320281,286.424190316506611
362,Cook_Inlet_75000600018460,75000600018460.000000000000000,75000600018460,75000600018460.000000000000000,Cook_Inlet,163,765,234.597673281236155,100.028209382083702
363,Cook_Inlet_75000600030572,75000600030572.000000000000000,75000600030572,75000600030572.000000000000000,Cook_Inlet,202,6167,1245.198353100251552,971.903405519700755
364,Cook_Inlet_75000600034770,75000600034770.000000000000000,75000600034770,75000600034770.000000000000000,Cook_Inlet,50,5154,1025.949613919879994,651.200432318869616
365,Cook_Inlet_75000600040519,75000600040519.000000000000000,75000600040519,75000600040519.000000000000000,Cook_Inlet,197,6167,1208.187670646005699,968.916372572366072
366,Cook_Inlet_75000600040339,75000600040339.000000000000000,75000600040339,75000600040339.000000000000000,Cook_Inlet,304,2213,695.320824360948336,315.851070739626948
367,Cook_Inlet_75000600010070,75000600010070.000000000000000,75000600010070,75000600010070.000000000000000,Cook_Inlet,185,1482,568.165309657671401,237.108374664569226
368,Cook_Inlet_75000600012135,75000600012135.000000000000000,75000600012135,75000600012135.000000000000000,Cook_Inlet,276,1686,1015.199957129481618,296.559464353048554
369,Cook_Inlet_75000600034555,75000600034555.000000000000000,75000600034555,75000600034555.000000000000000,Cook_Inlet,58,1204,403.849406917429235,279.038688161073935
370,Cook_Inlet_75000600023457,75000600023457.000000000000000,75000600023457,75000600023457.000000000000000,Cook_Inlet,175,2886,946.627430487335801,414.255616413728774
371,Cook_Inlet_75000600020288,75000600020288.000000000000000,75000600020288,75000600020288.000000000000000,Cook_Inlet,198,772,429.447217354041584,112.963924753736421
372,Cook_Inlet_75000600035669,75000600035669.000000000000000,75000600035669,75000600035669.000000000000000,Cook_Inlet,526,1729,1006.737437368782821,283.440520998886711
373,Cook_Inlet_75000600010293,75000600010293.000000000000000,75000600010293,75000600010293.000000000000000,Cook_Inlet,756,2017,1147.310932659938771,269.802212936504816
374,Cook_Inlet_75000600009551,75000600009551.000000000000000,75000600009551,75000600009551.000000000000000,Cook_Inlet,420,2213,936.014117050846949,351.554282986717396
375,Cook_Inlet_75000600006507,75000600006507.000000000000000,75000600006507,75000600006507.000000000000000,Cook_Inlet,346,2616,1215.814633560197535,399.300973211406472
376,Cook_Inlet_75000600031834,75000600031834.000000000000000,75000600031834,75000600031834.000000000000000,Cook_Inlet,347,2886,1174.288612362859340,387.050123137465903
377,Cook_Inlet_75000600040518,75000600040518.000000000000000,75000600040518,75000600040518.000000000000000,Cook_Inlet,201,6167,1388.433075366959656,1006.866561506214566
378,Cook_Inlet_75000600000011,75000600000011.000000000000000,75000600000011,75000600000011.000000000000000,Cook_Inlet,226,1663,991.938260312805710,275.994738666129138
379,Cook_Inlet_75000600015130,75000600015130.000000000000000,75000600015130,75000600015130.000000000000000,Cook_Inlet,204,1022,353.998849799845175,134.885291190437414
380,Cook_Inlet_75000600023013,75000600023013.000000000000000,75000600023013,75000600023013.000000000000000,Cook_Inlet,209,2886,1013.817056138486123,414.460497179086644
381,Cook_Inlet_75000600029034,75000600029034.000000000000000,75000600029034,75000600029034.000000000000000,Cook_Inlet,68,5154,1107.719201225257848,631.618367997037467
382,Cook_Inlet_75000600004327,75000600004327.000000000000000,75000600004327,75000600004327.000000000000000,Cook_Inlet,42,607,138.898467223600591,80.050849181852627
383,Cook_Inlet_75000600039124,75000600039124.000000000000000,75000600039124,75000600039124.000000000000000,Cook_Inlet,74,2845,977.574974230172870,478.897812792704997
384,Cook_Inlet_75000600009410,75000600009410.000000000000000,75000600009410,75000600009410.000000000000000,Cook_Inlet,46,1879,600.315095750112732,389.987302696682775
385,Cook_Inlet_75000600025515,75000600025515.000000000000000,75000600025515,75000600025515.000000000000000,Cook_Inlet,304,1207,469.461017916691901,132.353410109302558
386,Cook_Inlet_75000600015299,75000600015299.000000000000000,75000600015299,75000600015299.000000000000000,Cook_Inlet,27,6167,923.602981994814513,889.627046462225621
387,Cook_Inlet_75000600034913,75000600034913.000000000000000,75000600034913,75000600034913.000000000000000,Cook_Inlet,118,700,399.118479284371347,150.413976309762461
388,Cook_Inlet_75000600036475,75000600036475.000000000000000,75000600036475,75000600036475.000000000000000,Cook_Inlet,420,3425,1461.538341508384747,498.686298584294661
389,Cook_Inlet_75000600004323,75000600004323.000000000000000,75000600004323,75000600004323.000000000000000,Cook_Inlet,65,607,174.341424583011047,72.518433385443402
390,Cook_Inlet_75000600035262,75000600035262.000000000000000,75000600035262,75000600035262.000000000000000,Cook_Inlet,47,515,116.189477922396776,76.432525912855780
391,Cook_Inlet_75000600029800,75000600029800.000000000000000,75000600029800,75000600029800.000000000000000,Cook_Inlet,65,1550,392.697718082510562,203.218836493353280
392,Cook_Inlet_75000600019183,75000600019183.000000000000000,75000600019183,75000600019183.000000000000000,Cook_Inlet,358,1726,768.108367292399521,252.041442550890139
393,Cook_Inlet_75000600015366,75000600015366.000000000000000,75000600015366,75000600015366.000000000000000,Cook_Inlet,75,3425,1119.307935226152267,556.878472574189686
394,Cook_Inlet_75000600009325,75000600009325.000000000000000,75000600009325,75000600009325.000000000000000,Cook_Inlet,81,1726,652.787846309410952,288.157965214142848
395,Cook_Inlet_75000600002853,75000600002853.000000000000000,75000600002853,75000600002853.000000000000000,Cook_Inlet,199,2491,1054.442723251792813,439.506345014244403
396,Cook_Inlet_75000600012682,75000600012682.000000000000000,75000600012682,75000600012682.000000000000000,Cook_Inlet,225,1924,908.767499786472058,394.454537852189901
397,Cook_Inlet_75000600019578,75000600019578.000000000000000,75000600019578,75000600019578.000000000000000,Cook_Inlet,51,2886,708.827508140128998,476.112323513947103
398,Cook_Inlet_75000600018822,75000600018822.000000000000000,75000600018822,75000600018822.000000000000000,Cook_Inlet,135,1515,885.299650548475029,268.670551658515478
399,Cook_Inlet_75000600040498,75000600040498.000000000000000,75000600040498,75000600040498.000000000000000,Cook_Inlet,27,980,225.398252626948647,187.177618858223695
400,Cook_Inlet_75000600002850,75000600002850.000000000000000,75000600002850,75000600002850.000000000000000,Cook_Inlet,196,3397,1204.175517693963911,631.032899019628985
401,Cook_Inlet_75000600022522,75000600022522.000000000000000,75000600022522,75000600022522.000000000000000,Cook_Inlet,230,2017,1017.862648403446997,316.523457166459934
402,Cook_Inlet_75000600016382,75000600016382.000000000000000,75000600016382,75000600016382.000000000000000,Cook_Inlet,461,2017,1060.612063996994266,292.070433038464842
403,Cook_Inlet_75000600020310,75000600020310.000000000000000,75000600020310,75000600020310.000000000000000,Cook_Inlet,149,346,245.550391620178658,38.117122252354385
404,Cook_Inlet_75000600035420,75000600035420.000000000000000,75000600035420,75000600035420.000000000000000,Cook_Inlet,125,1206,477.270754989875570,175.116674218394792
405,Cook_Inlet_75000600040654,75000600040654.000000000000000,75000600040654,75000600040654.000000000000000,Cook_Inlet,57,226,180.686830690592842,23.902315953541869
406,Cook_Inlet_75000600040122,75000600040122.000000000000000,75000600040122,75000600040122.000000000000000,Cook_Inlet,43,5154,965.254135840519439,659.359214074065335
407,Cook_Inlet_75000600031902,75000600031902.000000000000000,75000600031902,75000600031902.000000000000000,Cook_Inlet,290,2074,1035.260972771226307,318.827531592635978
408,Cook_Inlet_75000600015155,75000600015155.000000000000000,75000600015155,75000600015155.000000000000000,Cook_Inlet,27,5154,848.452525901635681,615.898641560278179
409,Cook_Inlet_75000600014918,75000600014918.000000000000000,75000600014918,75000600014918.000000000000000,Cook_Inlet,39,515,88.720466247818692,58.382091080163910
410,Cook_Inlet_75000600018999,75000600018999.000000000000000,75000600018999,75000600018999.000000000000000,Cook_Inlet,117,3417,1189.553005252939329,643.891831394612382
411,Cook_Inlet_75000600014428,75000600014428.000000000000000,75000600014428,75000600014428.000000000000000,Cook_Inlet,82,221,152.362676102506498,30.613688462306129
412,Cook_Inlet_75000600018150,75000600018150.000000000000000,75000600018150,75000600018150.000000000000000,Cook_Inlet,384,1879,909.939622787068174,318.532722225080477
413,Cook_Inlet_75000600014656,75000600014656.000000000000000,75000600014656,75000600014656.000000000000000,Cook_Inlet,61,3425,1084.147957946354381,564.384965304797447
414,Cook_Inlet_75000600025058,75000600025058.000000000000000,75000600025058,75000600025058.000000000000000,Cook_Inlet,37,5154,833.888762495849733,624.889480845335243
415,Cook_Inlet_75000600015432,75000600015432.000000000000000,75000600015432,75000600015432.000000000000000,Cook_Inlet,756,1947,1169.589317200227697,250.545281435059593
416,Cook_Inlet_75000600014486,75000600014486.000000000000000,75000600014486,75000600014486.000000000000000,Cook_Inlet,51,2886,780.995868389957195,464.730296297619077
417,Cook_Inlet_75000600019353,75000600019353.000000000000000,75000600019353,75000600019353.000000000000000,Cook_Inlet,83,1176,278.395020874246370,166.129543868200614
418,Cook_Inlet_75000600011081,75000600011081.000000000000000,75000600011081,75000600011081.000000000000000,Cook_Inlet,476,1745,983.638961913508638,313.937090835539777
419,Cook_Inlet_75000600036866,75000600036866.000000000000000,75000600036866,75000600036866.000000000000000,Cook_Inlet,394,1619,912.753685239399829,281.293434018083190
420,Cook_Inlet_75000600020073,75000600020073.000000000000000,75000600020073,75000600020073.000000000000000,Cook_Inlet,37,3425,887.375793071859448,602.720512146280953
421,Cook_Inlet_75000600026326,75000600026326.000000000000000,75000600026326,75000600026326.000000000000000,Cook_Inlet,576,1903,1051.449752874678325,293.792366956142473
422,Cook_Inlet_75000600009150,75000600009150.000000000000000,75000600009150,75000600009150.000000000000000,Cook_Inlet,56,1218,256.719740483538430,169.378242015537097
423,Cook_Inlet_75000600021711,75000600021711.000000000000000,75000600021711,75000600021711.000000000000000,Cook_Inlet,288,3425,1362.217242943520660,499.932600742616103
424,Cook_Inlet_75000600012683,75000600012683.000000000000000,75000600012683,75000600012683.000000000000000,Cook_Inlet,220,3425,1170.620284736494568,472.326387617614614
425,Cook_Inlet_75000600012751,75000600012751.000000000000000,75000600012751,75000600012751.000000000000000,Cook_Inlet,211,1544,842.496196899586721,270.613438784445520
426,Cook_Inlet_75000600005715,75000600005715.000000000000000,75000600005715,75000600005715.000000000000000,Cook_Inlet,626,1905,1121.548017427299783,263.275925279328760
427,Cook_Inlet_75000600020083,75000600020083.000000000000000,75000600020083,75000600020083.000000000000000,Cook_Inlet,216,1378,677.850268379292629,232.574124711487656
428,Cook_Inlet_75000600030233,75000600030233.000000000000000,75000600030233,75000600030233.000000000000000,Cook_Inlet,442,1378,773.480374571844777,190.646038324605314
429,Cook_Inlet_75000600027807,75000600027807.000000000000000,75000600027807,75000600027807.000000000000000,Cook_Inlet,186,2845,1174.858187751179230,428.460813455112600
430,Cook_Inlet_75000600014924,75000600014924.000000000000000,75000600014924,75000600014924.000000000000000,Cook_Inlet,214,1379,447.875097561420660,263.396934899307041
431,Cook_Inlet_75000600020443,75000600020443.000000000000000,75000600020443,75000600020443.000000000000000,Cook_Inlet,347,1179,606.224198273399224,168.663649985462229
432,Cook_Inlet_75000600013369,75000600013369.000000000000000,75000600013369,75000600013369.000000000000000,Cook_Inlet,107,1967,833.802215603696368,382.819842250802481
433,Cook_Inlet_75000600029350,75000600029350.000000000000000,75000600029350,75000600029350.000000000000000,Cook_Inlet,547,1650,942.509518888707589,221.930000738552678
434,Cook_Inlet_75000600025438,75000600025438.000000000000000,75000600025438,75000600025438.000000000000000,Cook_Inlet,349,1482,683.477197388251170,241.764627876542420
435,Cook_Inlet_75000600020024,75000600020024.000000000000000,75000600020024,75000600020024.000000000000000,Cook_Inlet,225,2576,919.154029494357474,407.581291731446129
436,Cook_Inlet_75000600035221,75000600035221.000000000000000,75000600035221,75000600035221.000000000000000,Cook_Inlet,215,6167,1797.881935306603964,992.239044092790436
437,Cook_Inlet_75000600020381,75000600020381.000000000000000,75000600020381,75000600020381.000000000000000,Cook_Inlet,349,1248,594.111841958919626,197.699895364317172
438,Cook_Inlet_75000600002752,75000600002752.000000000000000,75000600002752,75000600002752.000000000000000,Cook_Inlet,125,2845,1116.944202341033588,443.039835159642735
439,Cook_Inlet_75000600030590,75000600030590.000000000000000,75000600030590,75000600030590.000000000000000,Cook_Inlet,378,1650,798.506567255987306,257.475291989850973
440,Cook_Inlet_75000600039012,75000600039012.000000000000000,75000600039012,75000600039012.000000000000000,Cook_Inlet,90,5154,1252.347849151395621,686.831946285382742
441,Cook_Inlet_75000200003655,75000200003655.000000000000000,75000200003655,75000200003655.000000000000000,Cook_Inlet,157,1597,815.026887264278798,312.142960268262470
442,Cook_Inlet_75000200018778,75000200018778.000000000000000,75000200018778,75000200018778.000000000000000,Cook_Inlet,64,2221,771.555050057831750,461.394414290989857
443,Cook_Inlet_75000200005513,75000200005513.000000000000000,75000200005513,75000200005513.000000000000000,Cook_Inlet,55,451,180.244890629265313,73.711298768467387
444,Cook_Inlet_75000200003229,75000200003229.000000000000000,75000200003229,75000200003229.000000000000000,Cook_Inlet,53,167,99.825815509736231,20.328439238388135
445,Cook_Inlet_75000200009162,75000200009162.000000000000000,75000200009162,75000200009162.000000000000000,Cook_Inlet,178,2402,1249.275252390826608,415.149160667153978
446,Cook_Inlet_75000200013250,75000200013250.000000000000000,75000200013250,75000200013250.000000000000000,Cook_Inlet,96,451,201.388843662213816,66.770242288497016
447,Cook_Inlet_75000200008600,75000200008600.000000000000000,75000200008600,75000200008600.000000000000000,Cook_Inlet,55,2221,872.213026137091333,441.257964075330051
448,Cook_Inlet_75000200015657,75000200015657.000000000000000,75000200015657,75000200015657.000000000000000,Cook_Inlet,109,339,242.140768809010524,54.848038105887632
449,Cook_Inlet_75000200011042,75000200011042.000000000000000,75000200011042,75000200011042.000000000000000,Cook_Inlet,42,515,116.287155444556390,75.136380079890927
450,Cook_Inlet_75000200013941,75000200013941.000000000000000,75000200013941,75000200013941.000000000000000,Cook_Inlet,146,1802,805.110528078254220,348.024477180798158
451,Cook_Inlet_75000200016891,75000200016891.000000000000000,75000200016891,75000200016891.000000000000000,Cook_Inlet,525,2221,1241.069816710303712,282.717608640642766
452,Cook_Inlet_75000200018133,75000200018133.000000000000000,75000200018133,75000200018133.000000000000000,Cook_Inlet,93,344,213.233268721016969,55.921100101410303
453,Cook_Inlet_75000200007043,75000200007043.000000000000000,75000200007043,75000200007043.000000000000000,Cook_Inlet,226,2402,1334.806532943218826,398.821268530606233
454,Cook_Inlet_75000200018499,75000200018499.000000000000000,75000200018499,75000200018499.000000000000000,Cook_Inlet,82,167,114.130726975277128,14.725332642169519
455,Cook_Inlet_75000200008564,75000200008564.000000000000000,75000200008564,75000200008564.000000000000000,Cook_Inlet,48,389,135.552168938264941,78.715379041477888
456,Cook_Inlet_75000200015565,75000200015565.000000000000000,75000200015565,75000200015565.000000000000000,Cook_Inlet,93,267,190.026255593039423,40.904180064853087
457,Cook_Inlet_75000200008668,75000200008668.000000000000000,75000200008668,75000200008668.000000000000000,Cook_Inlet,100,502,242.283582384325030,87.807698275865661
458,Cook_Inlet_75000200018577,75000200018577.000000000000000,75000200018577,75000200018577.000000000000000,Cook_Inlet,91,325,173.969267417615583,47.500774525637866
459,Cook_Inlet_75000200015695,75000200015695.000000000000000,75000200015695,75000200015695.000000000000000,Cook_Inlet,143,382,250.419920517323305,46.562965551489910
460,Cook_Inlet_75000200010538,75000200010538.000000000000000,75000200010538,75000200010538.000000000000000,Cook_Inlet,109,451,223.759889561920431,66.395760115312626
461,Cook_Inlet_75000200017518,75000200017518.000000000000000,75000200017518,75000200017518.000000000000000,Cook_Inlet,557,1970,1197.939963713211228,260.409597101950851
462,Cook_Inlet_75000200006087,75000200006087.000000000000000,75000200006087,75000200006087.000000000000000,Cook_Inlet,63,965,366.107479102251830,261.749778822554958
463,Cook_Inlet_75000200013557,75000200013557.000000000000000,75000200013557,75000200013557.000000000000000,Cook_Inlet,33,1831,524.464843441817720,414.656561982272763
464,Cook_Inlet_75000200011046,75000200011046.000000000000000,75000200011046,75000200011046.000000000000000,Cook_Inlet,45,2402,993.005822954170867,520.523398336497621
465,Cook_Inlet_75000200015469,75000200015469.000000000000000,75000200015469,75000200015469.000000000000000,Cook_Inlet,190,402,318.937850542293347,34.403377805699620
466,Cook_Inlet_75000200008529,75000200008529.000000000000000,75000200008529,75000200008529.000000000000000,Cook_Inlet,45,5738,1040.294642091191008,486.675320755704149
467,Cook_Inlet_75000200018743,75000200018743.000000000000000,75000200018743,75000200018743.000000000000000,Cook_Inlet,89,674,200.371091093244360,93.013142919783263
468,Cook_Inlet_75000200000745,75000200000745.000000000000000,75000200000745,75000200000745.000000000000000,Cook_Inlet,29,5738,1018.964656551767803,495.341197693196818
469,Cook_Inlet_75000200005720,75000200005720.000000000000000,75000200005720,75000200005720.000000000000000,Cook_Inlet,53,167,107.498119011164178,17.359610016495701
470,Cook_Inlet_75000200005953,75000200005953.000000000000000,75000200005953,75000200005953.000000000000000,Cook_Inlet,43,245,108.543915774342096,45.918281334432308
471,Cook_Inlet_75000200013319,75000200013319.000000000000000,75000200013319,75000200013319.000000000000000,Cook_Inlet,31,167,89.712497156568304,26.162256598503241
472,Cook_Inlet_75000200013924,75000200013924.000000000000000,75000200013924,75000200013924.000000000000000,Cook_Inlet,125,1831,865.748145344181466,318.175498491424946
473,Cook_Inlet_75000200000465,75000200000465.000000000000000,75000200000465,75000200000465.000000000000000,Cook_Inlet,32,344,151.284450914984831,68.202291567959719
474,Cook_Inlet_75000200001253,75000200001253.000000000000000,75000200001253,75000200001253.000000000000000,Cook_Inlet,373,1657,893.188225483439737,261.012861141642531
475,Cook_Inlet_75000200015326,75000200015326.000000000000000,75000200015326,75000200015326.000000000000000,Cook_Inlet,511,1831,1041.988630718110244,250.940123168888448
476,Cook_Inlet_75000200005143,75000200005143.000000000000000,75000200005143,75000200005143.000000000000000,Cook_Inlet,44,894,117.668889493248059,139.928882614637303
477,Cook_Inlet_75000200013892,75000200013892.000000000000000,75000200013892,75000200013892.000000000000000,Cook_Inlet,62,296,118.077317132951734,48.030487846139025
478,Cook_Inlet_75000200018582,75000200018582.000000000000000,75000200018582,75000200018582.000000000000000,Cook_Inlet,10,2118,378.893135055424807,457.021717263185280
479,Cook_Inlet_75000200015895,75000200015895.000000000000000,75000200015895,75000200015895.000000000000000,Cook_Inlet,20,453,141.267465590262077,85.937578574052367
480,Cook_Inlet_75000200012997,75000200012997.000000000000000,75000200012997,75000200012997.000000000000000,Cook_Inlet,6,1336,206.319147832752151,234.850035691500494
481,Cook_Inlet_75000200007660,75000200007660.000000000000000,75000200007660,75000200007660.000000000000000,Cook_Inlet,62,2118,608.280801276638499,486.472196116159182
482,Cook_Inlet_75000200000456,75000200000456.000000000000000,75000200000456,75000200000456.000000000000000,Cook_Inlet,7,132,45.556175317206282,20.807959730407493
483,Cook_Inlet_75000200005532,75000200005532.000000000000000,75000200005532,75000200005532.000000000000000,Cook_Inlet,29,453,169.766545654853161,89.903643639994570
484,Cook_Inlet_75000200005190,75000200005190.000000000000000,75000200005190,75000200005190.000000000000000,Cook_Inlet,0,1291,101.734721545853901,180.131641898948970
485,Cook_Inlet_75000200000235,75000200000235.000000000000000,75000200000235,75000200000235.000000000000000,Cook_Inlet,2,6167,906.199296553974477,581.175912483617481
486,Cook_Inlet_75000200010216,75000200010216.000000000000000,75000200010216,75000200010216.000000000000000,Cook_Inlet,60,670,263.227616929062265,173.599673443263498
487,Cook_Inlet_75000200005820,75000200005820.000000000000000,75000200005820,75000200005820.000000000000000,Cook_Inlet,32,2118,447.447600148862819,472.815666745762030
488,Cook_Inlet_75000200000020,75000200000020.000000000000000,75000200000020,75000200000020.000000000000000,Cook_Inlet,37,116,64.577102639055866,14.447877204641969
489,Cook_Inlet_75000200010768,75000200010768.000000000000000,75000200010768,75000200010768.000000000000000,Cook_Inlet,-2,2118,281.356579288500370,420.478364804934699
490,Cook_Inlet_75000200000471,75000200000471.000000000000000,75000200000471,75000200000471.000000000000000,Cook_Inlet,56,453,205.006568142766127,102.121802060858300
491,Cook_Inlet_75000200005098,75000200005098.000000000000000,75000200005098,75000200005098.000000000000000,Cook_Inlet,342,2221,1082.336281409806816,347.234559775059154
492,Cook_Inlet_75000200015464,75000200015464.000000000000000,75000200015464,75000200015464.000000000000000,Cook_Inlet,18,1123,166.312591908339726,204.949284205959714
493,Cook_Inlet_75000200005175,75000200005175.000000000000000,75000200005175,75000200005175.000000000000000,Cook_Inlet,0,1335,329.459712909677705,300.597131121282132
494,Cook_Inlet_75000200018781,75000200018781.000000000000000,75000200018781,75000200018781.000000000000000,Cook_Inlet,71,5738,1057.463650279220474,479.580518731742700
495,Cook_Inlet_75000200001139,75000200001139.000000000000000,75000200001139,75000200001139.000000000000000,Cook_Inlet,162,1101,582.004604815492485,197.659759886682082
496,Cook_Inlet_75000200018317,75000200018317.000000000000000,75000200018317,75000200018317.000000000000000,Cook_Inlet,98,202,138.942963534882693,20.866381475421274
497,Cook_Inlet_75000200008048,75000200008048.000000000000000,75000200008048,75000200008048.000000000000000,Cook_Inlet,104,275,187.116014956956093,46.645455301632822
498,Cook_Inlet_75000200008607,75000200008607.000000000000000,75000200008607,75000200008607.000000000000000,Cook_Inlet,71,1597,607.461391793759503,324.158793034599455
499,Cook_Inlet_75000200011024,75000200011024.000000000000000,75000200011024,75000200011024.000000000000000,Cook_Inlet,82,1016,218.885996773612277,158.785895764299880
500,Cook_Inlet_75000200001210,75000200001210.000000000000000,75000200001210,75000200001210.000000000000000,Cook_Inlet,144,2402,1100.213812911883906,494.682553185790198
501,Cook_Inlet_75000200006182,75000200006182.000000000000000,75000200006182,75000200006182.000000000000000,Cook_Inlet,156,1451,641.721794525705377,252.210703150063495
502,Cook_Inlet_75000200015589,75000200015589.000000000000000,75000200015589,75000200015589.000000000000000,Cook_Inlet,5,6167,907.174624610544811,580.735315131448260
503,Cook_Inlet_75000200016431,75000200016431.000000000000000,75000200016431,75000200016431.000000000000000,Cook_Inlet,90,1831,862.693719310649726,311.801312580914384
504,Cook_Inlet_75000200015485,75000200015485.000000000000000,75000200015485,75000200015485.000000000000000,Cook_Inlet,11,1141,269.484516846676115,273.845641766043855
505,Cook_Inlet_75000200002736,75000200002736.000000000000000,75000200002736,75000200002736.000000000000000,Cook_Inlet,153,453,297.268157398548851,49.642342193455455
506,Cook_Inlet_75000200003154,75000200003154.000000000000000,75000200003154,75000200003154.000000000000000,Cook_Inlet,19,124,55.301854480312841,14.560143419657965
507,Cook_Inlet_75000200015301,75000200015301.000000000000000,75000200015301,75000200015301.000000000000000,Cook_Inlet,19,1008,288.562036834491153,222.609566111724376
508,Cook_Inlet_75000200005066,75000200005066.000000000000000,75000200005066,75000200005066.000000000000000,Cook_Inlet,44,995,274.421901167773228,258.670469085502646
509,Cook_Inlet_75000200017924,75000200017924.000000000000000,75000200017924,75000200017924.000000000000000,Cook_Inlet,44,1123,263.384676655320902,243.414837270272045
510,Cook_Inlet_75000200008267,75000200008267.000000000000000,75000200008267,75000200008267.000000000000000,Cook_Inlet,19,5738,970.889475654655257,522.141794373423750
511,Cook_Inlet_75000200016525,75000200016525.000000000000000,75000200016525,75000200016525.000000000000000,Cook_Inlet,373,1831,953.107792143209281,257.914758054760682
512,Cook_Inlet_75000200010370,75000200010370.000000000000000,75000200010370,75000200010370.000000000000000,Cook_Inlet,10,6167,914.608124331164390,577.556272186641650
513,Cook_Inlet_75000200017839,75000200017839.000000000000000,75000200017839,75000200017839.000000000000000,Cook_Inlet,51,1074,219.812821380860498,216.920775241305137
514,Cook_Inlet_75000200012913,75000200012913.000000000000000,75000200012913,75000200012913.000000000000000,Cook_Inlet,49,1008,385.396220214236564,228.192339297644708
515,Cook_Inlet_75000200013093,75000200013093.000000000000000,75000200013093,75000200013093.000000000000000,Cook_Inlet,13,178,72.304789373773829,37.087379257571030
516,Cook_Inlet_75000200005619,75000200005619.000000000000000,75000200005619,75000200005619.000000000000000,Cook_Inlet,24,150,80.658711576916360,23.025380464049977
517,Cook_Inlet_75000200007995,75000200007995.000000000000000,75000200007995,75000200007995.000000000000000,Cook_Inlet,12,5738,964.074607870600857,526.073374687584646
518,Cook_Inlet_75000200014042,75000200014042.000000000000000,75000200014042,75000200014042.000000000000000,Cook_Inlet,98,2118,741.125690827382414,479.720156533065563
519,Cook_Inlet_75000200012043,75000200012043.000000000000000,75000200012043,75000200012043.000000000000000,Cook_Inlet,171,2118,989.262988298187224,416.253351442803250
520,Cook_Inlet_75000200018431,75000200018431.000000000000000,75000200018431,75000200018431.000000000000000,Cook_Inlet,-2,49,17.534558965281711,7.782849916345004
521,Cook_Inlet_75005300023489,75005300023489.000000000000000,75005300023489,75005300023489.000000000000000,Cook_Inlet,371,2504,1252.712090159793661,431.162347177088577
522,Cook_Inlet_75005300005078,75005300005078.000000000000000,75005300005078,75005300005078.000000000000000,Cook_Inlet,1,351,27.451445047750902,45.990698221993455
523,Cook_Inlet_75005300016711,75005300016711.000000000000000,75005300016711,75005300016711.000000000000000,Cook_Inlet,2,1199,212.344038318181617,260.311260804417373
524,Cook_Inlet_75005300002575,75005300002575.000000000000000,75005300002575,75005300002575.000000000000000,Cook_Inlet,0,2422,799.347779530476259,596.861914123491147
525,Cook_Inlet_75005300011027,75005300011027.000000000000000,75005300011027,75005300011027.000000000000000,Cook_Inlet,3,323,135.801804709645211,67.476966015091278
526,Cook_Inlet_75005300003743,75005300003743.000000000000000,75005300003743,75005300003743.000000000000000,Cook_Inlet,0,3458,702.242782130504338,671.046392244932804
527,Cook_Inlet_75005300026455,75005300026455.000000000000000,75005300026455,75005300026455.000000000000000,Cook_Inlet,166,545,304.415032178450815,68.523421625984597
528,Cook_Inlet_75005300026560,75005300026560.000000000000000,75005300026560,75005300026560.000000000000000,Cook_Inlet,73,3458,806.498694255560736,685.300111996377609
529,Cook_Inlet_75005300002504,75005300002504.000000000000000,75005300002504,75005300002504.000000000000000,Cook_Inlet,53,3147,770.727497072676442,560.306090760496431
530,Cook_Inlet_75005300025877,75005300025877.000000000000000,75005300025877,75005300025877.000000000000000,Cook_Inlet,352,1550,750.638071578210543,223.469564269311007
531,Cook_Inlet_75005300019947,75005300019947.000000000000000,75005300019947,75005300019947.000000000000000,Cook_Inlet,345,2504,1214.420428557730929,450.363161595615907
532,Cook_Inlet_75005300030509,75005300030509.000000000000000,75005300030509,75005300030509.000000000000000,Cook_Inlet,74,545,228.320922533761376,90.551165228014497
533,Cook_Inlet_75005300019114,75005300019114.000000000000000,75005300019114,75005300019114.000000000000000,Cook_Inlet,177,798,341.830212611175796,105.281009789534323
534,Cook_Inlet_75005300028429,75005300028429.000000000000000,75005300028429,75005300028429.000000000000000,Cook_Inlet,52,2163,927.296669918256043,409.915214757091633
535,Cook_Inlet_75005300026836,75005300026836.000000000000000,75005300026836,75005300026836.000000000000000,Cook_Inlet,3,316,98.488132251799129,81.584659289226877
