OID_,cat_ID_txt,wtd_slope_ZONE_CODE,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,region,cat_ID_con
29,75004300000101,29,102487.000000000000000,10248700.000000000000000,0.000000840337748,24.599658966064453,24.599658125726705,2.332905497779738,2.171999123901619,239092.485750952007947,2.417193412780762,4.784593486785889,Cook_Inlet,Cook_Inlet_75004300000101
30,75004300005352,30,589978.000000000000000,58997800.000000000000000,0.000002383185802,37.885135650634766,37.885133267448964,5.178358059909497,4.032092273551144,3055117.331469285301864,4.045722961425781,10.667614459991455,Cook_Inlet,Cook_Inlet_75004300005352
31,75004300000856,31,1569151.000000000000000,156915100.000000000000000,0.000000851948812,52.333648681640625,52.333647829691813,7.421584902569935,6.397678063518587,11645587.371452515944839,5.731723785400391,16.157819747924805,Cook_Inlet,Cook_Inlet_75004300000856
32,75004300004341,32,2684580.000000000000000,268458000.000000000000000,0.000002861604116,49.303035736083984,49.303032874479868,7.417674612368677,5.151887286592496,19913340.910872701555490,6.221668243408203,14.202243232727051,Cook_Inlet,Cook_Inlet_75004300004341
33,75004300002289,33,81684.000000000000000,8168400.000000000000000,0.000002128668484,35.102077484130859,35.102075355462375,5.528552085973178,3.849078255693092,451594.248590633098502,4.772657871246338,10.129653835296629,Cook_Inlet,Cook_Inlet_75004300002289
34,75004300007331,34,695310.000000000000000,69531000.000000000000000,0.000000009662664,76.983901977539062,76.983901967876392,20.644648998655413,11.824376986557192,14354430.895255094394088,19.305609703063965,37.215202713012694,Cook_Inlet,Cook_Inlet_75004300007331
35,75004300006376,35,416291.000000000000000,41629100.000000000000000,0.000002855962293,41.483345031738281,41.483342175775988,7.614330858284895,4.894526091943797,3169777.407326277345419,6.394599914550781,14.106086730957031,Cook_Inlet,Cook_Inlet_75004300006376
36,75004300002278,36,43442.000000000000000,4344200.000000000000000,0.000002652180228,38.300556182861328,38.300553530681100,6.693614649695306,4.890871502676615,290784.007612063491251,5.728589534759521,12.574140739440917,Cook_Inlet,Cook_Inlet_75004300002278
37,75004300002352,37,5719.000000000000000,571900.000000000000000,0.000002973873507,16.405061721801758,16.405058747928251,3.345983565599578,2.515381167563765,19135.680011663986079,3.007980823516846,6.366394138336181,Cook_Inlet,Cook_Inlet_75004300002352
38,75004300001210,38,36489.000000000000000,3648900.000000000000000,0.000001469543122,17.724300384521484,17.724298914978363,2.476891205054065,2.182935439008167,90379.283181217790116,2.444165945053101,5.231185436248779,Cook_Inlet,Cook_Inlet_75004300001210
39,75004300004452,39,1610459.000000000000000,161045900.000000000000000,0.000004621936114,49.303035736083984,49.303031114147871,7.201485133520398,4.886590280143640,11597696.546644126996398,6.185324192047119,13.686214065551757,Cook_Inlet,Cook_Inlet_75004300004452
40,75004300000105,40,1175244.000000000000000,117524400.000000000000000,0.000000753958261,37.087203979492188,37.087203225533926,4.841249674166644,4.315361448185346,5689649.632066302932799,3.435427188873291,10.429366779327392,Cook_Inlet,Cook_Inlet_75004300000105
41,75004300006071,41,2132734.000000000000000,213273400.000000000000000,0.000000000756909,72.655319213867188,72.655319213110275,18.842420587986243,13.415291354692554,40185871.030298255383968,16.767821311950684,38.188854217529297,Cook_Inlet,Cook_Inlet_75004300006071
42,75004300004324,42,5709193.000000000000000,570919300.000000000000000,0.000000256771585,51.136905670166016,51.136905413394430,6.327960381974620,5.292622589862860,36127547.117046825587749,4.913145542144775,13.363304901123048,Cook_Inlet,Cook_Inlet_75004300004324
43,75004300001288,43,417341.000000000000000,41734100.000000000000000,0.000004067960163,41.294097900390625,41.294093832430462,6.861270317815564,4.715265757537257,2863489.415707465261221,5.762621402740479,13.070131301879883,Cook_Inlet,Cook_Inlet_75004300001288
44,75004300006013,44,448071.000000000000000,44807100.000000000000000,0.000000878322396,44.638980865478516,44.638979987156119,6.589901267958043,5.448198696598068,2952743.651035228278488,5.281471729278564,13.972017288208008,Cook_Inlet,Cook_Inlet_75004300006013
45,75004400004829,45,1255548.000000000000000,125554800.000000000000000,0.000003973266303,68.241119384765625,68.241115411499322,18.884347101027586,12.292075213857171,23710204.234000984579325,17.810325622558594,36.072755050659183,Cook_Inlet,Cook_Inlet_75004400004829
46,75004400000576,46,2782677.000000000000000,278267700.000000000000000,0.000003475367294,68.313713073730469,68.313709598363175,23.947462118852435,12.356423975844761,66638052.046501934528351,25.137962341308594,39.235828399658203,Cook_Inlet,Cook_Inlet_75004400000576
47,75004400006041,47,6457287.000000000000000,645728700.000000000000000,0.000001083975121,50.097560882568359,50.097559798593238,3.666148374457501,3.807872071483312,23673372.238455552607775,2.873188734054565,8.078852653503418,Cook_Inlet,Cook_Inlet_75004400006041
48,75004400010402,48,473323.000000000000000,47332300.000000000000000,0.000000549957406,27.861375808715820,27.861375258758414,2.360199025703229,2.480946887766153,1117136.483442929573357,2.417238235473633,5.689153194427490,Cook_Inlet,Cook_Inlet_75004400010402
49,75004400008856,49,877237.000000000000000,87723700.000000000000000,0.000003263305189,76.108451843261719,76.108448579956530,28.237752162000096,13.916161980634749,24771200.993336476385593,30.645879745483398,44.509176635742193,Cook_Inlet,Cook_Inlet_75004400008856
50,75004400010754,50,1639147.000000000000000,163914700.000000000000000,0.000002558931328,68.241119384765625,68.241116825834297,19.584607201781498,12.263280767454965,32102050.140978537499905,18.955987930297852,36.491441345214845,Cook_Inlet,Cook_Inlet_75004400010754
