OBJECTID,SiteID,cat_ID_con,area_diff,lat,lon,site_max_acc,site_acc_sqKm,Area_km2,str_slope,str_slope_dg,str_ord,dist_coast_km,ds_dist_outlet
,CIK_32,Cook_Inlet_75000400000173,0.121199932000323,61.528968630000001,-148.935857069999997,3106906,77.672650000000004,77.793849932000327,0.000010000000000,0.000572957795112,5,18.162848800444213,18.924336189999998
,CIK_33,Cook_Inlet_75000200006065,1.309524990750333,62.128238480000000,-150.019907100000012,15207665,380.191624999999988,381.501149990750321,0.006302850000000,0.361121921988053,5,73.771675184113974,128.301867740000006
,CIK_34,Cook_Inlet_75000200003312,0.020199982000008,61.778650900000002,-150.147935890000014,26348783,658.719574999999963,658.739774981999972,0.000944180000000,0.054097513025123,6,41.929993703833787,81.433078409999993
,CIK_35,Cook_Inlet_75000100000981,1.670149957999826,61.552779190000003,-149.316441300000008,4332528,108.313199999999995,109.983349957999820,0.007524000000000,0.431085310516652,5,3.850614279427729,14.964386989999999
,CIK_36,Cook_Inlet_75000200011141,0.175224959000161,61.761341330000000,-150.035592619999989,6611605,165.290124999999989,165.465349959000150,0.003395230000000,0.194531601985194,4,36.924932481375393,91.016913900000006
,CIK_37,Cook_Inlet_75000400014403,-0.134125079999706,61.681489620000001,-149.044469779999986,5223860,130.596499999999992,130.462374920000286,0.020268590000000,1.161145675456325,4,23.475527507813773,36.752676030000003
,CIK_38,Cook_Inlet_75000100000652,0.406775044999733,61.437839599999997,-149.780966750000005,12905737,322.643424999999979,323.050200044999713,0.006435820000000,0.368740232715792,4,0.598267852879522,0.000000000000000
,CIK_39,Cook_Inlet_75000500011984,0.651249879500327,62.626907600000003,-150.226994020000006,3966138,99.153450000000007,99.804699879500333,0.014097610000000,0.807680050243757,3,130.127360807191536,194.786656310000012
,CIK_4,Cook_Inlet_75000100000004,0.029249892000166,61.139418950000000,-149.921942660000013,6860071,171.501775000000009,171.531024892000175,0.002996370000000,0.171678841069956,5,2.532160706224278,3.703313520000000
,CIK_40,Cook_Inlet_75000500009975,6.970924995250385,62.711731120000003,-150.203263850000013,4765413,119.135324999999995,126.106249995250380,0.004053320000000,0.232236857183898,4,138.991151835724139,204.310018189999994
,CIK_41,Cook_Inlet_75000500009621,4.280975050500160,63.145062969999998,-149.420942669999988,16115041,402.876025000000027,407.157000050500187,0.008074660000000,0.462633884580809,6,180.958093356022601,286.329571830000020
,CIK_42,Cook_Inlet_75000200012999,2.947324879749999,61.440071740000000,-150.596515769999996,34291857,857.296424999999999,860.243749879749998,0.000273880000000,0.015692167700685,6,15.708479233858107,19.334209779999998
,CIK_43,Cook_Inlet_75000600030148,0.634875001750117,62.388676949999997,-151.081384640000010,6769718,169.242950000000008,169.877825001750125,0.012955420000000,0.742249362580883,4,123.334610215291121,185.783691409999989
,CIK_44,Cook_Inlet_75005300011378,-0.125949710722352,61.266236700000000,-150.883876759999993,12093106,302.327650000000006,302.201700289277653,0.001995500000000,0.114333576258978,6,5.021718043499284,11.116958390000001
,CIK_45,Cook_Inlet_75005300022831,0.788524904666133,61.101563759999998,-151.190620959999990,13989188,349.729699999999980,350.518224904666113,0.002638860000000,0.151195189773172,6,3.675176755858679,4.789533500000000
,CIK_46,Cook_Inlet_75005400029139,0.141174988569990,59.981963389999997,-152.676004089999992,1173297,29.332425000000001,29.473599988569990,0.006234610000000,0.357212211635390,4,0.408789701830391,0.000000000000000
,CIK_47,Cook_Inlet_75005400013272,0.155799964941760,59.209232360000001,-154.188726589999987,427430,10.685750000000001,10.841549964941761,0.000010000000000,0.000572957795112,3,2.005526332138936,2.862239720000000
,CIK_48,Cook_Inlet_75005400001203,0.004275277670502,59.117005790000000,-154.279137209999988,11297678,282.441950000000020,282.446225277670521,0.021965020000000,1.258300608162783,6,1.068369494058308,1.070078570000000
,CIK_5,Cook_Inlet_75004400006041,0.015674907538255,60.557066130000003,-150.734902460000001,25828693,645.717324999999960,645.732999907538215,0.000694870000000,0.039813111902411,5,23.454564229163353,47.509619989999997
,CIK_6,Cook_Inlet_75004300004332,0.194849762599858,60.048900160000002,-151.658461640000013,13197169,329.929224999999974,330.124074762599832,0.006007030000000,0.344173326684561,5,0.588986049624599,0.000000000000000
,CIK_7,Cook_Inlet_75004400003042,0.441400136464381,60.792100490000003,-151.011889669999988,27267885,681.697125000000028,682.138525136464409,0.003399110000000,0.194753907044135,4,0.876306477683612,1.155048410000000
,CIK_8,Cook_Inlet_75004300000105,0.011299971325741,59.850459309999998,-151.786868989999988,4700380,117.509500000000003,117.520799971325744,0.006706450000000,0.384245519915363,4,1.314490234466756,7.120930490000000
,CIK_9,Cook_Inlet_75004300004701,1.981950009603139,60.315996679999998,-151.284511600000002,6107186,152.679650000000009,154.661600009603148,0.002382510000000,0.136507509359794,4,5.392091748716600,10.752231370000001
,Deshka 1 Downstream,Cook_Inlet_75000200013266,2.267825004500196,61.915168410000000,-150.370039539999993,36301124,907.528099999999995,909.795925004500191,0.000646940000000,0.037066926426970,6,61.120168080656768,100.916764290000003
,Deshka 1 Tributary,Cook_Inlet_75000200015860,0.000099892750050,61.916224669999998,-150.363617299999987,1705954,42.648850000000003,42.648949892750053,0.008484240000000,0.486099481075793,2,61.007737189757052,103.029570359999994
,Deshka 1 Upstream,Cook_Inlet_75000200003094,-0.286249862499744,61.916656560000000,-150.363996210000010,34592016,864.800399999999968,864.514150137500224,0.000856350000000,0.049065228792275,6,61.058066184149226,103.018960500000006
,Deshka 2 Downstream,Cook_Inlet_75000200002984,0.156174986250562,61.901049610000001,-150.389159189999987,37680036,942.000900000000001,942.157074986250564,0.001505680000000,0.086269044104578,6,60.505262496287948,98.226732470000002
,Deshka 2 Tributary,Cook_Inlet_75000200015782,0.001249953750214,61.909578449999998,-150.381365179999989,1225977,30.649425000000001,30.650674953750215,0.003920550000000,0.224629817467966,3,60.997664749140561,100.627925250000004
,Deshka 2 Upstream,Cook_Inlet_75000200003013,909.797599995500264,61.908589669999998,-150.380194869999997,977,0.024425000000000,909.822024995500215,0.000010000000000,0.000572957795112,6,60.873155901147015,100.680909799999995
,Deshka 3 Downstream,Cook_Inlet_75000200005504,0.728200029999925,61.880102669999999,-150.403959399999991,47547569,1188.689225000000079,1189.417425030000004,0.000759670000000,0.043525876449798,6,59.134923281277700,93.485986220000001
,Deshka 3 Tributary,Cook_Inlet_75000200000465,-0.102575003500220,61.883387769999999,-150.399570360000013,9340005,233.500124999999997,233.397549996499777,0.000010000000000,0.000572957795112,4,59.277631229820727,95.227634399999999
,Deshka 3 Upstream,Cook_Inlet_75000200013237,-0.284374991499817,61.883080720000002,-150.398074759999986,38194227,954.855675000000019,954.571300008500202,0.000010000000000,0.000572957795112,6,59.202026024125523,95.210424380000006
,Deshka 4 Downstream,Cook_Inlet_75000200018332,81.885775244499882,61.849306409999997,-150.379232610000003,59434063,1485.851574999999912,1567.737350244499794,0.000010000000000,0.000572957795112,6,55.653833238188575,88.332208760000000
,Deshka 4 Tributary,Cook_Inlet_75000200013319,82.184500237749432,61.848394579999997,-150.372095180000002,11255151,281.378775000000019,363.563275237749451,0.000654770000000,0.037515552190512,4,55.335882222060761,89.069536319999997
,Deshka 4 Upstream,Cook_Inlet_75000200005532,-0.385675000499987,61.849374519999998,-150.373697370000002,48155032,1203.875800000000027,1203.490124999500040,0.000188570000000,0.010804265014720,6,55.473804930764167,89.052268150000003
,Deshka 5 Downstream,Cook_Inlet_75000200018331,84.445325219749975,61.842289500000000,-150.388644809999988,62372507,1559.312674999999899,1643.758000219749874,0.000247930000000,0.014205342323614,6,55.332151977807094,85.710489139999993
,Deshka 5 Tributary,Cook_Inlet_75000200005503,0.000025043250176,61.847099370000002,-150.384543400000013,2910928,72.773200000000003,72.773225043250179,0.003442690000000,0.197250827894561,3,55.627794959329798,88.375991499999998
,Deshka 6 Downstream,Cook_Inlet_75000200015883,81.846100196750058,61.759584650000001,-150.327893310000007,66559785,1663.994625000000042,1745.840725196750100,0.000815190000000,0.046706936155144,6,46.172565584562875,73.985572829999995
,Deshka 6 Tributary,Cook_Inlet_75000200005619,0.000524948000162,61.764462029999997,-150.341296970000002,2786420,69.660499999999999,69.661024948000161,0.004197830000000,0.240516529343850,3,47.048403309223609,75.323835919999993
,Deshka 6 Upstream,Cook_Inlet_75000200015882,81.871675269749858,61.767655910000002,-150.340480640000010,63761074,1594.026849999999968,1675.898525269749825,0.001110590000000,0.063632093607953,6,47.287064812764541,75.212282540000004
,Kroto 1 Downstream,Cook_Inlet_75000200000213,0.091824802500483,62.314806570000002,-150.640535470000003,2792712,69.817800000000005,69.909624802500488,0.003905890000000,0.223789874202615,3,106.071783075009563,190.317079489999998
,Kroto 1 Tributary,Cook_Inlet_75000200000011,0.000024986750023,62.316286810000001,-150.642616659999987,251665,6.291625000000000,6.291649986750023,0.010166810000000,0.582495234980444,1,106.268624086322163,191.000662070000004
,Kroto 1 Upstream,Cook_Inlet_75000200007853,-0.110200180249521,62.316327850000000,-150.642172049999999,2538672,63.466799999999999,63.356599819750478,0.004452190000000,0.255090011134883,3,106.261040873992073,191.000662070000004
,Kroto 2 Downstream,Cook_Inlet_75000200002753,-0.110750176749562,62.305469279999997,-150.605326530000013,3197425,79.935625000000002,79.824874823250440,0.005444830000000,0.311962696357156,3,104.262433420761653,186.069835729999994
,Kroto 2 Tributary,Cook_Inlet_75000200018069,0.000174953000040,62.306557359999999,-150.606100160000011,229562,5.739050000000000,5.739224953000040,0.026086100000000,1.494284549559048,2,104.387774222782127,188.339878629999987
,Kroto 2 Upstream,Cook_Inlet_75000200007852,-0.110625169249516,62.306658570000003,-150.606568850000002,2918311,72.957774999999998,72.847149830750482,0.003434150000000,0.196761527722388,3,104.409540935529179,188.339878629999987
,Kroto 3 Downstream,Cook_Inlet_75000200007639,-0.110550150499634,62.289223040000003,-150.613519709999991,4579086,114.477149999999995,114.366599849500361,0.003944320000000,0.225991717086451,3,102.902042125516815,179.584563519999989
,Kroto 3 Tributary,Cook_Inlet_75000200010344,0.000049977000096,62.291471659999999,-150.612216179999990,779526,19.488150000000001,19.488199977000097,0.007929010000000,0.454289288608644,2,103.084982290761957,186.069835729999994
,Kroto 3 Upstream,Cook_Inlet_75000200002753,-0.110750176749562,62.291534419999998,-150.612914259999997,3197425,79.935625000000002,79.824874823250440,0.005444830000000,0.311962696357156,3,103.109173728497282,186.069835729999994
,Kroto 4 Downstream,Cook_Inlet_75000200007839,1.019599854000376,62.248555889999999,-150.653633710000008,6326713,158.167824999999993,159.187424854000369,0.000010000000000,0.000572957795112,4,100.102711152369153,178.294305820000005
,Kroto 4 Tributary,Cook_Inlet_75000200015469,-0.076975004999994,62.250407539999998,-150.655993480000006,1746123,43.653075000000001,43.576099995000007,0.009111510000000,0.522036621884689,3,100.342671035794069,179.584563519999989
,Kroto 4 Upstream,Cook_Inlet_75000200007639,-0.110550150499634,62.250791999999997,-150.654786709999996,4579086,114.477149999999995,114.366599849500361,0.003944320000000,0.225991717086451,3,100.345368573442713,179.584563519999989
,Kroto 5 Downstream,Cook_Inlet_75000200000278,-0.096925087499528,62.130398399999997,-150.534875770000014,9296439,232.410975000000008,232.314049912500479,0.002810560000000,0.161032802056528,4,85.685766617941042,150.701177569999999
,Kroto 6 Downstream,Cook_Inlet_75000200010532,-0.013475011249568,62.068633660000003,-150.441738399999991,12181216,304.530399999999986,304.516924988750418,0.000790080000000,0.045268240058487,5,77.261902104770925,135.201322010000013
,Kroto 6 Tributary,Cook_Inlet_75000200005444,249.831724964500410,62.069762720000000,-150.439320049999992,2174198,54.354950000000002,304.186674964500412,0.000526470000000,0.030164506253347,4,77.298323039708833,136.315137289999996
,Kroto 6 Upstream,Cook_Inlet_75000200000416,-0.214950052999399,62.070642929999998,-150.439251490000004,10004739,250.118474999999989,249.903524947000591,0.001076290000000,0.061666850720513,4,77.378646437330417,136.315137289999996
,Kroto 7 Downstream,Cook_Inlet_75000200015680,-0.215300022749602,62.042886090000003,-150.448649429999989,14039680,350.992000000000019,350.776699977250416,0.000632300000000,0.036228116558082,5,75.080483243367070,129.585314689999990
,Kroto 7 Tributary,Cook_Inlet_75000200005404,0.000174998749984,62.045032239999998,-150.451931949999988,1692353,42.308824999999999,42.308999998749982,0.000412920000000,0.023658571931923,4,75.374886958746089,129.939129250000008
,Kroto 7 Upstream,Cook_Inlet_75000200000411,-42.524925042499547,62.044930209999997,-150.451240979999994,14033122,350.828050000000019,308.303124957500472,0.000750130000000,0.042979275024742,5,75.345006853101040,129.929417480000012
,Kroto 8 Downstream,Cook_Inlet_75000200002920,0.027399990000276,62.004680450000002,-150.443054179999990,15017407,375.435175000000015,375.462574990000292,0.001715830000000,0.098309720885023,5,71.418991033320268,122.628424050000007
,Kroto 8 Tributary,Cook_Inlet_75000200010148,0.000075032249875,62.010157720000002,-150.442790480000014,609033,15.225825000000000,15.225900032249875,0.001039680000000,0.059569254580680,2,71.909979599847034,123.528089750000007
,Kroto 8 Upstream,Cook_Inlet_75000200008033,-15.441825056249570,62.010305219999999,-150.442231060000012,14983879,374.596974999999986,359.155149943750416,0.001018170000000,0.058336823668159,5,71.906626951485563,123.519525349999995
,Moose 1 Top of Study,Cook_Inlet_75000200013185,0.397925073999943,62.315348630000003,-150.448991360000008,5586168,139.654200000000003,140.052125073999946,0.003391270000000,0.194304713310752,5,101.432365187280155,182.895708909999996
,Moose 2 Downstream,Cook_Inlet_75000200010547,-0.025449938250063,62.301308470000002,-150.441213059999995,5614484,140.362099999999998,140.336650061749936,0.003473640000000,0.199024111063824,5,99.849396415753091,181.530763040000011
,Moose 2 Tributary,Cook_Inlet_75000200018235,0.140974987249992,62.302204789999998,-150.446795519999995,108904,2.722600000000000,2.863574987249992,0.008361180000000,0.479049162621808,2,100.066925590937743,181.007246449999997
,Moose 2 Upstream,Cook_Inlet_75000200013187,-0.069974943000034,62.302253960000002,-150.440380549999986,5611167,140.279175000000009,140.209200056999975,0.004903740000000,0.280961353782647,5,99.924996487239454,182.155323149999987
,Moose 3 Downstream,Cook_Inlet_75000200010540,-0.068249916500207,62.251455360000001,-150.448053039999991,6971583,174.289575000000013,174.221325083499806,0.000010000000000,0.000572957795112,5,95.058632855997971,172.134412389999994
,Moose 3 Tributary,Cook_Inlet_75000200013179,0.000024991999993,62.251841280000001,-150.447328110000001,637652,15.941300000000000,15.941324991999993,0.004297240000000,0.246212200021807,3,95.079107951021882,172.228016539999999
,Moose 3 Upstream,Cook_Inlet_75000200018266,-0.019649898750174,62.251705309999998,-150.443771529999992,6330436,158.260899999999992,158.241250101249818,0.001548150000000,0.088702390186861,5,94.979679298102738,172.300177939999998
,Moose 4 Downstream,Cook_Inlet_75000200002934,1.273275076999880,62.232500080000001,-150.447634120000004,9187485,229.687125000000009,230.960400076999889,0.000492170000000,0.028199261526039,5,93.185062715452617,167.360670690000006
,Moose 4 Tributary,Cook_Inlet_75000200015657,1.338349973000227,62.232738200000000,-150.448916270000012,1996406,49.910150000000002,51.248499973000229,0.004763330000000,0.272916641343535,3,93.240138711688317,167.482579119999997
,Moose 4 Upstream,Cook_Inlet_75000200010538,-49.979849900500312,62.233015109999997,-150.448274410000010,9187292,229.682299999999998,179.702450099499686,0.003508370000000,0.201013969235482,5,93.251389826603017,167.482579119999997
,Moose 5 Downstream,Cook_Inlet_75000200000418,1.507575104249952,62.208783230000002,-150.448247400000014,12175795,304.394875000000013,305.902450104249965,0.000408640000000,0.023413346036987,5,90.884497496716278,161.412353990000014
,Moose 5 Tributary,Cook_Inlet_75000200018259,0.000225074999889,62.208711129999998,-150.450669390000002,2759610,68.990250000000003,68.990475074999893,0.002581570000000,0.147912736929846,3,90.939091844037421,162.141633439999993
,Moose 5 Upstream,Cook_Inlet_75000200005448,1.268225022750045,62.208972119999999,-150.450220629999990,9415397,235.384925000000010,236.653150022750054,0.000683420000000,0.039157075538559,5,90.953037427942590,162.097551170000003
,Moose 6 Downstream,Cook_Inlet_75000200013249,61.222625135749752,62.188161229999999,-150.398999900000007,12508631,312.715775000000008,373.938400135749760,0.000769590000000,0.044094250250259,5,87.634636141273134,156.091547910000003
,Moose 6 Tributary,Cook_Inlet_75000200018317,0.000025015749706,62.188972970000002,-150.397744850000009,2398643,59.966074999999996,59.966100015749703,0.004914260000000,0.281564090858191,4,87.683102566461059,156.440284329999997
,Moose 6 Upstream,Cook_Inlet_75000200008110,1.267050130999962,62.189969089999998,-150.401314189999994,12414218,310.355450000000019,311.622500130999981,0.001068660000000,0.061229684425660,5,87.869198546249223,156.542126139999993
,Moose 7 Downstream,Cook_Inlet_75000200005575,1.269025091249887,62.170275980000000,-150.380559110000007,15736256,393.406400000000019,394.675425091249906,0.001192340000000,0.068316017370257,5,85.424508477941515,151.804342359999993
,Moose 7 Tributary,Cook_Inlet_75000200003070,0.001424910500333,62.171264710000003,-150.380955069999999,719617,17.990424999999998,17.991849910500331,0.000674270000000,0.038632819397611,2,85.531196523506239,151.955306610000008
,Moose 7 Upstream,Cook_Inlet_75000200005573,1.267825177499560,62.171148639999998,-150.381919970000013,15015995,375.399875000000009,376.667700177499569,0.001191420000000,0.068263305327986,5,85.543816474361293,151.955306610000008
,Moose 8 Downstream,Cook_Inlet_75000200003107,0.523050163999699,62.165149280000001,-150.369119909999995,16521117,413.027924999999982,413.550975163999681,0.001254650000000,0.071886112046344,5,84.638333365316782,150.343903310000002
,Moose 8 Tributary,Cook_Inlet_75000200010712,0.000075088749742,62.167189680000000,-150.367403480000007,716316,17.907900000000001,17.907975088749744,0.003066110000000,0.175674612016773,2,84.796279970489920,150.662942789999988
,Moose 8 Upstream,Cook_Inlet_75000200015867,1.267275082749904,62.167529109999997,-150.367798349999987,15773940,394.348500000000001,395.615775082749906,0.002897450000000,0.166011191784588,5,84.839342040743631,150.679389250000014
,OCC1,Cook_Inlet_75000200010144,0.468625026749756,62.080476140000002,-150.584860060000011,1961213,49.030324999999998,49.498950026749753,0.003058710000000,0.175250627224658,2,82.610559266735606,140.230148820000011
,OCC2,Cook_Inlet_75000200013010,0.273425020249718,62.072767419999998,-150.584858660000009,2120548,53.013700000000000,53.287125020249718,0.003906530000000,0.223826542941994,3,81.919264791360661,139.101270959999994
,OCCT1,Cook_Inlet_75000200010359,0.065574984249987,62.074896719999998,-150.587810240000010,136511,3.412775000000000,3.478349984249987,0.000695330000000,0.039839467948253,2,82.201763825649422,140.230148820000011
,OMCT1,Cook_Inlet_75000200008051,0.153350003000004,62.237610760000003,-150.440304069999996,121720,3.043000000000000,3.196350003000004,0.003271450000000,0.187439609206354,2,93.506697798606183,167.596856550000012
,OMCT2,Cook_Inlet_75000200002552,0.197374960000068,62.212735520000003,-150.474271880000003,135195,3.379875000000000,3.577249960000068,0.010581430000000,0.606248654342831,1,91.920458303759901,163.562064340000006
,OMCT3,Cook_Inlet_75000200018203,0.023775090999958,62.204400620000001,-150.475189739999990,1132110,28.302750000000000,28.326525090999958,0.007237390000000,0.414664661772025,2,91.130526984933070,164.373991399999994
,OMCT4,Cook_Inlet_75000200005413,0.168950057750003,62.204441690000003,-150.471665839999986,2424074,60.601849999999999,60.770800057750002,0.001914140000000,0.109672009453709,3,91.045534790934582,163.454516560000002
,OMCT5,Cook_Inlet_75000200005077,0.129924979250063,62.190531749999998,-150.498108470000005,894240,22.356000000000002,22.485924979250065,0.007311740000000,0.418924377555701,3,90.377715589439617,167.865357020000005
,OWL1,Cook_Inlet_75000200008009,0.000124967250031,62.203776710000000,-150.472806990000009,1290550,32.263750000000002,32.263874967250032,0.002053280000000,0.117644112831232,3,91.009515233258170,164.373991399999994
,PGC1,Cook_Inlet_75000200015587,1.346199997500101,62.325796459999999,-150.521221529999991,937488,23.437200000000001,24.783399997500101,0.007803280000000,0.447085935976307,3,104.159636994653638,184.829647130000012
,PGC2,Cook_Inlet_75000200015584,2.744725019000064,62.323676480000003,-150.519421870000002,1097506,27.437650000000001,30.182375019000066,0.005717140000000,0.327564424026815,3,103.907031526981555,182.571525350000002
