OID_,AwcHuc12_non_wetland_area,AwcHuc12_wetland_area,region,AwcHuc12_wtd_wet_per,cat_ID_txt,cat_ID_con
480,655850300.000000000000000,208003600.000000000000000,Cook_Inlet,24.0785618,75000200012997,Cook_Inlet_75000200012997
481,434871500.000000000000000,19069100.000000000000000,Cook_Inlet,4.2007918,75000200007660,Cook_Inlet_75000200007660
482,146727800.000000000000000,56791300.000000000000000,Cook_Inlet,27.9046535,75000200000456,Cook_Inlet_75000200000456
483,752649700.000000000000000,450951800.000000000000000,Cook_Inlet,37.4668694,75000200005532,Cook_Inlet_75000200005532
484,61999300.000000000000000,63467200.000000000000000,Cook_Inlet,50.5849762,75000200005190,Cook_Inlet_75000200005190
485,46790554200.000000000000000,3833116400.000000000000000,Cook_Inlet,7.5717869,75000200000235,Cook_Inlet_75000200000235
486,64015200.000000000000000,5618900.000000000000000,Cook_Inlet,8.0691786,75000200010216,Cook_Inlet_75000200010216
487,559251600.000000000000000,94759800.000000000000000,Cook_Inlet,14.4890137,75000200005820,Cook_Inlet_75000200005820
488,63993700.000000000000000,14038000.000000000000000,Cook_Inlet,17.9901237,75000200000020,Cook_Inlet_75000200000020
489,802631600.000000000000000,281991600.000000000000000,Cook_Inlet,25.9990387,75000200010768,Cook_Inlet_75000200010768
490,251264300.000000000000000,127777400.000000000000000,Cook_Inlet,33.7106438,75000200000471,Cook_Inlet_75000200000471
491,224328600.000000000000000,394200.000000000000000,Cook_Inlet,0.1754161,75000200005098,Cook_Inlet_75000200005098
492,303802600.000000000000000,166026900.000000000000000,Cook_Inlet,35.3376923,75000200015464,Cook_Inlet_75000200015464
493,120015800.000000000000000,39864200.000000000000000,Cook_Inlet,24.9338245,75000200005175,Cook_Inlet_75000200005175
494,27789161100.000000000000000,996628100.000000000000000,Cook_Inlet,3.4622226,75000200018781,Cook_Inlet_75000200018781
495,111225900.000000000000000,8105700.000000000000000,Cook_Inlet,6.7925849,75000200001139,Cook_Inlet_75000200001139
496,28158500.000000000000000,31808400.000000000000000,Cook_Inlet,53.0432625,75000200018317,Cook_Inlet_75000200018317
497,46569800.000000000000000,22428200.000000000000000,Cook_Inlet,32.5055809,75000200008048,Cook_Inlet_75000200008048
498,366284200.000000000000000,29010000.000000000000000,Cook_Inlet,7.3388376,75000200008607,Cook_Inlet_75000200008607
499,71557500.000000000000000,8284100.000000000000000,Cook_Inlet,10.3756685,75000200011024,Cook_Inlet_75000200011024
500,712942100.000000000000000,4029100.000000000000000,Cook_Inlet,0.5619612,75000200001210,Cook_Inlet_75000200001210
501,208214600.000000000000000,13308000.000000000000000,Cook_Inlet,6.0075135,75000200006182,Cook_Inlet_75000200006182
502,46764167700.000000000000000,3804667200.000000000000000,Cook_Inlet,7.5237389,75000200015589,Cook_Inlet_75000200015589
503,427108800.000000000000000,6022000.000000000000000,Cook_Inlet,1.3903421,75000200016431,Cook_Inlet_75000200016431
504,46915500.000000000000000,3248700.000000000000000,Cook_Inlet,6.4761324,75000200015485,Cook_Inlet_75000200015485
505,134608900.000000000000000,54676200.000000000000000,Cook_Inlet,28.8856335,75000200002736,Cook_Inlet_75000200002736
506,35975600.000000000000000,13483000.000000000000000,Cook_Inlet,27.2611847,75000200003154,Cook_Inlet_75000200003154
507,202379100.000000000000000,17507200.000000000000000,Cook_Inlet,7.9619331,75000200015301,Cook_Inlet_75000200015301
508,45393600.000000000000000,11869100.000000000000000,Cook_Inlet,20.7274551,75000200005066,Cook_Inlet_75000200005066
509,127016400.000000000000000,32050700.000000000000000,Cook_Inlet,20.1491699,75000200017924,Cook_Inlet_75000200017924
510,31818989900.000000000000000,2012625100.000000000000000,Cook_Inlet,5.9489479,75000200008267,Cook_Inlet_75000200008267
511,226027300.000000000000000,1238800.000000000000000,Cook_Inlet,0.5450879,75000200016525,Cook_Inlet_75000200016525
512,46517684200.000000000000000,3624422500.000000000000000,Cook_Inlet,7.2283010,75000200010370,Cook_Inlet_75000200010370
513,36784900.000000000000000,6932700.000000000000000,Cook_Inlet,15.8579149,75000200017839,Cook_Inlet_75000200017839
514,107150300.000000000000000,2998800.000000000000000,Cook_Inlet,2.7224915,75000200012913,Cook_Inlet_75000200012913
515,117027700.000000000000000,37744100.000000000000000,Cook_Inlet,24.3869362,75000200013093,Cook_Inlet_75000200013093
516,48761300.000000000000000,20900600.000000000000000,Cook_Inlet,30.0029144,75000200005619,Cook_Inlet_75000200005619
517,32001913900.000000000000000,2085003200.000000000000000,Cook_Inlet,6.1167254,75000200007995,Cook_Inlet_75000200007995
518,342266400.000000000000000,2953700.000000000000000,Cook_Inlet,0.8555991,75000200014042,Cook_Inlet_75000200014042
519,192158000.000000000000000,342200.000000000000000,Cook_Inlet,0.1777661,75000200012043,Cook_Inlet_75000200012043
520,26873400.000000000000000,87244600.000000000000000,Cook_Inlet,76.4512177,75000200018431,Cook_Inlet_75000200018431
521,745425300.000000000000000,530100.000000000000000,Cook_Inlet,0.0710632,75005300023489,Cook_Inlet_75005300023489
522,7092400.000000000000000,13682000.000000000000000,Cook_Inlet,65.8599014,75005300005078,Cook_Inlet_75005300005078
523,32897400.000000000000000,8419800.000000000000000,Cook_Inlet,20.3784389,75005300016711,Cook_Inlet_75005300016711
524,1820627000.000000000000000,208045300.000000000000000,Cook_Inlet,10.2552443,75005300002575,Cook_Inlet_75005300002575
525,54018300.000000000000000,17239700.000000000000000,Cook_Inlet,24.1933537,75005300011027,Cook_Inlet_75005300011027
526,2240597500.000000000000000,120594400.000000000000000,Cook_Inlet,5.1073527,75005300003743,Cook_Inlet_75005300003743
527,42023900.000000000000000,1654400.000000000000000,Cook_Inlet,3.7876933,75005300026455,Cook_Inlet_75005300026455
528,1897122100.000000000000000,77460300.000000000000000,Cook_Inlet,3.9228699,75005300026560,Cook_Inlet_75005300026560
529,181600100.000000000000000,2612600.000000000000000,Cook_Inlet,1.4182519,75005300002504,Cook_Inlet_75005300002504
530,93212300.000000000000000,536900.000000000000000,Cook_Inlet,0.5726982,75005300025877,Cook_Inlet_75005300025877
531,2122701800.000000000000000,2384100.000000000000000,Cook_Inlet,0.1121884,75005300019947,Cook_Inlet_75005300019947
532,40827000.000000000000000,1885800.000000000000000,Cook_Inlet,4.4150701,75005300030509,Cook_Inlet_75005300030509
533,108600100.000000000000000,18411100.000000000000000,Cook_Inlet,14.4956512,75005300019114,Cook_Inlet_75005300019114
534,127899900.000000000000000,36900.000000000000000,Cook_Inlet,0.0288424,75005300028429,Cook_Inlet_75005300028429
535,33554200.000000000000000,11184700.000000000000000,Cook_Inlet,24.9999447,75005300026836,Cook_Inlet_75005300026836
536,3016745400.000000000000000,6590100.000000000000000,Cook_Inlet,0.2179745,75005300002502,Cook_Inlet_75005300002502
537,587871400.000000000000000,11630500.000000000000000,Cook_Inlet,1.9400272,75005300023131,Cook_Inlet_75005300023131
538,375214400.000000000000000,35100.000000000000000,Cook_Inlet,0.0093538,75005300004398,Cook_Inlet_75005300004398
539,746063200.000000000000000,8296900.000000000000000,Cook_Inlet,1.0998594,75005300026951,Cook_Inlet_75005300026951
540,822153700.000000000000000,24295400.000000000000000,Cook_Inlet,2.8702731,75005300009788,Cook_Inlet_75005300009788
541,2804426000.000000000000000,2541000.000000000000000,Cook_Inlet,0.0905248,75005300004937,Cook_Inlet_75005300004937
542,766696300.000000000000000,899200.000000000000000,Cook_Inlet,0.1171450,75005300016871,Cook_Inlet_75005300016871
543,4168009900.000000000000000,151909100.000000000000000,Cook_Inlet,3.5164802,75005300010442,Cook_Inlet_75005300010442
544,84721500.000000000000000,1242900.000000000000000,Cook_Inlet,1.4458311,75005300006785,Cook_Inlet_75005300006785
545,52877600.000000000000000,5997100.000000000000000,Cook_Inlet,10.1862087,75005300026568,Cook_Inlet_75005300026568
546,967077100.000000000000000,132831700.000000000000000,Cook_Inlet,12.0766106,75005300005769,Cook_Inlet_75005300005769
547,913618800.000000000000000,79926900.000000000000000,Cook_Inlet,8.0446119,75005300025122,Cook_Inlet_75005300025122
548,148810100.000000000000000,35390300.000000000000000,Cook_Inlet,19.2129326,75005300022619,Cook_Inlet_75005300022619
549,272420200.000000000000000,70291200.000000000000000,Cook_Inlet,20.5103188,75005300007510,Cook_Inlet_75005300007510
550,39948700.000000000000000,5401400.000000000000000,Cook_Inlet,11.9104481,75005300003524,Cook_Inlet_75005300003524
551,2100623400.000000000000000,90193500.000000000000000,Cook_Inlet,4.1168890,75005300007548,Cook_Inlet_75005300007548
552,99857700.000000000000000,145100.000000000000000,Cook_Inlet,0.1450959,75005300029847,Cook_Inlet_75005300029847
553,98082300.000000000000000,12649200.000000000000000,Cook_Inlet,11.4233074,75005300010957,Cook_Inlet_75005300010957
554,74083300.000000000000000,131400.000000000000000,Cook_Inlet,0.1770539,75005300005137,Cook_Inlet_75005300005137
555,525594500.000000000000000,18884900.000000000000000,Cook_Inlet,3.4684324,75005300022592,Cook_Inlet_75005300022592
556,46657100.000000000000000,13038700.000000000000000,Cook_Inlet,21.8419056,75005300007345,Cook_Inlet_75005300007345
557,55102700.000000000000000,4726900.000000000000000,Cook_Inlet,7.9006042,75005300030350,Cook_Inlet_75005300030350
558,828595100.000000000000000,65079300.000000000000000,Cook_Inlet,7.2822161,75005300029149,Cook_Inlet_75005300029149
559,45906500.000000000000000,4688000.000000000000000,Cook_Inlet,9.2658291,75005300011447,Cook_Inlet_75005300011447
560,114143500.000000000000000,473600.000000000000000,Cook_Inlet,0.4132019,75005300008746,Cook_Inlet_75005300008746
561,376840500.000000000000000,135900.000000000000000,Cook_Inlet,0.0360500,75005300015680,Cook_Inlet_75005300015680
562,29064300.000000000000000,4080500.000000000000000,Cook_Inlet,12.3111315,75005300010866,Cook_Inlet_75005300010866
563,1662973000.000000000000000,40716800.000000000000000,Cook_Inlet,2.3899186,75005300003369,Cook_Inlet_75005300003369
564,1203176500.000000000000000,1246500.000000000000000,Cook_Inlet,0.1034935,75005300000447,Cook_Inlet_75005300000447
565,29125300.000000000000000,3476300.000000000000000,Cook_Inlet,10.6629734,75005300026448,Cook_Inlet_75005300026448
566,1170096600.000000000000000,131065800.000000000000000,Cook_Inlet,10.0729780,75005300013111,Cook_Inlet_75005300013111
567,29709400.000000000000000,380600.000000000000000,Cook_Inlet,1.2648721,75005300019334,Cook_Inlet_75005300019334
568,105786600.000000000000000,4359300.000000000000000,Cook_Inlet,3.9577506,75005300021072,Cook_Inlet_75005300021072
569,53077800.000000000000000,1094000.000000000000000,Cook_Inlet,2.0195010,75005300026727,Cook_Inlet_75005300026727
570,99834800.000000000000000,501300.000000000000000,Cook_Inlet,0.4996208,75005300017436,Cook_Inlet_75005300017436
571,9091800.000000000000000,16951400.000000000000000,Cook_Inlet,65.0895462,75005300022990,Cook_Inlet_75005300022990
572,346003000.000000000000000,29406200.000000000000000,Cook_Inlet,7.8331060,75005300007284,Cook_Inlet_75005300007284
573,638277400.000000000000000,1133100.000000000000000,Cook_Inlet,0.1772101,75005300027433,Cook_Inlet_75005300027433
574,139627100.000000000000000,76500.000000000000000,Cook_Inlet,0.0547588,75005300000003,Cook_Inlet_75005300000003
575,261644800.000000000000000,16605000.000000000000000,Cook_Inlet,5.9676595,75005300011441,Cook_Inlet_75005300011441
576,130644400.000000000000000,10912400.000000000000000,Cook_Inlet,7.7088490,75005300030510,Cook_Inlet_75005300030510
577,537818400.000000000000000,65700.000000000000000,Cook_Inlet,0.0122145,75005300004529,Cook_Inlet_75005300004529
578,357654300.000000000000000,7500400.000000000000000,Cook_Inlet,2.0540335,75005300007002,Cook_Inlet_75005300007002
579,96684100.000000000000000,5400.000000000000000,Cook_Inlet,0.0055849,75005300012067,Cook_Inlet_75005300012067
580,816752900.000000000000000,24570800.000000000000000,Cook_Inlet,2.9204931,75005300001645,Cook_Inlet_75005300001645
581,91439000.000000000000000,3402000.000000000000000,Cook_Inlet,3.5870562,75005300003835,Cook_Inlet_75005300003835
582,72954100.000000000000000,2363300.000000000000000,Cook_Inlet,3.1377876,75005300022240,Cook_Inlet_75005300022240
583,308790800.000000000000000,115200.000000000000000,Cook_Inlet,0.0372929,75005300016380,Cook_Inlet_75005300016380
584,49114100.000000000000000,3208700.000000000000000,Cook_Inlet,6.1325083,75005300024421,Cook_Inlet_75005300024421
585,525395800.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400007190,Cook_Inlet_75005400007190
586,357973300.000000000000000,373500.000000000000000,Cook_Inlet,0.1042286,75005400041013,Cook_Inlet_75005400041013
587,220285200.000000000000000,148500.000000000000000,Cook_Inlet,0.0673672,75005400046318,Cook_Inlet_75005400046318
588,662223300.000000000000000,1787500.000000000000000,Cook_Inlet,0.2691974,75005400035306,Cook_Inlet_75005400035306
589,46287000.000000000000000,98300.000000000000000,Cook_Inlet,0.2119206,75005400015980,Cook_Inlet_75005400015980
590,32545400.000000000000000,5400.000000000000000,Cook_Inlet,0.0165895,75005400021301,Cook_Inlet_75005400021301
591,28956900.000000000000000,243100.000000000000000,Cook_Inlet,0.8325343,75005400008084,Cook_Inlet_75005400008084
592,68386300.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400018796,Cook_Inlet_75005400018796
593,24856500.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400039351,Cook_Inlet_75005400039351
594,29616400.000000000000000,79900.000000000000000,Cook_Inlet,0.2690571,75005400020381,Cook_Inlet_75005400020381
595,235352400.000000000000000,2250000.000000000000000,Cook_Inlet,0.9469602,75005400000005,Cook_Inlet_75005400000005
596,24097400.000000000000000,36000.000000000000000,Cook_Inlet,0.1491709,75005400033392,Cook_Inlet_75005400033392
597,210986900.000000000000000,76500.000000000000000,Cook_Inlet,0.0362450,75005400039793,Cook_Inlet_75005400039793
598,25275000.000000000000000,9000.000000000000000,Cook_Inlet,0.0355956,75005400021124,Cook_Inlet_75005400021124
599,12271900.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400027027,Cook_Inlet_75005400027027
600,75192900.000000000000000,68400.000000000000000,Cook_Inlet,0.0908834,75005400034641,Cook_Inlet_75005400034641
601,79481100.000000000000000,483100.000000000000000,Cook_Inlet,0.6041453,75005400020823,Cook_Inlet_75005400020823
602,52332700.000000000000000,6300.000000000000000,Cook_Inlet,0.0120369,75005400040621,Cook_Inlet_75005400040621
603,29541600.000000000000000,6200.000000000000000,Cook_Inlet,0.0209829,75005400017221,Cook_Inlet_75005400017221
604,43431300.000000000000000,79200.000000000000000,Cook_Inlet,0.1820250,75005400045707,Cook_Inlet_75005400045707
605,69993600.000000000000000,53100.000000000000000,Cook_Inlet,0.0758066,75005400007537,Cook_Inlet_75005400007537
606,50157700.000000000000000,198000.000000000000000,Cook_Inlet,0.3932028,75005400010388,Cook_Inlet_75005400010388
607,110240500.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400012302,Cook_Inlet_75005400012302
608,505218300.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400001553,Cook_Inlet_75005400001553
609,183060600.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400032742,Cook_Inlet_75005400032742
610,21036700.000000000000000,87800.000000000000000,Cook_Inlet,0.4156311,75005400034611,Cook_Inlet_75005400034611
611,63854300.000000000000000,49700.000000000000000,Cook_Inlet,0.0777729,75005400041329,Cook_Inlet_75005400041329
612,85938500.000000000000000,26700.000000000000000,Cook_Inlet,0.0310591,75005400037138,Cook_Inlet_75005400037138
613,284593200.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400018836,Cook_Inlet_75005400018836
614,37942800.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400031072,Cook_Inlet_75005400031072
615,599954000.000000000000000,4500.000000000000000,Cook_Inlet,0.0007501,75005400039143,Cook_Inlet_75005400039143
616,47006700.000000000000000,18000.000000000000000,Cook_Inlet,0.0382778,75005400038974,Cook_Inlet_75005400038974
617,827641400.000000000000000,15300.000000000000000,Cook_Inlet,0.0018486,75005400007435,Cook_Inlet_75005400007435
618,618011400.000000000000000,1073200.000000000000000,Cook_Inlet,0.1733527,75005400028287,Cook_Inlet_75005400028287
619,188058500.000000000000000,251100.000000000000000,Cook_Inlet,0.1333442,75005400040964,Cook_Inlet_75005400040964
620,47500900.000000000000000,129600.000000000000000,Cook_Inlet,0.2720945,75005400039366,Cook_Inlet_75005400039366
621,386439900.000000000000000,2183900.000000000000000,Cook_Inlet,0.5619574,75005400016209,Cook_Inlet_75005400016209
622,15793700.000000000000000,5800.000000000000000,Cook_Inlet,0.0367100,75005400001690,Cook_Inlet_75005400001690
623,28513000.000000000000000,962900.000000000000000,Cook_Inlet,3.2667365,75005400029139,Cook_Inlet_75005400029139
624,26751700.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400031128,Cook_Inlet_75005400031128
625,19553500.000000000000000,4500.000000000000000,Cook_Inlet,0.0230085,75005400023424,Cook_Inlet_75005400023424
626,40140900.000000000000000,65700.000000000000000,Cook_Inlet,0.1634060,75005400010358,Cook_Inlet_75005400010358
627,168487300.000000000000000,1258300.000000000000000,Cook_Inlet,0.7412858,75005400005771,Cook_Inlet_75005400005771
628,70882300.000000000000000,1306500.000000000000000,Cook_Inlet,1.8098376,75005400029404,Cook_Inlet_75005400029404
629,31341500.000000000000000,16200.000000000000000,Cook_Inlet,0.0516620,75005400044807,Cook_Inlet_75005400044807
630,30332200.000000000000000,859300.000000000000000,Cook_Inlet,2.7549171,75005400011026,Cook_Inlet_75005400011026
631,299218200.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400001431,Cook_Inlet_75005400001431
632,249797100.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400031008,Cook_Inlet_75005400031008
633,378604500.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75005400024975,Cook_Inlet_75005400024975
634,17566100.000000000000000,14539000.000000000000000,Cook_Inlet,45.2856407,75004500000122,Cook_Inlet_75004500000122
635,70968900.000000000000000,372900.000000000000000,Copper_River,0.5226949,75019800007852,Copper_River_75019800007852
636,243275900.000000000000000,1212500.000000000000000,Copper_River,0.4959336,75019800005498,Copper_River_75019800005498
637,283929500.000000000000000,3357300.000000000000000,Copper_River,1.1686231,75019800019853,Copper_River_75019800019853
638,120104300.000000000000000,5800300.000000000000000,Copper_River,4.6069007,75019800019678,Copper_River_75019800019678
639,66501600.000000000000000,2534600.000000000000000,Copper_River,3.6714072,75019800011243,Copper_River_75019800011243
640,113417900.000000000000000,4695900.000000000000000,Copper_River,3.9757421,75019800002398,Copper_River_75019800002398
641,596050400.000000000000000,14391200.000000000000000,Copper_River,2.3575065,75019800019142,Copper_River_75019800019142
642,113449000.000000000000000,2761900.000000000000000,Copper_River,2.3766272,75019800006279,Copper_River_75019800006279
643,469949200.000000000000000,8730300.000000000000000,Copper_River,1.8238299,75019800018811,Copper_River_75019800018811
644,907512000.000000000000000,41573600.000000000000000,Copper_River,4.3803844,75019800009655,Copper_River_75019800009655
645,161242300.000000000000000,4695300.000000000000000,Copper_River,2.8295577,75019800010136,Copper_River_75019800010136
646,102032700.000000000000000,4064400.000000000000000,Copper_River,3.8308303,75019800002519,Copper_River_75019800002519
647,314856000.000000000000000,8291200.000000000000000,Copper_River,2.5657656,75019800019218,Copper_River_75019800019218
648,635980000.000000000000000,11665400.000000000000000,Copper_River,1.8012017,75019800010922,Copper_River_75019800010922
649,693055500.000000000000000,12613000.000000000000000,Copper_River,1.7873832,75019800001400,Copper_River_75019800001400
650,387043700.000000000000000,9265100.000000000000000,Copper_River,2.3378487,75019800006994,Copper_River_75019800006994
651,66573700.000000000000000,1927900.000000000000000,Copper_River,2.8143868,75019800009573,Copper_River_75019800009573
652,167180900.000000000000000,19217300.000000000000000,Copper_River,10.3098097,75019800011692,Copper_River_75019800011692
653,1649620100.000000000000000,126960400.000000000000000,Copper_River,7.1463351,75019800009388,Copper_River_75019800009388
654,106130900.000000000000000,35235000.000000000000000,Copper_River,24.9246807,75019800010526,Copper_River_75019800010526
655,1736538900.000000000000000,236097200.000000000000000,Copper_River,11.9686136,75019800000955,Copper_River_75019800000955
656,474167700.000000000000000,49306300.000000000000000,Copper_River,9.4190540,75019800000599,Copper_River_75019800000599
657,3949124300.000000000000000,437264000.000000000000000,Copper_River,9.9686565,75019800015373,Copper_River_75019800015373
658,435805300.000000000000000,29468200.000000000000000,Copper_River,6.3335223,75019800011462,Copper_River_75019800011462
659,487125100.000000000000000,74558300.000000000000000,Copper_River,13.2740793,75019800010313,Copper_River_75019800010313
660,269996900.000000000000000,42147000.000000000000000,Copper_River,13.5024261,75019800000972,Copper_River_75019800000972
661,310009500.000000000000000,5851200.000000000000000,Copper_River,1.8524622,75019800020292,Copper_River_75019800020292
662,4291875600.000000000000000,491952500.000000000000000,Copper_River,10.2836580,75019800015447,Copper_River_75019800015447
663,146789900.000000000000000,5856700.000000000000000,Copper_River,3.8367708,75019800009321,Copper_River_75019800009321
664,873575500.000000000000000,20570700.000000000000000,Copper_River,2.3005970,75019800011612,Copper_River_75019800011612
665,1189799600.000000000000000,141118300.000000000000000,Copper_River,10.6030807,75019800001873,Copper_River_75019800001873
666,33908500.000000000000000,20512200.000000000000000,Copper_River,37.6919060,75019800020803,Copper_River_75019800020803
667,259031900.000000000000000,16611500.000000000000000,Copper_River,6.0264459,75019800015952,Copper_River_75019800015952
668,4972124800.000000000000000,560010600.000000000000000,Copper_River,10.1228647,75019800000911,Copper_River_75019800000911
669,394882900.000000000000000,51876100.000000000000000,Copper_River,11.6116524,75019800020746,Copper_River_75019800020746
670,1486299000.000000000000000,56047600.000000000000000,Copper_River,3.6339173,75019800018104,Copper_River_75019800018104
671,226168600.000000000000000,22139200.000000000000000,Copper_River,8.9160309,75019800000492,Copper_River_75019800000492
672,333296600.000000000000000,9375800.000000000000000,Copper_River,2.7360826,75019800017508,Copper_River_75019800017508
673,1209694900.000000000000000,62592900.000000000000000,Copper_River,4.9197125,75019800003840,Copper_River_75019800003840
674,115127900.000000000000000,3367800.000000000000000,Copper_River,2.8421285,75019800011423,Copper_River_75019800011423
675,6941471700.000000000000000,736097800.000000000000000,Copper_River,9.5876408,75019800016364,Copper_River_75019800016364
676,287812700.000000000000000,20404900.000000000000000,Copper_River,6.6202903,75019800020900,Copper_River_75019800020900
677,146219400.000000000000000,13772200.000000000000000,Copper_River,8.6080770,75019800011406,Copper_River_75019800011406
678,228180500.000000000000000,112963000.000000000000000,Copper_River,33.1130447,75019800012527,Copper_River_75019800012527
679,7601466300.000000000000000,848538200.000000000000000,Copper_River,10.0418673,75019800007832,Copper_River_75019800007832
680,7884861100.000000000000000,971363300.000000000000000,Copper_River,10.9681425,75019800001032,Copper_River_75019800001032
681,1479241700.000000000000000,143741100.000000000000000,Copper_River,8.8566008,75019800011978,Copper_River_75019800011978
682,10508132600.000000000000000,1150698200.000000000000000,Copper_River,9.8697567,75019800000182,Copper_River_75019800000182
683,97928800.000000000000000,1513100.000000000000000,Copper_River,1.5215920,75019600181061,Copper_River_75019600181061
684,192080800.000000000000000,3347100.000000000000000,Copper_River,1.7127032,75019600185154,Copper_River_75019600185154
685,320101900.000000000000000,6186000.000000000000000,Copper_River,1.8958718,75019600118290,Copper_River_75019600118290
686,70128300.000000000000000,2626500.000000000000000,Copper_River,3.6100712,75019600132667,Copper_River_75019600132667
687,232786200.000000000000000,20685100.000000000000000,Copper_River,8.1607265,75019600164515,Copper_River_75019600164515
688,132237000.000000000000000,16110800.000000000000000,Copper_River,10.8601542,75019600132017,Copper_River_75019600132017
689,511661700.000000000000000,10671000.000000000000000,Copper_River,2.0429509,75019600118006,Copper_River_75019600118006
690,580071100.000000000000000,43557300.000000000000000,Copper_River,6.9844961,75019600120044,Copper_River_75019600120044
691,105839300.000000000000000,673300.000000000000000,Copper_River,0.6321318,75019600201125,Copper_River_75019600201125
692,67103800.000000000000000,1751900.000000000000000,Copper_River,2.5443065,75019600169875,Copper_River_75019600169875
693,1300105200.000000000000000,57640900.000000000000000,Copper_River,4.2453370,75019600118106,Copper_River_75019600118106
694,69280300.000000000000000,1110100.000000000000000,Copper_River,1.5770617,75019600128838,Copper_River_75019600128838
695,68404200.000000000000000,1558400.000000000000000,Copper_River,2.2274759,75019600119982,Copper_River_75019600119982
696,162558600.000000000000000,3259500.000000000000000,Copper_River,1.9657083,75019600143415,Copper_River_75019600143415
697,99734900.000000000000000,2635600.000000000000000,Copper_River,2.5745699,75019600187749,Copper_River_75019600187749
698,123079800.000000000000000,6086600.000000000000000,Copper_River,4.7122164,75019600164666,Copper_River_75019600164666
699,548446100.000000000000000,17835900.000000000000000,Copper_River,3.1496499,75019600151382,Copper_River_75019600151382
700,1001542600.000000000000000,31502900.000000000000000,Copper_River,3.0495172,75019600199134,Copper_River_75019600199134
701,176235900.000000000000000,7670900.000000000000000,Copper_River,4.1710801,75019600201378,Copper_River_75019600201378
702,1580092600.000000000000000,100442900.000000000000000,Copper_River,5.9768391,75019600187873,Copper_River_75019600187873
703,2338133300.000000000000000,209506400.000000000000000,Copper_River,8.2235489,75019600117650,Copper_River_75019600117650
704,1481429600.000000000000000,67540400.000000000000000,Copper_River,4.3603425,75019600187874,Copper_River_75019600187874
705,774722300.000000000000000,102954200.000000000000000,Copper_River,11.7303133,75019600165863,Copper_River_75019600165863
706,152099400.000000000000000,50148400.000000000000000,Copper_River,24.7955227,75019600157893,Copper_River_75019600157893
707,4008412700.000000000000000,337956600.000000000000000,Copper_River,7.7756071,75019600118255,Copper_River_75019600118255
708,59625200.000000000000000,15153700.000000000000000,Copper_River,20.2646732,75019600179413,Copper_River_75019600179413
709,29920000.000000000000000,8452100.000000000000000,Copper_River,22.0266800,75019600145695,Copper_River_75019600145695
710,4339575800.000000000000000,422784000.000000000000000,Copper_River,8.8776159,75019600118256,Copper_River_75019600118256
711,323597300.000000000000000,38380200.000000000000000,Copper_River,10.6029243,75019600148826,Copper_River_75019600148826
712,79044100.000000000000000,21646500.000000000000000,Copper_River,21.4980354,75019600113018,Copper_River_75019600113018
713,4548357300.000000000000000,465468900.000000000000000,Copper_River,9.2837067,75019600118266,Copper_River_75019600118266
714,15137808500.000000000000000,1623963400.000000000000000,Copper_River,9.6884947,75019600201412,Copper_River_75019600201412
715,93638200.000000000000000,7374100.000000000000000,Copper_River,7.3002000,75019600198826,Copper_River_75019600198826
716,616728500.000000000000000,115943800.000000000000000,Copper_River,15.8247824,75019600200372,Copper_River_75019600200372
717,148538600.000000000000000,27692800.000000000000000,Copper_River,15.7138853,75019600198311,Copper_River_75019600198311
718,265927500.000000000000000,28314300.000000000000000,Copper_River,9.6227999,75019600118127,Copper_River_75019600118127
719,5628292100.000000000000000,287656100.000000000000000,Copper_River,4.8623838,75019600130710,Copper_River_75019600130710
720,219577600.000000000000000,45854500.000000000000000,Copper_River,17.2754154,75019600133513,Copper_River_75019600133513
721,15605220000.000000000000000,1655232400.000000000000000,Copper_River,9.5897398,75019600117903,Copper_River_75019600117903
722,75673000.000000000000000,12982500.000000000000000,Copper_River,14.6437616,75019600198206,Copper_River_75019600198206
723,5324148100.000000000000000,229842600.000000000000000,Copper_River,4.1383324,75019600181619,Copper_River_75019600181619
724,533055600.000000000000000,30275900.000000000000000,Copper_River,5.3744378,75019600132159,Copper_River_75019600132159
725,116012300.000000000000000,15224600.000000000000000,Copper_River,11.6008530,75019600131315,Copper_River_75019600131315
726,47362700.000000000000000,1142100.000000000000000,Copper_River,2.3546124,75019600143036,Copper_River_75019600143036
727,356799500.000000000000000,27303300.000000000000000,Copper_River,7.1083312,75019600161870,Copper_River_75019600161870
728,76544300.000000000000000,22917800.000000000000000,Copper_River,23.0417423,75019600198321,Copper_River_75019600198321
729,22625518200.000000000000000,2170070300.000000000000000,Copper_River,8.7518406,75019600128647,Copper_River_75019600128647
