OID_,cat_ID_txt,wtd_slope_ZONE_CODE,wtd_slope_COUNT,wtd_slope_AREA,wtd_slope_MIN,wtd_slope_MAX,wtd_slope_RANGE,wtd_slope_MEAN,wtd_slope_STD,wtd_slope_SUM,wtd_slope_MEDIAN,wtd_slope_PCT90,region,cat_ID_con
1,75004400005344,1,450061.000000000000000,45006100.000000000000000,0.000003655768069,70.871574401855469,70.871570746087400,25.377292244544638,13.029401813840773,11421329.524872004985809,26.370603561401367,41.608711242675781,Cook_Inlet,Cook_Inlet_75004400005344
2,75004400011755,2,1055899.000000000000000,105589900.000000000000000,0.000000681337951,76.850097656250000,76.850096974912049,24.021294798863863,15.070706032875457,25364061.156825553625822,24.157957077026367,44.199150848388676,Cook_Inlet,Cook_Inlet_75004400011755
3,75004400010352,3,535581.000000000000000,53558100.000000000000000,0.000003258512606,67.018989562988281,67.018986304475675,26.175337673908000,10.231877788470509,14019013.526729321107268,28.101976394653320,37.792903900146484,Cook_Inlet,Cook_Inlet_75004400010352
4,75004400007996,4,2825727.000000000000000,282572700.000000000000000,0.000004048564278,65.505767822265625,65.505763773701347,22.750199185135365,9.795683760479113,64285852.092814996838570,23.947929382324219,34.549411773681641,Cook_Inlet,Cook_Inlet_75004400007996
5,75004400004850,5,1563074.000000000000000,156307400.000000000000000,0.000000000019521,67.161315917968750,67.161315917949224,18.792689335085587,10.866262615720402,29374364.089749567210674,18.866685867309570,33.133709335327147,Cook_Inlet,Cook_Inlet_75004400004850
6,75004400005312,6,3699359.000000000000000,369935900.000000000000000,0.000003234210453,76.296264648437500,76.296261414227047,20.660395582468546,13.536731354776588,76430220.341565251350403,19.400711059570312,39.545901489257815,Cook_Inlet,Cook_Inlet_75004400005312
7,75004400004652,7,1680093.000000000000000,168009300.000000000000000,0.000001464154138,47.333805084228516,47.333803620074377,3.517596754303604,3.629418362282721,5909889.683728204108775,2.873151779174805,8.046077728271484,Cook_Inlet,Cook_Inlet_75004400004652
8,75004400006033,8,907534.000000000000000,90753400.000000000000000,0.000002175256441,45.124748229980469,45.124746054724028,7.588254596901712,7.163718387636307,6886599.047344597987831,5.230446577072144,18.639043235778807,Cook_Inlet,Cook_Inlet_75004400006033
9,75004400009412,9,2858622.000000000000000,285862200.000000000000000,0.000003367441423,68.313713073730469,68.313709706289046,23.798318109486235,12.412561365963377,68030395.710775762796402,24.943443298339844,39.195143508911130,Cook_Inlet,Cook_Inlet_75004400009412
10,75004400008887,10,114531.000000000000000,11453100.000000000000000,0.000000119830531,33.433425903320312,33.433425783489781,6.092531900275370,4.678000855992211,697783.771070438437164,5.564393997192383,12.573731422424316,Cook_Inlet,Cook_Inlet_75004400008887
11,75004400010754,11,1639147.000000000000000,163914700.000000000000000,0.000002558931328,68.241119384765625,68.241116825834297,19.584607201781488,12.263280767454935,32102050.140978518873453,18.955987930297852,36.491441345214845,Cook_Inlet,Cook_Inlet_75004400010754
12,75004400006170,12,293633.000000000000000,29363300.000000000000000,0.000000012805597,35.270832061767578,35.270832048961978,4.725651397649810,3.846047957736218,1387607.196846106555313,4.043037414550781,9.921107673645020,Cook_Inlet,Cook_Inlet_75004400006170
13,75004400008216,13,5520689.000000000000000,552068900.000000000000000,0.000003268904265,75.588996887207031,75.588993618302766,24.030359706194464,13.822917647548723,132664142.496031001210213,24.639533996582031,41.729602813720703,Cook_Inlet,Cook_Inlet_75004400008216
14,75004400007830,14,410433.000000000000000,41043300.000000000000000,0.000000000677581,57.563617706298828,57.563617705621247,19.679131258292429,10.825063993105831,8076964.879734736867249,19.753236770629883,34.041932678222658,Cook_Inlet,Cook_Inlet_75004400007830
15,75004400009109,15,291998.000000000000000,29199800.000000000000000,0.000000849532228,31.911554336547852,31.911553487015624,4.039736917869445,3.364298324462796,1179595.100544042186812,3.382896423339844,8.368357658386230,Cook_Inlet,Cook_Inlet_75004400009109
