OID_,non_north_area,north_area,region,wtd_north_per,cat_ID_txt,cat_ID_con
50,131600200.000000000000000,32314500.000000000000000,Cook_Inlet,19.7142181,75004400010754,Cook_Inlet_75004400010754
51,27654900.000000000000000,6302900.000000000000000,Cook_Inlet,18.5609779,75004400010810,Cook_Inlet_75004400010810
52,101936500.000000000000000,39693600.000000000000000,Cook_Inlet,28.0262451,75004400002950,Cook_Inlet_75004400002950
53,53872600.000000000000000,12815400.000000000000000,Cook_Inlet,19.2169514,75004400009144,Cook_Inlet_75004400009144
54,59763400.000000000000000,23387500.000000000000000,Cook_Inlet,28.1265755,75004400006357,Cook_Inlet_75004400006357
55,94772800.000000000000000,24225800.000000000000000,Cook_Inlet,20.3580551,75004400007385,Cook_Inlet_75004400007385
56,106843600.000000000000000,24814200.000000000000000,Cook_Inlet,18.8474979,75004400007948,Cook_Inlet_75004400007948
57,118223000.000000000000000,26264400.000000000000000,Cook_Inlet,18.1776409,75004400009261,Cook_Inlet_75004400009261
58,80095800.000000000000000,18729900.000000000000000,Cook_Inlet,18.9524593,75004400001510,Cook_Inlet_75004400001510
59,78188800.000000000000000,17841200.000000000000000,Cook_Inlet,18.5787773,75004400007387,Cook_Inlet_75004400007387
60,52663000.000000000000000,13757400.000000000000000,Cook_Inlet,20.7126122,75004400010320,Cook_Inlet_75004400010320
61,231926900.000000000000000,120519900.000000000000000,Cook_Inlet,34.1952019,75004400001568,Cook_Inlet_75004400001568
62,103795600.000000000000000,22770300.000000000000000,Cook_Inlet,17.9908657,75004400008917,Cook_Inlet_75004400008917
63,1293035300.000000000000000,380661700.000000000000000,Cook_Inlet,22.7437649,75004400001952,Cook_Inlet_75004400001952
64,57161300.000000000000000,17669200.000000000000000,Cook_Inlet,23.6122971,75004400009919,Cook_Inlet_75004400009919
65,3847897000.000000000000000,1310941700.000000000000000,Cook_Inlet,25.4115658,75004400001498,Cook_Inlet_75004400001498
66,279785700.000000000000000,80784300.000000000000000,Cook_Inlet,22.4046097,75004400011711,Cook_Inlet_75004400011711
67,12694700.000000000000000,2649100.000000000000000,Cook_Inlet,17.2649536,75004400003452,Cook_Inlet_75004400003452
68,33792200.000000000000000,9769000.000000000000000,Cook_Inlet,22.4259205,75004400007388,Cook_Inlet_75004400007388
69,305949500.000000000000000,104639000.000000000000000,Cook_Inlet,25.4851265,75004400000627,Cook_Inlet_75004400000627
70,542517600.000000000000000,139616700.000000000000000,Cook_Inlet,20.4676266,75004400003042,Cook_Inlet_75004400003042
71,64131500.000000000000000,19855200.000000000000000,Cook_Inlet,23.6408863,75004400002041,Cook_Inlet_75004400002041
72,40815500.000000000000000,14708000.000000000000000,Cook_Inlet,26.4896851,75004400011322,Cook_Inlet_75004400011322
73,80539000.000000000000000,20540800.000000000000000,Cook_Inlet,20.3213692,75004400001872,Cook_Inlet_75004400001872
74,92616200.000000000000000,31521900.000000000000000,Cook_Inlet,25.3926067,75004400009331,Cook_Inlet_75004400009331
75,57172600.000000000000000,10428000.000000000000000,Cook_Inlet,15.4258986,75004400009308,Cook_Inlet_75004400009308
76,58813900.000000000000000,20121300.000000000000000,Cook_Inlet,25.4909096,75004400006846,Cook_Inlet_75004400006846
77,2404752000.000000000000000,801187100.000000000000000,Cook_Inlet,24.9907150,75004400003154,Cook_Inlet_75004400003154
78,23762000.000000000000000,13578100.000000000000000,Cook_Inlet,36.3633194,75004400002951,Cook_Inlet_75004400002951
79,117599600.000000000000000,26215500.000000000000000,Cook_Inlet,18.2286148,75004400009260,Cook_Inlet_75004400009260
80,95519100.000000000000000,14449900.000000000000000,Cook_Inlet,13.1399755,75000100000981,Cook_Inlet_75000100000981
81,182350200.000000000000000,52221400.000000000000000,Cook_Inlet,22.2624569,75000100003094,Cook_Inlet_75000100003094
82,65753900.000000000000000,13335000.000000000000000,Cook_Inlet,16.8607731,75000100003947,Cook_Inlet_75000100003947
83,248720300.000000000000000,70771300.000000000000000,Cook_Inlet,22.1512241,75000100002463,Cook_Inlet_75000100002463
84,51721900.000000000000000,21226400.000000000000000,Cook_Inlet,29.0978680,75000100001919,Cook_Inlet_75000100001919
85,61315500.000000000000000,19555800.000000000000000,Cook_Inlet,24.1813850,75000100004336,Cook_Inlet_75000100004336
86,123219200.000000000000000,48309900.000000000000000,Cook_Inlet,28.1642590,75000100000004,Cook_Inlet_75000100000004
87,261524400.000000000000000,61638700.000000000000000,Cook_Inlet,19.0735569,75000100000652,Cook_Inlet_75000100000652
88,52450100.000000000000000,4985500.000000000000000,Cook_Inlet,8.6801567,75000100004200,Cook_Inlet_75000100004200
89,146033500.000000000000000,36281200.000000000000000,Cook_Inlet,19.9003143,75000100002523,Cook_Inlet_75000100002523
90,26866200.000000000000000,9065000.000000000000000,Cook_Inlet,25.2287712,75000100000059,Cook_Inlet_75000100000059
91,68751100.000000000000000,9041900.000000000000000,Cook_Inlet,11.6230249,75000400000173,Cook_Inlet_75000400000173
92,3916375200.000000000000000,1410483900.000000000000000,Cook_Inlet,26.4787159,75000400009620,Cook_Inlet_75000400009620
93,14709700.000000000000000,1420800.000000000000000,Cook_Inlet,8.8081589,75000400014405,Cook_Inlet_75000400014405
94,110530100.000000000000000,19917700.000000000000000,Cook_Inlet,15.2687130,75000400014403,Cook_Inlet_75000400014403
95,12641214300.000000000000000,3645681900.000000000000000,Cook_Inlet,22.3841419,75000700036166,Cook_Inlet_75000700036166
96,10454734200.000000000000000,2907986400.000000000000000,Cook_Inlet,21.7619343,75000700030756,Cook_Inlet_75000700030756
