OID_,cat_ID_txt,cat_elev_ZONE_CODE,cat_elev_COUNT,cat_elev_AREA,cat_elev_MIN,cat_elev_MAX,cat_elev_RANGE,cat_elev_MEAN,cat_elev_STD,cat_elev_SUM,cat_elev_VARIETY,cat_elev_MAJORITY,cat_elev_MINORITY,cat_elev_MEDIAN,cat_elev_PCT90,region,cat_ID_con,cat_slope_COUNT,cat_slope_AREA,cat_slope_MIN,cat_slope_MAX,cat_slope_RANGE,cat_slope_MEAN,cat_slope_STD,cat_slope_SUM,cat_slope_MEDIAN,cat_slope_PCT90
149,75000200013187.0,149,2001.000000000000000,50025.000000000000000,133,138,5,135.783108445777003,0.898627157028921,271702.000000000000000,6,136,138,136,137,Cook_Inlet,Cook_Inlet_75000200013187,2001.000000000000000,50025.000000000000000,0.020257117226720,10.324695587158203,10.304438469931483,2.297202988494672,1.675584705203729,4596.703179977838772,1.821288466453552,4.699030399322510
150,75000200007646.0,150,132004.000000000000000,3300100.000000000000000,132,161,29,145.649290930578559,5.358455560682697,19226289.000000000000000,30,146,161,146,153,Cook_Inlet,Cook_Inlet_75000200007646,132004.000000000000000,3300100.000000000000000,0.000000000000000,30.909717559814453,30.909717559814453,1.810508454295238,2.290996038928014,238994.358000788633944,1.057332515716553,4.117101192474365
151,75000200000010.0,151,272369.000000000000000,6809225.000000000000000,278,383,105,341.378831658523382,17.559828103332894,92981011.000000000000000,106,345,278,344,362,Cook_Inlet,Cook_Inlet_75000200000010,272369.000000000000000,6809225.000000000000000,0.000000000000000,42.981861114501953,42.981861114501953,5.891936819347309,5.725065656877792,1604780.939548806985840,3.811798334121704,13.962694168090820
152,75000200013185.0,152,43855.000000000000000,1096375.000000000000000,137,181,44,151.029004674492768,8.559716800554876,6623377.000000000000000,45,152,181,152,157,Cook_Inlet,Cook_Inlet_75000200013185,43855.000000000000000,1096375.000000000000000,0.000000000000000,50.145214080810547,50.145214080810547,3.405627601814806,5.496737905505296,149353.798477588337846,1.668006896972656,7.068242359161372
153,75000200010344.0,153,29029.000000000000000,725725.000000000000000,217,270,53,245.828964139308198,14.803902440602007,7136169.000000000000000,54,264,217,244,265,Cook_Inlet,Cook_Inlet_75000200010344,29029.000000000000000,725725.000000000000000,0.020257117226720,26.904842376708984,26.884585259482265,6.508450816387711,4.729845105523525,188933.818748918856727,5.220510005950928,13.754506111145020
154,75000200010538.0,154,346.000000000000000,8650.000000000000000,109,111,2,110.011560693641570,0.733102042486429,38064.000000000000000,3,110,109,110,111,Cook_Inlet,Cook_Inlet_75000200010538,346.000000000000000,8650.000000000000000,0.028647888451815,9.511412620544434,9.482764732092619,3.167923368309018,2.475296923215830,1096.101485434920050,2.378332972526550,7.357138633728027
155,75000200010547.0,155,2629.000000000000000,65725.000000000000000,131,137,6,133.436287561810758,1.265238521091586,350804.000000000000000,7,134,137,133,135,Cook_Inlet,Cook_Inlet_75000200010547,2629.000000000000000,65725.000000000000000,0.028647888451815,12.205094337463379,12.176446449011564,2.533773962843322,2.267234259154592,6661.291748315092264,1.792370200157166,5.855854511260989
156,75000200005606.0,156,28604.000000000000000,715100.000000000000000,141,161,20,151.644105719479626,5.229808299328373,4337628.000000000000000,21,157,161,152,158,Cook_Inlet,Cook_Inlet_75000200005606,28604.000000000000000,715100.000000000000000,0.000000000000000,23.385070800781250,23.385070800781250,2.822860441439961,3.140737878878632,80745.100066948652966,1.628465414047241,6.972479534149171
157,75000200002554.0,157,62872.000000000000000,1571800.000000000000000,141,168,27,155.429603002927536,5.219358594999552,9772170.000000000000000,28,155,168,156,162,Cook_Inlet,Cook_Inlet_75000200002554,62872.000000000000000,1571800.000000000000000,0.000000000000000,25.953203201293945,25.953203201293945,2.082084068349796,2.577511904995232,130904.789545288382214,1.271963715553284,4.338439178466797
158,75000200017518.0,158,4742.000000000000000,118550.000000000000000,557,638,81,588.912273302405538,21.510943463139306,2792622.000000000000000,82,573,638,584,626,Cook_Inlet,Cook_Inlet_75000200017518,4742.000000000000000,118550.000000000000000,0.206581979990005,45.042354583740234,44.835772603750229,12.678174063946727,9.106292804257812,60119.901411235383421,10.134682655334473,26.334806442260742
159,75000200018332.0,159,7664.000000000000000,191600.000000000000000,31,51,20,36.490083507307062,6.567273180591485,279660.000000000000000,21,33,43,34,49,Cook_Inlet,Cook_Inlet_75000200018332,7664.000000000000000,191600.000000000000000,0.000000000000000,39.729339599609375,39.729339599609375,3.351771159203031,5.833758783989590,25687.974164132028818,1.088488817214966,9.922932720184326
160,75000200015469.0,160,19222.000000000000000,480550.000000000000000,190,284,94,222.835605035895981,23.921485382446228,4283346.000000000000000,95,202,190,219,259,Cook_Inlet,Cook_Inlet_75000200015469,19222.000000000000000,480550.000000000000000,0.028647888451815,49.691005706787109,49.662357818335295,10.836111916150832,8.579974491259112,208291.743252251297235,8.268554210662842,23.806220817565919
161,75000200010540.0,161,214.000000000000000,5350.000000000000000,115,117,2,115.757009345794401,0.460416745299203,24772.000000000000000,3,116,117,116,116,Cook_Inlet,Cook_Inlet_75000200010540,214.000000000000000,5350.000000000000000,0.020257117226720,8.846258163452148,8.826001046225429,2.522551724191093,2.539005336979915,539.826068976893907,1.214653372764587,6.769060659408570
162,75000200018806.0,162,1780.000000000000000,44500.000000000000000,51,58,7,53.223595505617951,1.575266873905737,94738.000000000000000,8,52,58,53,55,Cook_Inlet,Cook_Inlet_75000200018806,1780.000000000000000,44500.000000000000000,0.020257117226720,27.486640930175781,27.466383812949061,4.204759942107108,5.068231434631644,7484.472696950651880,2.077538967132568,12.463152408599855
163,75000200003094.0,163,2071.000000000000000,51775.000000000000000,38,43,5,39.387735393529745,0.844114591881790,81572.000000000000000,6,39,43,39,40,Cook_Inlet,Cook_Inlet_75000200003094,2071.000000000000000,51775.000000000000000,0.000000000000000,15.927083969116211,15.927083969116211,1.600387538214384,2.022393514567528,3314.402591641989147,0.962282478809357,3.471715211868286
164,75000200014914.0,164,216.000000000000000,5400.000000000000000,525,533,8,528.217592592592155,2.014729496763709,114095.000000000000000,9,526,525,528,531,Cook_Inlet,Cook_Inlet_75000200014914,216.000000000000000,5400.000000000000000,0.181184560060501,18.938627243041992,18.757442682981491,6.898059423047085,5.025463536070110,1489.980835378170468,5.164699792861938,14.340061664581299
165,75000200007639.0,165,602141.000000000000000,15053525.000000000000000,190,315,125,238.166105613137631,25.064264333364495,143409577.000000000000000,126,218,190,233,274,Cook_Inlet,Cook_Inlet_75000200007639,602141.000000000000000,15053525.000000000000000,0.000000000000000,43.585437774658203,43.585437774658203,7.487272528508627,6.097105812521098,4508393.767588713206351,5.606841087341309,16.821908950805664
166,75000200000745.0,166,1278.000000000000000,31950.000000000000000,29,32,3,30.606416275430352,0.765567382206892,39115.000000000000000,4,31,29,31,31,Cook_Inlet,Cook_Inlet_75000200000745,1278.000000000000000,31950.000000000000000,0.000000000000000,12.886159896850586,12.886159896850586,2.617047417496440,2.460276206808373,3344.586599560449940,1.771322846412659,6.419330692291259
167,75000200013266.0,167,105298.000000000000000,2632450.000000000000000,36,58,22,45.811439913388710,5.912819512737850,4823853.000000000000000,23,39,58,48,53,Cook_Inlet,Cook_Inlet_75000200013266,105298.000000000000000,2632450.000000000000000,0.000000000000000,42.768112182617188,42.768112182617188,1.788198294337286,3.425848890044257,188293.703997127508046,0.759259760379791,3.875434708595276
168,75000200010391.0,168,77190.000000000000000,1929750.000000000000000,246,280,34,259.727555382821720,7.189919396009639,20048370.000000000000000,35,255,280,259,269,Cook_Inlet,Cook_Inlet_75000200010391,77190.000000000000000,1929750.000000000000000,0.000000000000000,36.085765838623047,36.085765838623047,2.753828597431480,3.472758814325422,212568.029435735923471,1.585999965667725,6.250545740127573
169,75000200015860.0,169,753.000000000000000,18825.000000000000000,38,41,3,39.207171314740975,0.559454860470065,29523.000000000000000,4,39,41,39,40,Cook_Inlet,Cook_Inlet_75000200015860,753.000000000000000,18825.000000000000000,0.064058601856232,7.981291770935059,7.917233169078827,1.808801631014026,1.524216581611439,1362.027628153561864,1.269543409347534,4.141101837158208
170,75000200005503.0,170,178083.000000000000000,4452075.000000000000000,31,74,43,54.934457528231064,7.047576090195764,9782893.000000000000000,44,58,74,56,63,Cook_Inlet,Cook_Inlet_75000200005503,178083.000000000000000,4452075.000000000000000,0.000000000000000,44.920505523681641,44.920505523681641,3.526501157097465,3.885584306854158,628009.905559387872927,2.330483198165894,7.648889350891128
171,75000200000213.0,171,10455.000000000000000,261375.000000000000000,236,296,60,263.553993304639562,18.605464172163227,2755457.000000000000000,61,242,236,263,290,Cook_Inlet,Cook_Inlet_75000200000213,10455.000000000000000,261375.000000000000000,0.064058601856232,40.135581970214844,40.071523368358612,11.469673570960614,7.133817145148071,119915.437184393216739,9.996126174926758,21.851874160766606
172,75000200015782.0,172,157.000000000000000,3925.000000000000000,37,55,18,40.184713375796164,5.304512747754965,6309.000000000000000,18,37,41,37,50,Cook_Inlet,Cook_Inlet_75000200015782,157.000000000000000,3925.000000000000000,0.123219043016434,37.472713470458984,37.349494427442551,8.743619051898365,11.103332870574558,1372.748191148043361,3.519721984863281,30.123310089111328
173,75000200011141.0,173,10291.000000000000000,257275.000000000000000,51,67,16,58.319696822466462,4.696028808081118,600168.000000000000000,17,55,67,56,65,Cook_Inlet,Cook_Inlet_75000200011141,10291.000000000000000,257275.000000000000000,0.020257117226720,42.455192565917969,42.434935448691249,3.945015016809268,5.820955954464391,40598.149537984172639,1.833063125610352,9.183428764343262
174,75000200008051.0,174,10679.000000000000000,266975.000000000000000,110,126,16,116.117145800168387,4.231396331886230,1240015.000000000000000,17,111,110,116,122,Cook_Inlet,Cook_Inlet_75000200008051,10679.000000000000000,266975.000000000000000,0.020257117226720,31.673851013183594,31.653593895956874,2.590509728951098,3.120130442602405,27664.053395468770759,1.718596458435059,5.331607627868653
175,75000200013319.0,175,79765.000000000000000,1994125.000000000000000,31,64,33,41.691230489563019,5.825873759485542,3325501.000000000000000,34,46,64,44,48,Cook_Inlet,Cook_Inlet_75000200013319,79765.000000000000000,1994125.000000000000000,0.000000000000000,43.047966003417969,43.047966003417969,2.829855888326329,4.302414549121544,225723.454932349646697,1.259164452552795,6.956636905670166
176,75000200007852.0,176,105704.000000000000000,2642600.000000000000000,228,305,77,269.900893059866348,19.497633246684313,28529604.000000000000000,78,277,305,275,293,Cook_Inlet,Cook_Inlet_75000200007852,105704.000000000000000,2642600.000000000000000,0.000000000000000,38.601757049560547,38.601757049560547,7.595699712851761,5.817940692485923,802895.842447282630019,5.999184608459473,16.015705108642578
177,75000200000465.0,177,203.000000000000000,5075.000000000000000,32,37,5,34.172413793103438,1.510171616583321,6937.000000000000000,6,33,32,34,37,Cook_Inlet,Cook_Inlet_75000200000465,203.000000000000000,5075.000000000000000,0.060771327465773,7.649712085723877,7.588940758258104,3.527188486415032,1.778974943604365,716.019262742251499,3.241850137710571,6.034841632843019
178,75000200013237.0,178,11741.000000000000000,293525.000000000000000,31,39,8,34.865343667490002,1.393039639069610,409354.000000000000000,9,35,39,35,36,Cook_Inlet,Cook_Inlet_75000200013237,11741.000000000000000,293525.000000000000000,0.020257117226720,17.237972259521484,17.217715142294765,2.832697475170555,2.473538891041428,33258.701055977493525,2.057182788848877,6.333903312683105
179,75000200007870.0,179,112161.000000000000000,2804025.000000000000000,277,314,37,290.501404231418690,6.611664514800271,32582928.000000000000000,38,293,314,291,298,Cook_Inlet,Cook_Inlet_75000200007870,112161.000000000000000,2804025.000000000000000,0.000000000000000,26.002731323242188,26.002731323242188,3.588408623895091,3.301321249348288,402479.499664697272237,2.412232875823975,8.419728279113770
180,75000200000011.0,180,251666.000000000000000,6291650.000000000000000,239,350,111,301.459493932433929,23.610566375762815,75867105.000000000000000,112,326,350,307,327,Cook_Inlet,Cook_Inlet_75000200000011,251666.000000000000000,6291650.000000000000000,0.020257117226720,44.735755920410156,44.715498803183436,9.038600197427503,6.785709226887843,2274708.357285789679736,7.102144479751587,19.242669105529785
181,75000200013953.0,181,9474.000000000000000,236850.000000000000000,75,82,7,77.848849482795003,1.556464942727440,737540.000000000000000,8,77,82,78,80,Cook_Inlet,Cook_Inlet_75000200013953,9474.000000000000000,236850.000000000000000,0.000000000000000,23.841375350952148,23.841375350952148,2.720121600417809,3.363311213568286,25770.432042358326726,1.505372047424316,7.119095945358278
182,75000200004615.0,182,2549.000000000000000,63725.000000000000000,281,348,67,304.945076500588470,20.846186223733469,777305.000000000000000,68,290,331,294,342,Cook_Inlet,Cook_Inlet_75000200004615,2549.000000000000000,63725.000000000000000,0.128117039799690,71.683036804199219,71.554919764399529,20.552486455536453,18.338742557475282,52388.287975162420480,14.074711799621582,46.635276031494143
183,75000200010148.0,183,127639.000000000000000,3190975.000000000000000,65,84,19,73.895392474087146,3.848532720598972,9431934.000000000000000,20,70,65,74,79,Cook_Inlet,Cook_Inlet_75000200010148,127639.000000000000000,3190975.000000000000000,0.000000000000000,35.473606109619141,35.473606109619141,3.053055540375812,3.238744009203380,389688.956118028261699,2.061062097549438,6.812071990966794
184,75000200013892.0,184,2676.000000000000000,66900.000000000000000,62,84,22,67.609491778774242,5.018758493090203,180923.000000000000000,23,63,83,65,75,Cook_Inlet,Cook_Inlet_75000200013892,2676.000000000000000,66900.000000000000000,0.000000000000000,34.511375427246094,34.511375427246094,4.183500681543004,4.276786856432206,11195.047823809078182,2.884642958641052,8.777985095977783
185,75000200013179.0,185,20333.000000000000000,508325.000000000000000,115,132,17,119.987999803274761,1.315462558412716,2439716.000000000000000,17,120,125,120,121,Cook_Inlet,Cook_Inlet_75000200013179,20333.000000000000000,508325.000000000000000,0.000000000000000,21.160041809082031,21.160041809082031,0.747784256889318,0.920189637428275,15204.697295330503039,0.520794510841370,1.339301490783691
186,75000200002984.0,186,36323.000000000000000,908075.000000000000000,33,60,27,49.444346557277868,8.285596502081262,1795967.000000000000000,28,56,33,54,57,Cook_Inlet,Cook_Inlet_75000200002984,36323.000000000000000,908075.000000000000000,0.000000000000000,44.705280303955078,44.705280303955078,4.227757069158212,5.243944556899181,153564.820023033738835,2.457625627517700,9.716023445129395
187,75000200007660.0,187,638660.000000000000000,15966500.000000000000000,62,134,72,74.547825133875023,11.990361387891518,47610714.000000000000000,73,71,134,71,91,Cook_Inlet,Cook_Inlet_75000200007660,638660.000000000000000,15966500.000000000000000,0.000000000000000,41.592819213867188,41.592819213867188,1.626416371945244,2.373893471468913,1038727.080106549547054,0.832703530788422,3.782629966735840
188,75000200005448.0,188,15390.000000000000000,384750.000000000000000,104,119,15,107.756010396361205,3.754129794747422,1658365.000000000000000,16,106,108,106,114,Cook_Inlet,Cook_Inlet_75000200005448,15390.000000000000000,384750.000000000000000,0.000000000000000,24.459775924682617,24.459775924682617,2.122310263148301,2.300040623138537,32662.354949852353457,1.322695851325989,5.234902191162109
189,75000200018581.0,189,102497.000000000000000,2562425.000000000000000,9,45,36,26.601256622145158,7.536956606011088,2726549.000000000000000,37,30,45,30,31,Cook_Inlet,Cook_Inlet_75000200018581,102497.000000000000000,2562425.000000000000000,0.000000000000000,44.374835968017578,44.374835968017578,2.255633096224759,4.596301188488193,231195.625463749107439,0.835163176059723,4.894025421142586
190,75000200011336.0,190,56534.000000000000000,1413350.000000000000000,109,228,119,151.566207945662285,20.172058427377195,8568644.000000000000000,120,171,109,153,176,Cook_Inlet,Cook_Inlet_75000200011336,56534.000000000000000,1413350.000000000000000,0.000000000000000,55.670776367187500,55.670776367187500,6.464714181785541,7.633036261278307,365476.151553063769825,3.177814483642578,17.177007675170898
191,75000200012999.0,191,193333.000000000000000,4833325.000000000000000,7,147,140,14.623913144677834,16.198795643569259,2827285.000000000000000,141,12,147,12,16,Cook_Inlet,Cook_Inlet_75000200012999,193333.000000000000000,4833325.000000000000000,0.000000000000000,70.587638854980469,70.587638854980469,2.730688549231924,5.546291905445700,527932.209288655547425,0.921341121196747,6.825152206420898
192,75000200003732.0,192,65253.000000000000000,1631325.000000000000000,73,107,34,83.226257796576292,7.500124927970563,5430763.000000000000000,35,79,107,80,95,Cook_Inlet,Cook_Inlet_75000200003732,65253.000000000000000,1631325.000000000000000,0.000000000000000,36.211925506591797,36.211925506591797,3.485982309962509,3.673272642344482,227470.803671983623644,2.274914264678955,7.812074756622317
193,75000200008734.0,193,77613.000000000000000,1940325.000000000000000,67,141,74,103.861195933671283,11.454372746531147,8060979.000000000000000,75,106,137,105,118,Cook_Inlet,Cook_Inlet_75000200008734,77613.000000000000000,1940325.000000000000000,0.000000000000000,39.811241149902344,39.811241149902344,3.380290618107736,4.176888203200659,262354.495743195700925,1.865745306015015,8.177054023742677
194,75000200000021.0,194,192984.000000000000000,4824600.000000000000000,11,45,34,26.871336483853643,6.984038691453249,5185738.000000000000000,35,31,45,30,33,Cook_Inlet,Cook_Inlet_75000200000021,192984.000000000000000,4824600.000000000000000,0.000000000000000,48.240436553955078,48.240436553955078,3.232012371588547,4.963666609727096,623726.675518644158728,1.686092972755432,6.906251525878909
195,75000200005532.0,195,29999.000000000000000,749975.000000000000000,31,58,27,36.846394879829283,6.388340938789004,1105355.000000000000000,28,33,58,34,49,Cook_Inlet,Cook_Inlet_75000200005532,29999.000000000000000,749975.000000000000000,0.000000000000000,23.477109909057617,23.477109909057617,2.301240532579803,2.867358027980154,69034.914736861523124,1.260629177093506,5.551682853698735
196,75000200018882.0,196,64430.000000000000000,1610750.000000000000000,55,69,14,61.196275027161263,2.115733783562458,3942876.000000000000000,15,63,69,61,63,Cook_Inlet,Cook_Inlet_75000200018882,64430.000000000000000,1610750.000000000000000,0.000000000000000,32.021072387695312,32.021072387695312,1.453451962961887,2.314783930052816,93645.909973634348717,0.689006626605988,3.224732470512389
197,75000200005404.0,197,179642.000000000000000,4491050.000000000000000,70,87,17,75.869935761124978,2.883030520440326,13629427.000000000000000,18,73,87,76,80,Cook_Inlet,Cook_Inlet_75000200005404,179642.000000000000000,4491050.000000000000000,0.000000000000000,27.610256195068359,27.610256195068359,2.022653320244451,2.606860976246270,363353.487755353678949,0.933065056800842,5.295366287231445
198,75000200015587.0,198,37284.000000000000000,932100.000000000000000,221,262,41,242.582099560133258,7.876939621709513,9044431.000000000000000,42,248,221,245,250,Cook_Inlet,Cook_Inlet_75000200015587,37284.000000000000000,932100.000000000000000,0.000000000000000,35.476829528808594,35.476829528808594,3.230115304827579,3.817915395886414,120431.619025191452238,2.113654851913452,6.747372293472292
199,75000200015319.0,199,251975.000000000000000,6299375.000000000000000,67,136,69,87.076793332671201,19.009991372887395,21941175.000000000000000,70,68,136,80,115,Cook_Inlet,Cook_Inlet_75000200015319,251975.000000000000000,6299375.000000000000000,0.000000000000000,39.925251007080078,39.925251007080078,2.144545166897405,3.168709552797281,540371.768428973504342,0.982530474662781,5.267472839355470
200,75000200015900.0,200,47365.000000000000000,1184125.000000000000000,21,43,22,28.087300749498631,6.066244689785646,1330355.000000000000000,23,24,43,25,38,Cook_Inlet,Cook_Inlet_75000200015900,47365.000000000000000,1184125.000000000000000,0.000000000000000,37.578941345214844,37.578941345214844,2.289016631037862,3.818757429034999,108419.272729108313797,1.134973287582397,4.758801841735838
201,75000200005077.0,201,121894.000000000000000,3047350.000000000000000,109,183,74,152.246870231513128,16.027272803503703,18557980.000000000000000,75,164,109,154,171,Cook_Inlet,Cook_Inlet_75000200005077,121894.000000000000000,3047350.000000000000000,0.000000000000000,43.098548889160156,43.098548889160156,4.460115979228239,6.229595300880916,543661.377172046923079,1.807794392108917,13.884496116638179
202,75000200008950.0,202,17339.000000000000000,433475.000000000000000,98,137,39,113.176999826979682,11.381639358605494,1962376.000000000000000,40,101,103,115,131,Cook_Inlet,Cook_Inlet_75000200008950,17339.000000000000000,433475.000000000000000,0.000000000000000,44.977165222167969,44.977165222167969,3.380728853980650,5.414765718188049,58618.457599170491449,1.668252587318420,6.841720199584962
203,75000200015320.0,203,279710.000000000000000,6992750.000000000000000,58,86,28,64.919856279718303,4.111461597950840,18158733.000000000000000,29,64,86,64,70,Cook_Inlet,Cook_Inlet_75000200015320,279710.000000000000000,6992750.000000000000000,0.000000000000000,33.296054840087891,33.296054840087891,1.328560352064706,1.995768247661818,371611.616076019010507,0.618398964405060,3.232977390289308
204,75000200012046.0,204,31783.000000000000000,794575.000000000000000,172,252,80,203.062612088223574,16.898034609673307,6453939.000000000000000,81,191,252,202,227,Cook_Inlet,Cook_Inlet_75000200012046,31783.000000000000000,794575.000000000000000,0.020257117226720,36.898632049560547,36.878374932333827,3.223159521886608,3.224075154845978,102441.679084122049971,2.275994062423706,6.667091655731197
205,75000200002162.0,205,19743.000000000000000,493575.000000000000000,536,973,437,612.978979891609697,74.772516707385520,12102044.000000000000000,413,556,880,586,728,Cook_Inlet,Cook_Inlet_75000200002162,19743.000000000000000,493575.000000000000000,0.000000000000000,50.420001983642578,50.420001983642578,14.258203747004631,9.259349824396649,281499.716577112441882,12.727186203002930,27.209697341918943
206,75000200011392.0,206,152292.000000000000000,3807300.000000000000000,75,140,65,105.907460667665148,12.596478422023274,16128859.000000000000000,66,111,75,109,121,Cook_Inlet,Cook_Inlet_75000200011392,152292.000000000000000,3807300.000000000000000,0.000000000000000,24.340181350708008,24.340181350708008,2.967572580732468,2.516437352211887,451937.563464908918831,2.288195371627808,6.000549316406246
207,75000200000278.0,207,39593.000000000000000,989825.000000000000000,100,135,35,113.277700603641989,6.461732653357331,4485004.000000000000000,36,112,135,113,122,Cook_Inlet,Cook_Inlet_75000200000278,39593.000000000000000,989825.000000000000000,0.000000000000000,46.703117370605469,46.703117370605469,3.666969517660619,4.676848004685798,145186.324112736881943,2.101117849349976,8.016228485107423
208,75000200018259.0,208,523.000000000000000,13075.000000000000000,104,118,14,107.957934990439753,4.699594093735056,56462.000000000000000,15,105,108,105,116,Cook_Inlet,Cook_Inlet_75000200018259,523.000000000000000,13075.000000000000000,0.101285479962826,22.875091552734375,22.773806072771549,5.942361330438986,6.560940460043041,3107.854975819589981,2.680562257766724,17.991903686523440
209,75000200005444.0,209,39208.000000000000000,980200.000000000000000,75,87,12,78.127652519893545,1.592919601554685,3063229.000000000000000,13,78,87,78,79,Cook_Inlet,Cook_Inlet_75000200005444,39208.000000000000000,980200.000000000000000,0.000000000000000,17.818468093872070,17.818468093872070,1.006249596076573,1.597027336839275,39453.034162970281614,0.547300517559052,1.928914189338684
210,75000200018203.0,210,7525.000000000000000,188125.000000000000000,107,133,26,119.210764119601308,9.018752910867567,897061.000000000000000,27,109,133,117,130,Cook_Inlet,Cook_Inlet_75000200018203,7525.000000000000000,188125.000000000000000,0.000000000000000,31.517669677734375,31.517669677734375,4.859097882473807,5.079481007650330,36564.711565615398285,2.865975141525269,12.127765655517578
211,75000200018317.0,211,810.000000000000000,20250.000000000000000,98,100,2,98.986419753086423,0.182068421828443,80179.000000000000000,3,99,100,99,99,Cook_Inlet,Cook_Inlet_75000200018317,810.000000000000000,20250.000000000000000,0.000000000000000,6.048753261566162,6.048753261566162,0.922740571405509,0.857298737967857,747.419862838462336,0.643754184246063,1.926618647575379
212,75000200000949.0,212,14488.000000000000000,362200.000000000000000,74,105,31,82.226463279955567,8.015411602813098,1191297.000000000000000,32,77,105,80,98,Cook_Inlet,Cook_Inlet_75000200000949,14488.000000000000000,362200.000000000000000,0.020257117226720,45.178215026855469,45.157957909628749,3.691366062063876,5.538933065258647,53480.511507181428897,1.782798707485199,8.455471801757813
213,75000200013249.0,213,522.000000000000000,13050.000000000000000,98,103,5,98.731800766283612,0.931002947923115,51538.000000000000000,6,99,103,99,99,Cook_Inlet,Cook_Inlet_75000200013249,522.000000000000000,13050.000000000000000,0.000000000000000,19.693368911743164,19.693368911743164,2.989031781406780,3.694863632676081,1560.274589894339215,1.618618607521057,6.585438823699953
214,75000200013010.0,214,12393.000000000000000,309825.000000000000000,113,141,28,126.883805374001128,9.396630987100318,1572471.000000000000000,29,135,141,129,137,Cook_Inlet,Cook_Inlet_75000200013010,12393.000000000000000,309825.000000000000000,0.028647888451815,34.271381378173828,34.242733489722013,4.514297581799103,5.779763245838433,55945.689931236287521,2.177885770797729,13.691663169860851
215,75000200000418.0,215,10126.000000000000000,253150.000000000000000,103,120,17,111.054216867469918,4.435341374105684,1124535.000000000000000,18,115,120,113,115,Cook_Inlet,Cook_Inlet_75000200000418,10126.000000000000000,253150.000000000000000,0.000000000000000,33.231529235839844,33.231529235839844,2.733517258965893,4.201005003355376,27679.595764288635110,1.284873425960541,6.194959163665771
216,75000200002552.0,216,136973.000000000000000,3424325.000000000000000,106,172,66,145.596606630503601,15.143028630988956,19942804.000000000000000,67,162,172,146,164,Cook_Inlet,Cook_Inlet_75000200002552,136973.000000000000000,3424325.000000000000000,0.000000000000000,28.003341674804688,28.003341674804688,2.201420105295145,2.276133319196462,301535.116082591935992,1.485495924949646,4.665022373199463
217,75000200008508.0,217,112607.000000000000000,2815175.000000000000000,35,78,43,49.202527373964344,9.955733883561429,5540549.000000000000000,44,38,78,49,66,Cook_Inlet,Cook_Inlet_75000200008508,112607.000000000000000,2815175.000000000000000,0.000000000000000,39.249317169189453,39.249317169189453,2.952185592007405,3.838707035868405,332436.762959177896846,1.441513061523438,7.818425655365008
218,75000200007670.0,218,66698.000000000000000,1667450.000000000000000,162,374,212,245.000314852018903,47.471800536034941,16341031.000000000000000,213,203,374,243,311,Cook_Inlet,Cook_Inlet_75000200007670,66698.000000000000000,1667450.000000000000000,0.020257117226720,43.140090942382812,43.119833825156093,5.053265574962724,4.359235168630076,337042.707318863773253,3.931081414222717,9.408251667022711
219,75000200008676.0,219,66306.000000000000000,1657650.000000000000000,67,120,53,85.991086779477698,7.078982402878347,5701725.000000000000000,54,80,119,84,95,Cook_Inlet,Cook_Inlet_75000200008676,66306.000000000000000,1657650.000000000000000,0.000000000000000,39.934062957763672,39.934062957763672,4.906189004645324,5.263610068723255,325309.768142012879252,3.118518233299255,12.046606063842773
220,75000200018667.0,220,82558.000000000000000,2063950.000000000000000,34,59,25,44.934591438746232,6.281164260298563,3709710.000000000000000,26,50,59,48,51,Cook_Inlet,Cook_Inlet_75000200018667,82558.000000000000000,2063950.000000000000000,0.000000000000000,41.359462738037109,41.359462738037109,2.552943079000299,4.628585978113123,210765.874716106685810,0.945728421211243,5.972484064102178
221,75000200011572.0,221,6209.000000000000000,155225.000000000000000,119,163,44,137.560476727332144,10.777651018357300,854113.000000000000000,45,132,163,135,154,Cook_Inlet,Cook_Inlet_75000200011572,6209.000000000000000,155225.000000000000000,0.064058601856232,38.658153533935547,38.594094932079315,5.891854332495648,6.205677526574470,36582.523550465477456,3.488201379776001,14.489308357238770
222,75000200011623.0,222,35687.000000000000000,892175.000000000000000,118,200,82,150.546081206041151,18.130855999935562,5372538.000000000000000,83,137,200,154,174,Cook_Inlet,Cook_Inlet_75000200011623,35687.000000000000000,892175.000000000000000,0.000000000000000,43.399257659912109,43.399257659912109,5.944684568858036,6.259548305031386,212147.958208836731501,3.853889226913452,12.831574440002441
223,75000200019765.0,223,14476.000000000000000,361900.000000000000000,200,221,21,210.871373307543735,4.005319903702133,3052574.000000000000000,22,210,200,211,216,Cook_Inlet,Cook_Inlet_75000200019765,14476.000000000000000,361900.000000000000000,0.020257117226720,18.455442428588867,18.435185311362147,2.741554388628818,2.279217177325909,39686.741329790776945,2.048702239990234,5.691734313964844
224,75000200016095.0,224,31796.000000000000000,794900.000000000000000,18,47,29,27.193766511510869,4.632456739656694,864653.000000000000000,30,27,47,27,34,Cook_Inlet,Cook_Inlet_75000200016095,31796.000000000000000,794900.000000000000000,0.000000000000000,35.095001220703125,35.095001220703125,3.297728270894554,4.207227098647839,104854.568101363242022,1.434527635574341,8.966495513916016
