OID_,non_wetland_area,wetland_area,region,wtd_wet_per,cat_ID_txt,cat_ID_con
41,212109900.000000000000000,1163500.000000000000000,Cook_Inlet,0.5455439,75004300006071,Cook_Inlet_75004300006071
42,522677800.000000000000000,48241500.000000000000000,Cook_Inlet,8.4497929,75004300004324,Cook_Inlet_75004300004324
43,40734500.000000000000000,999600.000000000000000,Cook_Inlet,2.3951638,75004300001288,Cook_Inlet_75004300001288
44,41526200.000000000000000,3280900.000000000000000,Cook_Inlet,7.3222771,75004300006013,Cook_Inlet_75004300006013
45,123576600.000000000000000,1978200.000000000000000,Cook_Inlet,1.5755670,75004400004829,Cook_Inlet_75004400004829
46,276258400.000000000000000,2009300.000000000000000,Cook_Inlet,0.7220744,75004400000576,Cook_Inlet_75004400000576
47,470937700.000000000000000,174791000.000000000000000,Cook_Inlet,27.0687981,75004400006041,Cook_Inlet_75004400006041
48,31480900.000000000000000,15851400.000000000000000,Cook_Inlet,33.4896049,75004400010402,Cook_Inlet_75004400010402
49,87496000.000000000000000,227700.000000000000000,Cook_Inlet,0.2595650,75004400008856,Cook_Inlet_75004400008856
50,161467400.000000000000000,2447300.000000000000000,Cook_Inlet,1.4930327,75004400010754,Cook_Inlet_75004400010754
51,33756100.000000000000000,201700.000000000000000,Cook_Inlet,0.5939725,75004400010810,Cook_Inlet_75004400010810
52,140634300.000000000000000,995800.000000000000000,Cook_Inlet,0.7030991,75004400002950,Cook_Inlet_75004400002950
53,63899900.000000000000000,2788100.000000000000000,Cook_Inlet,4.1808124,75004400009144,Cook_Inlet_75004400009144
54,82533400.000000000000000,617500.000000000000000,Cook_Inlet,0.7426258,75004400006357,Cook_Inlet_75004400006357
55,100762100.000000000000000,18236500.000000000000000,Cook_Inlet,15.3249702,75004400007385,Cook_Inlet_75004400007385
56,130673400.000000000000000,984400.000000000000000,Cook_Inlet,0.7476959,75004400007948,Cook_Inlet_75004400007948
57,142248800.000000000000000,2238600.000000000000000,Cook_Inlet,1.5493393,75004400009261,Cook_Inlet_75004400009261
58,73853200.000000000000000,24972500.000000000000000,Cook_Inlet,25.2692375,75004400001510,Cook_Inlet_75004400001510
59,84584500.000000000000000,11445500.000000000000000,Cook_Inlet,11.9186716,75004400007387,Cook_Inlet_75004400007387
60,50401400.000000000000000,16019000.000000000000000,Cook_Inlet,24.1175900,75004400010320,Cook_Inlet_75004400010320
61,313900500.000000000000000,38546300.000000000000000,Cook_Inlet,10.9367714,75004400001568,Cook_Inlet_75004400001568
62,89322000.000000000000000,37243900.000000000000000,Cook_Inlet,29.4264889,75004400008917,Cook_Inlet_75004400008917
63,1666301000.000000000000000,7396000.000000000000000,Cook_Inlet,0.4418960,75004400001952,Cook_Inlet_75004400001952
64,74687400.000000000000000,143100.000000000000000,Cook_Inlet,0.1912322,75004400009919,Cook_Inlet_75004400009919
65,4828387700.000000000000000,330451000.000000000000000,Cook_Inlet,6.4055309,75004400001498,Cook_Inlet_75004400001498
66,347387400.000000000000000,13182600.000000000000000,Cook_Inlet,3.6560445,75004400011711,Cook_Inlet_75004400011711
67,15343800.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75004400003452,Cook_Inlet_75004400003452
68,36791600.000000000000000,6769600.000000000000000,Cook_Inlet,15.5404348,75004400007388,Cook_Inlet_75004400007388
69,410437800.000000000000000,150700.000000000000000,Cook_Inlet,0.0367034,75004400000627,Cook_Inlet_75004400000627
70,561454200.000000000000000,120680100.000000000000000,Cook_Inlet,17.6915455,75004400003042,Cook_Inlet_75004400003042
71,83840200.000000000000000,146500.000000000000000,Cook_Inlet,0.1744324,75004400002041,Cook_Inlet_75004400002041
72,55345600.000000000000000,177900.000000000000000,Cook_Inlet,0.3204049,75004400011322,Cook_Inlet_75004400011322
73,99779900.000000000000000,1299900.000000000000000,Cook_Inlet,1.2860136,75004400001872,Cook_Inlet_75004400001872
74,123520600.000000000000000,617500.000000000000000,Cook_Inlet,0.4974299,75004400009331,Cook_Inlet_75004400009331
75,66603100.000000000000000,997500.000000000000000,Cook_Inlet,1.4755787,75004400009308,Cook_Inlet_75004400009308
76,78727300.000000000000000,207900.000000000000000,Cook_Inlet,0.2633806,75004400006846,Cook_Inlet_75004400006846
77,3170702400.000000000000000,35236700.000000000000000,Cook_Inlet,1.0991069,75004400003154,Cook_Inlet_75004400003154
78,36665000.000000000000000,675100.000000000000000,Cook_Inlet,1.8079759,75004400002951,Cook_Inlet_75004400002951
79,141576500.000000000000000,2238600.000000000000000,Cook_Inlet,1.5565820,75004400009260,Cook_Inlet_75004400009260
80,106995300.000000000000000,2973700.000000000000000,Cook_Inlet,2.7041256,75000100000981,Cook_Inlet_75000100000981
81,234545600.000000000000000,26000.000000000000000,Cook_Inlet,0.0110840,75000100003094,Cook_Inlet_75000100003094
82,77135200.000000000000000,1953700.000000000000000,Cook_Inlet,2.4702582,75000100003947,Cook_Inlet_75000100003947
83,314318600.000000000000000,5173000.000000000000000,Cook_Inlet,1.6191349,75000100002463,Cook_Inlet_75000100002463
84,72781000.000000000000000,167300.000000000000000,Cook_Inlet,0.2293405,75000100001919,Cook_Inlet_75000100001919
85,77932700.000000000000000,2938600.000000000000000,Cook_Inlet,3.6336746,75000100004336,Cook_Inlet_75000100004336
86,168270200.000000000000000,3258900.000000000000000,Cook_Inlet,1.8999108,75000100000004,Cook_Inlet_75000100000004
87,251494200.000000000000000,71668900.000000000000000,Cook_Inlet,22.1773148,75000100000652,Cook_Inlet_75000100000652
88,56821700.000000000000000,613900.000000000000000,Cook_Inlet,1.0688493,75000100004200,Cook_Inlet_75000100004200
89,152568000.000000000000000,29746700.000000000000000,Cook_Inlet,16.3161278,75000100002523,Cook_Inlet_75000100002523
90,35684700.000000000000000,246500.000000000000000,Cook_Inlet,0.6860333,75000100000059,Cook_Inlet_75000100000059
91,70711300.000000000000000,7081700.000000000000000,Cook_Inlet,9.1032610,75000400000173,Cook_Inlet_75000400000173
92,5274400400.000000000000000,52458700.000000000000000,Cook_Inlet,0.9847961,75000400009620,Cook_Inlet_75000400009620
93,15398500.000000000000000,732000.000000000000000,Cook_Inlet,4.5379872,75000400014405,Cook_Inlet_75000400014405
94,130315500.000000000000000,132300.000000000000000,Cook_Inlet,0.1014199,75000400014403,Cook_Inlet_75000400014403
95,15647505700.000000000000000,639390500.000000000000000,Cook_Inlet,3.9257972,75000700036166,Cook_Inlet_75000700036166
96,12770683200.000000000000000,592037400.000000000000000,Cook_Inlet,4.4305153,75000700030756,Cook_Inlet_75000700030756
97,2240863100.000000000000000,140914700.000000000000000,Cook_Inlet,5.9163661,75000700032122,Cook_Inlet_75000700032122
98,397704900.000000000000000,9388100.000000000000000,Cook_Inlet,2.3061316,75000500009621,Cook_Inlet_75000500009621
99,97600100.000000000000000,2154800.000000000000000,Cook_Inlet,2.1600945,75000500011984,Cook_Inlet_75000500011984
100,121609800.000000000000000,4432100.000000000000000,Cook_Inlet,3.5163703,75000500009975,Cook_Inlet_75000500009975
101,6361754600.000000000000000,166870600.000000000000000,Cook_Inlet,2.5559838,75000500010609,Cook_Inlet_75000500010609
102,5182557700.000000000000000,29704600.000000000000000,Cook_Inlet,0.5698984,75000300025361,Cook_Inlet_75000300025361
103,14330836600.000000000000000,1463951200.000000000000000,Cook_Inlet,9.2685719,75000600010189,Cook_Inlet_75000600010189
104,167312900.000000000000000,2568400.000000000000000,Cook_Inlet,1.5118792,75000600030148,Cook_Inlet_75000600030148
105,235165000.000000000000000,124046300.000000000000000,Cook_Inlet,34.5329628,75000200008033,Cook_Inlet_75000200008033
106,248389500.000000000000000,127127100.000000000000000,Cook_Inlet,33.8539238,75000200002920,Cook_Inlet_75000200002920
107,202899300.000000000000000,105457300.000000000000000,Cook_Inlet,34.1997871,75000200000411,Cook_Inlet_75000200000411
108,355782800.000000000000000,43889200.000000000000000,Cook_Inlet,10.9813051,75000200008551,Cook_Inlet_75000200008551
109,62512400.000000000000000,4500.000000000000000,Cook_Inlet,0.0071981,75000200007305,Cook_Inlet_75000200007305
110,28301200.000000000000000,22949500.000000000000000,Cook_Inlet,44.7789001,75000200015657,Cook_Inlet_75000200015657
111,254514100.000000000000000,159019500.000000000000000,Cook_Inlet,38.4538269,75000200003107,Cook_Inlet_75000200003107
112,22429100.000000000000000,9835900.000000000000000,Cook_Inlet,30.4847355,75000200008009,Cook_Inlet_75000200008009
113,27726177700.000000000000000,942883000.000000000000000,Cook_Inlet,3.2888520,75000200013536,Cook_Inlet_75000200013536
114,246365200.000000000000000,149235400.000000000000000,Cook_Inlet,37.7237549,75000200015867,Cook_Inlet_75000200015867
115,8134700.000000000000000,9771400.000000000000000,Cook_Inlet,54.5702286,75000200010712,Cook_Inlet_75000200010712
116,7981800.000000000000000,10009900.000000000000000,Cook_Inlet,55.6362114,75000200003070,Cook_Inlet_75000200003070
117,355618400.000000000000000,25802800.000000000000000,Cook_Inlet,6.7649097,75000200006065,Cook_Inlet_75000200006065
118,201810000.000000000000000,102760300.000000000000000,Cook_Inlet,33.7394371,75000200010532,Cook_Inlet_75000200010532
119,238122300.000000000000000,138530600.000000000000000,Cook_Inlet,36.7793808,75000200005573,Cook_Inlet_75000200005573
120,246114900.000000000000000,148545500.000000000000000,Cook_Inlet,37.6388168,75000200005575,Cook_Inlet_75000200005575
121,955736800.000000000000000,688123900.000000000000000,Cook_Inlet,41.8602333,75000200018331,Cook_Inlet_75000200018331
122,743003800.000000000000000,446522900.000000000000000,Cook_Inlet,37.5378609,75000200005504,Cook_Inlet_75000200005504
123,554615700.000000000000000,355242300.000000000000000,Cook_Inlet,39.0437088,75000200003013,Cook_Inlet_75000200003013
124,232132400.000000000000000,118700100.000000000000000,Cook_Inlet,33.8338394,75000200015680,Cook_Inlet_75000200015680
125,179608100.000000000000000,70347100.000000000000000,Cook_Inlet,28.1438828,75000200000416,Cook_Inlet_75000200000416
126,41834500.000000000000000,18937000.000000000000000,Cook_Inlet,31.1609879,75000200005413,Cook_Inlet_75000200005413
127,158168900.000000000000000,76594400.000000000000000,Cook_Inlet,32.6262245,75000200002930,Cook_Inlet_75000200002930
128,2910100.000000000000000,568000.000000000000000,Cook_Inlet,16.3307552,75000200010359,Cook_Inlet_75000200010359
129,35749600.000000000000000,13771100.000000000000000,Cook_Inlet,27.8087749,75000200010144,Cook_Inlet_75000200010144
130,115343300.000000000000000,42879100.000000000000000,Cook_Inlet,27.1005249,75000200018266,Cook_Inlet_75000200018266
131,53233500.000000000000000,26595000.000000000000000,Cook_Inlet,33.3151703,75000200002753,Cook_Inlet_75000200002753
132,38399000.000000000000000,21089700.000000000000000,Cook_Inlet,35.4516068,75000200015505,Cook_Inlet_75000200015505
133,14439000.000000000000000,15744300.000000000000000,Cook_Inlet,52.1622887,75000200015584,Cook_Inlet_75000200015584
134,859300.000000000000000,745500.000000000000000,Cook_Inlet,46.4543877,75000200002806,Cook_Inlet_75000200002806
135,41778000.000000000000000,21579400.000000000000000,Cook_Inlet,34.0597954,75000200007853,Cook_Inlet_75000200007853
136,62559800.000000000000000,23287200.000000000000000,Cook_Inlet,27.1264000,75000200018577,Cook_Inlet_75000200018577
137,31318200.000000000000000,12414600.000000000000000,Cook_Inlet,28.3873882,75000200015695,Cook_Inlet_75000200015695
138,1171700.000000000000000,750500.000000000000000,Cook_Inlet,39.0438042,75000200013033,Cook_Inlet_75000200013033
139,3597800.000000000000000,3844800.000000000000000,Cook_Inlet,51.6593666,75000200005075,Cook_Inlet_75000200005075
140,108556400.000000000000000,50668600.000000000000000,Cook_Inlet,31.8220119,75000200007839,Cook_Inlet_75000200007839
141,1615300.000000000000000,1837100.000000000000000,Cook_Inlet,53.2122574,75000200007958,Cook_Inlet_75000200007958
142,70825300.000000000000000,24377700.000000000000000,Cook_Inlet,25.6060200,75000200013189,Cook_Inlet_75000200013189
143,156763000.000000000000000,74181700.000000000000000,Cook_Inlet,32.1209793,75000200002934,Cook_Inlet_75000200002934
144,2319100.000000000000000,544500.000000000000000,Cook_Inlet,19.0145264,75000200018235,Cook_Inlet_75000200018235
145,939100.000000000000000,888500.000000000000000,Cook_Inlet,48.6156693,75000200013258,Cook_Inlet_75000200013258
146,1943100.000000000000000,3797800.000000000000000,Cook_Inlet,66.1533890,75000200018069,Cook_Inlet_75000200018069
147,103305400.000000000000000,36883800.000000000000000,Cook_Inlet,26.3100147,75000200013187,Cook_Inlet_75000200013187
148,5356400.000000000000000,4710000.000000000000000,Cook_Inlet,46.7893181,75000200007646,Cook_Inlet_75000200007646
149,4945300.000000000000000,3586300.000000000000000,Cook_Inlet,42.0354919,75000200000010,Cook_Inlet_75000200000010
150,103208200.000000000000000,36824100.000000000000000,Cook_Inlet,26.2968616,75000200013185,Cook_Inlet_75000200013185
151,11130700.000000000000000,8356200.000000000000000,Cook_Inlet,42.8811150,75000200010344,Cook_Inlet_75000200010344
152,128455200.000000000000000,51229200.000000000000000,Cook_Inlet,28.5106544,75000200010538,Cook_Inlet_75000200010538
153,103410900.000000000000000,36906000.000000000000000,Cook_Inlet,26.3018932,75000200010547,Cook_Inlet_75000200010547
154,3454800.000000000000000,4882900.000000000000000,Cook_Inlet,58.5641136,75000200005606,Cook_Inlet_75000200005606
155,1460700.000000000000000,892600.000000000000000,Cook_Inlet,37.9297142,75000200002554,Cook_Inlet_75000200002554
156,44754600.000000000000000,0.000000000000000,Cook_Inlet,0.0000000,75000200017518,Cook_Inlet_75000200017518
157,900989900.000000000000000,666852000.000000000000000,Cook_Inlet,42.5331154,75000200018332,Cook_Inlet_75000200018332
158,30481800.000000000000000,13129200.000000000000000,Cook_Inlet,30.1052494,75000200015469,Cook_Inlet_75000200015469
159,125644000.000000000000000,48560000.000000000000000,Cook_Inlet,27.8753643,75000200010540,Cook_Inlet_75000200010540
160,895102300.000000000000000,17172200.000000000000000,Cook_Inlet,1.8823501,75000200018806,Cook_Inlet_75000200018806
161,540393300.000000000000000,324158700.000000000000000,Cook_Inlet,37.4944115,75000200003094,Cook_Inlet_75000200003094
162,116070800.000000000000000,4500.000000000000000,Cook_Inlet,0.0038768,75000200014914,Cook_Inlet_75000200014914
163,76982300.000000000000000,37388900.000000000000000,Cook_Inlet,32.6908340,75000200007639,Cook_Inlet_75000200007639
164,554599200.000000000000000,355232500.000000000000000,Cook_Inlet,39.0437584,75000200013266,Cook_Inlet_75000200013266
165,6650300.000000000000000,6637400.000000000000000,Cook_Inlet,49.9514580,75000200010391,Cook_Inlet_75000200010391
166,12809100.000000000000000,29836900.000000000000000,Cook_Inlet,69.9641266,75000200015860,Cook_Inlet_75000200015860
167,52177200.000000000000000,20592000.000000000000000,Cook_Inlet,28.2976856,75000200005503,Cook_Inlet_75000200005503
