OBJECTID,cat_ID_con,NHDPlusID,dist_catch_coast_km,TotDASqKm
-1,Cook_Inlet_75004400001670,75004400001670.000000000000000,40.122957964814411,33.13237496
-1,Cook_Inlet_75004400003165,75004400003165.000000000000000,36.404770155726276,449.13992512
-1,Cook_Inlet_75004400000627,75004400000627.000000000000000,0.416863468263680,410.58922488
-1,Cook_Inlet_75004400009412,75004400009412.000000000000000,42.166861343162395,285.86355013
-1,Cook_Inlet_75004400002718,75004400002718.000000000000000,13.832012657602275,201.22004998
-1,Cook_Inlet_75004400005344,75004400005344.000000000000000,33.060358581728131,45.00724992
-1,Cook_Inlet_75004400008192,75004400008192.000000000000000,13.209162574334476,319.82265002
-1,Cook_Inlet_75004400002258,75004400002258.000000000000000,0.767764150957052,196.1154748
-1,Cook_Inlet_75004400010422,75004400010422.000000000000000,0.178398500540533,692.97395027
-1,Cook_Inlet_75004400001443,75004400001443.000000000000000,2.543166498665323,66.24957492
-1,Cook_Inlet_75004400001656,75004400001656.000000000000000,0.843531787404684,30.05067499
-1,Cook_Inlet_75004400002041,75004400002041.000000000000000,43.338181461225616,83.98835009
-1,Cook_Inlet_75004400011322,75004400011322.000000000000000,18.764933395528757,55.52055001
-1,Cook_Inlet_75004400007550,75004400007550.000000000000000,31.978162363289893,322.34262488
-1,Cook_Inlet_75004400004850,75004400004850.000000000000000,1.386780431856970,156.30472497
-1,Cook_Inlet_75004400008859,75004400008859.000000000000000,15.597931251027912,301.47942509
-1,Cook_Inlet_75004400009331,75004400009331.000000000000000,45.912531771343247,1415.5495507
-1,Cook_Inlet_75004400000153,75004400000153.000000000000000,13.260449995163038,526.5680752
-1,Cook_Inlet_75004400010386,75004400010386.000000000000000,0.058543410484189,5470.520226
-1,Cook_Inlet_75004400009308,75004400009308.000000000000000,37.490027397185457,67.60019993
-1,Cook_Inlet_75004400003815,75004400003815.000000000000000,23.651199622292150,45.77924993
-1,Cook_Inlet_75004400007996,75004400007996.000000000000000,9.650346132818362,282.57597507
-1,Cook_Inlet_75004400010639,75004400010639.000000000000000,52.824363976429154,68.58409995
-1,Cook_Inlet_75004400001521,75004400001521.000000000000000,6.694341711406799,118.99602488
-1,Cook_Inlet_75004400010351,75004400010351.000000000000000,40.811186766440514,76.91615012
-1,Cook_Inlet_75004400004166,75004400004166.000000000000000,0.950182046633039,18.18142502
-1,Cook_Inlet_75004400000141,75004400000141.000000000000000,0.535401224186235,44.21027509
-1,Cook_Inlet_75004400002954,75004400002954.000000000000000,28.170157571418237,119.95082502
-1,Cook_Inlet_75004400007686,75004400007686.000000000000000,15.397529951359560,72.30734996
-1,Cook_Inlet_75004400004707,75004400004707.000000000000000,19.392024072033429,216.9316
-1,Cook_Inlet_75004400007493,75004400007493.000000000000000,16.382745385444711,352.51259996
-1,Cook_Inlet_75004400010627,75004400010627.000000000000000,17.335732224256592,99.8974001
-1,Cook_Inlet_75004400004344,75004400004344.000000000000000,6.468900235089513,164.24760023
-1,Cook_Inlet_75004400004213,75004400004213.000000000000000,14.543668033146961,60.98154999
-1,Cook_Inlet_75004400007351,75004400007351.000000000000000,12.646194746868158,96.95405006
-1,Cook_Inlet_75004400002957,75004400002957.000000000000000,33.044556183140209,108.87004986
-1,Cook_Inlet_75004400000171,75004400000171.000000000000000,0.589785734900612,110.75582486
