OID_,cat_ID_txt,FType,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,region,cat_ID,cat_ID_con
25,1016825,390,4643240.526917229406536,6.600049646230120,Bristol_Bay,1016825,Bristol_Bay_1016825
26,1021823,390,3228016.991836609318852,7.544792862487312,Bristol_Bay,1021823,Bristol_Bay_1021823
27,1021914,390,56491.310951842824579,0.042745606325691,Bristol_Bay,1021914,Bristol_Bay_1021914
28,1021984,390,15630203.987514713779092,15.544197940310973,Bristol_Bay,1021984,Bristol_Bay_1021984
29,1022284,390,30792490.794587716460228,14.150837283400428,Bristol_Bay,1022284,Bristol_Bay_1022284
30,1023034,390,1216169329.753088951110840,37.330466380863022,Bristol_Bay,1023034,Bristol_Bay_1023034
31,1024403,390,252301.636906810657820,0.459959595476657,Bristol_Bay,1024403,Bristol_Bay_1024403
32,1025113,390,400612.435900028969627,0.330145244482047,Bristol_Bay,1025113,Bristol_Bay_1025113
33,1025432,390,6125166.602457924745977,9.529536250860241,Bristol_Bay,1025432,Bristol_Bay_1025432
34,1025533,390,1953483.371601387625560,1.487588503398894,Bristol_Bay,1025533,Bristol_Bay_1025533
35,1025683,390,144962.500575081125135,0.077561240046228,Bristol_Bay,1025683,Bristol_Bay_1025683
36,1025783,390,16720621.114811925217509,14.119391499472592,Bristol_Bay,1025783,Bristol_Bay_1025783
37,1026233,390,17242946.120342478156090,8.360196033630212,Bristol_Bay,1026233,Bristol_Bay_1026233
38,1026463,390,37436531.414384268224239,13.863949397223127,Bristol_Bay,1026463,Bristol_Bay_1026463
39,1026613,390,2681447.231303243897855,0.355831779130642,Bristol_Bay,1026613,Bristol_Bay_1026613
40,1026983,390,1287437856.426685571670532,32.896668236499529,Bristol_Bay,1026983,Bristol_Bay_1026983
41,1027852,390,1411932.626222998835146,1.193782082287807,Bristol_Bay,1027852,Bristol_Bay_1027852
42,1028122,390,1259215.762243792414665,7.424796352766530,Bristol_Bay,1028122,Bristol_Bay_1028122
43,1028212,390,64669.361804117652355,0.044149629468593,Bristol_Bay,1028212,Bristol_Bay_1028212
44,1028322,390,3213242.347679729107767,1.291605138568661,Bristol_Bay,1028322,Bristol_Bay_1028322
45,1029732,390,1263883.081038129515946,0.373724688762067,Bristol_Bay,1029732,Bristol_Bay_1029732
46,1029872,390,1981032.149942020419985,0.907550528323281,Bristol_Bay,1029872,Bristol_Bay_1029872
47,1030062,390,24007965.291496913880110,13.558766387390527,Bristol_Bay,1030062,Bristol_Bay_1030062
48,1030462,390,6802559.664166324771941,6.892988784023935,Bristol_Bay,1030462,Bristol_Bay_1030462
49,1030642,390,20407374.384659312665462,10.567740571134971,Bristol_Bay,1030642,Bristol_Bay_1030642
50,1031022,390,9990477.613032603636384,0.691095430253619,Bristol_Bay,1031022,Bristol_Bay_1031022
51,2019230,390,217810.022436739673140,0.071304412105066,Bristol_Bay,2019230,Bristol_Bay_2019230
52,2019750,390,557767.730722167179920,0.138622982754176,Bristol_Bay,2019750,Bristol_Bay_2019750
53,2020120,390,615533.736082452582195,0.120134265095239,Bristol_Bay,2020120,Bristol_Bay_2020120
54,2040601,390,696676.295528694870882,0.069654715568603,Bristol_Bay,2040601,Bristol_Bay_2040601
55,2041261,390,757132.609509479021654,0.066597393618583,Bristol_Bay,2041261,Bristol_Bay_2041261
56,2042341,390,169106.650356311904034,0.039711765912442,Bristol_Bay,2042341,Bristol_Bay_2042341
57,2059915,390,4053888.246438571717590,7.936677597235932,Bristol_Bay,2059915,Bristol_Bay_2059915
58,2060975,390,8072987.533673227764666,8.873277285312883,Bristol_Bay,2060975,Bristol_Bay_2060975
59,2061205,390,6691379.427709281444550,4.724552815266607,Bristol_Bay,2061205,Bristol_Bay_2061205
60,2061325,390,13672125.849278926849365,7.762299287068967,Bristol_Bay,2061325,Bristol_Bay_2061325
61,2063167,390,111540.773265947616892,0.124475661645879,Bristol_Bay,2063167,Bristol_Bay_2063167
62,2063257,390,337663.370355272549205,0.513381506361217,Bristol_Bay,2063257,Bristol_Bay_2063257
63,2064245,390,292107.982594737375621,0.321351269467554,Bristol_Bay,2064245,Bristol_Bay_2064245
64,2064385,390,17870940.614224180579185,16.819392213063452,Bristol_Bay,2064385,Bristol_Bay_2064385
65,2065025,390,400951.251910925784614,0.766958347589001,Bristol_Bay,2065025,Bristol_Bay_2065025
66,2065485,390,14267188.319403577595949,5.986906694588725,Bristol_Bay,2065485,Bristol_Bay_2065485
67,2065885,390,18284267.198739517480135,5.474651124463708,Bristol_Bay,2065885,Bristol_Bay_2065885
68,2066555,390,1781655.887743201339617,1.708976533717273,Bristol_Bay,2066555,Bristol_Bay_2066555
69,2066734,390,23713.898045073110552,0.043908807602072,Bristol_Bay,2066734,Bristol_Bay_2066734
70,2066827,390,656304.086859287228435,1.061414288859784,Bristol_Bay,2066827,Bristol_Bay_2066827
71,2067075,390,20948651.858805503696203,6.638239818061073,Bristol_Bay,2067075,Bristol_Bay_2067075
72,2067097,390,943930.468815325992182,0.715351380726322,Bristol_Bay,2067097,Bristol_Bay_2067097
73,2067114,390,331419.187580446479842,0.877090545173758,Bristol_Bay,2067114,Bristol_Bay_2067114
74,2067195,390,2004152.275303574278951,5.714931763377526,Bristol_Bay,2067195,Bristol_Bay_2067195
75,2067465,390,16462577.594627432525158,6.164777599927461,Bristol_Bay,2067465,Bristol_Bay_2067465
76,2067604,390,3089311.279126501176506,4.829735413959173,Bristol_Bay,2067604,Bristol_Bay_2067604
77,2068147,390,219711968.476722538471222,16.174253733695043,Bristol_Bay,2068147,Bristol_Bay_2068147
78,2068305,390,39847097.970024548470974,10.012507869882834,Bristol_Bay,2068305,Bristol_Bay_2068305
79,2068474,390,2739586.565041770227253,5.247817833093769,Bristol_Bay,2068474,Bristol_Bay_2068474
80,2068514,390,2273922.006548847071826,5.696882407075117,Bristol_Bay,2068514,Bristol_Bay_2068514
81,2068597,390,31350829.719906818121672,5.363249859536642,Bristol_Bay,2068597,Bristol_Bay_2068597
82,2068715,390,4909100.479781261645257,4.892154058123920,Bristol_Bay,2068715,Bristol_Bay_2068715
83,2068895,390,36688614.947430305182934,7.044841830541065,Bristol_Bay,2068895,Bristol_Bay_2068895
84,2069087,390,167303424.576497077941895,18.119355637433106,Bristol_Bay,2069087,Bristol_Bay_2069087
85,2069134,390,3988524.472213672474027,4.418556018121311,Bristol_Bay,2069134,Bristol_Bay_2069134
86,2069144,390,1398420.824261513072997,1.797010284417250,Bristol_Bay,2069144,Bristol_Bay_2069144
87,2069287,390,170866563.004866540431976,16.723742436125814,Bristol_Bay,2069287,Bristol_Bay_2069287
88,2069334,390,10173065.072686130180955,5.635731780485485,Bristol_Bay,2069334,Bristol_Bay_2069334
89,2069365,390,7141591.845893140882254,8.062789764902552,Bristol_Bay,2069365,Bristol_Bay_2069365
90,2069504,390,5016928.247422165237367,3.671367551241481,Bristol_Bay,2069504,Bristol_Bay_2069504
91,2069737,390,392840503.255521535873413,14.494170964462519,Bristol_Bay,2069737,Bristol_Bay_2069737
92,2069987,390,400503210.202836096286774,12.799767719802768,Bristol_Bay,2069987,Bristol_Bay_2069987
93,2070037,390,405940656.403336167335510,12.261313592529902,Bristol_Bay,2070037,Bristol_Bay_2070037
94,2070127,390,417767637.792154252529144,11.451243309102759,Bristol_Bay,2070127,Bristol_Bay_2070127
95,2070227,390,4082106042.292437553405762,17.235331896962318,Bristol_Bay,2070227,Bristol_Bay_2070227
96,2070527,390,4111873703.012152194976807,16.901809786204904,Bristol_Bay,2070527,Bristol_Bay_2070527
97,2070574,390,141832.057680217782035,0.158057268523198,Bristol_Bay,2070574,Bristol_Bay_2070574
98,2070607,390,4113603561.656772613525391,16.889992914854083,Bristol_Bay,2070607,Bristol_Bay_2070607
99,2072204,390,184998.996615115291206,0.209290508810743,Bristol_Bay,2072204,Bristol_Bay_2072204
100,2072244,390,298827.390402763849124,0.323199544882833,Bristol_Bay,2072244,Bristol_Bay_2072244
101,2073204,390,521757.745656572806183,0.203830808156773,Bristol_Bay,2073204,Bristol_Bay_2073204
102,2073484,390,1369333.062898016534746,0.411732905633571,Bristol_Bay,2073484,Bristol_Bay_2073484
103,2073634,390,3663765.188772331923246,0.754923790622218,Bristol_Bay,2073634,Bristol_Bay_2073634
104,2073694,390,2005583.505313157103956,3.843557169575467,Bristol_Bay,2073694,Bristol_Bay_2073694
105,2074054,390,3400126.302501986734569,2.059251116043566,Bristol_Bay,2074054,Bristol_Bay_2074054
106,2074434,390,2682520.238697242457420,1.047695311108059,Bristol_Bay,2074434,Bristol_Bay_2074434
107,2074484,390,3136330.918952338863164,1.149517880592834,Bristol_Bay,2074484,Bristol_Bay_2074484
108,2074724,390,5311483.790364752523601,1.633581918121282,Bristol_Bay,2074724,Bristol_Bay_2074724
109,2074794,390,7557607.386996687389910,2.143536902486889,Bristol_Bay,2074794,Bristol_Bay_2074794
110,2075404,390,723217.085619410732761,0.188822969233552,Bristol_Bay,2075404,Bristol_Bay_2075404
111,2076162,390,499654.269062907493208,1.104823612404936,Bristol_Bay,2076162,Bristol_Bay_2076162
112,2076174,390,654704.296402683947235,1.011259078647674,Bristol_Bay,2076174,Bristol_Bay_2076174
113,2076202,390,13330.005066657549833,0.016385610006229,Bristol_Bay,2076202,Bristol_Bay_2076202
114,2076254,390,1483708.586905302479863,1.176108432269115,Bristol_Bay,2076254,Bristol_Bay_2076254
115,2076454,390,519145928.810608804225922,5.884784978254997,Bristol_Bay,2076454,Bristol_Bay_2076454
116,2076994,390,521018230.341438114643097,5.837977915583345,Bristol_Bay,2076994,Bristol_Bay_2076994
117,2077232,390,139782.103655787970638,0.241127100697750,Bristol_Bay,2077232,Bristol_Bay_2077232
118,2077333,390,27002.352193021441053,0.086537125016093,Bristol_Bay,2077333,Bristol_Bay_2077333
119,2077902,390,338483.903851117356680,0.339981863943653,Bristol_Bay,2077902,Bristol_Bay_2077902
120,2078492,390,291685.602748459961731,0.149653341259822,Bristol_Bay,2078492,Bristol_Bay_2078492
121,2078522,390,4560183.281204057857394,3.997144993216840,Bristol_Bay,2078522,Bristol_Bay_2078522
122,2078786,390,1202227.356066082837060,2.699117353627702,Bristol_Bay,2078786,Bristol_Bay_2078786
123,2078822,390,22969.806196353507403,0.013625980697069,Bristol_Bay,2078822,Bristol_Bay_2078822
124,2078943,390,8477189.983059503138065,9.338971604807973,Bristol_Bay,2078943,Bristol_Bay_2078943
125,2079006,390,2659709.086396013852209,7.717421769560476,Bristol_Bay,2079006,Bristol_Bay_2079006
126,2079192,390,337660.004867657495197,0.080492690774831,Bristol_Bay,2079192,Bristol_Bay_2079192
127,2079556,390,821104.640600896091200,1.889534190459405,Bristol_Bay,2079556,Bristol_Bay_2079556
128,2079716,390,4907416.928376982919872,7.072163625800357,Bristol_Bay,2079716,Bristol_Bay_2079716
129,2079856,390,3123736.891604522708803,5.424811907118361,Bristol_Bay,2079856,Bristol_Bay_2079856
130,2080866,390,6834543.296155772171915,10.258919245811382,Bristol_Bay,2080866,Bristol_Bay_2080866
131,2080976,390,8309144.335417119786143,11.140682474501325,Bristol_Bay,2080976,Bristol_Bay_2080976
132,2081436,390,3630043.564343449193984,3.588492410719726,Bristol_Bay,2081436,Bristol_Bay_2081436
133,2081462,390,10055.995439905434978,0.016976900599840,Bristol_Bay,2081462,Bristol_Bay_2081462
134,2081466,390,10472386.465792328119278,9.651684434922037,Bristol_Bay,2081466,Bristol_Bay_2081466
135,2081566,390,10083198.140502016991377,5.596497313915038,Bristol_Bay,2081566,Bristol_Bay_2081566
136,2082396,390,5029722.460521794855595,3.743015846944470,Bristol_Bay,2082396,Bristol_Bay_2082396
137,2082463,390,30797886.176510937511921,3.635269512887519,Bristol_Bay,2082463,Bristol_Bay_2082463
138,2082586,390,15991931.575861202552915,5.129732745894689,Bristol_Bay,2082586,Bristol_Bay_2082586
139,2082856,390,14712763.808020712807775,5.493141280231486,Bristol_Bay,2082856,Bristol_Bay_2082856
140,2082862,390,10318394.905739611014724,1.351939119685365,Bristol_Bay,2082862,Bristol_Bay_2082862
141,2082873,390,591027.427674651960842,1.102042184580054,Bristol_Bay,2082873,Bristol_Bay_2082873
142,2083162,390,20407991.103070538491011,3.900092511720852,Bristol_Bay,2083162,Bristol_Bay_2083162
143,2083946,390,4041970.079204143490642,14.742514996860148,Bristol_Bay,2083946,Bristol_Bay_2083946
144,2084596,390,4183895.553327086381614,5.881007208528076,Bristol_Bay,2084596,Bristol_Bay_2084596
145,2084672,390,16056105.974788861349225,2.722386531656230,Bristol_Bay,2084672,Bristol_Bay_2084672
146,2084713,390,1390579.168291398324072,2.601747062637444,Bristol_Bay,2084713,Bristol_Bay_2084713
147,2084722,390,18998007.010434903204441,1.015541803358035,Bristol_Bay,2084722,Bristol_Bay_2084722
148,2084733,390,244352.108948897861410,0.344214568728777,Bristol_Bay,2084733,Bristol_Bay_2084733
149,2085216,390,17701829.899664267897606,6.942599228574302,Bristol_Bay,2085216,Bristol_Bay_2085216
150,2085396,390,2918220.830119139980525,1.509898102587246,Bristol_Bay,2085396,Bristol_Bay_2085396
151,2085476,390,1258451.051091672386974,1.717449820253284,Bristol_Bay,2085476,Bristol_Bay_2085476
152,2085482,390,79495191.108427479863167,4.709435774779113,Bristol_Bay,2085482,Bristol_Bay_2085482
153,2086106,390,4334843.782704709097743,2.785746094484030,Bristol_Bay,2086106,Bristol_Bay_2086106
154,2086192,390,91354147.220576092600822,3.091236917986724,Bristol_Bay,2086192,Bristol_Bay_2086192
155,2086386,390,9547736.117466785013676,2.833260368472545,Bristol_Bay,2086386,Bristol_Bay_2086386
156,2086766,390,213303744.594299554824829,18.009285687631053,Bristol_Bay,2086766,Bristol_Bay_2086766
157,2087126,390,6435050.760011210106313,3.724959905630006,Bristol_Bay,2087126,Bristol_Bay_2087126
158,2087276,390,8141581.841351971030235,3.706622657793126,Bristol_Bay,2087276,Bristol_Bay_2087276
159,2087446,390,16489153.225100703537464,9.961663583628626,Bristol_Bay,2087446,Bristol_Bay_2087446
160,2087846,390,72490383.524332791566849,8.381970435865064,Bristol_Bay,2087846,Bristol_Bay_2087846
161,2087903,390,457557929.387716293334961,6.027128803644315,Bristol_Bay,2087903,Bristol_Bay_2087903
162,2088163,390,511035146.575827240943909,5.938381967461321,Bristol_Bay,2088163,Bristol_Bay_2088163
163,2088346,390,26715350.033387131989002,13.916825220398746,Bristol_Bay,2088346,Bristol_Bay_2088346
164,2088616,390,38602126.759156502783298,11.879569576792569,Bristol_Bay,2088616,Bristol_Bay_2088616
165,2088766,390,3384507735.230134010314941,20.516392532435805,Bristol_Bay,2088766,Bristol_Bay_2088766
166,2089306,390,3501098299.672228813171387,19.335624521970892,Bristol_Bay,2089306,Bristol_Bay_2089306
167,2089656,390,3564187482.318573951721191,19.048474763938462,Bristol_Bay,2089656,Bristol_Bay_2089656
168,2089756,390,3569788303.532066822052002,18.949793398558619,Bristol_Bay,2089756,Bristol_Bay_2089756
169,2089766,390,3609044253.756951808929443,18.592594615017411,Bristol_Bay,2089766,Bristol_Bay_2089766
170,3006179,390,388848.378205730172340,0.799926719959124,Bristol_Bay,3006179,Bristol_Bay_3006179
171,3006389,390,1504364.003027665661648,0.828855257069001,Bristol_Bay,3006389,Bristol_Bay_3006389
172,3006540,390,1240358.984592948341742,1.892195859720476,Bristol_Bay,3006540,Bristol_Bay_3006540
173,3007140,390,14688849.637965006753802,3.019476353832436,Bristol_Bay,3007140,Bristol_Bay_3007140
174,3016021,390,237918.915602075954666,0.360758693914862,Bristol_Bay,3016021,Bristol_Bay_3016021
175,3016301,390,1919955.298406027024612,3.814308955105387,Bristol_Bay,3016301,Bristol_Bay_3016301
176,3017471,390,296552.055592683900613,0.381534226030198,Bristol_Bay,3017471,Bristol_Bay_3017471
177,3017701,390,12192706.523264130577445,7.903413415101005,Bristol_Bay,3017701,Bristol_Bay_3017701
178,3017708,390,247192.771828552969964,0.855193312651325,Bristol_Bay,3017708,Bristol_Bay_3017708
179,3018151,390,14343183.453865876421332,5.242677124545845,Bristol_Bay,3018151,Bristol_Bay_3018151
180,3018821,390,4945709.605873590335250,3.190920379651230,Bristol_Bay,3018821,Bristol_Bay_3018821
181,3018878,390,4423791.793966484256089,1.234686899468893,Bristol_Bay,3018878,Bristol_Bay_3018878
182,3019031,390,14799579.086302014067769,2.738085444072184,Bristol_Bay,3019031,Bristol_Bay_3019031
183,3021174,390,3081911.857929332181811,5.926890347333654,Bristol_Bay,3021174,Bristol_Bay_3021174
184,3021183,390,3184230.409684529528022,6.769672212728635,Bristol_Bay,3021183,Bristol_Bay_3021183
185,3021202,390,443326.606289674702566,0.959033379821216,Bristol_Bay,3021202,Bristol_Bay_3021202
186,3021744,390,87229.977788082687766,0.068635139806332,Bristol_Bay,3021744,Bristol_Bay_3021744
187,3021782,390,17454896.199300564825535,2.082834193873408,Bristol_Bay,3021782,Bristol_Bay_3021782
188,3021843,390,141255.123794198821997,0.189599612082123,Bristol_Bay,3021843,Bristol_Bay_3021843
189,3021962,390,139436.517946730426047,0.112132753205063,Bristol_Bay,3021962,Bristol_Bay_3021962
190,3022083,390,79212.433913478336763,0.085083081450480,Bristol_Bay,3022083,Bristol_Bay_3022083
191,3022292,390,1015840.516400538850576,0.316068350057262,Bristol_Bay,3022292,Bristol_Bay_3022292
192,3022743,390,675545.570521657122299,0.611055395170733,Bristol_Bay,3022743,Bristol_Bay_3022743
193,3022804,390,5375010.575843720696867,8.153072034856734,Bristol_Bay,3022804,Bristol_Bay_3022804
194,3023044,390,12781065.933050321415067,8.594676407193857,Bristol_Bay,3023044,Bristol_Bay_3023044
195,3023274,390,70700.016870246516191,0.095628955507857,Bristol_Bay,3023274,Bristol_Bay_3023274
196,3023593,390,1936551.932359556900337,3.902167206069922,Bristol_Bay,3023593,Bristol_Bay_3023593
197,3023733,390,16499943.327234933152795,5.175463990483052,Bristol_Bay,3023733,Bristol_Bay_3023733
198,3023814,390,21140681.727467477321625,2.115866871173933,Bristol_Bay,3023814,Bristol_Bay_3023814
199,3023823,390,52263544.210640311241150,5.131797460594358,Bristol_Bay,3023823,Bristol_Bay_3023823
200,3024163,390,2115489.374841439537704,0.496956201351887,Bristol_Bay,3024163,Bristol_Bay_3024163
201,3024213,390,87794460.092489674687386,11.836525926592147,Bristol_Bay,3024213,Bristol_Bay_3024213
202,3024343,390,867335496.298065900802612,12.841359707950689,Bristol_Bay,3024343,Bristol_Bay_3024343
203,3024543,390,1004248699.590299129486084,10.605274331480331,Bristol_Bay,3024543,Bristol_Bay_3024543
204,3024783,390,1014283013.139428138732910,10.561980973260601,Bristol_Bay,3024783,Bristol_Bay_3024783
205,3025485,390,1604363.046087398426607,3.016706678664447,Bristol_Bay,3025485,Bristol_Bay_3025485
206,3026577,390,561448.017847558832727,0.425664783040642,Bristol_Bay,3026577,Bristol_Bay_3026577
207,3028865,390,12483.213872833297501,0.013807551353337,Bristol_Bay,3028865,Bristol_Bay_3028865
208,3029305,390,24708.641347849927115,0.016545847003671,Bristol_Bay,3029305,Bristol_Bay_3029305
209,3030445,390,447253.856090903282166,0.132066955107338,Bristol_Bay,3030445,Bristol_Bay_3030445
210,3030555,390,1105263.428895801072940,0.224465185095124,Bristol_Bay,3030555,Bristol_Bay_3030555
211,3030955,390,87294431.995063573122025,11.170473058768316,Bristol_Bay,3030955,Bristol_Bay_3030955
212,3031385,390,130348948.684469491243362,6.661905866509329,Bristol_Bay,3031385,Bristol_Bay_3031385
213,3031465,390,130407466.639021903276443,6.652891954141032,Bristol_Bay,3031465,Bristol_Bay_3031465
214,3031556,390,698293.887628593482077,1.356961777432600,Bristol_Bay,3031556,Bristol_Bay_3031556
215,3031685,390,134278639.771373093128204,4.362052454549087,Bristol_Bay,3031685,Bristol_Bay_3031685
216,3032286,390,3156381.236800063401461,1.349957374898130,Bristol_Bay,3032286,Bristol_Bay_3032286
217,3032395,390,227223854.100887984037399,5.065341035340821,Bristol_Bay,3032395,Bristol_Bay_3032395
218,3033656,390,244844.659920464298921,0.298630744721511,Bristol_Bay,3033656,Bristol_Bay_3033656
219,3033796,390,4027334.337582797743380,1.019275627157504,Bristol_Bay,3033796,Bristol_Bay_3033796
220,3033946,390,266650.927757445315365,0.109141462133363,Bristol_Bay,3033946,Bristol_Bay_3033946
221,3034116,390,2373577.992645014543086,0.294081577251956,Bristol_Bay,3034116,Bristol_Bay_3034116
222,3034296,390,9804228.817067267373204,1.824831237215129,Bristol_Bay,3034296,Bristol_Bay_3034296
223,4031228,390,7413750.878618960268795,8.570810264299377,Bristol_Bay,4031228,Bristol_Bay_4031228
224,4031778,390,4330260.089249079115689,3.018383212139919,Bristol_Bay,4031778,Bristol_Bay_4031778
225,4032638,390,6098887.479899254627526,8.050996499024800,Bristol_Bay,4032638,Bristol_Bay_4032638
226,4032968,390,10087827.135305115953088,3.757572500752465,Bristol_Bay,4032968,Bristol_Bay_4032968
227,4033588,390,5139285.491891390644014,2.538665944095838,Bristol_Bay,4033588,Bristol_Bay_4033588
228,4033648,390,9893368.495004361495376,3.251419915118642,Bristol_Bay,4033648,Bristol_Bay_4033648
229,4033788,390,45104330.501041255891323,5.954400863403086,Bristol_Bay,4033788,Bristol_Bay_4033788
230,4033908,390,99542429.194349616765976,7.954112204769491,Bristol_Bay,4033908,Bristol_Bay_4033908
231,4034378,390,103246212.336765959858894,7.694035784709476,Bristol_Bay,4034378,Bristol_Bay_4034378
232,4049360,390,11503.461262283706674,0.013117025979044,Bristol_Bay,4049360,Bristol_Bay_4049360
233,4050100,390,2487014.647275994997472,4.160237012134363,Bristol_Bay,4050100,Bristol_Bay_4050100
234,4050230,390,74977.121723043994280,0.132801590072344,Bristol_Bay,4050230,Bristol_Bay_4050230
235,4050540,390,23312.543348744507966,0.024035656061350,Bristol_Bay,4050540,Bristol_Bay_4050540
236,4050550,390,1482371.366923015331849,1.709575685040595,Bristol_Bay,4050550,Bristol_Bay_4050550
237,4050990,390,1812207.247981731779873,2.378362068126942,Bristol_Bay,4050990,Bristol_Bay_4050990
238,4051060,390,312816.554698510328308,0.208385579987057,Bristol_Bay,4051060,Bristol_Bay_4051060
239,4051080,390,14039267.251629387959838,7.193858077668713,Bristol_Bay,4051080,Bristol_Bay_4051080
240,4051090,390,14114533.895443731918931,5.797020728039381,Bristol_Bay,4051090,Bristol_Bay_4051090
241,4051420,390,1664992.501538235461339,0.904882803039678,Bristol_Bay,4051420,Bristol_Bay_4051420
242,4051780,390,15627920.476700691506267,3.785558335562021,Bristol_Bay,4051780,Bristol_Bay_4051780
243,4052630,390,18618482.285960689187050,2.440876968456460,Bristol_Bay,4052630,Bristol_Bay_4052630
244,4053250,390,28869878.363275397568941,2.758324414835338,Bristol_Bay,4053250,Bristol_Bay_4053250
245,4054380,390,122456.814096308284206,0.085167145808409,Bristol_Bay,4054380,Bristol_Bay_4054380
246,4055160,390,2627156.165574062615633,0.819657687858481,Bristol_Bay,4055160,Bristol_Bay_4055160
247,4055510,390,33087971.694082513451576,1.978944255188484,Bristol_Bay,4055510,Bristol_Bay_4055510
248,4055830,390,24524025.406297564506531,5.132268235929558,Bristol_Bay,4055830,Bristol_Bay_4055830
249,4059867,390,5090584.774433307349682,6.208121063275691,Bristol_Bay,4059867,Bristol_Bay_4059867
250,4060207,390,451298.309242986433674,0.311011780480534,Bristol_Bay,4060207,Bristol_Bay_4060207
251,4060767,390,67261.489842025723192,0.077786555276874,Bristol_Bay,4060767,Bristol_Bay_4060767
252,4061677,390,3164995.630979266017675,3.457832554341324,Bristol_Bay,4061677,Bristol_Bay_4061677
253,4062507,390,2696381.598522821906954,2.940620734901539,Bristol_Bay,4062507,Bristol_Bay_4062507
254,4062707,390,20387867.465364929288626,6.531060367329664,Bristol_Bay,4062707,Bristol_Bay_4062707
255,4062797,390,4787117.897203288041055,2.334380079213503,Bristol_Bay,4062797,Bristol_Bay_4062797
256,4062937,390,2283509.125699890311807,4.625147100154522,Bristol_Bay,4062937,Bristol_Bay_4062937
257,4063287,390,4304292.448743800632656,1.088181305573062,Bristol_Bay,4063287,Bristol_Bay_4063287
258,4063447,390,12009923.206009192392230,2.569683194337587,Bristol_Bay,4063447,Bristol_Bay_4063447
259,4063637,390,81475025.829604879021645,23.046363648337884,Bristol_Bay,4063637,Bristol_Bay_4063637
260,4063687,390,2889736.723413335625082,2.379943340174580,Bristol_Bay,4063687,Bristol_Bay_4063687
261,4063777,390,87926760.500830903649330,10.567501698017304,Bristol_Bay,4063777,Bristol_Bay_4063777
262,4064097,390,92867233.238732501864433,7.740626139934928,Bristol_Bay,4064097,Bristol_Bay_4064097
263,4064277,390,74574760.639284327626228,12.913521576565406,Bristol_Bay,4064277,Bristol_Bay_4064277
264,4064797,390,76873402.645576521754265,10.931515691381225,Bristol_Bay,4064797,Bristol_Bay_4064797
265,4065007,390,79484054.791894942522049,9.195554381258562,Bristol_Bay,4065007,Bristol_Bay_4065007
266,4065317,390,89006609.180025011301041,8.497712154217728,Bristol_Bay,4065317,Bristol_Bay_4065317
267,4065337,390,93302338.070454999804497,8.427233033930641,Bristol_Bay,4065337,Bristol_Bay_4065337
268,4065477,390,480586028.905324816703796,13.606068157379189,Bristol_Bay,4065477,Bristol_Bay_4065477
269,4065606,390,626185.396165167563595,1.493869781151246,Bristol_Bay,4065606,Bristol_Bay_4065606
270,4065827,390,1099652402.347261428833008,3.692559638190931,Bristol_Bay,4065827,Bristol_Bay_4065827
271,4065957,390,1134720050.626941442489624,3.722487416247987,Bristol_Bay,4065957,Bristol_Bay_4065957
272,4066027,390,1137169756.496520042419434,3.724792122350792,Bristol_Bay,4066027,Bristol_Bay_4066027
273,4066267,390,1170376643.852691888809204,3.746174866286085,Bristol_Bay,4066267,Bristol_Bay_4066267
274,4066507,390,1172152567.839756488800049,3.737334239282201,Bristol_Bay,4066507,Bristol_Bay_4066507
275,4066577,390,1657856356.727395534515381,4.707880992742759,Bristol_Bay,4066577,Bristol_Bay_4066577
276,4066636,390,736511.011457780841738,1.345063447068994,Bristol_Bay,4066636,Bristol_Bay_4066636
277,4066776,390,54177.219698720822635,0.128314839145189,Bristol_Bay,4066776,Bristol_Bay_4066776
278,4066846,390,322157.921173341805115,0.498604624184309,Bristol_Bay,4066846,Bristol_Bay_4066846
279,4067116,390,5701602.324472471140325,10.147872259015669,Bristol_Bay,4067116,Bristol_Bay_4067116
280,4067236,390,2414658.910241014789790,3.160494533785439,Bristol_Bay,4067236,Bristol_Bay_4067236
281,4067386,390,938903.932412749854848,1.162379534595471,Bristol_Bay,4067386,Bristol_Bay_4067386
282,4067816,390,5728420.770522516220808,8.230312235400842,Bristol_Bay,4067816,Bristol_Bay_4067816
283,4068006,390,15006331.315359190106392,10.039130279263887,Bristol_Bay,4068006,Bristol_Bay_4068006
284,4068136,390,2364203.618786916602403,1.882031032358686,Bristol_Bay,4068136,Bristol_Bay_4068136
285,4068386,390,23614044.617479570209980,8.705917799936651,Bristol_Bay,4068386,Bristol_Bay_4068386
286,4070796,390,820273.778769130236469,1.829412438906042,Bristol_Bay,4070796,Bristol_Bay_4070796
287,4071086,390,281735.756771441258024,0.263622270561182,Bristol_Bay,4071086,Bristol_Bay_4071086
288,4071296,390,159925.718489693332231,0.271099136978304,Bristol_Bay,4071296,Bristol_Bay_4071296
289,4071596,390,1889956.570092629175633,0.749186012531367,Bristol_Bay,4071596,Bristol_Bay_4071596
290,4072006,390,2673219.251102000474930,2.764766189157380,Bristol_Bay,4072006,Bristol_Bay_4072006
291,4072026,390,673490.787305319099687,1.207862399196037,Bristol_Bay,4072026,Bristol_Bay_4072026
292,4072656,390,39659357.474751450121403,24.323597077166085,Bristol_Bay,4072656,Bristol_Bay_4072656
