OID_,cat_ID_txt,FType,AwcHuc12_wtd_lake_area_sqm,AwcHuc12_wtd_lake_per,region,cat_ID,cat_ID_con
293,4072876,390,3979392.076981953810900,1.824658421274344,Bristol_Bay,4072876,Bristol_Bay_4072876
294,4073126,390,1216119.551370062399656,0.848547459820108,Bristol_Bay,4073126,Bristol_Bay_4073126
295,4073416,390,34390891.223912261426449,9.887503090350364,Bristol_Bay,4073416,Bristol_Bay_4073416
296,4073536,390,1973798.772318171104416,0.952924299641806,Bristol_Bay,4073536,Bristol_Bay_4073536
297,4073586,390,36827410.366125635802746,8.314694216766574,Bristol_Bay,4073586,Bristol_Bay_4073586
298,4073646,390,7431732.876873866654932,1.781753459193902,Bristol_Bay,4073646,Bristol_Bay_4073646
299,4073786,390,228076.955444361199625,0.280450531255209,Bristol_Bay,4073786,Bristol_Bay_4073786
300,4074196,390,78986992.274923846125603,25.438366302888742,Bristol_Bay,4074196,Bristol_Bay_4074196
301,4074696,390,262869.230139676423278,0.281407814118152,Bristol_Bay,4074696,Bristol_Bay_4074696
302,4075046,390,359158.046538372000214,0.323351405318970,Bristol_Bay,4075046,Bristol_Bay_4075046
303,4075226,390,41004234.384878963232040,10.413292486513376,Bristol_Bay,4075226,Bristol_Bay_4075226
304,4075606,390,46128265.959798589348793,2.501305383442004,Bristol_Bay,4075606,Bristol_Bay_4075606
305,4075766,390,4304277.749115839600563,0.908435974089262,Bristol_Bay,4075766,Bristol_Bay_4075766
306,4075956,390,468093029.094338357448578,16.483728795919745,Bristol_Bay,4075956,Bristol_Bay_4075956
307,4076106,390,471211634.139146745204926,15.763412348580616,Bristol_Bay,4076106,Bristol_Bay_4076106
308,4076215,390,1287724.604561802465469,2.454122310344780,Bristol_Bay,4076215,Bristol_Bay_4076215
309,4076306,390,950023445.058900356292725,3.733331406165404,Bristol_Bay,4076306,Bristol_Bay_4076306
310,4076575,390,389155.338121741369832,0.741527925049336,Bristol_Bay,4076575,Bristol_Bay_4076575
311,4076616,390,1033431654.424832701683044,3.643377202665740,Bristol_Bay,4076616,Bristol_Bay_4076616
312,4078585,390,5092094.631398409605026,7.198924749729493,Bristol_Bay,4078585,Bristol_Bay_4078585
313,4078755,390,319616.378372809267603,0.638762627451814,Bristol_Bay,4078755,Bristol_Bay_4078755
314,4080045,390,82084.543564120234805,0.102104982148937,Bristol_Bay,4080045,Bristol_Bay_4080045
315,4080345,390,9483297.742249298840761,9.188859129173203,Bristol_Bay,4080345,Bristol_Bay_4080345
316,4080545,390,1049203.172467963071540,1.370758425419788,Bristol_Bay,4080545,Bristol_Bay_4080545
317,4080635,390,764913.044236899819225,1.474076514688289,Bristol_Bay,4080635,Bristol_Bay_4080635
318,4080805,390,3344546.717911317013204,1.752925459339887,Bristol_Bay,4080805,Bristol_Bay_4080805
319,4080875,390,2704708.427579992450774,1.646359435405226,Bristol_Bay,4080875,Bristol_Bay_4080875
320,4080935,390,2912925.870638492517173,2.815400400756294,Bristol_Bay,4080935,Bristol_Bay_4080935
321,4080945,390,8504772.027102852240205,4.862448216598775,Bristol_Bay,4080945,Bristol_Bay_4080945
322,4081035,390,565070.130428388831206,0.514599263830428,Bristol_Bay,4081035,Bristol_Bay_4081035
323,4081285,390,11213294.739118892699480,6.662520247052147,Bristol_Bay,4081285,Bristol_Bay_4081285
324,4082701,390,8647.176888809604861,0.028298884328785,Bristol_Bay,4082701,Bristol_Bay_4082701
325,4082741,390,11481.459964453844805,0.017607116732691,Bristol_Bay,4082741,Bristol_Bay_4082741
326,4082971,390,88233.961581050010864,0.189619963855089,Bristol_Bay,4082971,Bristol_Bay_4082971
327,4083101,390,653617.565550979110412,1.547881111789676,Bristol_Bay,4083101,Bristol_Bay_4083101
328,4083715,390,1074124.764925077324733,1.685417131397176,Bristol_Bay,4083715,Bristol_Bay_4083715
329,4084075,390,504660.132496042468119,0.333754698030343,Bristol_Bay,4084075,Bristol_Bay_4084075
330,4084241,390,32457.918501113155799,0.056036321497701,Bristol_Bay,4084241,Bristol_Bay_4084241
331,4084271,390,27843.918574124127190,0.037441077696950,Bristol_Bay,4084271,Bristol_Bay_4084271
332,4084315,390,2492188.781357210129499,1.448720392774159,Bristol_Bay,4084315,Bristol_Bay_4084315
333,4084581,390,6421.609737236850378,0.010723235763942,Bristol_Bay,4084581,Bristol_Bay_4084581
334,4084915,390,8289419.745779553428292,10.251887265596331,Bristol_Bay,4084915,Bristol_Bay_4084915
335,4084941,390,17070.322757805723086,0.020445924436317,Bristol_Bay,4084941,Bristol_Bay_4084941
336,4085325,390,19580609.441068567335606,3.435552659534795,Bristol_Bay,4085325,Bristol_Bay_4085325
337,4085365,390,3410331.286218382418156,3.260342490294858,Bristol_Bay,4085365,Bristol_Bay_4085365
338,4085545,390,31603660.437915317714214,3.263485663796163,Bristol_Bay,4085545,Bristol_Bay_4085545
339,4085681,390,14310787.768171556293964,12.635140681299040,Bristol_Bay,4085681,Bristol_Bay_4085681
340,4085931,390,14705636.929683459922671,7.848908741871733,Bristol_Bay,4085931,Bristol_Bay_4085931
341,4086155,390,16835589.682920705527067,9.502505888649718,Bristol_Bay,4086155,Bristol_Bay_4086155
342,4086161,390,56066.688657549173513,0.045259235752266,Bristol_Bay,4086161,Bristol_Bay_4086161
343,4086175,390,1125903.473035914823413,1.548444577897036,Bristol_Bay,4086175,Bristol_Bay_4086175
344,4086405,390,1576817.564281031489372,1.178363405588519,Bristol_Bay,4086405,Bristol_Bay_4086405
345,4086601,390,4128965.703755982685834,2.029461450359856,Bristol_Bay,4086601,Bristol_Bay_4086601
346,4086751,390,33424.780846578520141,0.020305375930805,Bristol_Bay,4086751,Bristol_Bay_4086751
347,4086795,390,35918429.314223267138004,2.691893831188338,Bristol_Bay,4086795,Bristol_Bay_4086795
348,4086803,390,2390848.694024027325213,5.317676653286064,Bristol_Bay,4086803,Bristol_Bay_4086803
349,4087015,390,159089426.807166755199432,13.541725783973476,Bristol_Bay,4087015,Bristol_Bay_4087015
350,4087071,390,5376058.931101121008396,2.274701430135622,Bristol_Bay,4087071,Bristol_Bay_4087071
351,4087083,390,523257.171579987858422,1.090939584937813,Bristol_Bay,4087083,Bristol_Bay_4087083
352,4087121,390,15905428.582444891333580,6.124810525858824,Bristol_Bay,4087121,Bristol_Bay_4087121
353,4087165,390,1393019.773254066705704,1.157835579087498,Bristol_Bay,4087165,Bristol_Bay_4087165
354,4087635,390,1880430.605974345002323,0.795494221285573,Bristol_Bay,4087635,Bristol_Bay_4087635
355,4087653,390,512226.986212384712417,1.213842541049472,Bristol_Bay,4087653,Bristol_Bay_4087653
356,4087663,390,464370.519117644813377,1.001072533037372,Bristol_Bay,4087663,Bristol_Bay_4087663
357,4088003,390,2450183.180768240708858,2.516554796983894,Bristol_Bay,4088003,Bristol_Bay_4088003
358,4088421,390,63599.958564289481728,0.115844597948474,Bristol_Bay,4088421,Bristol_Bay_4088421
359,4088675,390,381296368.540469527244568,17.205043546161981,Bristol_Bay,4088675,Bristol_Bay_4088675
360,4088693,390,7053109.348668145947158,10.259202445803867,Bristol_Bay,4088693,Bristol_Bay_4088693
361,4088865,390,247991208.315005809068680,2.242443626766512,Bristol_Bay,4088865,Bristol_Bay_4088865
362,4088913,390,2548430.904851198662072,2.911623966852400,Bristol_Bay,4088913,Bristol_Bay_4088913
363,4088915,390,901226856.090985894203186,3.736698663791012,Bristol_Bay,4088915,Bristol_Bay_4088915
364,4088993,390,367781.391383953916375,0.401862550572944,Bristol_Bay,4088993,Bristol_Bay_4088993
365,4089123,390,1281274.519112554145977,1.302068553918635,Bristol_Bay,4089123,Bristol_Bay_4089123
366,4089253,390,1566682.399601573357359,1.601462972436959,Bristol_Bay,4089253,Bristol_Bay_4089253
367,4089301,390,97553.699801428199862,0.030622951683627,Bristol_Bay,4089301,Bristol_Bay_4089301
368,4089543,390,3781765.539443818386644,1.987180545359771,Bristol_Bay,4089543,Bristol_Bay_4089543
369,4089671,390,14312.563238019058190,0.027464214144164,Bristol_Bay,4089671,Bristol_Bay_4089671
370,4089713,390,6044109.354024912230670,2.093749852004255,Bristol_Bay,4089713,Bristol_Bay_4089713
371,4090011,390,10360.534798525130100,0.006608019143467,Bristol_Bay,4090011,Bristol_Bay_4090011
372,4090071,390,585016.650765305268578,0.356098640025142,Bristol_Bay,4090071,Bristol_Bay_4090071
373,4090301,390,13847.688474928861979,0.011767910371281,Bristol_Bay,4090301,Bristol_Bay_4090301
374,4090543,390,812346.683527963585220,1.062610608919456,Bristol_Bay,4090543,Bristol_Bay_4090543
375,4090891,390,921554.212577360449359,0.363311523799097,Bristol_Bay,4090891,Bristol_Bay_4090891
376,4090901,390,10360.534798525130100,0.003160464868953,Bristol_Bay,4090901,Bristol_Bay_4090901
377,4091171,390,79721.067028091347311,0.013979893042289,Bristol_Bay,4091171,Bristol_Bay_4091171
378,4091511,390,313481.383184931706637,0.210110278042294,Bristol_Bay,4091511,Bristol_Bay_4091511
379,4091601,390,1745.379294480459293,0.003300248447103,Bristol_Bay,4091601,Bristol_Bay_4091601
380,4091781,390,8213.248402750354217,0.002949452305732,Bristol_Bay,4091781,Bristol_Bay_4091781
381,4092121,390,16472.600948896364571,0.024100014555597,Bristol_Bay,4092121,Bristol_Bay_4092121
382,4092553,390,2341086.671638921368867,2.080137573338725,Bristol_Bay,4092553,Bristol_Bay_4092553
383,4092891,390,215209.761233538796660,0.028016424434986,Bristol_Bay,4092891,Bristol_Bay_4092891
384,4093211,390,23365546.834709819406271,6.799473292419054,Bristol_Bay,4093211,Bristol_Bay_4093211
385,4093483,390,8160973.125500935129821,6.316801792566517,Bristol_Bay,4093483,Bristol_Bay_4093483
386,4093503,390,2106939.192108125891536,4.398280700881406,Bristol_Bay,4093503,Bristol_Bay_4093503
387,4093581,390,773.245387595535135,0.000595722932365,Bristol_Bay,4093581,Bristol_Bay_4093581
388,4093591,390,76911.411077167693293,0.069176695568912,Bristol_Bay,4093591,Bristol_Bay_4093591
389,4093594,390,718094.136441665701568,1.650434472646521,Bristol_Bay,4093594,Bristol_Bay_4093594
390,4093883,390,4054084.873720117844641,5.974250948241608,Bristol_Bay,4093883,Bristol_Bay_4093883
391,4093891,390,802166.867586112581193,0.048551326875420,Bristol_Bay,4093891,Bristol_Bay_4093891
392,4094161,390,2151762.739540424663574,0.112019633685625,Bristol_Bay,4094161,Bristol_Bay_4094161
393,4094233,390,798483.593578280881047,0.601707719709427,Bristol_Bay,4094233,Bristol_Bay_4094233
394,4094251,390,45297.749420765780087,0.025731699575585,Bristol_Bay,4094251,Bristol_Bay_4094251
395,4094411,390,265023.622713387943804,0.615300873216107,Bristol_Bay,4094411,Bristol_Bay_4094411
396,4094434,390,682211.540347509551793,1.310136274043743,Bristol_Bay,4094434,Bristol_Bay_4094434
397,4094553,390,899413.921454592375085,0.563698669339875,Bristol_Bay,4094553,Bristol_Bay_4094553
398,4094563,390,34602.791197914950317,0.034970400043169,Bristol_Bay,4094563,Bristol_Bay_4094563
399,4094641,390,16319633.100021492689848,8.064366705682291,Bristol_Bay,4094641,Bristol_Bay_4094641
400,4094673,390,1917561.125481019495055,3.156229837775812,Bristol_Bay,4094673,Bristol_Bay_4094673
401,4094921,390,167728.713736652658554,0.026949203059802,Bristol_Bay,4094921,Bristol_Bay_4094921
402,4094964,390,378663.106245622970164,1.152784232216024,Bristol_Bay,4094964,Bristol_Bay_4094964
403,4095041,390,921388.984512697905302,0.482069199528859,Bristol_Bay,4095041,Bristol_Bay_4095041
404,4095204,390,687989.017600124352612,1.315428845444441,Bristol_Bay,4095204,Bristol_Bay_4095204
405,4095221,390,468142.983546108996961,0.056475029923361,Bristol_Bay,4095221,Bristol_Bay_4095221
406,4095343,390,578666.098868479020894,0.569113528296030,Bristol_Bay,4095343,Bristol_Bay_4095343
407,4095504,390,2879739.218987291678786,4.521017916135831,Bristol_Bay,4095504,Bristol_Bay_4095504
408,4095633,390,1690389.537727064685896,0.658001039996491,Bristol_Bay,4095633,Bristol_Bay_4095633
409,4095641,390,34009360.678595200181007,1.815939543646252,Bristol_Bay,4095641,Bristol_Bay_4095641
410,4095964,390,194242.957111501775216,0.333467738914910,Bristol_Bay,4095964,Bristol_Bay_4095964
411,4096454,390,56154.904287201497937,0.088658545664560,Bristol_Bay,4096454,Bristol_Bay_4096454
412,4096461,390,31994512.867897875607014,3.759236573481284,Bristol_Bay,4096461,Bristol_Bay_4096461
413,4096733,390,5052428.342066872864962,1.630992539476672,Bristol_Bay,4096733,Bristol_Bay_4096733
414,4096891,390,37175856.267152607440948,3.133733211281636,Bristol_Bay,4096891,Bristol_Bay_4096891
415,4096973,390,7532295.119022829458117,2.061501925130571,Bristol_Bay,4096973,Bristol_Bay_4096973
416,4097024,390,1972353.397202590480447,3.539262984009042,Bristol_Bay,4097024,Bristol_Bay_4097024
417,4097073,390,98523.802838752118987,0.098936466841950,Bristol_Bay,4097073,Bristol_Bay_4097073
418,4097174,390,432337.493799881602172,1.150908145103225,Bristol_Bay,4097174,Bristol_Bay_4097174
419,4097194,390,2000007.437383786309510,3.610773492297862,Bristol_Bay,4097194,Bristol_Bay_4097194
420,4097353,390,115039907.945003554224968,11.918810698281195,Bristol_Bay,4097353,Bristol_Bay_4097353
421,4097543,390,3915836.280287865549326,2.890948708090466,Bristol_Bay,4097543,Bristol_Bay_4097543
422,4097644,390,2620454.785620650742203,3.071775383900186,Bristol_Bay,4097644,Bristol_Bay_4097644
423,4097654,390,3672888.631962315179408,3.880117972645358,Bristol_Bay,4097654,Bristol_Bay_4097654
424,4097691,390,38573910.562746666371822,2.210160076990038,Bristol_Bay,4097691,Bristol_Bay_4097691
425,4097764,390,960970.909746770164929,1.527117743780931,Bristol_Bay,4097764,Bristol_Bay_4097764
426,4097783,390,6712942.330180558376014,3.838928504949852,Bristol_Bay,4097783,Bristol_Bay_4097783
427,4097903,390,1809325.092597920913249,0.656715622667217,Bristol_Bay,4097903,Bristol_Bay_4097903
428,4097911,390,72714217.844028547406197,1.930151055462187,Bristol_Bay,4097911,Bristol_Bay_4097911
429,4097981,390,90361082.434322223067284,2.022946657271186,Bristol_Bay,4097981,Bristol_Bay_4097981
430,4098024,390,3119441.531892886385322,1.862462121301955,Bristol_Bay,4098024,Bristol_Bay_4098024
431,4098063,390,3356129.713087152224034,3.739449458755837,Bristol_Bay,4098063,Bristol_Bay_4098063
432,4098071,390,90519171.699880674481392,1.933564072236852,Bristol_Bay,4098071,Bristol_Bay_4098071
433,4098081,390,90519171.699880376458168,1.932523066019887,Bristol_Bay,4098081,Bristol_Bay_4098081
434,4098264,390,645791.674636354204267,0.761938537545665,Bristol_Bay,4098264,Bristol_Bay_4098264
435,4098514,390,9957602.575812017545104,3.642542029476583,Bristol_Bay,4098514,Bristol_Bay_4098514
436,4098534,390,4048784.712850848678499,3.016782602656049,Bristol_Bay,4098534,Bristol_Bay_4098534
437,4098664,390,3331761.018537515774369,1.899470777315269,Bristol_Bay,4098664,Bristol_Bay_4098664
438,4098683,390,4123807.367885746061802,4.014723320543265,Bristol_Bay,4098683,Bristol_Bay_4098683
439,4099023,390,5615394.086585768498480,3.165128696760674,Bristol_Bay,4099023,Bristol_Bay_4099023
440,4099143,390,85252636.563794255256653,7.036700940362585,Bristol_Bay,4099143,Bristol_Bay_4099143
441,4099193,390,11810528.301743792369962,4.848919717118135,Bristol_Bay,4099193,Bristol_Bay_4099193
442,4099444,390,620751.170954323024489,0.416053900211812,Bristol_Bay,4099444,Bristol_Bay_4099444
443,4099464,390,943474.425981823122129,0.545183833911656,Bristol_Bay,4099464,Bristol_Bay_4099464
444,4099573,390,26478633.036407295614481,6.121927211060937,Bristol_Bay,4099573,Bristol_Bay_4099573
445,4099603,390,9062213.810241859406233,5.893781634911448,Bristol_Bay,4099603,Bristol_Bay_4099603
446,4099614,390,1692597.750530680874363,0.562446479464722,Bristol_Bay,4099614,Bristol_Bay_4099614
447,4100073,390,41246128.200963132083416,2.586404082460116,Bristol_Bay,4100073,Bristol_Bay_4100073
448,4100083,390,41246128.200963124632835,2.581723164409557,Bristol_Bay,4100083,Bristol_Bay_4100083
449,4100703,390,200247777.624072372913361,12.201299586819037,Bristol_Bay,4100703,Bristol_Bay_4100703
450,4101113,390,539467325.857529878616333,13.754683175976853,Bristol_Bay,4101113,Bristol_Bay_4101113
451,4101204,390,314926.994436583947390,0.712353016409596,Bristol_Bay,4101204,Bristol_Bay_4101204
452,4101393,390,560521787.804264783859253,12.831415078248783,Bristol_Bay,4101393,Bristol_Bay_4101393
453,4101523,390,569318097.543635725975037,12.422139304630086,Bristol_Bay,4101523,Bristol_Bay_4101523
454,4101873,390,603062.453319927095436,0.337962199967680,Bristol_Bay,4101873,Bristol_Bay_4101873
455,4101893,390,105394360.908434897661209,1.669079374108541,Bristol_Bay,4101893,Bristol_Bay_4101893
456,4102104,390,697649.449638916645199,0.874435905532166,Bristol_Bay,4102104,Bristol_Bay_4102104
457,4102114,390,8432283.902479305863380,6.861791396585744,Bristol_Bay,4102114,Bristol_Bay_4102114
458,4102223,390,124992404.701735332608223,1.846505402512268,Bristol_Bay,4102223,Bristol_Bay_4102223
459,4102243,390,22183997.655839599668980,0.404670671585556,Bristol_Bay,4102243,Bristol_Bay_4102243
460,4102343,390,134028199.985043257474899,1.938687360486091,Bristol_Bay,4102343,Bristol_Bay_4102343
461,4102584,390,782617.394047062844038,1.165035703616298,Bristol_Bay,4102584,Bristol_Bay_4102584
462,4103034,390,515511.149203634588048,0.459352544520711,Bristol_Bay,4103034,Bristol_Bay_4103034
463,4103704,390,3313129.836999547667801,4.915695836732811,Bristol_Bay,4103704,Bristol_Bay_4103704
464,4103902,390,26684.728402082200773,0.060716934479384,Bristol_Bay,4103902,Bristol_Bay_4103902
465,4104714,390,11390950.330318018794060,2.390335024052029,Bristol_Bay,4104714,Bristol_Bay_4104714
466,4104892,390,216029.110986073268577,0.443815789877583,Bristol_Bay,4104892,Bristol_Bay_4104892
467,4105104,390,11988344.371830511838198,1.828213887534604,Bristol_Bay,4105104,Bristol_Bay_4105104
468,4105514,390,1542.377246363607810,0.003469883839884,Bristol_Bay,4105514,Bristol_Bay_4105514
469,4105594,390,190292.689292545663193,0.173867274046133,Bristol_Bay,4105594,Bristol_Bay_4105594
470,4105804,390,58110440.355288289487362,10.485948169978313,Bristol_Bay,4105804,Bristol_Bay_4105804
471,4105894,390,4368098.294503961689770,1.607366302185410,Bristol_Bay,4105894,Bristol_Bay_4105894
472,4105964,390,4598139.778344975784421,1.600951690660474,Bristol_Bay,4105964,Bristol_Bay_4105964
473,4106064,390,60013518.255147829651833,10.121472176378168,Bristol_Bay,4106064,Bristol_Bay_4106064
474,4106152,390,837489.666181937558576,1.251379771449568,Bristol_Bay,4106152,Bristol_Bay_4106152
475,4106264,390,10691187.273373985663056,1.572898666167336,Bristol_Bay,4106264,Bristol_Bay_4106264
476,4106382,390,77838.330467886626138,0.059766679567163,Bristol_Bay,4106382,Bristol_Bay_4106382
477,4106462,390,832408.223074810463004,0.743996180912281,Bristol_Bay,4106462,Bristol_Bay_4106462
478,4106674,390,1204840.273018633946776,2.042188691077815,Bristol_Bay,4106674,Bristol_Bay_4106674
479,4106762,390,50127.330816177651286,0.061990134988360,Bristol_Bay,4106762,Bristol_Bay_4106762
480,4106774,390,18301453.839308649301529,5.300318497571358,Bristol_Bay,4106774,Bristol_Bay_4106774
481,4106792,390,3804501.234331869520247,3.900504347845388,Bristol_Bay,4106792,Bristol_Bay_4106792
