cat_ID_con,wtd_lcld_mn_2001,wtd_lcld_mn_2002,wtd_lcld_mn_2003,wtd_lcld_mn_2004,wtd_lcld_mn_2005,wtd_lcld_mn_2006,wtd_lcld_mn_2007,wtd_lcld_mn_2008,wtd_lcld_mn_2009,wtd_lcld_mn_2010,wtd_lcld_mn_2011,wtd_lcld_mn_2012,wtd_lcld_mn_2013,wtd_lcld_mn_2014,wtd_lcld_mn_2015,wtd_lcld_mn_2016,wtd_lcld_mn_2017,wtd_lcld_mn_2018,wtd_lcld_mn_2019
Cook_Inlet_75004300003464,506.2101910828025,497.91082802547754,457.9617834394904,485.04458598726114,481.7070063694267,494.5541401273885,481.86624203821646,493.63694267515916,478.15923566878985,493.24203821656045,722.9872611464968,496.108280254777,500.9490445859873,469.45222929936307,437.7197452229299,481.9808917197454,476.03184713375805,474.3248407643311,482.97452229299375
Cook_Inlet_75004300005171,475.2121212121212,482.7575757575757,421.3636363636363,478.39393939393943,472.36363636363643,485.0,469.81818181818176,484.6666666666667,463.75757575757575,477.8787878787878,730.0,483.72727272727275,491.63636363636357,461.7272727272727,418.939393939394,451.1818181818182,469.0,467.939393939394,461.1818181818182
Cook_Inlet_75004300004701,483.5138211382113,485.97560975609764,442.3814935064934,476.49105691056894,474.6910569105688,484.73008130081337,470.0228013029315,485.4383116883115,473.5990259740258,473.4325203252033,722.2674230145868,480.15210355987034,493.41951219512197,462.25365853658536,425.7410423452771,458.25691056910574,471.12214983713346,469.8019480519478,465.01951219512193
Cook_Inlet_75004300001207,477.1333333333333,485.7,416.0166666666667,475.68333333333334,464.3833333333334,478.0,466.1,484.48333333333335,466.38333333333327,482.35,730.0,492.3499999999999,490.1666666666667,460.51666666666677,408.90000000000003,434.31666666666666,468.8666666666667,461.0666666666667,457.8500000000001
Cook_Inlet_75004300005303,485.6605744125326,486.3942558746737,423.6161879895562,473.10704960835517,473.73107049608353,485.19060052219334,462.75979112271546,487.6396866840731,467.9321148825066,484.1148825065274,730.0,485.2767624020889,492.2924281984334,461.4177545691906,415.24543080939924,452.43864229765006,471.11488250652735,466.8746736292427,463.81723237597913
Cook_Inlet_75004300006440,505.5,497.64285714285717,452.1428571428572,481.1428571428571,480.5714285714285,497.71428571428567,485.7142857142857,501.85714285714283,477.2142857142857,497.4285714285714,730.0,502.6428571428571,503.57142857142867,476.07142857142856,445.1428571428571,467.35714285714283,474.07142857142867,469.85714285714283,481.6428571428571
Cook_Inlet_75004300004254,502.33574007220227,496.249819494585,450.31841155234673,482.86353790613725,476.8194945848376,492.55379061371843,479.45270758122757,495.9212996389891,475.3949458483754,496.6144404332132,696.7891696750901,498.07292418772556,500.8765342960289,463.65126353790606,434.06859205776175,465.85920577617327,476.34440433212995,471.96823104693135,477.55812274368253
Cook_Inlet_75004300005245,487.69252873563215,488.1848137535817,427.7859195402299,475.29268292682934,473.7733142037303,486.3318965517241,466.92661870503605,488.89942528735634,468.9426111908179,484.91391678622665,730.0,488.50718390804604,493.7230989956958,462.308908045977,417.367288378766,454.1692969870874,471.1264367816092,467.1477761836441,466.02442528735634
Cook_Inlet_75004300000311,502.7718446601943,495.7815533980581,449.11650485436894,483.71359223300993,476.5097087378643,488.17475728155335,481.6747572815534,494.99029126213594,472.46116504854353,497.359223300971,637.71359223301,495.37864077669883,499.39320388349523,447.9223300970874,428.8592233009709,465.9417475728155,475.8106796116506,468.75728155339806,475.640776699029
Cook_Inlet_75004300008012,524.0635593220342,515.4237288135593,487.6059322033899,509.3601694915254,498.87711864406776,515.8127659574469,517.0254237288133,522.4893617021278,500.58474576271186,524.7754237288135,564.5127118644069,523.068085106383,515.3177966101695,492.37021276595726,485.58474576271163,497.43644067796623,509.2415254237288,504.80425531914887,502.4444444444445
Cook_Inlet_75004300004192,495.3715397923876,492.6585998271393,440.322385479689,479.59853068280046,474.6688283614355,489.5408560311284,474.36304630030304,492.6967993079585,472.5853869433637,491.36619109381763,710.1480362537765,494.3915298184963,497.60112359550567,462.9143968871595,426.6184096802074,459.2692307692308,473.8084738434933,469.3313174946005,472.0951145698228
Cook_Inlet_75004300007324,486.1887323943662,486.6028169014085,424.1577464788734,473.2816901408451,474.0619718309859,485.70704225352114,462.543661971831,488.07887323943663,468.24788732394364,484.53239436619725,730.0,485.3943661971832,492.7380281690141,461.98591549295776,415.3943661971829,453.3999999999999,471.42253521126753,467.1746478873239,464.50704225352115
Cook_Inlet_75004300001162,487.27298050139274,488.0027777777778,427.4583333333333,475.1472222222223,473.4770514603616,486.14186369958276,466.98744769874486,488.81894150417827,468.82336578581373,484.62308762169675,730.0,488.5166666666667,493.5222222222222,462.3087621696801,417.1583333333332,453.561111111111,470.99165507649514,466.96532593619963,465.73018080667595
Cook_Inlet_75004300004217,487.2485089463219,487.926294820717,433.4373757455268,477.38966202783286,475.11952191235054,486.93426294820733,472.3266932270917,488.2529880478088,471.3585657370518,481.6374501992031,727.8411764705882,486.44023904382465,494.5318725099602,463.6932270916335,423.85657370517924,458.3710317460318,471.17729083665336,469.43227091633463,467.04382470119543
Cook_Inlet_75004300002207,499.02828409805153,494.7705845380265,446.15084852294154,481.6147077309868,475.2036455059713,491.071024512885,477.67630421118815,494.44751728472664,474.28221244500327,494.41923318667517,701.0892520427404,497.054054054054,499.44500314267754,463.22878692646134,430.9277184160905,461.8535512256442,475.0829666876178,470.41106222501577,474.97800125707124
Cook_Inlet_75004300003409,501.64,494.08000000000004,446.12000000000006,481.4,479.52000000000004,497.31999999999994,476.0800000000001,492.4800000000001,476.56000000000006,491.48,730.0,493.88,499.0,469.35999999999996,425.88000000000005,464.08000000000004,474.24,470.79999999999995,480.08
Cook_Inlet_75004300002142,496.6412556053812,493.4663677130044,438.30493273542595,480.12107623318394,476.69955156950675,489.829596412556,474.4394618834081,493.2331838565021,472.2959641255606,490.0896860986546,730.0,495.004484304933,497.90134529147974,465.5156950672646,423.69955156950664,464.12107623318377,472.8968609865471,469.27354260089686,473.21524663677127
Cook_Inlet_75004300002314,475.6,483.0,421.4,474.0,473.4,484.2,469.6,488.2,465.6,477.2,730.0,484.0,491.0,462.2,420.2,450.2,469.6,467.0,462.8
Cook_Inlet_75004300003171,474.9722222222221,482.97222222222223,420.63888888888886,470.27777777777777,471.75000000000006,486.6111111111111,461.58333333333337,487.0,465.2500000000001,479.08333333333337,730.0,481.6388888888889,490.7777777777778,463.5833333333333,416.3333333333333,451.16666666666663,469.5277777777778,466.58333333333337,460.1666666666666
Cook_Inlet_75004300000101,475.3333333333333,482.974358974359,421.69230769230774,476.4358974358974,469.6153846153846,482.8205128205128,464.974358974359,484.9230769230769,464.87179487179486,475.6923076923076,730.0,483.20512820512823,491.1794871794872,459.1025641025641,414.28205128205127,443.974358974359,467.1025641025641,464.8461538461538,457.12820512820514
Cook_Inlet_75004300005352,486.32067510548524,486.56540084388195,426.03797468354446,473.9873417721519,474.46413502109715,487.55696202531647,462.9915611814347,488.5654008438819,469.44725738396625,484.80168776371306,730.0,485.50210970464144,493.1940928270043,463.126582278481,416.5232067510546,454.7510548523206,472.1476793248944,468.61603375527415,466.5189873417722
Cook_Inlet_75004300000856,495.8768472906406,492.4557377049179,457.3858784893269,481.2045826513913,477.0788177339902,489.19508196721296,481.39836065573775,493.388524590164,475.3196721311481,486.11292962356816,706.6111111111114,487.80196399345306,497.0573770491798,451.0442622950819,434.83881578947353,466.93770491803275,476.7049180327871,471.4564860426929,468.21381578947353
Cook_Inlet_75004300004341,505.1360671015844,497.397949673812,455.7623485554521,483.91053122087607,478.9282385834112,492.6943150046598,481.4091332712025,497.448275862069,476.7819198508855,497.64305684995355,689.2124883504193,498.3420316868592,502.28704566635605,463.2301957129542,438.076421248835,470.3252562907735,476.86579683131396,473.9068033550792,479.4808946877915
Cook_Inlet_75004300002289,486.65624999999994,486.93749999999994,418.28125000000006,476.62499999999994,459.65625000000006,486.40625,461.46874999999994,486.09375000000006,469.62500000000006,485.875,730.0,491.62500000000006,490.4375,461.25000000000006,412.65625,441.24999999999994,472.12500000000006,460.90625,459.0
Cook_Inlet_75004300007331,517.1927272727272,516.1709090909085,468.4945454545453,499.6836363636365,489.7563636363634,512.3963636363636,508.68363636363665,523.0218181818179,489.72727272727275,515.9890909090909,616.4763636363634,519.0436363636361,515.0036363636362,484.46181818181805,469.5490909090907,476.23636363636336,500.3818181818181,484.1709090909093,483.9527272727274
Cook_Inlet_75004300006376,502.52380952380963,497.2142857142857,442.74404761904765,483.08928571428584,474.7916666666666,499.38095238095235,479.61309523809524,494.6130952380951,472.6428571428569,500.58333333333337,716.7142857142858,502.70238095238085,500.95238095238096,469.66071428571433,427.4464285714285,460.8452380952383,477.4583333333335,469.7142857142856,480.6309523809526
Cook_Inlet_75004300002278,482.31249999999994,488.8125,414.0,479.8125,471.43749999999994,478.0,473.75,484.875,468.875,488.56250000000006,730.0,495.25,492.0,458.87500000000006,407.62500000000006,447.18750000000006,471.9375,462.31249999999994,462.8125
Cook_Inlet_75004300002352,485.0,483.0,423.0,470.0,473.0,484.0,469.0,490.0,473.0,477.0,730.0,481.0,492.0,462.0,419.0,447.0,468.0,471.0,459.0
Cook_Inlet_75004300001210,475.625,483.3125,421.49999999999994,478.25,469.31250000000006,484.5,466.74999999999994,485.0625,464.5625,476.31249999999994,730.0,483.5625,491.1875,459.5625,414.5625,442.75,467.0,465.6875,457.5625
Cook_Inlet_75004300004452,510.6604361370717,500.10903426791316,466.9735202492213,486.6121495327103,482.1510903426794,496.64797507788165,485.61993769470445,499.96417445482865,480.15109034267937,499.4376947040501,700.1292834890962,500.21651090342664,505.570093457944,471.47352024922094,449.2772585669782,476.99065420560737,478.3831775700932,478.2352024922117,484.071651090343
Cook_Inlet_75004300000105,488.32537960954426,488.3965141612199,434.41739130434786,477.4143167028198,475.6405228758169,487.331154684096,472.93246187363843,488.58823529411757,471.94553376906316,482.1808278867101,727.6220302375809,486.65359477124167,494.8282608695652,464.0958605664488,424.5947712418301,459.6789587852495,471.5729847494552,469.8191721132897,468.01089324618755
Cook_Inlet_75004300006071,533.6641604010018,529.6061381074162,516.7496790757382,526.1838046272495,517.1765463917519,527.2595419847335,525.8176020408164,537.3214739517158,515.3560411311062,534.8615384615383,601.5662042875158,535.625944584383,527.8431876606676,505.34704370179975,515.7441860465115,524.1621621621626,525.9293966623882,521.203084832905,517.6386010362696
Cook_Inlet_75004300004324,503.30850131463734,495.38343558282185,456.4228746713399,483.83391761612694,480.3729184925504,495.8172655565296,484.95661700262923,497.37730061349674,478.3891323400529,491.3133216476777,703.9465381244526,491.70070113935157,501.00175284837894,469.2226117440848,452.17922874671376,473.40271691498754,478.09246275197137,479.0482033304122,479.78571428571445
Cook_Inlet_75004300001288,502.0898203592815,496.22754491017946,445.502994011976,483.1497005988025,479.2335329341318,493.5928143712574,478.5508982035929,496.2874251497004,474.2155688622755,493.43113772455075,730.0,498.353293413174,500.4071856287424,468.0898203592815,428.3652694610777,471.49700598802383,474.4550898203593,471.5628742514971,478.0838323353293
Cook_Inlet_75004300006013,478.99999999999994,484.3503184713375,420.8205128205126,477.5286624203822,466.10759493670884,477.71069182389925,464.6560509554138,481.22012578616346,472.7006369426752,469.94303797468353,567.8437500000005,476.7025316455697,488.8980891719745,432.54487179487194,406.34838709677433,443.70700636942655,464.60759493670884,463.6392405063291,450.0127388535032
Cook_Inlet_75004400004829,508.1820128479658,501.26623376623377,482.77173913043487,496.35869565217394,485.73856209150324,503.0883620689655,498.35637149028076,510.42082429501085,488.6465517241379,504.0150214592274,515.6,509.0494623655914,507.88961038961037,472.6318082788671,471.9387308533917,490.57700650759216,490.62608695652165,492.477223427332,489.2428884026258
Cook_Inlet_75004400000576,509.18300653594764,501.41864890580405,491.95498084291205,492.39846005774785,491.3028846153845,505.6902738432483,496.6144349477685,511.0508474576271,495.9266666666665,506.94288389513116,537.9509433962264,513.0833333333334,509.71770334928215,479.67908309455595,481.80518234165066,495.1005747126437,498.46711153479527,497.29433962264164,492.5692307692306
Cook_Inlet_75004400006041,471.59337860780926,481.3619579218548,415.27027027027043,477.2550976138832,454.44223985890676,469.74352331606207,466.02679710761504,472.29815529815477,472.07354838709756,469.44463445917023,675.6030949393554,479.4942134590647,492.12160413971543,447.34240561896365,420.4631765749774,441.6327683615826,471.51749460043237,468.40333618477354,450.98029772329227
Cook_Inlet_75004400010402,474.75722543352606,481.4588235294117,424.26347305389226,477.9235294117647,474.8999999999998,479.4823529411765,464.18023255813944,480.7052023121387,476.9537572254338,474.625730994152,730.0,483.52873563218384,493.3139534883721,474.1461988304093,437.5207100591717,452.3431952662721,471.39766081871323,473.5204678362573,466.8823529411764
Cook_Inlet_75004400008856,520.1081081081081,515.0674846625768,509.7098765432099,507.81424148606845,503.305295950156,518.3221884498485,509.1046153846153,521.9305135951664,506.2522796352586,517.9910179640718,551.934911242604,528.2636363636364,517.8588957055217,495.46012269938643,497.070987654321,507.78769230769205,508.26315789473693,507.7492354740061,508.21538461538466
Cook_Inlet_75004400010754,506.59577922077926,499.78559738134203,482.28125000000006,494.6457990115321,483.5561056105611,502.7096247960848,496.83306055646483,508.7175697865353,488.0163666121113,503.22042139384115,554.4592833876221,506.73658536585367,506.983606557377,472.10708401976933,473.0347107438016,489.4811165845648,489.32894736842104,491.91133004926115,488.74380165289256
