OID_,cat_ID_txt,FType,wtd_lake_area_sqm,wtd_lake_per,region,cat_ID,cat_ID_con
195,75004400006357,390,8973302.255075117573142,10.791623333780459,Cook_Inlet,75004400006357,Cook_Inlet_75004400006357
196,75004400006846,390,2802380.146752533502877,3.550273696272219,Cook_Inlet,75004400006846,Cook_Inlet_75004400006846
197,75004400007385,390,10248304.435061236843467,8.612483736355411,Cook_Inlet,75004400007385,Cook_Inlet_75004400007385
198,75004400007387,390,11985123.342191141098738,12.480297887627389,Cook_Inlet,75004400007387,Cook_Inlet_75004400007387
199,75004400007388,390,3344463.100417243316770,7.678430137294473,Cook_Inlet,75004400007388,Cook_Inlet_75004400007388
200,75004400007948,390,314096.894083655322902,0.238567995923181,Cook_Inlet,75004400007948,Cook_Inlet_75004400007948
201,75004400008856,390,2914110.773422902915627,3.321867593661600,Cook_Inlet,75004400008856,Cook_Inlet_75004400008856
202,75004400008917,390,7253177.826084878295660,5.730890085749227,Cook_Inlet,75004400008917,Cook_Inlet_75004400008917
203,75004400009144,390,8707364.832892088219523,13.056183831471524,Cook_Inlet,75004400009144,Cook_Inlet_75004400009144
204,75004400009260,390,6314874.994513526558876,4.391067978717325,Cook_Inlet,75004400009260,Cook_Inlet_75004400009260
205,75004400009261,390,6318518.234752148389816,4.373190717240491,Cook_Inlet,75004400009261,Cook_Inlet_75004400009261
206,75004400009308,390,5294473.524663409218192,7.832038252718941,Cook_Inlet,75004400009308,Cook_Inlet_75004400009308
207,75004400009331,390,8973302.255075119435787,7.228464717617316,Cook_Inlet,75004400009331,Cook_Inlet_75004400009331
208,75004400009919,390,520533.524645226076245,0.695610054725504,Cook_Inlet,75004400009919,Cook_Inlet_75004400009919
209,75004400010320,390,1887650.609166174428537,2.842114303382677,Cook_Inlet,75004400010320,Cook_Inlet_75004400010320
210,75004400010402,390,3887580.706883316859603,8.213234812688041,Cook_Inlet,75004400010402,Cook_Inlet_75004400010402
211,75004400010754,390,6337764.041448657400906,3.866636963924402,Cook_Inlet,75004400010754,Cook_Inlet_75004400010754
212,75004400010810,390,492846.014645294984803,1.451286512961906,Cook_Inlet,75004400010810,Cook_Inlet_75004400010810
213,75004400011322,390,17707.117585825555580,0.031892907316087,Cook_Inlet,75004400011322,Cook_Inlet_75004400011322
214,75004400011711,390,5965727.837117422372103,1.654543470566448,Cook_Inlet,75004400011711,Cook_Inlet_75004400011711
215,75005300011378,390,1213504.706690463703126,0.401554559596738,Cook_Inlet,75005300011378,Cook_Inlet_75005300011378
216,75005300022831,390,2509919.260933219455183,0.716059560559474,Cook_Inlet,75005300022831,Cook_Inlet_75005300022831
217,75005400001203,390,5116356.178836069069803,1.811444346195890,Cook_Inlet,75005400001203,Cook_Inlet_75005400001203
218,75005400013272,390,1190670.289930436061695,10.982472928508356,Cook_Inlet,75005400013272,Cook_Inlet_75005400013272
219,75005400029139,390,137200.022518817277160,0.465501406587672,Cook_Inlet,75005400029139,Cook_Inlet_75005400029139
220,75003900023674,390,9667.914935239459737,0.248650771431894,Copper_River,75003900023674,Copper_River_75003900023674
221,75003900023942,390,38038.370413483949960,0.474351564307382,Copper_River,75003900023942,Copper_River_75003900023942
222,75003900027489,390,32201.665958892932395,0.154013978012590,Copper_River,75003900027489,Copper_River_75003900027489
223,75003900028507,390,228208.765112634748220,10.740246898818940,Copper_River,75003900028507,Copper_River_75003900028507
224,75003900033524,390,212347.892328195914160,0.392857439390344,Copper_River,75003900033524,Copper_River_75003900033524
225,75003900039073,390,18415.669448946533521,0.319695670884207,Copper_River,75003900039073,Copper_River_75003900039073
226,75003900044738,390,63680.083146118093282,1.053887259541662,Copper_River,75003900044738,Copper_River_75003900044738
227,75003900044936,390,125422.937462330388371,2.418269387133249,Copper_River,75003900044936,Copper_River_75003900044936
228,75003900054316,390,274120.209063003771007,0.525492882750862,Copper_River,75003900054316,Copper_River_75003900054316
229,75003900055039,390,223567.101995950011769,6.498476861365098,Copper_River,75003900055039,Copper_River_75003900055039
230,75003900055316,390,14316.252450233838317,0.195211865837692,Copper_River,75003900055316,Copper_River_75003900055316
231,75003900062264,390,3284507.053848896175623,14.827051719502002,Copper_River,75003900062264,Copper_River_75003900062264
232,75003900062338,390,1059274361.715078353881836,2.072912059511484,Copper_River,75003900062338,Copper_River_75003900062338
233,75019600118138,390,333656068.735821187496185,7.331077477355574,Copper_River,75019600118138,Copper_River_75019600118138
234,75019700001794,390,248033.972701864142437,0.174961607488469,Copper_River,75019700001794,Copper_River_75019700001794
235,75019700003889,390,821616.287412187433802,2.910276938461069,Copper_River,75019700003889,Copper_River_75019700003889
236,75019700004084,390,293685.875151045096572,0.875455803216668,Copper_River,75019700004084,Copper_River_75019700004084
237,75019700004190,390,284653.645154745376203,0.076835504237796,Copper_River,75019700004190,Copper_River_75019700004190
238,75019700017692,390,2196422.554798114113510,0.313584450454419,Copper_River,75019700017692,Copper_River_75019700017692
239,75019800001957,390,6051.472868818024835,0.047460298736251,Copper_River,75019800001957,Copper_River_75019800001957
240,75019800010313,390,20596534.725496780127287,3.664727219125327,Copper_River,75019800010313,Copper_River_75019800010313
