OBJECTID,cat_ID_con,dist_catch_coast_km
-1,Bristol_Bay_1023044,36.019702193957585
-1,Bristol_Bay_2041471,40.572897774792253
-1,Bristol_Bay_2065755,23.215123490098101
-1,Bristol_Bay_2065914,65.316561299167944
-1,Bristol_Bay_2066924,5.086826010675040
-1,Bristol_Bay_2066955,39.468765288838817
-1,Bristol_Bay_2067494,58.701771701965889
-1,Bristol_Bay_2068072,65.271640666692221
-1,Bristol_Bay_2068584,97.510337573922342
-1,Bristol_Bay_2070402,105.897342740016214
-1,Bristol_Bay_2071934,43.946964325256708
-1,Bristol_Bay_2072993,71.985474444859079
-1,Bristol_Bay_2073464,14.843300526169593
-1,Bristol_Bay_2074424,77.660658728964236
-1,Bristol_Bay_2078232,66.508920092423836
-1,Bristol_Bay_2078282,66.234381852668960
-1,Bristol_Bay_2082373,68.300086872800989
-1,Bristol_Bay_2082393,68.799646936795241
-1,Bristol_Bay_2084713,70.216280628775010
-1,Bristol_Bay_2085642,87.202763602840719
-1,Bristol_Bay_2085962,82.732985202170013
-1,Bristol_Bay_2087913,72.586975912667597
-1,Bristol_Bay_2088163,71.861133785367343
-1,Bristol_Bay_2088253,71.171014484227172
-1,Bristol_Bay_2088326,37.454129287049859
-1,Bristol_Bay_2088586,55.755782268680051
-1,Bristol_Bay_3023044,78.918147995109564
-1,Bristol_Bay_3024343,35.947294921912643
-1,Bristol_Bay_3030955,75.489770195484780
-1,Bristol_Bay_3033666,72.245312673438121
-1,Bristol_Bay_3033956,63.369025224307087
-1,Bristol_Bay_3034126,60.056198174743948
-1,Bristol_Bay_4046617,3.730355643217830
-1,Bristol_Bay_4048046,33.123581650872971
-1,Bristol_Bay_4051055,54.954435025796144
-1,Bristol_Bay_4051056,14.136547404168516
-1,Bristol_Bay_4051616,25.733093158393171
-1,Bristol_Bay_4052076,32.016998488708268
-1,Bristol_Bay_4054120,107.169390243050145
-1,Bristol_Bay_4054200,107.894118952369325
-1,Bristol_Bay_4055337,1.393735511101281
-1,Bristol_Bay_4059016,26.788863444839809
-1,Bristol_Bay_4059736,22.409960554185989
-1,Bristol_Bay_4060036,20.559562105577850
-1,Bristol_Bay_4061136,27.955391820866843
-1,Bristol_Bay_4063606,32.062749750406560
-1,Bristol_Bay_4063775,51.629618456820623
-1,Bristol_Bay_4064055,54.249082385746348
-1,Bristol_Bay_4064845,55.844684472302120
-1,Bristol_Bay_4068584,70.841344442366548
-1,Bristol_Bay_4069455,42.325197204984541
-1,Bristol_Bay_4069495,46.224408979276326
-1,Bristol_Bay_4069586,33.657182565390620
-1,Bristol_Bay_4071036,44.008075509484854
-1,Bristol_Bay_4071256,40.119805780700716
-1,Bristol_Bay_4071625,49.417644147934411
-1,Bristol_Bay_4073375,54.996539665629570
-1,Bristol_Bay_4074184,63.218630030804981
-1,Bristol_Bay_4074505,64.461046671637092
-1,Bristol_Bay_4074726,36.351370342120418
-1,Bristol_Bay_4075225,54.775883351432753
-1,Bristol_Bay_4075474,72.999213866859918
-1,Bristol_Bay_4075715,53.222517868655899
-1,Bristol_Bay_4076505,45.676083644871404
-1,Bristol_Bay_4076575,62.344212707526403
-1,Bristol_Bay_4076675,54.692974764974551
-1,Bristol_Bay_4078235,44.338586513536114
-1,Bristol_Bay_4079234,63.910766628491601
-1,Bristol_Bay_4080045,51.897030350785755
-1,Bristol_Bay_4080875,64.848751595578506
-1,Bristol_Bay_4082225,63.878764560439926
-1,Bristol_Bay_4084145,55.875939316252740
-1,Bristol_Bay_4084351,75.131615773680892
-1,Bristol_Bay_4084915,66.189458388987589
-1,Bristol_Bay_4086815,45.333583402527637
-1,Bristol_Bay_4087015,55.486373702389734
-1,Bristol_Bay_4087224,63.964725699617375
-1,Bristol_Bay_4088675,46.588446167776404
-1,Bristol_Bay_4088904,95.814469217519189
-1,Bristol_Bay_4089074,104.078167830097286
-1,Bristol_Bay_4089384,64.257538718400085
-1,Bristol_Bay_4089394,63.975599044657159
-1,Bristol_Bay_4089574,72.050929333155892
-1,Bristol_Bay_4091164,73.254930198429975
-1,Bristol_Bay_4091424,89.764884624997237
-1,Bristol_Bay_4092244,85.304427756015841
-1,Bristol_Bay_4093084,75.699558979444888
-1,Bristol_Bay_4095301,118.053623834131727
-1,Bristol_Bay_4095374,63.398527416026809
-1,Bristol_Bay_4096064,67.974225298500031
-1,Bristol_Bay_4096454,79.035552403796970
-1,Bristol_Bay_4098114,63.027983691560472
-1,Bristol_Bay_4098704,90.670683738203863
-1,Bristol_Bay_4099594,88.990891635606857
-1,Bristol_Bay_4099694,105.038980027615850
-1,Bristol_Bay_4101123,94.395495811304627
-1,Bristol_Bay_4101274,85.818472010971064
-1,Bristol_Bay_4102124,80.569560801935523
-1,Bristol_Bay_4104574,97.475199470874429
-1,Bristol_Bay_4105204,101.272244728201571
-1,Bristol_Bay_4105594,85.667266081897466
-1,Bristol_Bay_4105844,103.195553434071385
-1,Bristol_Bay_4106904,87.704864781779179
-1,Bristol_Bay_4107464,104.556143380316144
-1,Bristol_Bay_4115672,120.628730319128294
-1,Bristol_Bay_5008707,1.435469345552172
-1,Bristol_Bay_5020796,5.585892869869829
-1,Bristol_Bay_5021476,8.539863928774972
-1,Bristol_Bay_5030363,32.873174132644927
-1,Bristol_Bay_5030704,29.060727499554293
-1,Bristol_Bay_5032474,33.578635982218586
-1,Bristol_Bay_5033094,22.325519210281993
-1,Bristol_Bay_5034893,61.697450363260160
