OID_,cat_ID_txt,cat_slope_ZONE_CODE,cat_slope_COUNT,cat_slope_AREA,cat_slope_MIN,cat_slope_MAX,cat_slope_RANGE,cat_slope_MEAN,cat_slope_STD,cat_slope_SUM,cat_slope_MEDIAN,cat_slope_PCT90,region,cat_ID_con
22,75004300007324.0,22,73349.000000000000000,1833725.000000000000000,0.000000000000000,29.896038055419922,29.896038055419922,3.971556969268250,3.204182405851383,291309.732138856837992,3.913641214370728,7.803010654449461,Cook_Inlet,Cook_Inlet_75004300007324.0
23,75004300001162.0,23,72435.000000000000000,1810875.000000000000000,0.000000000000000,32.484371185302734,32.484371185302734,4.868170989437983,4.490330928833403,352625.965619940310717,4.366175174713135,10.241091728210449,Cook_Inlet,Cook_Inlet_75004300001162.0
24,75004300004217.0,24,84408.000000000000000,2110200.000000000000000,0.000000000000000,37.169773101806641,37.169773101806641,6.359166976035061,6.262291326961130,536764.566113167442381,4.939298152923584,15.952700901031497,Cook_Inlet,Cook_Inlet_75004300004217.0
25,75004300002207.0,25,17221.000000000000000,430525.000000000000000,0.000000000000000,39.572597503662109,39.572597503662109,9.114283872064807,7.079263322509484,156957.082560828042915,6.860283374786377,19.915544509887695,Cook_Inlet,Cook_Inlet_75004300002207.0
26,75004300003409.0,26,13879.000000000000000,346975.000000000000000,0.000000000000000,23.007282257080078,23.007282257080078,7.246636674735596,4.267267530026587,100576.070408655330539,6.615275859832764,13.220750236511233,Cook_Inlet,Cook_Inlet_75004300003409.0
27,75004300002142.0,27,66796.000000000000000,1669900.000000000000000,0.000000000000000,24.188533782958984,24.188533782958984,3.664777321712397,3.393693284141812,244792.465981101267971,3.382157087326050,7.983020067214966,Cook_Inlet,Cook_Inlet_75004300002142.0
28,75004300002314.0,28,42481.000000000000000,1062025.000000000000000,0.000000000000000,28.577421188354492,28.577421188354492,4.743520455054714,3.955048863901806,201509.492451179306954,4.397396564483643,10.098008155822754,Cook_Inlet,Cook_Inlet_75004300002314.0
29,75004300003171.0,29,356632.000000000000000,8915800.000000000000000,0.000000000000000,28.422245025634766,28.422245025634766,4.775805034113547,3.930997120812002,1703204.900925982510671,4.577122688293457,9.965256690979004,Cook_Inlet,Cook_Inlet_75004300003171.0
30,75004300000101.0,30,47478.000000000000000,1186950.000000000000000,0.000000000000000,27.558309555053711,27.558309555053711,3.044056952053972,3.552254986482931,144525.735969618486706,2.112976312637329,6.895138216018683,Cook_Inlet,Cook_Inlet_75004300000101.0
31,75004300005352.0,31,69277.000000000000000,1731925.000000000000000,0.000000000000000,25.396303176879883,25.396303176879883,4.565991064488825,4.153126163682167,316318.162974592356477,4.105205535888672,10.635822677612303,Cook_Inlet,Cook_Inlet_75004300005352.0
32,75004300000856.0,32,284578.000000000000000,7114450.000000000000000,0.000000000000000,47.526889801025391,47.526889801025391,3.126726117208086,5.180516345354417,889797.464982842560858,0.243083953857422,8.556930923461932,Cook_Inlet,Cook_Inlet_75004300000856.0
33,75004300004341.0,33,6343.000000000000000,158575.000000000000000,0.000000000000000,31.109441757202148,31.109441757202148,5.769560108133669,6.175987005071481,36596.319765891865245,4.314242839813232,16.358919143676758,Cook_Inlet,Cook_Inlet_75004300004341.0
34,75004300002289.0,34,20735.000000000000000,518375.000000000000000,0.000000000000000,37.209224700927734,37.209224700927734,6.489209495486373,5.533325466561644,134553.758888909942470,5.347772598266602,14.210464477539071,Cook_Inlet,Cook_Inlet_75004300002289.0
35,75004300007331.0,35,21178.000000000000000,529450.000000000000000,0.000000000000000,57.514297485351562,57.514297485351562,15.807762295073125,12.053966371305251,334776.789885058649816,13.112773895263672,34.347365570068362,Cook_Inlet,Cook_Inlet_75004300007331.0
36,75004300006376.0,36,69815.000000000000000,1745375.000000000000000,0.000000000000000,42.239570617675781,42.239570617675781,10.801561446605747,7.356170693889716,754111.012394780293107,9.601285934448242,21.179781723022458,Cook_Inlet,Cook_Inlet_75004300006376.0
37,75004300002278.0,37,28105.000000000000000,702625.000000000000000,0.000000000000000,13.357463836669922,13.357463836669922,3.168056890884677,2.436847475846229,89038.238918313843897,3.277635335922241,6.002452754974366,Cook_Inlet,Cook_Inlet_75004300002278.0
38,75004300002352.0,38,22878.000000000000000,571950.000000000000000,0.000000000000000,19.388999938964844,19.388999938964844,3.772049930079199,2.998934421326995,86296.958300351921935,3.823098540306091,7.485707283020020,Cook_Inlet,Cook_Inlet_75004300002352.0
39,75004300001210.0,39,29506.000000000000000,737650.000000000000000,0.000000000000000,19.636987686157227,19.636987686157227,2.811749058064151,2.672450775178087,82963.467707240823074,2.466105461120605,5.835759639739990,Cook_Inlet,Cook_Inlet_75004300001210.0
40,75004300004452.0,40,26374.000000000000000,659350.000000000000000,0.000000000000000,52.930374145507812,52.930374145507812,8.506193447106034,7.082263023337072,224342.345973974530352,6.369048833847046,18.074761772155760,Cook_Inlet,Cook_Inlet_75004300004452.0
41,75004300000105.0,41,15482.000000000000000,387050.000000000000000,0.000000000000000,21.853738784790039,21.853738784790039,4.961503017372759,3.911387589270814,76813.989714965049643,4.592563152313232,10.762602901458736,Cook_Inlet,Cook_Inlet_75004300000105.0
42,75004300006071.0,42,36100.000000000000000,902500.000000000000000,0.000000000000000,42.079944610595703,42.079944610595703,8.723883730784262,8.021205430901990,314932.202681311871856,6.867482185363770,20.422268104553225,Cook_Inlet,Cook_Inlet_75004300006071.0
43,75004300004324.0,43,10207.000000000000000,255175.000000000000000,0.000000000000000,54.459899902343750,54.459899902343750,8.123168095331176,9.963018106547477,82913.176749045305769,4.741802692413330,24.672283935546872,Cook_Inlet,Cook_Inlet_75004300004324.0
44,75004300001288.0,44,35152.000000000000000,878800.000000000000000,0.000000000000000,34.281768798828125,34.281768798828125,8.419207625418505,6.000185906908786,295951.986448711249977,7.065323829650879,17.160163307189944,Cook_Inlet,Cook_Inlet_75004300001288.0
45,75004300006013.0,45,23471.000000000000000,586775.000000000000000,0.000000000000000,29.051635742187500,29.051635742187500,4.534413466685896,4.173387290416328,106427.218476584661403,4.239963531494141,9.778531074523926,Cook_Inlet,Cook_Inlet_75004300006013.0
46,75004400004829.0,46,1120.000000000000000,28000.000000000000000,0.000000000000000,11.922959327697754,11.922959327697754,3.699848859722259,2.444520753559104,4143.830722888930723,3.925657510757446,6.602099895477295,Cook_Inlet,Cook_Inlet_75004400004829.0
47,75004400000576.0,47,48256.000000000000000,1206400.000000000000000,0.000000000000000,33.184963226318359,33.184963226318359,7.747096726945085,5.573919197855873,373843.899655462068040,6.250122547149658,15.912966728210449,Cook_Inlet,Cook_Inlet_75004400000576.0
48,75004400006041.0,48,70276.000000000000000,1756900.000000000000000,0.000000000000000,25.792285919189453,25.792285919189453,3.828757485966926,3.358061954356662,269069.761083811696153,3.733721971511841,8.294887065887451,Cook_Inlet,Cook_Inlet_75004400006041.0
49,75004400010402.0,49,237705.000000000000000,5942625.000000000000000,0.000000000000000,24.340286254882812,24.340286254882812,2.351554423133241,2.698645752935519,558976.244150887127034,1.296392440795898,5.704526901245117,Cook_Inlet,Cook_Inlet_75004400010402.0
50,75004400008856.0,50,314849.000000000000000,7871225.000000000000000,0.000000000000000,60.537899017333984,60.537899017333984,20.621672878423009,13.023704393522006,6492713.084098606370389,18.642326354980469,39.620830535888679,Cook_Inlet,Cook_Inlet_75004400008856.0
51,75004400010754.0,51,3060.000000000000000,76500.000000000000000,0.000000000000000,17.047124862670898,17.047124862670898,4.660515177973674,3.700611114981326,14261.176444599443130,4.621087074279785,9.945494365692138,Cook_Inlet,Cook_Inlet_75004400010754.0
52,75004400010810.0,52,10744.000000000000000,268600.000000000000000,0.000000000000000,42.360092163085938,42.360092163085938,6.509869592301584,7.136733425859273,69942.038899688224774,4.835612535476685,17.191122055053714,Cook_Inlet,Cook_Inlet_75004400010810.0
53,75004400002950.0,53,100550.000000000000000,2513750.000000000000000,0.000000000000000,58.867767333984375,58.867767333984375,11.509435243195048,11.133363618271847,1157273.713703262154013,7.056539535522461,30.125985908508301,Cook_Inlet,Cook_Inlet_75004400002950.0
54,75004400009144.0,54,245612.000000000000000,6140300.000000000000000,0.000000000000000,44.239749908447266,44.239749908447266,8.471944933267407,6.679220265407295,2080811.338949674274772,6.894726753234863,17.993058586120604,Cook_Inlet,Cook_Inlet_75004400009144.0
55,75004400006357.0,55,115321.000000000000000,2883025.000000000000000,0.000000000000000,52.550559997558594,52.550559997558594,19.122831147058861,10.770584548072298,2205264.010709974914789,17.328088760375977,34.614849090576172,Cook_Inlet,Cook_Inlet_75004400006357.0
56,75004400007385.0,56,463156.000000000000000,11578900.000000000000000,0.000000000000000,37.945564270019531,37.945564270019531,4.630359301731265,4.003383428515593,2144578.692752645816654,4.403456687927246,9.518125534057617,Cook_Inlet,Cook_Inlet_75004400007385.0
57,75004400007948.0,57,34272.000000000000000,856800.000000000000000,0.000000000000000,41.298725128173828,41.298725128173828,10.992119706728541,9.338393973095316,376721.926589000562672,7.398970842361450,25.606220245361328,Cook_Inlet,Cook_Inlet_75004400007948.0
58,75004400009261.0,58,16673.000000000000000,416825.000000000000000,0.000000000000000,44.936756134033203,44.936756134033203,15.806257800121578,9.024064015559350,263537.736301427066792,15.503426551818848,28.101925277709970,Cook_Inlet,Cook_Inlet_75004400009261.0
59,75004400001510.0,59,28591.000000000000000,714775.000000000000000,0.000000000000000,15.621001243591309,15.621001243591309,2.223227578655018,2.483771013276927,63564.299701325609931,1.154499411582947,5.680480957031250,Cook_Inlet,Cook_Inlet_75004400001510.0
60,75004400007387.0,60,207851.000000000000000,5196275.000000000000000,0.000000000000000,30.113178253173828,30.113178253173828,4.303981625278667,3.356677508161281,894586.884795796242543,4.310229301452637,8.473523139953613,Cook_Inlet,Cook_Inlet_75004400007387.0
61,75004400010320.0,61,321259.000000000000000,8031475.000000000000000,0.000000000000000,36.406131744384766,36.406131744384766,3.618920939242471,3.784052415079251,1162610.922020097030327,3.121760368347168,7.999160194396985,Cook_Inlet,Cook_Inlet_75004400010320.0
62,75004400001568.0,62,32612.000000000000000,815300.000000000000000,0.000000000000000,32.776062011718750,32.776062011718750,4.084699446648933,3.977270568610852,133210.218354115029797,3.712404966354370,8.543997859954837,Cook_Inlet,Cook_Inlet_75004400001568.0
63,75004400008917.0,63,231393.000000000000000,5784825.000000000000000,0.000000000000000,22.330865859985352,22.330865859985352,2.225788960224037,2.530499776240691,515031.984873120673001,1.150941491127014,5.638686180114746,Cook_Inlet,Cook_Inlet_75004400008917.0
64,75004400001952.0,64,299886.000000000000000,7497150.000000000000000,0.000000000000000,65.440628051757812,65.440628051757812,21.283564559728905,14.869008072601451,6382643.041558862663805,18.179910659790039,41.555459976196289,Cook_Inlet,Cook_Inlet_75004400001952.0
65,75004400009919.0,65,20943.000000000000000,523575.000000000000000,0.000000000000000,43.161361694335938,43.161361694335938,19.226676845342940,9.012814065805399,402664.293172017205507,20.770425796508789,30.080863571166990,Cook_Inlet,Cook_Inlet_75004400009919.0
66,75004400001498.0,66,367141.000000000000000,9178525.000000000000000,0.000000000000000,46.657840728759766,46.657840728759766,4.356620162135203,5.283141960029025,1599493.882946480764076,3.225359678268433,10.782547950744629,Cook_Inlet,Cook_Inlet_75004400001498.0
67,75004400011711.0,67,24992.000000000000000,624800.000000000000000,0.000000000000000,53.202919006347656,53.202919006347656,27.977882995976167,8.915035939695155,699223.251835436327383,29.050394058227539,37.980847930908205,Cook_Inlet,Cook_Inlet_75004400011711.0
68,75004400003452.0,68,223.000000000000000,5575.000000000000000,0.000000000000000,31.010848999023438,31.010848999023438,8.341850846989141,6.094008326903150,1860.232738878578402,7.137979507446289,15.301167488098145,Cook_Inlet,Cook_Inlet_75004400003452.0
69,75004400007388.0,69,529306.000000000000000,13232650.000000000000000,0.000000000000000,33.803337097167969,33.803337097167969,3.842015258022749,3.745844599910868,2033601.728162989020348,3.460936069488525,8.533309936523438,Cook_Inlet,Cook_Inlet_75004400007388.0
70,75004400000627.0,70,16820.000000000000000,420500.000000000000000,0.000000000000000,29.713479995727539,29.713479995727539,5.463657489848434,4.264655284678964,91898.718979250668781,5.098960638046265,10.765562152862548,Cook_Inlet,Cook_Inlet_75004400000627.0
71,75004400003042.0,71,19034.000000000000000,475850.000000000000000,0.000000000000000,22.690097808837891,22.690097808837891,3.997330474877937,3.506174037749696,76085.188258826645324,3.899548292160034,8.459882450103763,Cook_Inlet,Cook_Inlet_75004400003042.0
72,75004400002041.0,72,113826.000000000000000,2845650.000000000000000,0.000000000000000,48.364810943603516,48.364810943603516,15.152335051519056,8.828604876935186,1724729.689574208110571,14.962766170501709,26.897468566894531,Cook_Inlet,Cook_Inlet_75004400002041.0
73,75004400011322.0,73,32388.000000000000000,809700.000000000000000,0.000000000000000,47.068668365478516,47.068668365478516,8.177159352030863,7.505264849050454,264841.837093575566541,5.539680957794189,19.133198165893553,Cook_Inlet,Cook_Inlet_75004400011322.0
74,75004400001872.0,74,9948.000000000000000,248700.000000000000000,0.000000000000000,45.320465087890625,45.320465087890625,15.256325115530602,10.375957592807946,151769.922249298426323,13.891967773437500,30.617987060546881,Cook_Inlet,Cook_Inlet_75004400001872.0
75,75004400009331.0,75,115846.000000000000000,2896150.000000000000000,0.000000000000000,54.335433959960938,54.335433959960938,19.215586577683343,11.374363274989882,2226048.842678304761648,17.084568977355957,36.514272689819336,Cook_Inlet,Cook_Inlet_75004400009331.0
76,75004400009308.0,76,93575.000000000000000,2339375.000000000000000,0.000000000000000,48.164226531982422,48.164226531982422,24.118373105694833,11.039609070421031,2256876.763365393970162,26.789482116699219,36.549918365478518,Cook_Inlet,Cook_Inlet_75004400009308.0
77,75004400006846.0,77,911.000000000000000,22775.000000000000000,0.000000000000000,36.210350036621094,36.210350036621094,16.230778864506153,7.837885263989917,14786.239545565105800,15.468893051147461,27.766841888427734,Cook_Inlet,Cook_Inlet_75004400006846.0
78,75004400003154.0,78,13343.000000000000000,333575.000000000000000,0.000000000000000,45.476631164550781,45.476631164550781,5.198235728582993,7.439931347563040,69360.059326482878532,2.852744340896606,15.464489555358899,Cook_Inlet,Cook_Inlet_75004400003154.0
79,75004400002951.0,79,88441.000000000000000,2211025.000000000000000,0.000000000000000,37.258811950683594,37.258811950683594,8.786391297360794,7.164141578002580,777077.232729885959998,6.448639392852783,19.498456954956055,Cook_Inlet,Cook_Inlet_75004400002951.0
80,75004400009260.0,80,78024.000000000000000,1950600.000000000000000,0.000000000000000,58.237594604492188,58.237594604492188,20.148766318561567,13.605449738175151,1572087.343239447567612,21.224452018737793,38.039435195922849,Cook_Inlet,Cook_Inlet_75004400009260.0
81,75000100000981.0,81,220619.000000000000000,5515475.000000000000000,0.000000000000000,56.022571563720703,56.022571563720703,6.211945144564257,7.876528406342349,1370473.125848621828482,2.942783355712891,17.711793899536133,Cook_Inlet,Cook_Inlet_75000100000981.0
82,75000100003094.0,82,245956.000000000000000,6148900.000000000000000,0.000000000000000,62.248485565185547,62.248485565185547,15.055366335735030,10.556435824413310,3702957.682472045067698,12.797302722930908,30.131138801574707,Cook_Inlet,Cook_Inlet_75000100003094.0
83,75000100003947.0,83,3031.000000000000000,75775.000000000000000,0.028647888451815,20.759632110595703,20.730984222143888,3.203327305182322,3.074441946868067,9709.285062007616943,2.204984426498413,7.144536018371582,Cook_Inlet,Cook_Inlet_75000100003947.0
84,75000100002463.0,84,1030348.000000000000000,25758700.000000000000000,0.000000000000000,39.318870544433594,39.318870544433594,3.519658184148896,3.666092557708371,3626472.770721447188407,2.270590066909790,7.944406509399414,Cook_Inlet,Cook_Inlet_75000100002463.0
85,75000100001919.0,85,41170.000000000000000,1029250.000000000000000,0.000000000000000,14.960521697998047,14.960521697998047,2.460546401686315,1.661604280070532,101300.695357425604016,2.130543708801270,4.388744926452636,Cook_Inlet,Cook_Inlet_75000100001919.0
86,75000100004336.0,86,872402.000000000000000,21810050.000000000000000,0.000000000000000,46.220813751220703,46.220813751220703,4.718700643109589,5.714297776477613,4116603.878450091462582,2.874951124191284,10.270508766174316,Cook_Inlet,Cook_Inlet_75000100004336.0
87,75000100000004.0,87,578108.000000000000000,14452700.000000000000000,0.000000000000000,51.434059143066406,51.434059143066406,2.604938590370460,2.266564683980388,1505935.838601886061952,2.042694807052612,5.133441448211670,Cook_Inlet,Cook_Inlet_75000100000004.0
88,75000100000652.0,88,83340.000000000000000,2083500.000000000000000,0.000000000000000,51.729488372802734,51.729488372802734,4.389262807237481,5.321717706406075,365801.162355171632953,2.681973695755005,10.073245525360115,Cook_Inlet,Cook_Inlet_75000100000652.0
89,75000100004200.0,89,68063.000000000000000,1701575.000000000000000,0.000000000000000,42.298000335693359,42.298000335693359,5.931087271292999,6.217810166241689,403687.592946015414782,3.588811397552490,14.891537666320810,Cook_Inlet,Cook_Inlet_75000100004200.0
90,75000100002523.0,90,26785.000000000000000,669625.000000000000000,0.000000000000000,38.191215515136719,38.191215515136719,2.455569872464189,3.763874876196785,65772.439033953312901,1.279197216033936,5.345974731445315,Cook_Inlet,Cook_Inlet_75000100002523.0
91,75000100000059.0,91,37512.000000000000000,937800.000000000000000,0.020257117226720,41.793659210205078,41.773402092978358,6.510809616934727,5.006083622043505,244233.490350455482258,5.069369792938232,13.149738597869872,Cook_Inlet,Cook_Inlet_75000100000059.0
92,75000400000173.0,92,16926.000000000000000,423150.000000000000000,0.000000000000000,42.455558776855469,42.455558776855469,3.818480693749817,4.704678261717815,64631.604222409405338,1.910987734794617,11.211379528045654,Cook_Inlet,Cook_Inlet_75000400000173.0
93,75000400009620.0,93,167220.000000000000000,4180500.000000000000000,0.000000000000000,70.290901184082031,70.290901184082031,5.422266880922406,5.226362361601441,906711.467827844666317,4.160864114761353,10.638457584381104,Cook_Inlet,Cook_Inlet_75000400009620.0
94,75000400014405.0,94,371994.000000000000000,9299850.000000000000000,0.000000000000000,69.801170349121094,69.801170349121094,3.405089113792849,5.900092138480427,1266672.719796256860718,1.319436669349670,8.547854709625247,Cook_Inlet,Cook_Inlet_75000400014405.0
95,75000400014403.0,95,641511.000000000000000,16037775.000000000000000,0.000000000000000,68.238563537597656,68.238563537597656,10.880893563374382,9.703791729629582,6980212.910733863711357,7.719902038574219,25.152242660522461,Cook_Inlet,Cook_Inlet_75000400014403.0
96,75000700036166.0,96,10859.000000000000000,271475.000000000000000,0.020257117226720,25.184434890747070,25.164177773520350,1.674591845746918,3.837222423791175,18184.392852965778729,0.101285479962826,5.556200027465821,Cook_Inlet,Cook_Inlet_75000700036166.0
97,75000700030756.0,97,510732.000000000000000,12768300.000000000000000,0.000000000000000,80.604049682617188,80.604049682617188,14.263727018897589,12.143927842986260,7284941.827815603464842,11.041725158691406,32.454906463623054,Cook_Inlet,Cook_Inlet_75000700030756.0
98,75000700032122.0,98,148713.000000000000000,3717825.000000000000000,0.000000000000000,36.843597412109375,36.843597412109375,3.554076924347914,4.502261054219698,528537.441650551278144,2.147108554840088,9.121317863464355,Cook_Inlet,Cook_Inlet_75000700032122.0
99,75000500009621.0,99,133141.000000000000000,3328525.000000000000000,0.020257117226720,41.282623291015625,41.262366173788905,6.791635448349413,6.985607806047298,904245.135228689177893,4.092228889465332,18.125165939331055,Cook_Inlet,Cook_Inlet_75000500009621.0
100,75000500011984.0,100,97224.000000000000000,2430600.000000000000000,0.000000000000000,42.035606384277344,42.035606384277344,5.753229296383688,4.737665390918688,559351.965111607685685,4.433768749237061,11.495779037475586,Cook_Inlet,Cook_Inlet_75000500011984.0
101,75000500009975.0,101,311452.000000000000000,7786300.000000000000000,0.000000000000000,48.780975341796875,48.780975341796875,4.324402319597123,4.295864197323140,1346843.751243163133040,2.991292238235474,9.254539394378673,Cook_Inlet,Cook_Inlet_75000500009975.0
102,75000500010609.0,102,20427.000000000000000,510675.000000000000000,0.000000000000000,48.874046325683594,48.874046325683594,10.716706243987248,11.109448988505893,218910.158445927518187,6.196281909942627,29.944339752197266,Cook_Inlet,Cook_Inlet_75000500010609.0
103,75000300025361.0,103,16961.000000000000000,424025.000000000000000,0.000000000000000,58.764236450195312,58.764236450195312,6.813303920002392,8.639815986369840,115560.447787160563166,4.205183029174805,14.491633415222168,Cook_Inlet,Cook_Inlet_75000300025361.0
104,75000600010189.0,104,64929.000000000000000,1623225.000000000000000,0.000000000000000,49.256671905517578,49.256671905517578,3.982961319879132,5.325015430251302,258609.695538432191825,2.216192722320557,10.833213233947756,Cook_Inlet,Cook_Inlet_75000600010189.0
105,75000600030148.0,105,135606.000000000000000,3390150.000000000000000,0.000000000000000,48.449680328369141,48.449680328369141,7.028482907629919,6.031126829282255,953104.453172062756494,5.301797866821289,14.665655612945557,Cook_Inlet,Cook_Inlet_75000600030148.0
106,75000200008033.0,106,44150.000000000000000,1103750.000000000000000,0.000000000000000,34.971645355224609,34.971645355224609,1.955748260410233,3.005458495162769,86346.285697111801710,0.895374178886414,4.903138017654414,Cook_Inlet,Cook_Inlet_75000200008033.0
107,75000200002920.0,107,10846.000000000000000,271150.000000000000000,0.028647888451815,37.364894866943359,37.336246978491545,2.442107751484319,3.013709892041481,26487.100672598920937,1.620263934135437,5.070070743560791,Cook_Inlet,Cook_Inlet_75000200002920.0
108,75000200000411.0,108,1075.000000000000000,26875.000000000000000,0.040514227002859,5.939187049865723,5.898672822862864,1.525868397632310,1.279858743031499,1640.308527454733621,1.122985005378723,3.708145332336426,Cook_Inlet,Cook_Inlet_75000200000411.0
109,75000200013251.0,109,278.000000000000000,6950.000000000000000,0.045296281576157,7.240730285644531,7.195434004068375,2.185987097057080,1.936528047384448,607.704412981868245,1.302860856056213,5.182393550872803,Cook_Inlet,Cook_Inlet_75000200013251.0
110,75000200008551.0,110,743.000000000000000,18575.000000000000000,0.040514227002859,24.477071762084961,24.436557535082102,4.340361636683523,4.111601947269153,3224.888696055857963,3.041441679000854,9.528248214721680,Cook_Inlet,Cook_Inlet_75000200008551.0
111,75000200007305.0,111,13655.000000000000000,341375.000000000000000,0.118118107318878,54.766941070556641,54.648822963237762,16.321592451570886,11.810306390754777,222871.344926200457849,14.205631256103516,34.846446228027347,Cook_Inlet,Cook_Inlet_75000200007305.0
112,75000200015657.0,112,33391.000000000000000,834775.000000000000000,0.000000000000000,43.366184234619141,43.366184234619141,2.753893228341874,4.067481193849674,91955.248787563497899,1.548994064331055,5.512526988983154,Cook_Inlet,Cook_Inlet_75000200015657.0
