OID_,cat_ID_txt,AwcHuc12_cat_elev_ZONE_CODE,AwcHuc12_cat_elev_COUNT,AwcHuc12_cat_elev_AREA,AwcHuc12_cat_elev_MIN,AwcHuc12_cat_elev_MAX,AwcHuc12_cat_elev_RANGE,AwcHuc12_cat_elev_MEAN,AwcHuc12_cat_elev_STD,AwcHuc12_cat_elev_SUM,AwcHuc12_cat_elev_VARIETY,AwcHuc12_cat_elev_MAJORITY,AwcHuc12_cat_elev_MINORITY,AwcHuc12_cat_elev_MEDIAN,AwcHuc12_cat_elev_PCT90,region,cat_ID_con
344,4085365,344,5384.000000000000000,538400.000000000000000,35,41,6,38.828380386329783,1.491395795373035,209052.000000000000000,7,40,35,39,41,Bristol_Bay,Bristol_Bay_4085365
345,4085381,345,6759.000000000000000,675900.000000000000000,232,363,131,262.465453469449187,28.844937702097642,1774004.000000000000000,132,236,363,261,302,Bristol_Bay,Bristol_Bay_4085381
346,4085545,346,5403.000000000000000,540300.000000000000000,33,45,12,35.929483620210966,2.925445789394379,194127.000000000000000,13,35,40,35,42,Bristol_Bay,Bristol_Bay_4085545
347,4085681,347,3740.000000000000000,374000.000000000000000,311,348,37,321.181550802138474,9.770709898802977,1201219.000000000000000,38,312,311,318,335,Bristol_Bay,Bristol_Bay_4085681
348,4085931,348,1079.000000000000000,107900.000000000000000,308,317,9,311.928637627432181,2.430022501547345,336571.000000000000000,10,311,317,311,315,Bristol_Bay,Bristol_Bay_4085931
349,4086155,349,23244.000000000000000,2324400.000000000000000,38,61,23,41.868697298227772,2.900854556310186,973196.000000000000000,24,41,48,42,44,Bristol_Bay,Bristol_Bay_4086155
350,4086161,350,11448.000000000000000,1144800.000000000000000,230,469,239,264.205363382251733,45.847047872545808,3024623.000000000000000,239,233,230,247,321,Bristol_Bay,Bristol_Bay_4086161
351,4086175,351,5125.000000000000000,512500.000000000000000,56,69,13,62.778146341463362,2.982248370682406,321738.000000000000000,14,64,56,63,67,Bristol_Bay,Bristol_Bay_4086175
352,4086405,352,3613.000000000000000,361300.000000000000000,30,37,7,32.573484638804423,1.238033205840956,117688.000000000000000,8,32,30,32,34,Bristol_Bay,Bristol_Bay_4086405
353,4086601,353,1348.000000000000000,134800.000000000000000,429,440,11,434.451780415430505,2.261775274849112,585641.000000000000000,12,434,429,434,438,Bristol_Bay,Bristol_Bay_4086601
354,4086751,354,35172.000000000000000,3517200.000000000000000,222,236,14,229.439099283521131,3.260429950917271,8069832.000000000000000,15,226,222,229,234,Bristol_Bay,Bristol_Bay_4086751
355,4086795,355,3704.000000000000000,370400.000000000000000,26,43,17,31.160907127429855,4.547449008142459,115420.000000000000000,18,29,26,29,40,Bristol_Bay,Bristol_Bay_4086795
356,4086803,356,1696.000000000000000,169600.000000000000000,104,108,4,105.203419811320842,1.074692849136376,178425.000000000000000,5,104,108,105,107,Bristol_Bay,Bristol_Bay_4086803
357,4087015,357,1818.000000000000000,181800.000000000000000,16,33,17,22.663916391639141,5.858697938754316,41203.000000000000000,18,16,27,22,31,Bristol_Bay,Bristol_Bay_4087015
358,4087071,358,2472.000000000000000,247200.000000000000000,477,513,36,489.186488673139081,5.839860958969644,1209269.000000000000000,36,485,513,487,496,Bristol_Bay,Bristol_Bay_4087071
359,4087083,359,16269.000000000000000,1626900.000000000000000,104,128,24,117.266273280472447,6.172169230253205,1907805.000000000000000,25,121,104,119,125,Bristol_Bay,Bristol_Bay_4087083
360,4087121,360,3148.000000000000000,314800.000000000000000,260,317,57,278.812579415501261,14.334001635149825,877702.000000000000000,58,263,317,276,297,Bristol_Bay,Bristol_Bay_4087121
361,4087165,361,14024.000000000000000,1402400.000000000000000,115,164,49,132.633628066172435,11.866002854596552,1860054.000000000000000,50,120,164,136,147,Bristol_Bay,Bristol_Bay_4087165
362,4087635,362,2405.000000000000000,240500.000000000000000,60,92,32,65.607068607068626,7.590881931391943,157785.000000000000000,33,63,92,63,81,Bristol_Bay,Bristol_Bay_4087635
363,4087653,363,3644.000000000000000,364400.000000000000000,106,124,18,110.985455543358796,3.533990086868210,404431.000000000000000,19,109,124,110,116,Bristol_Bay,Bristol_Bay_4087653
364,4087663,364,15100.000000000000000,1510000.000000000000000,93,144,51,111.637748344370934,9.862466422587767,1685730.000000000000000,52,109,144,111,126,Bristol_Bay,Bristol_Bay_4087663
365,4088003,365,10928.000000000000000,1092800.000000000000000,93,145,52,110.017203513909365,11.712549604640277,1202268.000000000000000,53,99,145,109,126,Bristol_Bay,Bristol_Bay_4088003
366,4088421,366,9947.000000000000000,994700.000000000000000,122,256,134,134.557253443249749,17.782111599270962,1338441.000000000000000,133,126,225,127,157,Bristol_Bay,Bristol_Bay_4088421
367,4088675,367,10016.000000000000000,1001600.000000000000000,4,75,71,11.584165335463220,14.103674805998837,116027.000000000000000,72,4,75,6,28,Bristol_Bay,Bristol_Bay_4088675
368,4088693,368,1816.000000000000000,181600.000000000000000,89,96,7,90.106828193832754,1.475436792340489,163634.000000000000000,8,90,93,90,91,Bristol_Bay,Bristol_Bay_4088693
369,4088865,369,1335.000000000000000,133500.000000000000000,41,45,4,42.292883895131091,0.886216718789467,56461.000000000000000,5,42,45,42,43,Bristol_Bay,Bristol_Bay_4088865
370,4088913,370,1989.000000000000000,198900.000000000000000,134,140,6,136.350427350427395,1.101384506632002,271201.000000000000000,7,136,134,136,138,Bristol_Bay,Bristol_Bay_4088913
371,4088915,371,4299.000000000000000,429900.000000000000000,40,43,3,40.755757152826270,0.729140407603616,175209.000000000000000,4,41,43,41,42,Bristol_Bay,Bristol_Bay_4088915
372,4088993,372,8366.000000000000000,836600.000000000000000,104,125,21,109.178938560841488,3.066112096263618,913391.000000000000000,22,108,125,109,112,Bristol_Bay,Bristol_Bay_4088993
373,4089123,373,389.000000000000000,38900.000000000000000,76,87,11,79.745501285347032,2.461949311932067,31021.000000000000000,12,79,87,79,84,Bristol_Bay,Bristol_Bay_4089123
374,4089253,374,3061.000000000000000,306100.000000000000000,75,79,4,76.677556354132463,0.853677044181466,234710.000000000000000,5,77,79,77,78,Bristol_Bay,Bristol_Bay_4089253
375,4089301,375,776.000000000000000,77600.000000000000000,149,154,5,151.065721649484573,1.490367783034341,117227.000000000000000,6,150,154,151,153,Bristol_Bay,Bristol_Bay_4089301
376,4089531,376,1421.000000000000000,142100.000000000000000,201,213,12,202.350457424349116,1.122187532285667,287540.000000000000000,13,202,213,202,203,Bristol_Bay,Bristol_Bay_4089531
377,4089543,377,11367.000000000000000,1136700.000000000000000,63,69,6,65.805929444884043,1.199171305434598,748016.000000000000000,7,66,63,66,67,Bristol_Bay,Bristol_Bay_4089543
378,4089671,378,12562.000000000000000,1256200.000000000000000,231,319,88,254.281722655627732,17.245411960364308,3194287.000000000000000,89,240,319,250,278,Bristol_Bay,Bristol_Bay_4089671
379,4089713,379,6103.000000000000000,610300.000000000000000,68,73,5,69.843028019006923,0.918042503756621,426252.000000000000000,6,69,73,70,71,Bristol_Bay,Bristol_Bay_4089713
380,4090011,380,2.000000000000000,200.000000000000000,252,252,0,252.000000000000000,0.000000000000000,504.000000000000000,1,252,252,252,252,Bristol_Bay,Bristol_Bay_4090011
381,4090071,381,539.000000000000000,53900.000000000000000,465,491,26,468.096474953617758,2.965786133307531,252304.000000000000000,23,467,474,467,469,Bristol_Bay,Bristol_Bay_4090071
382,4090301,382,23106.000000000000000,2310600.000000000000000,136,248,112,156.518090539253734,22.103287258514804,3616507.000000000000000,113,143,241,145,191,Bristol_Bay,Bristol_Bay_4090301
383,4090543,383,11382.000000000000000,1138200.000000000000000,71,95,24,83.014584431558589,6.459513823453390,944872.000000000000000,25,77,71,82,92,Bristol_Bay,Bristol_Bay_4090543
384,4090891,384,1691.000000000000000,169100.000000000000000,356,364,8,360.118864577172985,1.645578672129255,608961.000000000000000,9,361,356,360,362,Bristol_Bay,Bristol_Bay_4090891
385,4090901,385,8638.000000000000000,863800.000000000000000,202,282,80,212.511229451262125,11.660307474644350,1835672.000000000000000,81,205,282,206,229,Bristol_Bay,Bristol_Bay_4090901
386,4091171,386,4067.000000000000000,406700.000000000000000,173,316,143,185.663634128350168,19.645279784807222,755094.000000000000000,124,174,232,176,211,Bristol_Bay,Bristol_Bay_4091171
387,4091511,387,1513.000000000000000,151300.000000000000000,334,393,59,356.266358228684624,21.404758500696225,539031.000000000000000,60,337,352,342,388,Bristol_Bay,Bristol_Bay_4091511
388,4091601,388,3343.000000000000000,334300.000000000000000,271,279,8,273.432246485192820,1.430450001143806,914084.000000000000000,9,273,279,273,275,Bristol_Bay,Bristol_Bay_4091601
389,4091781,389,3041.000000000000000,304100.000000000000000,148,154,6,151.031897402170728,1.326370529173809,459288.000000000000000,7,151,148,151,153,Bristol_Bay,Bristol_Bay_4091781
390,4092121,390,3993.000000000000000,399300.000000000000000,157,166,9,161.742549461557331,1.524106389699663,645838.000000000000000,10,162,166,162,164,Bristol_Bay,Bristol_Bay_4092121
391,4092553,391,4359.000000000000000,435900.000000000000000,95,168,73,118.649231475109062,21.358661024579437,517192.000000000000000,74,100,95,107,148,Bristol_Bay,Bristol_Bay_4092553
392,4092891,392,535.000000000000000,53500.000000000000000,151,154,3,152.312149532710379,1.129776280920118,81487.000000000000000,4,151,153,152,154,Bristol_Bay,Bristol_Bay_4092891
393,4093211,393,4924.000000000000000,492400.000000000000000,601,641,40,609.967709179529379,10.238582293267662,3003481.000000000000000,41,601,641,607,626,Bristol_Bay,Bristol_Bay_4093211
394,4093483,394,3485.000000000000000,348500.000000000000000,103,111,8,105.645911047345720,1.824042700709060,368176.000000000000000,9,104,111,105,109,Bristol_Bay,Bristol_Bay_4093483
395,4093503,395,144.000000000000000,14400.000000000000000,87,89,2,88.506944444444443,0.565151501047110,12745.000000000000000,3,89,87,89,89,Bristol_Bay,Bristol_Bay_4093503
396,4093581,396,15588.000000000000000,1558800.000000000000000,127,300,173,157.186232999743595,34.602822092153076,2450219.000000000000000,174,132,281,139,211,Bristol_Bay,Bristol_Bay_4093581
397,4093591,397,6508.000000000000000,650800.000000000000000,129,183,54,139.362476951444251,10.986483264275943,906971.000000000000000,55,132,183,134,157,Bristol_Bay,Bristol_Bay_4093591
398,4093594,398,16639.000000000000000,1663900.000000000000000,24,60,36,35.250375623535284,7.740832262280807,586531.000000000000000,37,35,60,34,46,Bristol_Bay,Bristol_Bay_4093594
399,4093883,399,23043.000000000000000,2304300.000000000000000,102,117,15,107.406934860912259,2.697939472048367,2474978.000000000000000,16,106,117,107,112,Bristol_Bay,Bristol_Bay_4093883
400,4093891,400,4300.000000000000000,430000.000000000000000,126,151,25,128.117441860465220,3.349130114774519,550905.000000000000000,26,127,151,127,129,Bristol_Bay,Bristol_Bay_4093891
401,4094161,401,7389.000000000000000,738900.000000000000000,113,275,162,148.349303017999432,37.516933423886812,1096153.000000000000000,163,116,267,140,207,Bristol_Bay,Bristol_Bay_4094161
402,4094233,402,1646.000000000000000,164600.000000000000000,128,131,3,129.886391251518717,0.587307613873296,213793.000000000000000,4,130,128,130,131,Bristol_Bay,Bristol_Bay_4094233
403,4094251,403,1767.000000000000000,176700.000000000000000,148,154,6,151.301641199773456,1.069784961789621,267350.000000000000000,7,151,148,151,153,Bristol_Bay,Bristol_Bay_4094251
404,4094411,404,3169.000000000000000,316900.000000000000000,329,343,14,334.028084569264649,2.971968570346784,1058535.000000000000000,15,333,343,333,338,Bristol_Bay,Bristol_Bay_4094411
405,4094434,405,1705.000000000000000,170500.000000000000000,24,127,103,48.192375366568889,24.204031327049652,82168.000000000000000,104,27,123,37,81,Bristol_Bay,Bristol_Bay_4094434
406,4094553,406,119.000000000000000,11900.000000000000000,123,126,3,124.277310924369758,0.897469549567927,14789.000000000000000,4,125,126,124,125,Bristol_Bay,Bristol_Bay_4094553
407,4094563,407,3640.000000000000000,364000.000000000000000,152,305,153,186.657967032967463,36.581427946327111,679435.000000000000000,154,156,292,179,247,Bristol_Bay,Bristol_Bay_4094563
408,4094641,408,23247.000000000000000,2324700.000000000000000,246,480,234,286.782896717855692,51.631840980569550,6666842.000000000000000,235,251,480,266,371,Bristol_Bay,Bristol_Bay_4094641
409,4094673,409,48966.000000000000000,4896600.000000000000000,76,124,48,101.520524445533766,9.197090059717890,4971054.000000000000000,49,102,124,101,115,Bristol_Bay,Bristol_Bay_4094673
410,4094921,410,3174.000000000000000,317400.000000000000000,131,267,136,173.505356017643209,39.015892779705872,550706.000000000000000,137,133,267,167,231,Bristol_Bay,Bristol_Bay_4094921
411,4094964,411,6585.000000000000000,658500.000000000000000,28,55,27,37.890660592255188,4.980558644164451,249510.000000000000000,28,37,28,37,44,Bristol_Bay,Bristol_Bay_4094964
412,4095041,412,7925.000000000000000,792500.000000000000000,267,275,8,268.911798107255890,1.345226254325803,2131126.000000000000000,9,268,275,269,271,Bristol_Bay,Bristol_Bay_4095041
413,4095204,413,572.000000000000000,57200.000000000000000,172,175,3,173.833916083916193,0.643990547388669,99433.000000000000000,4,174,172,174,175,Bristol_Bay,Bristol_Bay_4095204
414,4095221,414,10254.000000000000000,1025400.000000000000000,112,156,44,116.978935049737160,7.192614878729056,1199502.000000000000000,45,115,155,115,119,Bristol_Bay,Bristol_Bay_4095221
415,4095343,415,604.000000000000000,60400.000000000000000,96,113,17,98.698675496688736,2.867712168284680,59614.000000000000000,18,96,113,98,101,Bristol_Bay,Bristol_Bay_4095343
416,4095504,416,31870.000000000000000,3187000.000000000000000,122,168,46,136.993598995920081,8.723174746923341,4365986.000000000000000,47,134,167,135,151,Bristol_Bay,Bristol_Bay_4095504
417,4095633,417,361.000000000000000,36100.000000000000000,125,130,5,127.168975069252156,1.373162353763792,45908.000000000000000,6,127,130,127,129,Bristol_Bay,Bristol_Bay_4095633
418,4095641,418,9012.000000000000000,901200.000000000000000,266,396,130,302.924212161562252,32.078876028832681,2729953.000000000000000,131,267,396,293,353,Bristol_Bay,Bristol_Bay_4095641
419,4095964,419,6091.000000000000000,609100.000000000000000,128,162,34,142.384337547200943,9.692948637647415,867263.000000000000000,35,139,162,140,158,Bristol_Bay,Bristol_Bay_4095964
420,4096454,420,8517.000000000000000,851700.000000000000000,16,1059,1043,196.641892685217300,230.465640358341545,1674799.000000000000000,920,22,486,88,553,Bristol_Bay,Bristol_Bay_4096454
421,4096461,421,4392.000000000000000,439200.000000000000000,431,514,83,449.816939890710046,16.477469988731499,1975596.000000000000000,84,454,511,446,475,Bristol_Bay,Bristol_Bay_4096461
422,4096733,422,10135.000000000000000,1013500.000000000000000,68,85,17,73.038184509126808,2.962156020133627,740242.000000000000000,18,71,85,73,77,Bristol_Bay,Bristol_Bay_4096733
423,4096891,423,2979.000000000000000,297900.000000000000000,372,415,43,387.890567304464696,9.009567942768220,1155526.000000000000000,44,391,415,388,400,Bristol_Bay,Bristol_Bay_4096891
424,4096973,424,11765.000000000000000,1176500.000000000000000,82,108,26,87.897662558435869,4.579178153819316,1034116.000000000000000,27,84,97,86,93,Bristol_Bay,Bristol_Bay_4096973
425,4097024,425,1344.000000000000000,134400.000000000000000,58,64,6,61.433035714285765,1.674380929993083,82566.000000000000000,7,63,58,61,64,Bristol_Bay,Bristol_Bay_4097024
426,4097073,426,19782.000000000000000,1978200.000000000000000,142,154,12,147.991456879992597,2.532984868726764,2927567.000000000000000,13,148,154,148,152,Bristol_Bay,Bristol_Bay_4097073
427,4097174,427,3704.000000000000000,370400.000000000000000,61,63,2,62.026997840172776,0.410874132686768,229748.000000000000000,3,62,61,62,62,Bristol_Bay,Bristol_Bay_4097174
428,4097194,428,2675.000000000000000,267500.000000000000000,89,100,11,92.290093457944025,2.664890275073538,246876.000000000000000,12,90,100,92,96,Bristol_Bay,Bristol_Bay_4097194
429,4097353,429,16702.000000000000000,1670200.000000000000000,95,134,39,106.154472518261144,5.963212277352119,1772992.000000000000000,40,104,126,105,115,Bristol_Bay,Bristol_Bay_4097353
430,4097543,430,10300.000000000000000,1030000.000000000000000,282,610,328,354.252330097087622,82.792476086371479,3648799.000000000000000,329,283,608,319,485,Bristol_Bay,Bristol_Bay_4097543
431,4097644,431,5473.000000000000000,547300.000000000000000,73,84,11,75.780193678055937,1.475828326084205,414745.000000000000000,12,76,84,76,77,Bristol_Bay,Bristol_Bay_4097644
432,4097654,432,20822.000000000000000,2082200.000000000000000,28,66,38,42.755402939198909,9.803298514282108,890253.000000000000000,39,32,66,41,58,Bristol_Bay,Bristol_Bay_4097654
433,4097691,433,1525.000000000000000,152500.000000000000000,253,258,5,254.909508196721276,1.235409836065585,388737.000000000000000,6,255,258,255,257,Bristol_Bay,Bristol_Bay_4097691
434,4097764,434,428.000000000000000,42800.000000000000000,159,172,13,161.228971962616697,2.689352816070649,69006.000000000000000,14,160,172,160,165,Bristol_Bay,Bristol_Bay_4097764
435,4097783,435,892.000000000000000,89200.000000000000000,111,117,6,113.280269058295815,0.821469709521550,101046.000000000000000,7,113,117,113,114,Bristol_Bay,Bristol_Bay_4097783
436,4097903,436,19368.000000000000000,1936800.000000000000000,78,92,14,83.196561338290465,2.798059188487722,1611351.000000000000000,15,82,78,83,87,Bristol_Bay,Bristol_Bay_4097903
437,4097911,437,1442.000000000000000,144200.000000000000000,223,228,5,224.585991678224644,1.326105388204217,323853.000000000000000,6,225,228,225,227,Bristol_Bay,Bristol_Bay_4097911
438,4097981,438,4654.000000000000000,465400.000000000000000,213,218,5,215.122690159002815,0.982544682067083,1001181.000000000000000,6,215,218,215,216,Bristol_Bay,Bristol_Bay_4097981
439,4098024,439,7526.000000000000000,752600.000000000000000,70,74,4,72.165027903268737,1.053891674694546,543114.000000000000000,5,72,70,72,74,Bristol_Bay,Bristol_Bay_4098024
440,4098063,440,23069.000000000000000,2306900.000000000000000,151,276,125,184.179071481208041,22.813251858197262,4248827.000000000000000,126,154,272,182,217,Bristol_Bay,Bristol_Bay_4098063
441,4098071,441,7427.000000000000000,742700.000000000000000,199,217,18,202.376733539787097,4.676989320496316,1503052.000000000000000,19,201,207,201,212,Bristol_Bay,Bristol_Bay_4098071
442,4098081,442,6742.000000000000000,674200.000000000000000,198,239,41,212.979234648472413,8.731866346425569,1435906.000000000000000,42,199,229,215,222,Bristol_Bay,Bristol_Bay_4098081
443,4098264,443,2627.000000000000000,262700.000000000000000,51,56,5,53.571754853444929,1.276895533739098,140733.000000000000000,6,54,56,54,55,Bristol_Bay,Bristol_Bay_4098264
444,4098514,444,2700.000000000000000,270000.000000000000000,84,110,26,89.495555555555597,6.238261470380962,241638.000000000000000,27,86,110,87,102,Bristol_Bay,Bristol_Bay_4098514
445,4098534,445,3167.000000000000000,316700.000000000000000,172,177,5,174.243763814335466,0.815428726885775,551830.000000000000000,6,174,177,174,175,Bristol_Bay,Bristol_Bay_4098534
446,4098664,446,3808.000000000000000,380800.000000000000000,232,519,287,298.396271008403801,70.653096454547608,1136293.000000000000000,276,234,429,272,410,Bristol_Bay,Bristol_Bay_4098664
447,4098683,447,724.000000000000000,72400.000000000000000,90,101,11,93.414364640883988,2.537478902760406,67632.000000000000000,12,92,101,93,97,Bristol_Bay,Bristol_Bay_4098683
448,4099023,448,480.000000000000000,48000.000000000000000,105,107,2,105.727083333333255,0.542463356417312,50749.000000000000000,3,106,107,106,106,Bristol_Bay,Bristol_Bay_4099023
449,4099143,449,9406.000000000000000,940600.000000000000000,93,126,33,98.704656602168768,5.617546551855278,928416.000000000000000,34,97,126,97,105,Bristol_Bay,Bristol_Bay_4099143
450,4099193,450,301.000000000000000,30100.000000000000000,102,104,2,103.043189368770726,0.554170351149312,31016.000000000000000,3,103,102,103,104,Bristol_Bay,Bristol_Bay_4099193
451,4099444,451,24823.000000000000000,2482300.000000000000000,58,79,21,64.416629738548991,4.101957714796979,1599014.000000000000000,22,63,79,63,72,Bristol_Bay,Bristol_Bay_4099444
452,4099464,452,16535.000000000000000,1653500.000000000000000,60,69,9,65.338554581191161,2.327999350727465,1080373.000000000000000,10,67,69,66,68,Bristol_Bay,Bristol_Bay_4099464
453,4099573,453,3855.000000000000000,385500.000000000000000,98,174,76,119.127367055771870,21.455775786442288,459236.000000000000000,77,102,174,110,154,Bristol_Bay,Bristol_Bay_4099573
454,4099603,454,2726.000000000000000,272600.000000000000000,90,108,18,101.374174614820063,6.314871461462397,276346.000000000000000,19,106,108,105,107,Bristol_Bay,Bristol_Bay_4099603
455,4099614,455,6692.000000000000000,669200.000000000000000,53,60,7,56.007770472205344,1.485112207509890,374804.000000000000000,8,56,60,56,58,Bristol_Bay,Bristol_Bay_4099614
456,4100073,456,259.000000000000000,25900.000000000000000,86,128,42,96.405405405405418,12.646734501898722,24969.000000000000000,42,87,93,87,118,Bristol_Bay,Bristol_Bay_4100073
457,4100083,457,22577.000000000000000,2257700.000000000000000,82,127,45,87.336360012401755,6.653263881416196,1971793.000000000000000,46,86,124,86,93,Bristol_Bay,Bristol_Bay_4100083
458,4100703,458,59422.000000000000000,5942200.000000000000000,94,297,203,109.846218572246443,24.901910745660594,6527282.000000000000000,203,95,261,101,127,Bristol_Bay,Bristol_Bay_4100703
459,4101113,459,2119.000000000000000,211900.000000000000000,93,98,5,93.070316186880476,0.382808286381200,197216.000000000000000,6,93,97,93,93,Bristol_Bay,Bristol_Bay_4101113
460,4101204,460,7773.000000000000000,777300.000000000000000,139,215,76,148.774218448475409,9.071884070230315,1156422.000000000000000,77,145,202,146,158,Bristol_Bay,Bristol_Bay_4101204
461,4101393,461,4186.000000000000000,418600.000000000000000,72,93,21,83.334209268991785,6.578015790659059,348837.000000000000000,22,73,72,84,91,Bristol_Bay,Bristol_Bay_4101393
462,4101523,462,2473.000000000000000,247300.000000000000000,68,82,14,76.799029518803238,5.388021852850571,189924.000000000000000,15,82,74,79,82,Bristol_Bay,Bristol_Bay_4101523
463,4101873,463,15118.000000000000000,1511800.000000000000000,88,106,18,92.197579044847444,2.648785080366603,1393843.000000000000000,19,91,106,92,96,Bristol_Bay,Bristol_Bay_4101873
464,4101893,464,8366.000000000000000,836600.000000000000000,109,116,7,112.259263686349556,1.363726010999048,939161.000000000000000,8,113,116,112,114,Bristol_Bay,Bristol_Bay_4101893
465,4102104,465,11189.000000000000000,1118900.000000000000000,58,72,14,64.444901242291635,3.568805594049292,721074.000000000000000,15,64,72,64,70,Bristol_Bay,Bristol_Bay_4102104
466,4102114,466,3675.000000000000000,367500.000000000000000,38,109,71,62.215782312925526,20.021212455730961,228643.000000000000000,72,41,109,57,95,Bristol_Bay,Bristol_Bay_4102114
467,4102223,467,795.000000000000000,79500.000000000000000,91,94,3,92.134591194968579,0.732531358625023,73247.000000000000000,4,92,94,92,93,Bristol_Bay,Bristol_Bay_4102223
468,4102243,468,13512.000000000000000,1351200.000000000000000,74,79,5,75.804174067496035,1.019127482037663,1024266.000000000000000,6,75,79,76,77,Bristol_Bay,Bristol_Bay_4102243
469,4102343,469,6779.000000000000000,677900.000000000000000,85,117,32,94.178934946157170,9.019785760701314,638439.000000000000000,33,86,117,89,106,Bristol_Bay,Bristol_Bay_4102343
470,4102584,470,4882.000000000000000,488200.000000000000000,38,94,56,58.846169602621899,19.389332778577970,287287.000000000000000,57,45,59,47,89,Bristol_Bay,Bristol_Bay_4102584
471,4103034,471,11727.000000000000000,1172700.000000000000000,65,72,7,69.349791080412842,1.613111330553589,813265.000000000000000,8,70,65,70,71,Bristol_Bay,Bristol_Bay_4103034
472,4103704,472,3096.000000000000000,309600.000000000000000,154,171,17,160.482881136951079,4.020260892305624,496855.000000000000000,18,160,171,160,167,Bristol_Bay,Bristol_Bay_4103704
473,4103902,473,6248.000000000000000,624800.000000000000000,148,182,34,161.879321382842903,8.513518363755725,1011422.000000000000000,35,152,182,161,175,Bristol_Bay,Bristol_Bay_4103902
474,4104714,474,10054.000000000000000,1005400.000000000000000,128,285,157,157.974835886213782,34.457434083581624,1588279.000000000000000,158,131,269,140,211,Bristol_Bay,Bristol_Bay_4104714
475,4104892,475,2886.000000000000000,288600.000000000000000,129,143,14,133.618849618849708,2.584050349652824,385624.000000000000000,15,132,143,133,137,Bristol_Bay,Bristol_Bay_4104892
476,4105102,476,7151.000000000000000,715100.000000000000000,189,213,24,199.601034820304704,5.964453886010419,1427347.000000000000000,25,195,213,198,208,Bristol_Bay,Bristol_Bay_4105102
477,4105104,477,2091.000000000000000,209100.000000000000000,94,98,4,96.151602104256384,1.379452641493935,201053.000000000000000,5,97,94,96,98,Bristol_Bay,Bristol_Bay_4105104
478,4105514,478,1708.000000000000000,170800.000000000000000,40,57,17,48.412177985948482,2.352912726998949,82688.000000000000000,18,48,40,48,51,Bristol_Bay,Bristol_Bay_4105514
479,4105594,479,1578.000000000000000,157800.000000000000000,38,142,104,45.496197718631180,18.064110536411153,71793.000000000000000,95,39,48,39,67,Bristol_Bay,Bristol_Bay_4105594
480,4105772,480,31339.000000000000000,3133900.000000000000000,164,362,198,198.626599444781561,42.226909905719936,6224759.000000000000000,199,172,164,180,262,Bristol_Bay,Bristol_Bay_4105772
481,4105804,481,5566.000000000000000,556600.000000000000000,38,340,302,77.907294286740907,57.269264221564157,433632.000000000000000,254,38,251,47,170,Bristol_Bay,Bristol_Bay_4105804
482,4105894,482,22785.000000000000000,2278500.000000000000000,177,206,29,184.910467412772221,4.650748833746647,4213185.000000000000000,30,182,206,184,190,Bristol_Bay,Bristol_Bay_4105894
483,4105964,483,2096.000000000000000,209600.000000000000000,175,183,8,178.986641221373844,1.783569245349788,375156.000000000000000,9,180,183,179,181,Bristol_Bay,Bristol_Bay_4105964
484,4106064,484,188.000000000000000,18800.000000000000000,26,36,10,29.861702127659573,3.211021789485195,5614.000000000000000,11,26,36,29,34,Bristol_Bay,Bristol_Bay_4106064
485,4106152,485,36.000000000000000,3600.000000000000000,108,109,1,108.194444444444471,0.395772412465971,3895.000000000000000,2,108,109,108,109,Bristol_Bay,Bristol_Bay_4106152
486,4106264,486,6024.000000000000000,602400.000000000000000,141,151,10,146.286354581673550,2.548762112192872,881229.000000000000000,11,144,141,146,150,Bristol_Bay,Bristol_Bay_4106264
487,4106382,487,15166.000000000000000,1516600.000000000000000,180,372,192,215.422919688777654,40.256976032578940,3267104.000000000000000,193,187,372,200,273,Bristol_Bay,Bristol_Bay_4106382
488,4106462,488,2033.000000000000000,203300.000000000000000,167,171,4,168.859321200196462,0.840960107401663,343291.000000000000000,5,169,171,169,170,Bristol_Bay,Bristol_Bay_4106462
489,4106674,489,568.000000000000000,56800.000000000000000,65,86,21,68.213028169014208,3.798911906752097,38745.000000000000000,22,67,76,67,71,Bristol_Bay,Bristol_Bay_4106674
490,4106762,490,2751.000000000000000,275100.000000000000000,148,210,62,176.798618684115041,21.286831657571959,486373.000000000000000,63,150,148,176,206,Bristol_Bay,Bristol_Bay_4106762
491,4106774,491,6643.000000000000000,664300.000000000000000,65,80,15,69.052687038988395,4.566987806093618,458717.000000000000000,16,66,72,67,79,Bristol_Bay,Bristol_Bay_4106774
492,4106792,492,957.000000000000000,95700.000000000000000,226,232,6,228.311389759665616,1.067818336423674,218494.000000000000000,7,228,232,228,230,Bristol_Bay,Bristol_Bay_4106792
493,4106924,493,503.000000000000000,50300.000000000000000,51,53,2,52.455268389662074,0.783456605066708,26385.000000000000000,3,53,52,53,53,Bristol_Bay,Bristol_Bay_4106924
494,4106982,494,4342.000000000000000,434200.000000000000000,227,245,18,235.736757254721482,4.802504757342737,1023569.000000000000000,19,241,245,234,242,Bristol_Bay,Bristol_Bay_4106982
495,4107112,495,7389.000000000000000,738900.000000000000000,123,172,49,138.646501556367127,10.934113276309001,1024459.000000000000000,50,136,172,137,157,Bristol_Bay,Bristol_Bay_4107112
496,4107154,496,4625.000000000000000,462500.000000000000000,57,60,3,57.781405405405287,0.880540480812300,267239.000000000000000,4,57,60,58,59,Bristol_Bay,Bristol_Bay_4107154
