Kenai Peninsula Borough, Alaska, Average Temperature, April-May
Units: Degrees Fahrenheit
Base Period: 1925-2000
Missing: -99
Date,Value,Anomaly
200105,34.6,0.4
200205,34.0,-0.2
200305,37.0,2.8
200405,38.2,4.0
200505,38.8,4.6
200605,35.6,1.4
200705,36.9,2.7
200805,33.5,-0.7
200905,36.2,2.0
201005,36.1,1.9
201105,35.8,1.6
201205,35.4,1.2
201305,30.6,-3.6
201405,38.8,4.6
201505,38.2,4.0
201605,41.2,7.0
201705,37.5,3.3
201805,36.6,2.4
201905,38.0,3.8
