Bristol Bay Borough, Alaska, Average Temperature, April-May
Units: Degrees Fahrenheit
Base Period: 1925-2000
Missing: -99
Date,Value,Anomaly
200105,37.4,0.0
200205,38.8,1.4
200305,40.3,2.9
200405,41.4,4.0
200505,39.3,1.9
200605,37.3,-0.1
200705,40.4,3.0
200805,35.5,-1.9
200905,38.6,1.2
201005,37.0,-0.4
201105,38.6,1.2
201205,39.2,1.8
201305,35.2,-2.2
201405,43.3,5.9
201505,41.8,4.4
201605,45.8,8.4
201705,41.8,4.4
201805,40.9,3.5
201905,41.4,4.0
