Matanuska-Susitna Borough, Alaska, Average Temperature, June-August
Units: Degrees Fahrenheit
Base Period: 1925-2000
Missing: -99
Date,Value,Anomaly
200108,50.3,1.5
200208,48.9,0.1
200308,49.9,1.1
200408,53.5,4.7
200508,51.4,2.6
200608,48.1,-0.7
200708,50.3,1.5
200808,47.1,-1.7
200908,49.9,1.1
201008,48.3,-0.5
201108,48.1,-0.7
201208,48.0,-0.8
201308,52.0,3.2
201408,49.0,0.2
201508,50.2,1.4
201608,51.8,3.0
201708,50.4,1.6
201808,50.1,1.3
201908,53.6,4.8
