Region,HUC12,Year,Scenario,TempSens,dist_coast_km,wtd_area_sqKM,str_slope,cat_elev_MEAN,cat_slope_MEAN,wtd_north_per,wtd_slope_MEAN,wtd_glacier_per,wtd_lake_per,wtd_wet_per,wtd_lcld_jd,summer_precip,Chinook,Sockeye,Chum,Pink,Coho,Spawning,Rearing
Copper_River,190201010806,2004,Low Precipitation,0.30732879093333837,201.78034076284067,4387.41949973875,6.8482e-4,605.569967707213,0.546575329124703,25.1126518,15.057414810805366,11.729275419043054,1.354336886438354,9.9686565,500.9695783278167,77.96,1,1,0,0,0,0,0
Copper_River,190201010807,2004,Low Precipitation,0.290054315305691,185.44350335206104,5533.133124605,0.00109918,575.2247191011239,1.657278740217437,25.6562519,13.768878254141825,9.933431669453025,1.348727622658586,10.1228647,497.9995215863549,69.59,1,1,0,0,0,0,0
Copper_River,190201010808,2004,Low Precipitation,0.30193123884678813,195.3187461937986,4784.85474985,0.0018964900000000002,593.1651495448633,1.290621858915906,25.8967228,14.213687390112081,10.755029020040606,1.349711000476734,10.283658,499.20289352205884,70.52,1,1,0,0,0,0,0
Copper_River,190201010809,2004,Low Precipitation,0.4333446895224682,187.60512006395186,54.538749985249794,0.00845445,591.104652498565,4.065861194072495,24.993248,2.10763176854174,0,5.039913532847283,37.691906,476.7585940177581,69.65,1,0,0,0,0,1,0
Copper_River,190201010903,2004,Low Precipitation,0.23401075921989042,186.25686244621087,275.9030998387504,0.005496490000000001,580.1801801801795,0.576507444201795,36.5617332,12.497302515629647,12.691949173392954,0.181599848485411,6.0264459,500.6269295763982,66.72,1,0,0,0,0,0,1
Copper_River,190201011102,2013,Low Precipitation,0.24012952331145884,224.85204114460723,116.35125006850001,0.00869754,947.474914804998,6.466870309323865,17.2328072,11.616885410105134,0,4.967420261197757,2.3766272,523.8467150145499,115.57000000000001,1,1,0,0,0,1,1
Copper_River,190201011103,2013,Low Precipitation,0.22377084537700087,225.09759012976522,69.12887505974992,0.00339591,872.3237505528514,2.41424555552546,16.4232674,12.124115588952433,0,1.138785236988039,3.6714072,520.0671618657974,113.03,1,1,0,0,0,1,1
Copper_River,190201011104,2004,Low Precipitation,0.3676500999689215,210.91145973477998,323.3474000257501,0.0035867900000000003,814.2552021403067,3.810356274475041,17.8435707,10.281037704771604,0,2.178493988345058,2.5657656,492.43016121686145,99.46,1,1,0,0,0,1,1
Copper_River,190201011105,2004,Low Precipitation,0.4029798535794225,205.21010364249958,396.5509499222502,0.00806184,772.5162514266927,3.618431215479829,16.2549248,9.219309785049578,0,1.995899123950697,2.3378487,491.58978863924347,95.52,1,1,0,0,0,1,1
Copper_River,190201011208,2004,Low Precipitation,0.36468700966404505,184.6941910707315,1542.9002998820001,0.00665233,574.6785714285712,1.069335071436815,14.1097918,10.732021498404821,6.946340359572403,1.016346265282318,3.6339173,502.84164947058036,72.28,1,1,0,0,0,0,0
Copper_River,190201011303,2004,Low Precipitation,0.4796517838743792,184.34153270430102,447.1114751574993,0.0034176000000000002,614.0050611556312,5.428344348804002,7.8831091,2.601409575620299,0,1.752782021837086,11.6116524,486.538571798389,69.64,1,0,0,0,0,1,0
Copper_River,190201011403,2004,Low Precipitation,0.4802042054593739,155.22422574622945,341.41329998550015,0.00209303,543.4002667174639,3.520260378566136,7.2300954,1.550851300572461,0,3.980311727060241,33.1130447,476.33511066218193,60.74,1,0,0,0,0,0,1
Copper_River,190201011602,2004,Low Precipitation,0.34872254002081926,225.8111315660078,71.44642490050029,0.013623050000000001,1061.167572085241,10.234959094345848,21.5075874,7.690383830644921,0,1.690655324043258,0.5226949,499.88807963914144,116.24,0,1,0,0,0,1,0
Copper_River,190201011603,2004,Low Precipitation,0.3268837288935491,207.77361886519918,478.9625751297501,0.00384145,885.6013352610966,2.124658243964764,12.1958847,10.512797739419819,22.21205022747324,0.798786194604177,1.8238299,519.0031419770424,111.58,1,1,0,0,0,0,0
Copper_River,190201011604,2004,Low Precipitation,0.3703429417451034,201.36671593312795,647.995575211,0.00401534,850.1845384179707,3.71047800221637,11.942152,8.641118490240741,16.417921947071562,0.858113693873452,1.8012017,511.7555997464036,115.2,1,1,0,0,0,0,0
Copper_River,190201011605,2004,Low Precipitation,0.28231393731810006,224.45659017758658,244.65412527324972,0.00787211,987.8727991376211,1.349819951615177,10.7189951,14.476071103832723,43.484820719780295,0.291319878157073,0.4959336,540.2124759293287,112.52,1,0,0,0,0,0,0
Copper_River,190201011608,2004,Low Precipitation,0.40108903190588197,197.9970992380221,706.0614752607498,0.00534475,776.8708678828071,4.747568025005591,12.0785894,8.215463063831166,15.067725897285406,1.001281263498915,1.7873832,510.01362881979117,103.49,1,1,0,0,0,0,0
Copper_River,190201011703,2004,Low Precipitation,0.4073430714412022,185.39437233197745,894.5970502630001,0.0036345900000000005,699.597472140478,1.674368049169747,11.7961693,7.3676564986796,11.892215352972919,1.121945760424979,2.300597,505.7231758567939,97.84,1,1,0,0,0,0,0
Copper_River,190201011704,2004,Low Precipitation,0.48421723542029294,181.93014794036614,152.79417493400018,0.00150423,695.9197311190188,1.914735570418732,9.9163685,3.5682332154796512,0,1.771825624154425,3.8367708,485.849281426117,94.92,1,1,0,0,0,1,0
Copper_River,190201011705,2004,Low Precipitation,0.4792256415735856,176.33979226021347,248.51177503374973,0.00156083,660.6479155957041,1.294280213138243,8.6590919,3.153836262633126,0,1.970155225413572,8.9160309,483.8017950703444,85.59,1,1,0,0,0,1,0
Copper_River,190201011707,2004,Low Precipitation,0.5195053756969372,139.9756144007263,1623.7147752662497,0.0021802600000000003,447.92495784148457,3.338098050453343,10.0991583,5.129880525300877,6.552099505356438,2.531506752930271,8.8566008,495.53841088486797,56.230000000000004,1,1,0,0,0,0,0
Copper_River,190201011708,2004,Low Precipitation,0.5257751932539754,168.05952911846393,1272.83277510125,0.00321943,624.9517527327562,1.007811180116081,10.5915813,5.962542828914731,8.358317749176168,1.483849336791404,4.9197125,499.32119752923745,77.17,1,1,0,0,0,0,0
Copper_River,190201011802,2004,Low Precipitation,0.28254860326769554,169.3377480305696,7678.707974800749,0.00200129,528.7391483233912,0.62554631845215,22.1940231,12.280547840841988,8.553588787418606,1.299251840874408,9.5876408,497.90731668250794,49.23,1,1,0,0,0,0,0
Copper_River,190201011805,2004,Low Precipitation,0.4771034731025508,166.70926404243588,160.15817503874996,0.00833846,627.1925374628772,4.372703435174307,28.3776779,4.220431902347107,0.028739473244936,0.186965030468922,8.608077,480.0010213036202,66.74,1,0,0,0,0,1,0
Copper_River,190201011806,2004,Low Precipitation,0.4177330893708007,165.15611427588706,308.4089001862497,0.00837672,549.6351614352047,3.20891096646695,32.059494,5.585614988546709,2.282670638045994,0.199451952891518,6.6202903,483.36390165274605,50.879999999999995,1,0,0,0,0,0,0
Copper_River,190201011809,2004,Low Precipitation,0.3057027466357389,155.55994419348403,8451.17709984275,0.0018171100000000003,538.7330732794636,5.568952205114592,22.8699474,11.536139245051551,7.855060377011861,1.241677351247114,10.0418673,496.2689935344102,60.78,1,1,0,0,0,0,0
Copper_River,190201011810,2004,Low Precipitation,0.36517379168152797,130.54500242672555,11660.06930001925,1e-5,399.88383045525893,2.085641725341686,21.142868,10.367654019119572,8.958459257704934,1.42641661991184,9.8697567,496.94060292774293,49.27,1,1,0,0,0,0,0
Copper_River,190201011811,2004,Low Precipitation,0.31646081332833575,148.3165164737133,8857.45779993075,0.0025549,500.3695217061211,5.12865123564751,22.1766911,11.084666095800046,7.494758414384299,1.347794069275167,10.9681425,495.42399314508015,60.34,1,1,0,0,0,0,0
Copper_River,190201020103,2004,Low Precipitation,0.4445760917588437,199.9520435055553,72.87904992675017,0.04829932,829.639068825912,9.794557598969378,8.9797516,5.244163941619417,0,3.33922944316393,3.6100712,495.589349398149,123.57000000000001,0,1,0,0,0,0,0
Copper_River,190201020104,2004,Low Precipitation,0.4827860432838273,199.7770009490994,253.6868750027501,0.00570823,819.3867391304349,5.628486387899196,30.2212524,5.692571451349657,0,3.690251506647168,8.1607265,493.0617476143925,123.57000000000001,1,1,0,0,0,1,0
Copper_River,190201020105,2004,Low Precipitation,0.463900174745081,199.74730855459646,148.51082501425006,0.01101702,830.5559873980469,5.187182588257151,13.8633671,5.98460096016143,0,1.871665363591085,10.8601542,493.2319892846408,127.68,1,1,0,0,0,1,0
Copper_River,190201020106,2004,Low Precipitation,0.5286836961519972,193.49219803282077,623.9993748780005,1e-5,765.3728813559335,5.023091363236334,22.3142185,5.998710867538933,0,2.452080178393191,6.9844961,493.0735599046196,105.47,1,1,0,0,0,1,0
Copper_River,190201020304,2004,Low Precipitation,0.6335538165433489,168.38826644423926,566.5885251842499,0.00126978,693.2110663983905,3.014706480526145,17.4923973,2.480382461833426,0,10.052038045233914,3.1496499,486.84330995601897,66.42,1,0,0,0,0,0,1
Copper_River,190201020403,2004,Low Precipitation,0.4114384049364653,142.5340780114361,362.20759996650025,2.4608000000000003e-4,645.5083148558754,2.297998074295944,8.6581345,1.610875628955862,0,19.37441567010887,10.6029243,478.2835694198606,68.42999999999999,0,1,0,0,0,0,0
Copper_River,190201020408,2004,Low Precipitation,0.4420327403373779,163.1350957956402,878.0589250017498,1e-5,628.3856655290112,4.297780985236666,8.8514051,1.606865546492189,0,18.27756116156293,11.7303133,479.326585473934,57.49,0,1,0,0,0,0,0
Copper_River,190201020601,2004,Low Precipitation,0.6338649835134141,160.479463440942,4347.3915999385,0.00111628,599.2197505336094,3.425264374057109,15.2047453,4.257491855042123,1.16821219282e-4,7.410380577599353,7.7756071,486.56373182096337,63.67,1,1,0,0,0,1,1
Copper_River,190201020603,2004,Low Precipitation,0.48791047796855913,160.1761722916682,202.472525121,0.0054167,586.3814307794215,2.804435727699051,7.5016885,1.641423198029941,0,5.678699356625971,24.7955227,479.4982804424074,66.61,1,0,0,0,0,0,1
