SiteID,Year,MA7d_DAT,MA7d_DMT,MxDAT,MnDAT,MxDMT,MnDMT,MnDNT,NDNT,MxDIFF,Jul,Aug,SIGMA_DAT,SIGMA_DMT,SIGMA_DNT,SD,CV_DAT,CV_DAT_K,RANGE_MAX,RANGE_MN,SUM_13_DMT,SUM_18_DMT,SUM_20_DMT,dur13,dur13mx,dur13gt6,dur13ct,dur18,dur18mx,dur18gt6,dur18ct,dur20,dur20mx,dur20gt6,dur20ct,MxDMT_jd,MA7d_DMT_jd,Jun
CIK_38,2018,20.198130952380943,22.373428571428573,21.249625,16.258637681159424,23.28,17.668891304347827,15.057032608695652,12.05,11.23,17.89701713709678,15.223847782258074,3.595274960476811,5.138280405637841,2.926522097826087,1.8961210300180764,0.116622380497187,0.006551708494986336,4.968000000000002,2.611858695652174,92,42,13,92,92,1,1,5.25,11,3,8,3.25,7,1,4,187,186,15.634928472222223
CIK_38,2019,22.853894345238082,25.05857142857143,23.4016145833333,17.84108693626049,25.695,19.571021739130433,16.279641304347827,10.712,14.983,19.3980500672043,16.17373924731183,7.739165013338856,9.024794856665073,7.007023463330148,2.7819354797224998,0.15592858717976724,0.009560208558318717,5.099,3.2913804347826092,92,70,41,92,92,1,1,17.5,40,2,4,5.857142857142857,21,3,7,188,187,17.955150979532167
CIK_39,2008,12.005994047619042,14.304857142857143,13.85021875,10.087082427536231,16.963,11.537217391304347,8.930608695652174,4.48,12.483,11.043645833333333,10.680964045698929,2.812261064657387,3.644988765408505,2.935023999044434,1.6769797448560275,0.16625022714973786,0.005920763377744043,5.471,2.606608695652174,15,0,0,1.5,4,0,10,0,0,0,0,0,0,0,0,187,186,8.484955902777774
CIK_39,2009,16.646123511904772,19.562285714285714,17.0096145833333,12.119790987318844,19.936,13.945760869565218,10.57120652173913,4.194,15.742,14.780349462365594,11.40106317204302,5.86188351168729,8.592425436693741,4.7888903195174395,2.4211326918794205,0.19976686845612235,0.008487168176833164,6.373000000000001,3.374554347826087,51,11,0,12.75,46,1,4,5.5,10,1,2,0,0,0,0,191,191,10.113232638888887
CIK_39,2010,13.142569940476188,15.464285714285714,14.1779895833333,11.087613451086957,17.629,12.438652173913043,10.00991304347826,6.864,10.765,11.713306787634416,10.903876344086026,1.7258885706426834,3.358550690874343,1.5950389593884378,1.313730783167801,0.11848634415001286,0.004621945587063811,6.746000000000002,2.4287391304347827,29,0,0,4.142857142857143,7,1,7,0,0,0,0,0,0,0,0,190,190,10.630925347222215
CIK_39,2011,13.687855654761915,16.53042857142857,15.0156041666667,11.35246173007247,18.438,12.97088043478261,10.010913043478261,6.56,11.878,13.241683131720443,10.278679771505379,3.31744788331119,6.025055600931677,2.433828739608218,1.821386253190462,0.16043976156868622,0.006402005248441545,8.280000000000001,2.959967391304348,43,2,0,10.75,21,3,4,1,1,0,2,0,0,0,0,192,189,10.509840972222225
CIK_39,2012,12.941837797619042,15.125714285714285,14.0802916666667,10.870353940217392,16.606,12.375967391304348,9.659108695652174,4.584,12.022000000000002,11.92949495967742,11.003155577956992,3.9672152786958597,5.669072207716198,3.468297306736742,1.9917869561516512,0.18323110425894912,0.007012831751385318,5.623000000000001,2.716858695652174,39,0,0,7.8,12,3,5,0,0,0,0,0,0,0,0,175,210,9.638679861111108
CIK_4,2008,10.698169642857156,12.267142857142858,11.8308333333333,9.521287364130435,13.93,10.744130434782608,8.58554347826087,5.25,8.68,9.912718413978494,10.294354838709678,1.3611117014798726,1.6899695652173912,1.540578822264692,1.1666669196818227,0.12253247644609586,0.004127291917622171,5.779999999999999,2.158586956521739,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,234,186,8.317972222222222
CIK_4,2009,15.267855654761915,17.15685714285714,15.8294791666667,11.706945538949277,17.582,13.193391304347827,10.372510869565218,6.889,10.693000000000001,13.362304435483871,11.535511088709685,3.134235216763736,3.8919650539894888,2.8423027581223126,1.7703771396975663,0.1512245131582342,0.006214969188650152,4.904999999999999,2.820880434782609,43,0,0,5.375,23,2,8,0,0,0,0,0,0,0,0,189,191,10.173556944444444
CIK_4,2010,12.146885416666672,14.042857142857144,12.5829270833333,10.55840964673913,14.529,11.876217391304348,9.48558695652174,6.763,7.766,11.072301411290322,10.988281250000005,1.2851627115339501,1.7056533148590538,1.3497645308170092,1.1336501715846692,0.1073694059535554,0.003995828579759895,5.391,2.390630434782609,19,0,0,2.375,7,1,8,0,0,0,0,0,0,0,0,193,196,9.583187499999998
CIK_4,2012,11.630272321428572,12.746857142857143,12.3454375,9.394860846920292,13.762,10.619826086956522,8.416641304347825,5.076,8.686,9.74079435483871,10.234935147849466,2.268790217687787,2.6090410903010035,2.355697463330148,1.5062503834647767,0.1603270562499643,0.005331013202469286,4.88,2.2031847826086954,6,0,0,2,3,0,3,0,0,0,0,0,0,0,0,201,225,8.169319444444445
CIK_4,2013,15.505260416666658,17.363857142857142,15.92790625,11.800835539215688,17.843,13.285341176470588,10.536470588235295,5.745,12.097999999999999,12.996305779569893,11.71432022849463,4.0642396494608075,4.791832870308124,3.9326059901960786,2.015995944802669,0.17083501741069573,0.007074890449041063,4.882999999999999,2.748870588235294,42,0,0,6,29,1,7,0,0,0,0,0,0,0,0,210,208,NA
CIK_4,2014,13.3382574404762,15.183142857142856,14.5493229166667,11.577818387681162,16.677,13.14616304347826,10.251304347826087,5.745,10.931999999999999,12.724994623655913,11.912949260752695,2.4417099328862033,3.020840423674152,2.328434763497372,1.5625971755018,0.13496473369839768,0.005488038310939442,5.477,2.894858695652174,54,0,0,6.75,27,2,8,0,0,0,0,0,0,0,0,186,184,10.046101041666672
CIK_4,2015,15.7031413690476,17.306,15.8886979166667,13.11502105978261,18.414,14.775173913043478,11.686239130434783,7.318,11.096000000000002,14.011372647849464,12.921180107526883,3.774819281850897,4.951045156235069,3.256793370759675,1.942889415754509,0.14814230239495427,0.006787030453674474,5.961000000000002,3.0889347826086957,70,2,0,23.333333333333332,65,1,3,2,2,0,1,0,0,0,0,170,168,12.38909340277778
CIK_4,2016,16.25815773809523,18.315285714285714,16.7679791666667,12.704928328804353,18.58,14.21808695652174,11.419206521739131,6.763,11.816999999999998,14.151304099462365,12.337550739247327,2.7398113999132723,3.5441646077400857,2.4512571766602966,1.655237566004733,0.13028310929169212,0.0057904811216016455,5.434000000000001,2.7988804347826086,68,7,0,8.5,20,4,8,7,7,1,1,0,0,0,0,202,199,11.58996354166667
CIK_4,2017,13.763267857142873,15.440285714285713,14.7252708333333,11.502011121043097,17.249,12.998032608695652,10.242989130434783,6.889,10.36,12.656416666666667,11.615212029569893,2.653984100699426,3.7253387351887235,2.3186732855948398,1.6291053068170351,0.1416365616128264,0.005723147011683282,5.729,2.7550434782608697,45,0,0,6.428571428571429,13,2,7,0,0,0,0,0,0,0,0,204,219,10.192151118421052
CIK_4,2018,13.899522321428572,15.904,14.9443645833333,11.141669362376655,16.82,12.612380434782608,9.926945652173913,6.636,10.184000000000001,12.501891465053758,11.258303091397845,2.9350103580163402,3.596270919612996,2.8428911288819876,1.713187192929115,0.15376395917062746,0.006026160375263675,5.0600000000000005,2.6854347826086955,36,0,0,5.142857142857143,15,3,7,0,0,0,0,0,0,0,0,188,186,9.615585002955083
CIK_4,2019,16.27855952380953,17.931428571428572,16.78815625,13.039014719202898,18.295,14.46491304347826,11.750369565217392,6.813,11.482000000000003,14.29970967741935,13.144412634408603,3.9756393535994494,4.136314080267558,4.176765158623985,1.9939005375392849,0.15291803717368424,0.006967075726144201,4.9990000000000006,2.7145434782608695,65,4,0,16.25,61,1,4,4,4,0,1,0,0,0,0,188,188,11.627385416666668
CIK_40,2008,14.1902157738095,17.28157142857143,15.8896770833333,12.45100883152174,19.627,14.382652173913044,10.900880434782609,5.102,14.524999999999999,13.58003595430107,13.106574932795706,3.5386105180310716,4.4268610864787385,3.6433168536789298,1.8811194853148143,0.15108169231656607,0.006586529553978228,7.0059999999999985,3.481771739130435,76,3,0,19,34,3,4,3,3,0,1,0,0,0,0,187,186,10.606929166666669
CIK_40,2009,19.11357589285716,22.226285714285716,19.7016354166667,14.330623980978267,22.8,16.481478260869565,12.428847826086956,6.204,16.596,17.140322244623665,13.872274193548394,6.945781519409785,9.126654757763975,5.883921493072146,2.6354850634010023,0.18390581365467476,0.009167522412137885,7.841999999999999,4.052630434782609,82,30,13,20.5,68,1,4,5,23,1,6,4.333333333333333,10,1,3,188,191,11.900897222222225
CIK_40,2010,15.218230654761914,18.247,16.37271875,13.28591213768116,19.984,15.126228260869565,11.744434782608696,6.484,13.500000000000002,14.033716397849467,13.35921337365591,1.8663966308362614,3.5324752110606785,2.342456358337315,1.3661612755587318,0.10282781200125962,0.004769518128376495,8.318,3.3817934782608696,84,9,0,12,41,2,7,1.8,3,0,5,0,0,0,0,190,190,12.437436458333334
CIK_40,2011,16.02042857142857,18.468,17.3944791666667,13.373144814311596,20.031,15.346043478260869,11.684402173913044,4.973,15.058,15.501747983870965,12.66160080645162,5.143341619386397,6.833222129956999,5.064725825489728,2.267893652574211,0.16958566470821204,0.00791521974269818,7.720000000000002,3.661641304347826,76,18,1,9.5,55,2,8,2.5714285714285716,5,0,7,1,1,0,1,203,201,11.908850347222222
CIK_40,2012,15.207671130952372,17.910714285714285,16.5484270833333,13.15373663949275,19.984,15.089391304347826,11.533532608695653,4.35,15.634000000000002,14.293450604838712,13.676956653225803,5.330354544138056,7.1873391638795985,5.1081600978260875,2.3087560599028336,0.17552092786858978,0.008064009527091734,6.9140000000000015,3.555858695652174,74,9,0,37,72,1,2,1.8,3,0,5,0,0,0,0,175,210,11.43537152777777
CIK_41,2008,8.047087797619048,10.972,8.66455208333333,6.81920165307971,11.565,8.766445652173912,5.205489130434783,2.637,8.927999999999999,7.34186189516129,7.214649193548387,0.8339741949347087,1.3750855464644052,1.2199179449354993,0.9132218760710393,0.13391917742432607,0.003261865486199615,6.685,3.5609565217391306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,186,5.870490277777778
CIK_41,2009,11.750863095238087,14.71642857142857,12.245,8.498024569746377,15.461,10.682815217391305,6.605391304347826,3.274,12.187000000000001,10.477466733870967,8.143625000000002,3.5795702922594757,4.902851822623029,3.4512273616817963,1.8919752356358885,0.22263706348549123,0.006717516441047747,7.053,4.077423913043479,18,0,0,2.5714285714285716,9,1,7,0,0,0,0,0,0,0,0,189,192,6.818813888888888
CIK_41,2010,9.692671130952387,12.232142857142858,10.6841666666667,8.106054121376813,14.266,10.022586956521739,6.5635,3.512,10.754,8.493555779569894,8.498406922043012,1.5216626696434343,2.4263754758719545,1.6171031538461538,1.2335569178774988,0.15217723684134238,0.004385885742907972,6.898,3.4590869565217393,6,0,0,1.5,2,0,4,0,0,0,0,0,0,0,0,190,191,7.3002045138888905
CIK_41,2012,9.863776785714284,12.197428571428572,10.42871875,7.42202801724138,13.425,9.36067816091954,5.77083908045977,2.53,10.895000000000001,8.167733534946239,7.942918346774194,2.3690690553771807,3.5423498254477415,2.238530811013098,1.53917804537915,0.20737971371216027,0.005485857076545659,6.314,3.5898390804597704,3,0,0,1.5,2,0,2,0,0,0,0,0,0,0,0,209,225,5.851449166666667
CIK_42,2009,20.77769345238094,21.905,21.4930625,16.113754504504502,22.609,17.860756756756757,14.64445945945946,9.509,13.100000000000001,18.117886424731182,14.59813575268817,6.0301220655830265,6.228926049611256,7.34672644353943,2.4556306859100427,0.15239345276258157,0.008489244323459837,10.153000000000002,3.2162972972972974,74,27,20,74,74,1,1,13.5,26,1,2,20,20,1,1,188,189,NA
CIK_42,2010,16.361668154761897,18.091,17.2447395833333,14.537565456081078,19.508,15.488418918918919,13.718824324324324,11.224,8.283999999999999,14.793343077956981,13.930810483870967,1.8328854370675156,2.995158027582377,1.4538803659755646,1.3538409940120426,0.09312707812749553,0.004705941989066337,6.093,1.7695945945945946,72,6,0,24,38,2,3,1.5,3,0,4,0,0,0,0,175,174,NA
CIK_43,2008,10.309877976190458,12.674142857142858,11.1364583333333,8.61027442956349,15.294,10.696654761904762,6.9702738095238095,3.195,12.099,8.839161290322577,9.71370396505376,2.015543189519773,3.023596373350545,2.329752707257602,1.4196982741131203,0.16488420731847614,0.005038674373054766,7.424,3.7263809523809526,7,0,0,1.1666666666666667,2,0,6,0,0,0,0,0,0,0,0,187,233,NA
CIK_43,2009,16.272370535714284,19.943,16.7502708333333,10.870727581521741,20.65,13.449847826086957,8.686304347826088,3.617,17.032999999999998,13.90252184139785,10.361477486559144,7.7545013402442295,10.588944921643574,6.845837005255614,2.784690528630467,0.2561641350818076,0.00980453276189564,9.025,4.763543478260869,41,11,3,10.25,26,2,4,11,11,1,1,1.5,2,0,2,194,191,8.264098611111113
CIK_43,2011,11.8126949404762,14.741428571428571,12.8777083333333,9.414017096920288,16.368,11.57904347826087,7.60454347826087,3.643,12.724999999999998,11.089363239247309,8.685699596774194,3.142827834295778,5.83260823984711,2.780233767319637,1.7728022547074385,0.18831517262565786,0.006273984468798672,8.812999999999999,3.9745,26,0,0,3.7142857142857144,5,0,7,0,0,0,0,0,0,0,0,175,200,8.435420833333332
CIK_43,2012,10.97307440476189,13.784571428571429,12.4608541666667,8.953172101449272,16.296,11.166108695652174,7.127652173913043,2.69,13.606,9.965907258064515,9.165360887096769,2.948719537272672,5.073755834209269,2.9560084051600573,1.7171836061623325,0.19179611278603342,0.0060870765591561765,8.04,4.03845652173913,20,0,0,2.857142857142857,4,0,7,0,0,0,0,0,0,0,0,201,224,7.687417361111109
CIK_44,2009,17.826897321428557,20.20157142857143,18.4126458333333,13.897182741769544,20.746,15.522,12.459481481481482,9.114,11.631999999999998,15.548644153225803,12.931605510752684,3.7648693459636733,5.4357075749999995,3.1404605777777777,1.9403271234417339,0.13962017766448898,0.006759610405886724,5.448,3.062518518518518,74,14,5,18.5,61,2,4,7,12,1,2,5,5,0,1,188,190,NA
CIK_45,2011,16.210511904761912,19.406714285714287,18.20509375,12.434569633152172,21.963,14.458510869565217,10.794293478260869,3.67,18.293,15.08238474462365,12.155294018817203,8.964870971737936,11.604782340539895,8.00400398984711,2.994139437591031,0.24079156142310448,0.010484247946018776,7.188000000000001,3.664217391304348,60,16,2,8.571428571428571,43,2,7,3.2,5,0,5,1,1,0,2,203,200,9.98707881944445
CIK_46,2010,8.89003869047619,9.682857142857143,9.37661458333333,7.661225609756098,10.345,8.407975609756097,7.069207317073171,3.932,6.413,7.4324677419354845,8.41503696236559,0.9274485545943161,1.2669848142125866,1.079632512044565,0.9630413047187104,0.12570329523938528,0.0034294971742228415,3.0810000000000004,1.338768292682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,195,NA
CIK_46,2011,9.473616071428571,11.184857142857142,9.77179166666667,8.087015738224638,11.904,9.263641304347827,7.26029347826087,5.128,6.776,8.643156586021504,8.395319892473118,0.8316073300125311,1.7478393314620164,0.6711327590778786,0.9119250682005244,0.11276410207663594,0.0032425499389075714,3.854,2.0033478260869564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,209,7.193755902777777
CIK_47,2009,14.341281250000012,15.551,16.0721979166667,9.53308238636364,17.701,10.231389610389611,8.681246753246754,4.141,13.56,11.363867943548394,NA,8.093349170036634,8.929644925153793,7.932415477785373,2.8448812224830466,0.29842196964042145,0.010063853834007439,5.734,1.550142857142857,14,0,0,7,11,1,2,0,0,0,0,0,0,0,0,189,191,6.672003720238096
CIK_47,2010,11.843816964285713,12.581428571428573,12.0259166666667,10.166529194078946,13.209,10.792223684210526,9.510736842105263,4.869,8.34,10.243429099462364,11.093599137931031,2.0231063674711214,2.186997482631579,2.6688962764912283,1.422359436806014,0.1399060986943711,0.0050203898828354784,3.455000000000001,1.2814868421052632,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,202,238,NA
CIK_48,2011,12.0279419642857,13.890571428571429,12.5104583333333,8.952553515624999,15.533,10.841925,7.3996875,3.036,12.497,9.883991935483875,NA,4.876248505369698,6.0792962474683545,4.830621255537975,2.2082229292736044,0.24665844503688994,0.00782773109195304,7.0809999999999995,3.4422375,14,0,0,2.3333333333333335,5,0,6,0,0,0,0,0,0,0,0,228,225,6.242915833333333
CIK_5,2008,14.221428571428557,15.194285714285716,15.221875,12.442907072368424,16.32,13.333026315789473,11.655,9.66,6.66,12.43320564516129,12.554358198924731,1.1020777581532422,1.4707733859649124,1.15346,1.0497989131987335,0.08436926411915341,0.0036758577933895154,5.780000000000001,1.6780263157894737,45,0,0,5.625,14,2,8,0,0,0,0,0,0,0,0,213,215,NA
CIK_5,2009,17.782068452380944,18.762857142857143,18.3923958333333,13.886442481884059,19.27,14.79586956521739,13.070760869565218,9.09,10.18,15.452681451612905,13.167788978494617,3.551446985160724,4.118679455327282,3.594681832298136,1.8845283190126711,0.1357099430953021,0.006565467097898605,4.979999999999999,1.7251086956521737,75,9,0,15,26,3,5,3,7,1,3,0,0,0,0,189,190,13.010604166666674
CIK_5,2010,14.967470238095242,15.802857142857144,15.3816666666667,12.66759057971015,16.43,13.467608695652174,12.008804347826088,8.92,7.51,13.180836693548397,12.602694892473126,1.5144428636335694,1.637523889154324,1.6246282250358337,1.2306270205198524,0.09714767877728572,0.004305637795154006,3.7699999999999996,1.458804347826087,54,0,0,5.4,16,3,10,0,0,0,0,0,0,0,0,198,196,12.204295138888886
CIK_5,2011,14.902261904761914,16.06714285714286,15.8966666666667,12.752960824275362,17.48,13.787391304347826,11.815760869565217,7.96,9.52,14.049915994623664,12.265463709677416,1.9056485546478559,2.071404108934544,2.144574139990444,1.3804523007506837,0.10824563172208462,0.0048283945600659526,5.2700000000000005,1.9716304347826086,63,0,0,9,39,3,7,0,0,0,0,0,0,0,0,203,201,11.916520833333328
CIK_5,2012,16.231220238095244,18.102857142857143,17.7303125,12.923342391304347,19.45,14.002282608695651,12.032173913043477,7.16,12.29,13.11726814516129,12.710047043010752,2.571689881107925,3.1794090181557575,2.4683314859053986,1.6036489270123697,0.12408933219098238,0.00560572653714384,5.290000000000001,1.9701086956521738,63,3,0,7.875,19,3,8,3,3,0,1,0,0,0,0,175,173,12.943357638888887
CIK_5,2014,15.937302083333341,17.18,17.0293854166667,13.471674479166664,18.176,14.573173913043478,12.538021739130436,7.091,11.084999999999997,14.755834677419355,13.879649193548383,2.8489230942785366,2.634127244147157,3.3460460654562834,1.687875319530011,0.12529068469849342,0.0058888614149544966,5.2570000000000014,2.0351521739130436,74,2,0,10.571428571428571,58,2,7,2,2,0,1,0,0,0,0,186,186,11.72313506944444
CIK_5,2015,16.958093750000014,18.641571428571428,18.074875,13.79420889945652,19.651,14.685869565217391,13.021858695652174,8.419,11.232,14.25611693548387,13.29978897849462,3.7187730433845725,4.099144642140468,3.6125631116817964,1.9284120522815067,0.13979866959659315,0.006720512184851975,4.962999999999999,1.6640108695652174,75,5,0,15,47,2,5,5,5,0,1,0,0,0,0,168,168,13.827804513888886
CIK_6,2003,16.4140773809524,18.791428571428572,17.8579166666667,13.521480195473252,20.68,15.450987654320988,11.747283950617284,8.67,12.01,15.088111559139794,12.801592741935481,3.912690305098768,6.18177151234568,3.0660975308641976,1.9780521492364067,0.1462896162728266,0.006900066054312848,6.779999999999999,3.7037037037037037,63,15,2,10.5,48,2,6,3,5,0,5,2,2,0,1,196,196,NA
CIK_6,2004,17.804627976190485,20.505714285714284,18.2121875,14.14936933876811,20.98,16.15836956521739,12.134891304347827,7.52,13.46,14.78425067204301,14.344321236559141,4.2807924251097305,6.377481927854755,3.243625262780698,2.0690075942610098,0.14622613522371622,0.007201573741783419,7.289999999999999,4.023478260869566,81,19,8,20.25,39,2,4,4.75,9,2,4,4,6,0,2,178,191,13.291874999999985
CIK_6,2005,16.965386904761885,19.81142857142857,17.6730208333333,13.849078351449277,20.42,16.025760869565218,11.790978260869565,7.27,13.150000000000002,15.245816532258068,13.022627688172042,3.2585697630338823,5.193936777353082,2.3916133182035355,1.8051508975800008,0.1303444786555847,0.0062897445801880746,7.01,4.234782608695652,86,22,4,21.5,52,2,4,2.4444444444444446,7,1,9,2,3,0,2,190,189,13.259781250000001
CIK_6,2006,13.707544642857144,16.035714285714285,14.9073958333333,11.373075181159418,18.11,13.1475,9.74945652173913,7.36,10.75,12.831747311827952,10.918676075268813,2.574140420024004,4.753385989010989,1.8897612398471093,1.6044127960172856,0.141071150103285,0.005638954924818435,6.98,3.3980434782608695,45,1,0,5,12,3,9,1,1,0,1,0,0,0,0,194,193,10.335326388888895
CIK_6,2007,14.280803571428587,16.93,16.1711458333333,12.104609375000003,19.18,14.29586956521739,10.058913043478261,5.49,13.69,12.717997311827958,12.168736559139793,3.3041250547602283,5.646123411371237,2.7079152890587674,1.8177252418229297,0.15016802157838566,0.00637229051549984,7.8,4.23695652173913,65,4,0,10.833333333333334,27,3,6,1.3333333333333333,2,0,3,0,0,0,0,172,170,11.404510416666662
CIK_6,2008,12.561964285714257,14.68857142857143,13.6608333333333,10.925076992753624,16.7,12.73858695652174,9.303260869565218,6.27,10.43,11.283709677419354,11.082983870967745,1.730349483666614,3.303961717630196,1.423940898232203,1.3154274908434194,0.12040441378270515,0.00463056282433736,6.960000000000001,3.435326086956522,36,0,0,3.6,7,1,10,0,0,0,0,0,0,0,0,213,171,10.391319444444441
CIK_6,2009,16.120943452380956,18.87257142857143,17.15071875,11.806504302536231,20.222,13.918086956521739,9.873423913043478,5.591,14.631,13.449620967741938,11.416997311827952,4.273434883466294,6.45532975059723,3.3583418952460584,2.067228793207538,0.17509236775219428,0.007254541524740129,7.063999999999998,4.044663043478261,60,7,1,6.666666666666667,23,4,9,2.3333333333333335,5,0,3,1,1,0,1,190,190,10.511107638888893
CIK_6,2010,13.546775297619059,16.373571428571427,14.3648541666667,11.330438616071426,17.415,13.067880952380952,9.777178571428571,6.788,10.626999999999999,11.687012432795697,11.213359879032252,1.5301178548412928,3.2497762989099255,1.4792146303786575,1.2369793267639086,0.10917311930090164,0.004348205215028187,7.793999999999999,3.290702380952381,41,0,0,3.1538461538461537,13,1,13,0,0,0,0,0,0,0,0,197,195,NA
CIK_6,2011,14.540086309523815,17.56085714285714,15.6537708333333,12.150759624094205,18.961,14.28941304347826,10.220760869565217,6.484,12.476999999999999,13.677247311827958,11.406649193548386,2.6621010330319805,4.916625585762064,2.009115524605829,1.631594628892845,0.13427922857246666,0.005718858341080459,7.1270000000000024,4.068652173913043,62,5,0,7.75,23,4,8,1.25,2,0,4,0,0,0,0,203,198,11.342303125000004
CIK_6,2013,16.6183125,19.321285714285718,17.5045625,12.921295558608056,19.984,14.722868131868132,11.230263736263737,7.293,12.691000000000003,14.40097143817204,11.869019825268822,5.6352453159786,9.254814826862027,3.407965085225885,2.3738671647711462,0.18371742632182855,0.008298166232077657,6.978,3.492604395604396,57,17,0,8.142857142857142,28,3,7,4.25,8,1,4,0,0,0,0,199,200,12.464419540229875
CIK_6,2014,15.302880952380958,17.916714285714285,16.2691458333333,12.529456521739133,19.222,14.637315217391304,10.64408695652174,6.179,13.043000000000001,13.929955309139787,12.224496303763438,2.7140746618890534,4.56460094350215,2.26004065169613,1.647444888877638,0.13148574210056532,0.005766760091663352,6.921999999999999,3.9932282608695653,66,6,0,7.333333333333333,25,3,9,2,4,0,3,0,0,0,0,185,186,11.397400000000008
CIK_6,2015,15.921194940476171,18.960857142857144,17.0054270833333,12.975720995220474,20.174,15.20413043478261,10.874391304347826,6.661,13.513,13.414734206989245,12.890764448924735,4.0219146832931125,6.391712268514094,2.852621427615863,2.005471187350522,0.15455566500614687,0.0070090559505624535,7.509,4.329739130434783,77,11,2,19.25,34,3,4,2.2,5,0,5,2,2,0,1,168,167,12.609862440898343
CIK_6,2016,17.606965773809527,20.522,18.3537083333333,13.87012487713923,21.39,15.803510869565217,12.103815217391304,8.618,12.772,15.202245631720439,12.897209005376345,2.59632935191967,4.797433483397037,2.022728372073579,1.6113129279937122,0.11617147951201807,0.005613937101739632,7.348000000000001,3.699695652173913,88,14,5,17.6,66,3,5,3.5,10,1,4,5,5,0,1,200,200,13.49894649822696
CIK_6,2017,15.060020833333343,17.832428571428572,16.4264791666667,12.285548833545327,19.436,14.274804347826088,10.532989130434782,7.995,11.440999999999999,13.746378696236555,11.815163306451613,3.3514919510715258,5.958033126134735,2.414087153726708,1.8307080463775554,0.14901312681928064,0.006413735268290466,7.699,3.7418152173913044,61,5,0,10.166666666666666,29,3,6,1.6666666666666667,3,0,3,0,0,0,0,204,205,11.262089686761229
CIK_6,2018,16.304924107142874,19.55257142857143,17.7790833333333,12.494343817452977,20.865,14.60283695652174,10.580902173913044,7.268,13.596999999999998,13.721152217741935,12.380788978494627,4.028151168613952,6.8539709731247,2.8012104848303867,2.0070254529063534,0.16063472257765143,0.007026309102024392,7.346,4.021934782608696,62,10,3,5.166666666666667,16,4,12,2,6,0,5,3,3,0,1,187,186,11.343981804078016
CIK_6,2019,18.23109672619047,21.291285714285717,18.6470208333333,14.593754601687648,22.13,17.155413043478262,12.083576086956521,6.737,15.392999999999999,15.653850470430113,14.356524193548394,5.796148891483923,7.714617827520305,4.923010049092213,2.407519240106696,0.1649691464476377,0.008366886167309972,7.289999999999999,5.071836956521739,87,41,18,43.5,75,2,2,8.2,17,2,5,3,6,0,6,185,187,13.74346029239766
CIK_7,2008,15.8758482142857,16.875714285714285,16.7127083333333,13.979283693415635,18.28,15.267283950617283,12.769753086419753,10.41,7.870000000000001,14.088481182795688,14.095063844086022,1.391070667150249,1.7825675308641973,1.5669099382716047,1.179436588863619,0.08437031644326268,0.004107684781197619,5.8199999999999985,2.4975308641975307,76,1,0,25.333333333333332,41,2,3,1,1,0,1,0,0,0,0,188,186,NA
CIK_7,2009,18.982306547619057,20.785714285714285,19.7757291666667,15.061887454710142,21.67,16.63054347826087,13.619891304347826,9.52,12.150000000000002,16.696058467741942,14.117032930107516,3.6912081692237155,4.581145855231725,3.3591505375059723,1.9212517193808092,0.12755716872522485,0.006666108522962003,6.329999999999998,3.0106521739130434,91,25,7,45.5,69,2,2,8.333333333333334,19,1,3,2.3333333333333335,5,0,3,189,190,14.349593749999993
CIK_7,2010,16.27025297619047,17.981428571428573,17.0871875,14.121944067028982,19.18,15.374673913043479,12.929347826086957,10.69,8.49,14.41532594086021,13.977311827956987,1.415445178065192,2.2089196727185856,1.3339116579073098,1.189724832919441,0.08424653342857623,0.004141458494261614,5.219999999999999,2.4453260869565216,86,3,0,21.5,35,3,4,1.5,2,0,2,0,0,0,0,196,195,13.96823611111111
CIK_7,2011,16.530907738095244,18.678571428571427,17.8279166666667,14.484946784420286,20.37,15.937934782608696,13.13586956521739,9.48,10.89,15.872063172043013,13.594791666666655,2.3224392650847587,3.375275907787865,1.901919015766842,1.5239551388032258,0.10520957801808156,0.005298226644015605,5.449999999999999,2.8020652173913048,88,13,1,29.333333333333332,79,1,3,2.1666666666666665,5,0,6,1,1,0,1,203,200,13.971420138888886
CIK_8,2004,17.692247023809514,20.57857142857143,18.135,14.001714221014494,21.19,15.999021739130434,12.06304347826087,7.41,13.780000000000001,14.687227822580645,14.550611559139787,4.57288726138323,7.081534197324414,3.392003822264692,2.138431027969626,0.1527263729436899,0.007447042528618597,6.690000000000001,3.935978260869565,81,23,7,20.25,39,2,4,3.8333333333333335,8,2,6,3.5,6,0,2,193,191,12.726156250000003
CIK_8,2005,16.943601190476183,19.58857142857143,17.5692708333333,14.011031476449268,20.58,16.04119565217391,12.189891304347826,8.29,12.29,15.45234879032257,13.318810483870971,3.196009319210685,4.688269983277592,2.7250318561872913,1.787738604833124,0.1275950744838509,0.006225561301411264,6.6999999999999975,3.851304347826087,85,19,2,21.25,73,2,4,2.375,7,1,8,1,1,0,2,190,189,13.236965277777765
